"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","57","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43",".","57"
"01/02/2011","55","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","55"
"01/03/2011","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38","7","32"
"01/04/2011","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","17"
"01/05/2011","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","33"
"01/06/2011","47","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","47",".","24"
"01/07/2011","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","29"
"01/08/2011","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","38"
"01/09/2011","49","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","49","5","13"
"01/10/2011","50","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","50",".","25"
"01/11/2011","48","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","48",".","15"
"01/12/2011","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","11"
"01/13/2011","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","21"
"01/14/2011","51","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","51",".","24"
"01/15/2011","36","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","36","14","18"
"01/16/2011","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","15"
"01/17/2011","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","10"
"01/18/2011","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","15"
"01/19/2011","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","15"
"01/20/2011","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","23"
"01/21/2011","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37","34","19"
"01/22/2011","47","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","47",".","31"
"01/23/2011","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","30"
"01/24/2011","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","16"
"01/25/2011","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","16"
"01/26/2011","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","26"
"01/27/2011","46","PM10","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43","46","28"
"01/28/2011","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","31"
