"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","35","PM2.5","Napa","06-055-0003","AQS","5","31",".","35","7"
"01/02/2011","29","Ozone","Napa","06-055-0003","AQS","5","29",".","19","8"
"01/03/2011","40","PM2.5","Napa","06-055-0003","AQS","9","22","12","40","25"
"01/04/2011","55","PM2.5","Napa","06-055-0003","AQS","13","17",".","55","24"
"01/05/2011","66","PM2.5","Napa","06-055-0003","AQS","15","17",".","66","25"
"01/06/2011","62","PM2.5","Napa","06-055-0003","AQS","15","9",".","62","20"
"01/07/2011","62","PM2.5","Napa","06-055-0003","AQS","11","9",".","62","12"
"01/08/2011","59","PM2.5","Napa","06-055-0003","AQS","7","9",".","59","14"
"01/09/2011","57","PM2.5","Napa","06-055-0003","AQS","11","17","17","57","21"
"01/10/2011","64","PM2.5","Napa","06-055-0003","AQS","13","16",".","64","24"
"01/11/2011","62","PM2.5","Napa","06-055-0003","AQS","9","19",".","62","25"
"01/12/2011","66","PM2.5","Napa","06-055-0003","AQS","14","22",".","66","24"
"01/13/2011","64","PM2.5","Napa","06-055-0003","AQS","14","6",".","64","24"
"01/14/2011","51","PM2.5","Napa","06-055-0003","AQS","16","11",".","51","20"
"01/15/2011","68","PM2.5","Napa","06-055-0003","AQS","16","9","25","68","17"
"01/16/2011","65","PM2.5","Napa","06-055-0003","AQS","17","12",".","65","14"
"01/17/2011","58","PM2.5","Napa","06-055-0003","AQS","10","5",".","58","12"
"01/18/2011","49","PM2.5","Napa","06-055-0003","AQS","11","9",".","49","23"
"01/19/2011","39","PM2.5","Napa","06-055-0003","AQS","13","34",".","39","25"
"01/20/2011","45","PM2.5","Napa","06-055-0003","AQS","8","23",".","45","26"
"01/21/2011","62","PM2.5","Napa","06-055-0003","AQS","13","19","26","62","32"
"01/22/2011","57","PM2.5","Napa","06-055-0003","AQS","13","32",".","57","28"
"01/23/2011","54","PM2.5","Napa","06-055-0003","AQS","11","24",".","54","24"
"01/24/2011","59","PM2.5","Napa","06-055-0003","AQS","11","21",".","59","32"
"01/25/2011","79","PM2.5","Napa","06-055-0003","AQS","13","15",".","79","27"
"01/26/2011","75","PM2.5","Napa","06-055-0003","AQS","14","10",".","75","21"
"01/27/2011","82","PM2.5","Napa","06-055-0003","AQS","13","12","38","82","25"
"01/28/2011","78","PM2.5","Napa","06-055-0003","AQS","14","14",".","78","22"
"01/29/2011","56","PM2.5","Napa","06-055-0003","AQS","9","28",".","56","13"
"01/30/2011","37","PM2.5","Napa","06-055-0003","AQS","9","27",".","37","20"
"01/31/2011","58","PM2.5","Napa","06-055-0003","AQS","10","12",".","58","23"
"02/01/2011","39","Ozone","Napa","06-055-0003","AQS","11","39",".","32","13"
"02/02/2011","37","Ozone","Napa","06-055-0003","AQS","10","37","13","33","29"
"02/03/2011","58","PM2.5","Napa","06-055-0003","AQS","13","18",".","58","30"
"02/04/2011","68","PM2.5","Napa","06-055-0003","AQS","15","16",".","68","27"
"02/05/2011","54","PM2.5","Napa","06-055-0003","AQS","16","35",".","54","13"
"02/06/2011","32","Ozone","Napa","06-055-0003","AQS","8","32",".","19","24"
"02/07/2011","39","Ozone","Napa","06-055-0003","AQS","9","39",".","24","19"
"02/08/2011","38","Ozone","Napa","06-055-0003","AQS","6","38","9","6","11"
"02/09/2011","40","Ozone","Napa","06-055-0003","AQS","8","40",".","28","34"
"02/10/2011","50","PM2.5","Napa","06-055-0003","AQS","9","27",".","50","32"
"02/11/2011","52","PM2.5","Napa","06-055-0003","AQS","9","33",".","52","28"
"02/12/2011","68","PM2.5","Napa","06-055-0003","AQS","9","43",".","68","33"
"02/13/2011","58","PM2.5","Napa","06-055-0003","AQS","10","39",".","58","20"
"02/14/2011","34","Ozone","Napa","06-055-0003","AQS","6","34","6","25","15"
"02/15/2011","23","PM2.5","Napa","06-055-0003","AQS",".",".",".","23","."
"02/16/2011","35","Ozone","Napa","06-055-0003","AQS","6","35",".","21","24"
"02/17/2011","34","PM2.5","Napa","06-055-0003","AQS","7","33",".","34","25"
"02/18/2011","34","Ozone","Napa","06-055-0003","AQS","8","34",".","22","13"
"02/19/2011","34","PM2.5","Napa","06-055-0003","AQS","8","30",".","34","23"
"02/20/2011","49","PM2.5","Napa","06-055-0003","AQS","9","32","12","49","20"
"02/21/2011","55","PM2.5","Napa","06-055-0003","AQS","10","41",".","55","24"
"02/22/2011","40","PM2.5","Napa","06-055-0003","AQS","10","33",".","40","34"
"02/23/2011","54","PM2.5","Napa","06-055-0003","AQS","10","31",".","54","25"
"02/24/2011","48","PM2.5","Napa","06-055-0003","AQS","10","34",".","48","26"
"02/25/2011","39","Ozone","Napa","06-055-0003","AQS","7","39",".","27","19"
"02/26/2011","53","PM2.5","Napa","06-055-0003","AQS","8","39","12","53","19"
"02/27/2011","57","PM2.5","Napa","06-055-0003","AQS","10","34",".","57","25"
"02/28/2011","52","PM2.5","Napa","06-055-0003","AQS","13","37",".","52","23"
"03/01/2011","43","PM2.5","Napa","06-055-0003","AQS",".","36",".","43","21"
"03/02/2011","31","Ozone","Napa","06-055-0003","AQS","9","31",".","28","24"
"03/03/2011","40","Ozone","Napa","06-055-0003","AQS","9","40",".","30","20"
"03/04/2011","35","PM2.5","Napa","06-055-0003","AQS","10","31","12","35","25"
"03/05/2011","41","PM2.5","Napa","06-055-0003","AQS","6","31",".","41","15"
"03/06/2011","31","PM2.5","Napa","06-055-0003","AQS","5","31",".","31","8"
"03/07/2011","40","Ozone","Napa","06-055-0003","AQS","5","40",".","16","19"
"03/08/2011","32","Ozone","Napa","06-055-0003","AQS","5","32",".","29","13"
"03/09/2011","55","PM2.5","Napa","06-055-0003","AQS","8","24",".","55","27"
"03/10/2011","45","PM2.5","Napa","06-055-0003","AQS","8","31","17","45","25"
"03/11/2011","35","PM2.5","Napa","06-055-0003","AQS","7","35",".","35","21"
"03/12/2011","40","PM2.5","Napa","06-055-0003","AQS","6","40",".","40","19"
"03/13/2011","44","PM2.5","Napa","06-055-0003","AQS","7","28",".","44","16"
"03/14/2011","32","PM2.5","Napa","06-055-0003","AQS","6","27",".","32","12"
"03/15/2011","39","Ozone","Napa","06-055-0003","AQS","6","39",".","29","19"
"03/16/2011","44","Ozone","Napa","06-055-0003","AQS","6","44","11","37","14"
"03/17/2011","41","PM2.5","Napa","06-055-0003","AQS","8","41",".","41","16"
"03/18/2011","40","PM2.5","Napa","06-055-0003","AQS",".",".",".","40","12"
"03/19/2011","48","Ozone","Napa","06-055-0003","AQS","6","48",".","24","21"
"03/20/2011","46","Ozone","Napa","06-055-0003","AQS","6","46",".","25","12"
"03/21/2011","43","Ozone","Napa","06-055-0003","AQS","8","43",".","31","12"
"03/22/2011","50","PM2.5","Napa","06-055-0003","AQS","9","37","15","50","18"
"03/23/2011","42","Ozone","Napa","06-055-0003","AQS","8","42",".","23","14"
"03/24/2011","40","Ozone","Napa","06-055-0003","AQS","7","40",".","20","10"
"03/25/2011","41","Ozone","Napa","06-055-0003","AQS","7","41",".","24","27"
"03/26/2011","47","Ozone","Napa","06-055-0003","AQS","7","47",".","26","20"
"03/27/2011","40","Ozone","Napa","06-055-0003","AQS","9","40",".","35","17"
"03/28/2011","34","Ozone","Napa","06-055-0003","AQS","8","34","8","20","14"
"03/29/2011","30","Ozone","Napa","06-055-0003","AQS","9","30",".","28","13"
"03/30/2011","30","Ozone","Napa","06-055-0003","AQS","9","30",".","26","17"
"03/31/2011","35","Ozone","Napa","06-055-0003","AQS","8","35",".","27","25"
"04/01/2011","42","Ozone","Napa","06-055-0003","AQS","8","42",".","33","16"
"04/02/2011","31","Ozone","Napa","06-055-0003","AQS","6","31",".","29","8"
"04/03/2011","47","Ozone","Napa","06-055-0003","AQS","6","47","12","27","12"
"04/04/2011","41","Ozone","Napa","06-055-0003","AQS","8","41",".","22","19"
"04/05/2011","41","PM2.5","Napa","06-055-0003","AQS","8","33",".","41","18"
"04/06/2011","49","Ozone","Napa","06-055-0003","AQS","8","49",".","33","20"
"04/07/2011","44","Ozone","Napa","06-055-0003","AQS","8","44",".","24","8"
