"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","160","PM2.5","Escondido","06-073-1002","AQS","26","40","3",".","160","35"
"01/02/2011","64","PM2.5","Escondido","06-073-1002","AQS","13","38","3",".","64","26"
"01/03/2011","48","PM2.5","Escondido","06-073-1002","AQS","8","36","3","19","48","42"
"01/04/2011","54","PM2.5","Escondido","06-073-1002","AQS","11","39","3",".","54","53"
"01/05/2011","66","PM2.5","Escondido","06-073-1002","AQS","19","31","3",".","66","62"
"01/06/2011","69","PM2.5","Escondido","06-073-1002","AQS","18","42","7","21","69","50"
"01/07/2011","71","PM2.5","Escondido","06-073-1002","AQS","13","37","9",".","71","53"
"01/08/2011","66","PM2.5","Escondido","06-073-1002","AQS","15","37","3",".","66","40"
"01/09/2011","61","PM2.5","Escondido","06-073-1002","AQS","9","41","1","24","61","36"
"01/10/2011","69","PM2.5","Escondido","06-073-1002","AQS","14","39","3",".","69","49"
"01/11/2011","63","PM2.5","Escondido","06-073-1002","AQS","19","39","13","60","63","57"
"01/12/2011","67","NO2","Otay Mesa","06-073-2007","AQS","17","30","26","23","56","67"
"01/13/2011","68","NO2","Otay Mesa","06-073-2007","AQS","22","36","16",".","57","68"
"01/14/2011","65","NO2","Otay Mesa","06-073-2007","AQS","19","38","21",".","52","65"
"01/15/2011","53","NO2","Otay Mesa","06-073-2007","AQS","18","42","10","52","48","53"
"01/16/2011","58","PM2.5","Escondido","06-073-1002","AQS","17","40","9",".","58","46"
"01/17/2011","62","NO2","San Diego - Beardsley Street","06-073-1010","AQS","16","38","14",".","60","62"
"01/18/2011","60","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","18","44","7","27","60","54"
"01/19/2011","67","NO2","Otay Mesa","06-073-2007","AQS","15","34","10",".","64","67"
"01/20/2011","54","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","15","40","11",".","54","54"
"01/21/2011","73","PM10","Otay Mesa","06-073-2007","AQS","15","40","19","73","56","60"
"01/22/2011","64","PM2.5","Escondido","06-073-1002","AQS","19","38","9",".","64","44"
"01/23/2011","60","PM2.5","Escondido","06-073-1002","AQS","20","45","6",".","60","41"
"01/24/2011","54","NO2","Otay Mesa","06-073-2007","AQS","18","43","17","27","52","54"
"01/25/2011","55","NO2","Otay Mesa","06-073-2007","AQS","20","39","10",".","54","55"
"01/26/2011","60","NO2","Otay Mesa","06-073-2007","AQS","19","40","9",".","40","60"
"01/27/2011","59","PM10","Otay Mesa","06-073-2007","AQS","14","40","13","59","36","56"
"01/28/2011","52","PM2.5","Escondido","06-073-1002","AQS","14","42","10",".","52","52"
"01/29/2011","61","PM2.5","Escondido","06-073-1002","AQS","16","45","7",".","61","38"
"01/30/2011","43","Ozone","Kearny Villa Rd.","06-073-1016","AQS","6","43","3","15","41","20"
"01/31/2011","44","NO2","Otay Mesa","06-073-2007","AQS","9","41","7",".","43","44"
"02/01/2011","53","PM2.5","Escondido","06-073-1002","AQS","11","39","7",".","53","42"
"02/02/2011","49","NO2","Otay Mesa","06-073-2007","AQS","10","45","6","43","43","49"
"02/03/2011","60","NO2","Otay Mesa","06-073-2007","AQS","15","44","9",".","57","60"
"02/04/2011","74","PM2.5","Escondido","06-073-1002","AQS","15","41","19",".","74","52"
"02/05/2011","88","PM2.5","Escondido","06-073-1002","AQS","15","43","4","32","88","42"
"02/06/2011","73","PM2.5","Escondido","06-073-1002","AQS","15","44","7",".","73","47"
"02/07/2011","53","NO2","Otay Mesa","06-073-2007","AQS","16","42","11",".","47","53"
"02/08/2011","58","PM2.5","El Cajon","06-073-0003","AQS","9","37","3","51","58","49"
"02/09/2011","42","Ozone","Alpine","06-073-1006","AQS","14","42","4",".","41","42"
"02/10/2011","66","NO2","Otay Mesa","06-073-2007","AQS","14","41","9",".","28","66"
"02/11/2011","64","NO2","Otay Mesa","06-073-2007","AQS","15","44","9",".","52","64"
"02/12/2011","66","PM2.5","Escondido","06-073-1002","AQS","19","44","11","19","66","47"
"02/13/2011","58","PM2.5","Escondido","06-073-1002","AQS","17","47","7",".","58","48"
"02/14/2011","62","PM2.5","Escondido","06-073-1002","AQS","11","51","10","49","62","56"
"02/15/2011","57","PM2.5","Escondido","06-073-1002","AQS","10","40","13",".","57","53"
