"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/22/2011","101","Ozone","Red Hills","06-079-8005","AQS","101","3","31","49","19"
"10/23/2011","101","Ozone","Red Hills","06-079-8005","AQS","101","6","25","51","28"
"10/24/2011","52","PM2.5","Mesa2","06-079-2004","AQS","50","1","22","52","25"
"10/25/2011","45","PM2.5","San Luis Obispo","06-079-2006","AQS","42",".","25","45","20"
"10/26/2011","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","3","35","52","29"
"10/27/2011","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","3","43","52","26"
"10/28/2011","67","Ozone","Red Hills","06-079-8005","AQS","67","4","49","58","33"
"10/29/2011","80","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","80","3","52","58","34"
"10/30/2011","74","Ozone","Red Hills","06-079-8005","AQS","74","3","31","57","40"
"10/31/2011","101","Ozone","Red Hills","06-079-8005","AQS","101","1","30","48","33"
"11/01/2011","77","Ozone","Red Hills","06-079-8005","AQS","77","1","60","48","18"
"11/02/2011","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","1","62","57","29"
"11/03/2011","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","1","38","43","34"
"11/04/2011","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","1","12","31","26"
"11/05/2011","33","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","1","29","33","14"
"11/06/2011","34","PM2.5","Atascadero (original site)","06-079-8001","AQS","34","1","19","34","12"
"11/07/2011","32","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","32","1","16","25","19"
"11/08/2011","47","PM2.5","Atascadero (original site)","06-079-8001","AQS","36","3","19","47","21"
"11/09/2011","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","39",".","22","60","38"
"11/10/2011","49","PM2.5","Atascadero (original site)","06-079-8001","AQS","39",".","26","49","32"
"11/11/2011","38","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","38",".","35","36","26"
"11/12/2011","36","Ozone","Carrizo Plains","06-079-8006","AQS","36",".","10","28","19"
"11/13/2011","40","Ozone","Red Hills","06-079-8005","AQS","40",".","28","37","20"
"11/14/2011","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36",".","42","48","20"
"11/15/2011","57","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40",".","42","57","33"
"11/16/2011","55","PM2.5","Mesa2","06-079-2004","AQS","38",".","39","55","26"
"11/17/2011","53","PM2.5","Mesa2","06-079-2004","AQS","35",".","42","53","29"
"11/18/2011","37","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36",".","31","37","23"
"11/19/2011","36","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","36",".","15","26","23"
"11/20/2011","40","Ozone","Carrizo Plains","06-079-8006","AQS","40",".","5","13","12"
"11/21/2011","36","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","36",".","13","26","25"
"11/22/2011","35","Ozone","Red Hills","06-079-8005","AQS","35","1","18","29","26"
"11/23/2011","36","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","36","1","10","16","12"
"11/24/2011","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","1","9","22","14"
"11/25/2011","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","3","10","15","11"
"11/26/2011","41","PM2.5","Atascadero (original site)","06-079-8001","AQS","32","4","30","41","25"
"11/27/2011","43","Ozone","Red Hills","06-079-8005","AQS","43","4","15","35","25"
"11/28/2011","40","Ozone","Red Hills","06-079-8005","AQS","40","3","21","35","25"
"11/29/2011","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","3","34","45","27"
"11/30/2011","43","PM2.5","Atascadero (original site)","06-079-8001","AQS","36","1","19","43","23"
"12/01/2011","37","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","37","1","30","22","26"
"12/02/2011","56","PM10","Arroyo Grande CDF","06-079-2007","AQS","34","1","56","55","34"
"12/03/2011","54","PM2.5","Atascadero (original site)","06-079-8001","AQS","35","1","37","54","24"
"12/04/2011","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","35","3","28","60","28"
"12/05/2011","52","PM2.5","Atascadero (original site)","06-079-8001","AQS","35","3","31","52","34"
"12/06/2011","61","PM2.5","Atascadero (original site)","06-079-8001","AQS","37","1","29","61","32"
"12/07/2011","61","PM2.5","Atascadero (original site)","06-079-8001","AQS","37","3","30","61","35"
"12/08/2011","79","PM2.5","Atascadero (original site)","06-079-8001","AQS","38","1","40","79","34"
"12/09/2011","85","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","3","45","85","39"
"12/10/2011","77","PM2.5","Atascadero (original site)","06-079-8001","AQS","42","1","32","77","28"
"12/11/2011","63","PM2.5","Atascadero (original site)","06-079-8001","AQS","38","1","26","63","21"
"12/12/2011","32","Ozone","Red Hills","06-079-8005","AQS","32","1","11","31","23"
"12/13/2011","69","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","1","23","69","28"
"12/14/2011","66","PM2.5","Atascadero (original site)","06-079-8001","AQS","36","1","25","66","28"
"12/15/2011","63","PM2.5","Atascadero (original site)","06-079-8001","AQS","33","3","22","63","15"
"12/16/2011","63","PM2.5","Atascadero (original site)","06-079-8001","AQS","37","3","27","63","25"
"12/17/2011","71","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","3","25","71","33"
"12/18/2011","59","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","3","22","59","25"
"12/19/2011","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","36","1","21","60","24"
"12/20/2011","71","PM2.5","Atascadero (original site)","06-079-8001","AQS","37","1","29","71","28"
"12/21/2011","75","PM2.5","Atascadero (original site)","06-079-8001","AQS","40","1","32","75","30"
"12/22/2011","67","PM2.5","Atascadero (original site)","06-079-8001","AQS","31","1","33","67","28"
"12/23/2011","79","PM2.5","Atascadero (original site)","06-079-8001","AQS","37","4","44","79","28"
"12/24/2011","95","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","4","40","95","33"
"12/25/2011","68","PM2.5","Atascadero (original site)","06-079-8001","AQS","40","3","31","68","28"
"12/26/2011","63","PM2.5","Atascadero (original site)","06-079-8001","AQS","44","1","37","63","32"
"12/27/2011","72","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","3","33","72","33"
"12/28/2011","85","PM2.5","Atascadero (original site)","06-079-8001","AQS","44","6","56","85","34"
"12/29/2011","72","PM2.5","Atascadero (original site)","06-079-8001","AQS","41","4","33","72","13"
"12/30/2011","59","PM2.5","Atascadero (original site)","06-079-8001","AQS","34","4","52","59","14"
"12/31/2011","58","PM2.5","Atascadero (original site)","06-079-8001","AQS","40","1","23","58","11"
