"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/03/2011","13","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","13","6"
"01/06/2011","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"01/09/2011","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","5"
"01/12/2011","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"01/15/2011","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","5"
"01/18/2011","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"01/21/2011","54","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","54","29"
"01/24/2011","14","PM2.5","Redwood NP","06-015-0002","AQS",".","14"
"01/27/2011","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","12"
"01/30/2011","16","PM2.5","Redwood NP","06-015-0002","AQS",".","16"
"02/02/2011","14","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","14","8"
"02/05/2011","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"02/08/2011","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","9"
"02/11/2011","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"02/14/2011","19","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","19","13"
"02/17/2011","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"02/20/2011","8","PM2.5","Redwood NP","06-015-0002","AQS","8","8"
"02/23/2011","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"02/26/2011","9","PM2.5","Redwood NP","06-015-0002","AQS","9","9"
"03/01/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"03/04/2011","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"03/07/2011","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"03/10/2011","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"03/13/2011","14","PM2.5","Redwood NP","06-015-0002","AQS",".","14"
"03/16/2011","21","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","21","13"
"03/19/2011","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"03/22/2011","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","7"
"03/25/2011","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"03/28/2011","14","PM2.5","Redwood NP","06-015-0002","AQS","13","14"
"03/31/2011","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"04/03/2011","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","."
"04/06/2011","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"04/09/2011","16","PM2.5","Redwood NP","06-015-0002","AQS","16","16"
"04/12/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"04/15/2011","7","PM2.5","Redwood NP","06-015-0002","AQS","6","7"
"04/18/2011","14","PM2.5","Redwood NP","06-015-0002","AQS",".","14"
"04/21/2011","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","9"
"04/24/2011","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"04/27/2011","13","PM2.5","Redwood NP","06-015-0002","AQS","10","13"
"04/30/2011","14","PM2.5","Redwood NP","06-015-0002","AQS",".","14"
"05/03/2011","28","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","28","23"
"05/06/2011","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"05/09/2011","13","PM2.5","Redwood NP","06-015-0002","AQS","13","13"
"05/12/2011","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"05/15/2011","11","PM2.5","Redwood NP","06-015-0002","AQS","7","11"
"05/18/2011","25","PM2.5","Redwood NP","06-015-0002","AQS",".","25"
"05/21/2011","20","PM2.5","Redwood NP","06-015-0002","AQS","17","20"
"05/24/2011","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"05/27/2011","23","PM2.5","Redwood NP","06-015-0002","AQS","12","23"
"05/30/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"06/02/2011","10","PM2.5","Redwood NP","06-015-0002","AQS","8","10"
"06/05/2011","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"06/08/2011","30","PM2.5","Redwood NP","06-015-0002","AQS","22","30"
"06/11/2011","24","PM2.5","Redwood NP","06-015-0002","AQS",".","24"
"06/14/2011","20","PM2.5","Redwood NP","06-015-0002","AQS","15","20"
"06/17/2011","34","PM2.5","Redwood NP","06-015-0002","AQS",".","34"
"06/20/2011","21","PM2.5","Redwood NP","06-015-0002","AQS","13","21"
"06/26/2011","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","."
"06/29/2011","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"07/02/2011","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","14"
"07/05/2011","34","PM2.5","Redwood NP","06-015-0002","AQS",".","34"
"07/08/2011","35","PM2.5","Redwood NP","06-015-0002","AQS",".","35"
"07/09/2011","21","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","21","."
"07/11/2011","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"07/14/2011","24","PM2.5","Redwood NP","06-015-0002","AQS","6","24"
"07/17/2011","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"07/20/2011","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","10"
"07/23/2011","30","PM2.5","Redwood NP","06-015-0002","AQS",".","30"
"07/26/2011","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","11"
"07/29/2011","43","PM2.5","Redwood NP","06-015-0002","AQS",".","43"
"08/01/2011","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","6"
"08/04/2011","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"08/07/2011","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","5"
"08/10/2011","16","PM2.5","Redwood NP","06-015-0002","AQS",".","16"
"08/13/2011","9","PM2.5","Redwood NP","06-015-0002","AQS","8","9"
"08/16/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"08/19/2011","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","16"
"08/22/2011","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"08/25/2011","4","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","4","2"
"08/28/2011","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"08/31/2011","30","PM2.5","Redwood NP","06-015-0002","AQS","24","30"
"09/03/2011","38","PM2.5","Redwood NP","06-015-0002","AQS",".","38"
"09/06/2011","8","PM2.5","Redwood NP","06-015-0002","AQS","5","8"
"09/12/2011","21","PM2.5","Redwood NP","06-015-0002","AQS","12","21"
"09/15/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"09/18/2011","12","PM2.5","Redwood NP","06-015-0002","AQS","6","12"
"09/21/2011","25","PM2.5","Redwood NP","06-015-0002","AQS",".","25"
"09/24/2011","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","8"
"09/27/2011","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"09/30/2011","7","PM2.5","Redwood NP","06-015-0002","AQS","6","7"
"10/03/2011","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"10/06/2011","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","9"
"10/09/2011","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"10/12/2011","35","PM2.5","Redwood NP","06-015-0002","AQS","31","35"
"10/15/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"10/18/2011","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","14"
"10/21/2011","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"10/24/2011","28","PM2.5","Redwood NP","06-015-0002","AQS","28","28"
"10/27/2011","22","PM2.5","Redwood NP","06-015-0002","AQS",".","22"
"10/30/2011","9","PM2.5","Redwood NP","06-015-0002","AQS","6","9"
"11/02/2011","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"11/05/2011","8","PM2.5","Redwood NP","06-015-0002","AQS","8","8"
"11/08/2011","19","PM2.5","Redwood NP","06-015-0002","AQS",".","19"
"11/11/2011","30","PM2.5","Redwood NP","06-015-0002","AQS","26","30"
"11/14/2011","22","PM2.5","Redwood NP","06-015-0002","AQS",".","22"
"11/17/2011","13","PM2.5","Redwood NP","06-015-0002","AQS","11","13"
"11/20/2011","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"11/23/2011","13","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","13","2"
"11/26/2011","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"11/29/2011","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","8"
"12/02/2011","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"12/05/2011","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","9"
"12/08/2011","16","PM2.5","Redwood NP","06-015-0002","AQS",".","16"
"12/11/2011","15","PM2.5","Redwood NP","06-015-0002","AQS","12","15"
"12/14/2011","20","PM2.5","Redwood NP","06-015-0002","AQS",".","20"
"12/17/2011","19","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","19","11"
"12/20/2011","20","PM2.5","Redwood NP","06-015-0002","AQS",".","20"
"12/23/2011","34","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","34","."
"12/26/2011","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"12/29/2011","4","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","4","1"
