"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"03/05/2011","43","PM2.5","Oakland","06-001-0009","AQS","7","32","4","43","32"
"03/06/2011","32","Ozone","Oakland West","06-001-0011","AQS","3","32","0","24","17"
"03/07/2011","37","Ozone","Livermore","06-001-0007","AQS","2","37","1","23","17"
"03/08/2011","37","PM2.5","Oakland","06-001-0009","AQS","3","31","7","37","31"
"03/09/2011","54","PM2.5","Oakland","06-001-0009","AQS","7","24","3","54","33"
"03/10/2011","40","PM2.5","Oakland","06-001-0009","AQS","8","31","1","40","33"
"03/11/2011","37","PM2.5","Livermore","06-001-0007","AQS","5","37","1","37","31"
"03/12/2011","39","Ozone","Livermore","06-001-0007","AQS","5","39","1","35","27"
"03/13/2011","28","PM2.5","Livermore","06-001-0007","AQS","6","26","1","28","24"
"03/14/2011","29","NO2","Oakland West","06-001-0011","AQS","5","20","1","28","29"
"03/15/2011","31","Ozone","Livermore","06-001-0007","AQS","1","31","1","27","23"
"03/16/2011","41","Ozone","Livermore","06-001-0007","AQS","3","41","3","39","27"
"03/17/2011","40","PM2.5","Livermore","06-001-0007","AQS","8","39","3","40","32"
"03/18/2011","44","Ozone","Livermore","06-001-0007","AQS","3","44","1","34","24"
"03/19/2011","45","Ozone","Livermore","06-001-0007","AQS","3","45","0","20","32"
"03/20/2011","43","Ozone","Livermore","06-001-0007","AQS","3","43","1","20","30"
"03/21/2011","41","Ozone","Livermore","06-001-0007","AQS","5","41","1","25","36"
"03/22/2011","37","Ozone","Livermore","06-001-0007","AQS","3","37","4","33","27"
"03/23/2011","37","Ozone","Livermore","06-001-0007","AQS","3","37","0","20","23"
"03/24/2011","38","Ozone","Livermore","06-001-0007","AQS","2","38","0","28","24"
"03/25/2011","37","Ozone","Livermore","06-001-0007","AQS","5","37","1","32","33"
"03/26/2011","42","Ozone","Oakland West","06-001-0011","AQS","2","42","1","23","17"
"03/27/2011","38","Ozone","Livermore","06-001-0007","AQS","3","38","1","28","28"
"03/28/2011","33","Ozone","Livermore","06-001-0007","AQS","6","33","1","25","31"
"03/29/2011","37","PM2.5","Oakland","06-001-0009","AQS","6","26","13","37","23"
"03/30/2011","45","PM2.5","Oakland West","06-001-0011","AQS","6","25","6","45","25"
"03/31/2011","54","PM2.5","Oakland West","06-001-0011","AQS","6","34","4","54","29"
"04/01/2011","55","PM2.5","Oakland West","06-001-0011","AQS","7","44","6","55","36"
"04/02/2011","53","PM2.5","Oakland","06-001-0009","AQS","3","35","1","53","16"
"04/03/2011","45","Ozone","Livermore","06-001-0007","AQS","3","45","1","30","35"
"04/04/2011","46","PM2.5","Oakland West","06-001-0011","AQS","6","44","7","46","34"
"04/05/2011","46","PM2.5","Oakland","06-001-0009","AQS","3","37","11","46","38"
"04/06/2011","52","PM2.5","Oakland West","06-001-0011","AQS","5","47","7","52","33"
"04/07/2011","44","Ozone","Hayward","06-001-2001","AQS","2","44","1","30","19"
"04/08/2011","43","Ozone","Hayward","06-001-2001","AQS","5","43","1","26","38"
"04/09/2011","41","Ozone","Livermore","06-001-0007","AQS","6","41","1","40","34"
"04/10/2011","45","Ozone","Hayward","06-001-2001","AQS","2","45","1","40","8"
"04/11/2011","44","Ozone","Hayward","06-001-2001","AQS","5","44","4","38","35"
"04/12/2011","41","Ozone","Hayward","06-001-2001","AQS","2","41","1","37","24"
"04/13/2011","48","Ozone","Hayward","06-001-2001","AQS","3","48","3","31","24"
"04/14/2011","42","NO2","Oakland West","06-001-0011","AQS","6","39","1","41","42"
"04/15/2011","45","PM2.5","Oakland","06-001-0009","AQS","3","37","1","45","29"
"04/16/2011","31","PM2.5","Oakland","06-001-0009","AQS","2","28","3","31","18"
"04/17/2011","24","Ozone","Hayward","06-001-2001","AQS","2","24","1","14","17"
"04/18/2011","25","Ozone","Hayward","06-001-2001","AQS","2","25","1","23","19"
"04/19/2011","37","PM2.5","Oakland West","06-001-0011","AQS","2","26","13","37","26"
"04/20/2011","32","Ozone","Hayward","06-001-2001","AQS","2","32","1","25","15"
"04/21/2011","43","Ozone","Livermore","06-001-0007","AQS","2","43","1","31","31"
"04/22/2011","40","PM2.5","Oakland West","06-001-0011","AQS","2","39","1","40","23"
"04/23/2011","40","Ozone","Hayward","06-001-2001","AQS","2","40","1","32","16"
"04/24/2011","41","Ozone","Hayward","06-001-2001","AQS","1","41","1","19","10"
"04/25/2011","39","Ozone","Hayward","06-001-2001","AQS","2","39","3","38","25"
"04/26/2011","43","PM2.5","Oakland","06-001-0009","AQS","3","41","4","43","26"
"04/27/2011","48","PM2.5","Oakland West","06-001-0011","AQS","2","42","4","48","34"
"04/28/2011","41","Ozone","Hayward","06-001-2001","AQS","2","41","3","33","15"
"04/29/2011","42","Ozone","Livermore","06-001-0007","AQS","5","42","3","27","26"
"04/30/2011","44","Ozone","Livermore","06-001-0007","AQS","3","44","3","27","27"
"05/01/2011","47","Ozone","Livermore","06-001-0007","AQS","5","47","4","38","27"
"05/02/2011","55","PM2.5","Oakland West","06-001-0011","AQS","6","46","3","55","32"
"05/03/2011","50","PM2.5","Oakland","06-001-0009","AQS","5","49","7","50","34"
"05/04/2011","61","Ozone","Livermore","06-001-0007","AQS","6","61","14","56","45"
"05/05/2011","74","Ozone","Livermore","06-001-0007","AQS","7","74","4","65","41"
"05/06/2011","42","PM2.5","Oakland","06-001-0009","AQS","3","41","1","42","23"
"05/07/2011","42","Ozone","Hayward","06-001-2001","AQS","2","42","1","32","8"
"05/08/2011","42","Ozone","Hayward","06-001-2001","AQS","2","42","0","20","16"
"05/09/2011","35","Ozone","Livermore","06-001-0007","AQS","3","35","1","31","26"
"05/10/2011","52","PM2.5","Oakland West","06-001-0011","AQS","5","35","1","52","27"
"05/11/2011","41","Ozone","Hayward","06-001-2001","AQS","2","41","3","29","12"
"05/12/2011","40","PM2.5","Oakland West","06-001-0011","AQS","2","37","1","40","20"
"05/13/2011","42","Ozone","Livermore","06-001-0007","AQS","3","42","1","41","22"
"05/14/2011","43","Ozone","Livermore","06-001-0007","AQS","1","43","1","35","8"
"05/15/2011","41","Ozone","Livermore","06-001-0007","AQS","1","41","0","17","9"
"05/16/2011","40","Ozone","Livermore","06-001-0007","AQS","2","40","1","20","24"
"05/17/2011","36","Ozone","Livermore","06-001-0007","AQS","1","36","1","18","26"
"05/18/2011","36","Ozone","Livermore","06-001-0007","AQS","3","36","9","21","27"
"05/19/2011","59","PM2.5","Oakland West","06-001-0011","AQS","3","36","1","59","21"
"05/20/2011","56","PM2.5","Oakland West","06-001-0011","AQS","1","38","1","56","13"
"05/21/2011","43","Ozone","Livermore","06-001-0007","AQS","1","43","1","40","7"
"05/22/2011","43","Ozone","Livermore","06-001-0007","AQS","1","43","1","38","10"
"05/23/2011","43","Ozone","Livermore","06-001-0007","AQS","2","43","1","38","30"
"05/24/2011","44","Ozone","Livermore","06-001-0007","AQS","2","44","3","35","16"
"05/25/2011","43","Ozone","Livermore","06-001-0007","AQS","2","43","4","28","18"
"05/26/2011","43","Ozone","Livermore","06-001-0007","AQS","2","43","3","25","25"
"05/27/2011","40","Ozone","Livermore","06-001-0007","AQS","1","40","1","35","18"
"05/28/2011","42","Ozone","Livermore","06-001-0007","AQS","2","42","1","29","14"
"05/29/2011","39","Ozone","Livermore","06-001-0007","AQS","2","39","1","30","12"
"05/30/2011","40","Ozone","Livermore","06-001-0007","AQS","1","40","1","25","8"
"05/31/2011","37","Ozone","Hayward","06-001-2001","AQS","1","37","6","20","15"
"06/01/2011","34","Ozone","Livermore","06-001-0007","AQS","1","34","1","15","28"
"06/02/2011","37","Ozone","Livermore","06-001-0007","AQS","1","37","1","17","17"
"06/03/2011","34","NO2","Oakland","06-001-0009","AQS","6","30","1","24","34"
"06/04/2011","31","Ozone","Hayward","06-001-2001","AQS","6","31","1","15","24"
"06/05/2011","36","Ozone","Hayward","06-001-2001","AQS","2","36","4","23","14"
"06/06/2011","39","Ozone","Livermore","06-001-0007","AQS","1","39","1","25","17"
"06/07/2011","40","PM2.5","Oakland","06-001-0009","AQS","1","32","4","40","17"
"06/08/2011","51","PM2.5","Oakland","06-001-0009","AQS","1","36","1","51","10"
"06/09/2011","45","PM2.5","Oakland","06-001-0009","AQS","1","34","4","45","14"
"06/10/2011","46","PM2.5","Oakland West","06-001-0011","AQS","1","36","1","46","9"
"06/11/2011","33","Ozone","Livermore","06-001-0007","AQS","1","33","1","25","9"
"06/12/2011","39","Ozone","Livermore","06-001-0007","AQS","1","39","1","22","11"
"06/13/2011","26","Ozone","Hayward","06-001-2001","AQS","1","26","1","25","14"
"06/14/2011","52","PM2.5","Oakland West","06-001-0011","AQS","2","49","9","52","29"
"06/15/2011","80","Ozone","Livermore","06-001-0007","AQS","5","80","13","69","35"
"06/16/2011","62","PM2.5","Oakland West","06-001-0011","AQS","1","39","4","62","22"
"06/17/2011","52","PM2.5","Livermore","06-001-0007","AQS","1","31","6","52","19"
"06/18/2011","40","PM2.5","Oakland","06-001-0009","AQS","2","39","3","40","8"
"06/19/2011","50","Ozone","Livermore","06-001-0007","AQS","3","50","1","45","29"
"06/20/2011","80","Ozone","Livermore","06-001-0007","AQS","5","80","4","62","36"
"06/21/2011","147","Ozone","Livermore","06-001-0007","AQS","5","147","4","51","34"
"06/22/2011","40","Ozone","Livermore","06-001-0007","AQS","2","40","7","33","28"
"06/23/2011","53","PM2.5","Oakland West","06-001-0011","AQS","1","42","1","53","15"
"06/24/2011","53","PM2.5","Oakland West","06-001-0011","AQS","1","37","1","53","10"
"06/25/2011","50","PM2.5","Oakland West","06-001-0011","AQS","1","33","1","50","8"
"06/26/2011","52","PM2.5","Oakland West","06-001-0011","AQS","1","42","1","52","9"
"06/27/2011","32","PM2.5","Oakland West","06-001-0011","AQS","1","27","3","32","12"
"06/28/2011","20","PM2.5","Oakland West","06-001-0011","AQS","2","20","1","20","15"
"06/29/2011","29","PM2.5","Oakland West","06-001-0011","AQS","1","26","3","29","18"
"06/30/2011","42","PM2.5","Oakland West","06-001-0011","AQS","2","31","3","42","23"
"07/01/2011","71","Ozone","Livermore","06-001-0007","AQS","3","71","6","55","28"
"07/02/2011","100","Ozone","Livermore","06-001-0007","AQS","2","100","3","59","25"
"07/03/2011","64","PM2.5","Oakland West","06-001-0011","AQS","3","45","3","64","23"
"07/04/2011","73","PM2.5","Oakland West","06-001-0011","AQS","3","58","3","73","22"
"07/05/2011","129","Ozone","Livermore","06-001-0007","AQS","5","129","3","70","27"
"07/06/2011","87","Ozone","Livermore","06-001-0007","AQS","3","87","3","39","27"
"07/07/2011","46","Ozone","Livermore","06-001-0007","AQS","2","46","1","35","25"
"07/08/2011","55","PM2.5","Oakland West","06-001-0011","AQS","3","48","1","55","25"
"07/09/2011","55","PM2.5","Oakland West","06-001-0011","AQS","1","31","1","55","9"
"07/10/2011","50","PM2.5","Oakland West","06-001-0011","AQS","1","33","3","50","8"
"07/11/2011","20","PM2.5","Oakland West","06-001-0011","AQS","1","19","1","20","10"
"07/12/2011","19","Ozone","Livermore","06-001-0007","AQS","1","19","3","15","8"
"07/13/2011","24","PM2.5","Oakland West","06-001-0011","AQS","1","20","1","24","13"
"07/14/2011","28","PM2.5","Oakland West","06-001-0011","AQS","1","24","1","28","11"
"07/15/2011","19","Ozone","Livermore","06-001-0007","AQS","1","19","1","16","9"
"07/16/2011","21","PM2.5","Oakland West","06-001-0011","AQS","1","17","1","21","8"
"07/17/2011","23","Ozone","Livermore","06-001-0007","AQS","1","23","1","19","10"
"07/18/2011","24","PM2.5","Oakland West","06-001-0011","AQS","3","19","3","24","20"
"07/19/2011","39","Ozone","Livermore","06-001-0007","AQS","5","39","4","38","20"
"07/20/2011","56","PM2.5","Oakland West","06-001-0011","AQS","6","50","19","56","25"
"07/21/2011","49","Ozone","Livermore","06-001-0007","AQS","5","49","3","43","18"
"07/22/2011","32","PM2.5","Livermore","06-001-0007","AQS","1","32",".","32","16"
"07/23/2011","36","PM2.5","Oakland West","06-001-0011","AQS","3","33","0","36","8"
"07/24/2011","34","Ozone","Livermore","06-001-0007","AQS","5","34","0","26","8"
"07/25/2011","27","Ozone","Livermore","06-001-0007","AQS","5","27","1","25","11"
"07/26/2011","31","Ozone","Livermore","06-001-0007","AQS","5","31","7","27","21"
"07/27/2011","58","Ozone","Livermore","06-001-0007","AQS","7","58","16","43","21"
"07/28/2011","52","PM2.5","Oakland West","06-001-0011","AQS","6","42","3","52","22"
"07/29/2011","38","PM2.5","Oakland","06-001-0009","AQS","2","32","0","38","14"
"07/30/2011","46","PM2.5","Oakland West","06-001-0011","AQS","5","36","0","46","8"
"07/31/2011","38","Ozone","Livermore","06-001-0007","AQS","5","38","0","35","8"
"08/01/2011","42","Ozone","Livermore","06-001-0007","AQS","6","42","0","35","17"
"08/02/2011","46","Ozone","Livermore","06-001-0007","AQS","6","46","14","42","18"
"08/03/2011","38","PM2.5","Oakland West","06-001-0011","AQS","6","30","1","38","15"
"08/04/2011","20","PM2.5","Oakland West","06-001-0011","AQS","6","18","0","20","10"
"08/05/2011","36","Ozone","Livermore","06-001-0007","AQS","7","36","0","30","15"
"08/06/2011","30","Ozone","Livermore","06-001-0007","AQS","7","30","0","26","10"
"08/07/2011","29","PM2.5","Oakland West","06-001-0011","AQS","7","27","0","29","8"
"08/08/2011","49","PM2.5","Oakland West","06-001-0011","AQS","7","25","0","49","15"
"08/09/2011","55","PM2.5","Oakland West","06-001-0011","AQS","6","39","3","55","18"
"08/10/2011","59","PM2.5","Oakland West","06-001-0011","AQS","6","37","7","59","20"
"08/11/2011","38","PM2.5","Oakland West","06-001-0011","AQS","5","23","0","38","14"
"08/12/2011","52","PM2.5","Oakland West","06-001-0011","AQS","5","34","1","52","16"
"08/13/2011","55","PM2.5","Oakland West","06-001-0011","AQS","6","44","0","55","14"
"08/14/2011","50","PM2.5","Oakland West","06-001-0011","AQS","6","36","1","50","16"
"08/15/2011","39","PM2.5","Oakland West","06-001-0011","AQS","7","25","1","39","21"
"08/16/2011","39","PM2.5","Oakland West","06-001-0011","AQS","6","31","1","39","16"
"08/17/2011","43","PM2.5","Oakland West","06-001-0011","AQS","7","28","6","43","18"
"08/18/2011","54","PM2.5","Oakland West","06-001-0011","AQS","7","30","1","54","15"
"08/19/2011","42","PM2.5","Oakland West","06-001-0011","AQS","7","25","0","42","9"
"08/20/2011","31","Ozone","Livermore","06-001-0007","AQS","7","31","0","28","8"
"08/21/2011","32","Ozone","Livermore","06-001-0007","AQS","7","32","0","18","10"
"08/22/2011","36","PM2.5","Oakland West","06-001-0011","AQS","7","35","1","36","27"
"08/23/2011","105","Ozone","Livermore","06-001-0007","AQS","7","105","1","50","29"
"08/24/2011","43","PM2.5","Oakland West","06-001-0011","AQS","6","39","16","43","29"
"08/25/2011","37","PM2.5","Oakland West","06-001-0011","AQS","6","26","0","37","19"
"08/26/2011","48","PM2.5","Oakland West","06-001-0011","AQS","6","38","0","48","22"
"08/27/2011","46","PM2.5","Oakland West","06-001-0011","AQS","6","43","0","46","22"
"08/28/2011","51","PM2.5","Oakland West","06-001-0011","AQS","6","47","1","51","19"
"08/29/2011","38","PM2.5","Oakland","06-001-0009","AQS","6","33","0","38","15"
"08/30/2011","34","PM2.5","Oakland","06-001-0009","AQS","6","33",".","34","18"
"08/31/2011","49","PM2.5","Oakland West","06-001-0011","AQS","6","31",".","49","20"
"09/01/2011","67","Ozone","Livermore","06-001-0007","AQS",".","67","1","54","30"
"09/02/2011","93","Ozone","Livermore","06-001-0007","AQS","9","93","3","53","32"
"09/03/2011","58","Ozone","Livermore","06-001-0007","AQS","7","58","0","47","17"
"09/04/2011","57","PM2.5","Livermore","06-001-0007","AQS","6","54","0","57","12"
"09/05/2011","54","Ozone","Livermore","06-001-0007","AQS","7","54","1","48","18"
"09/06/2011","62","PM2.5","Oakland West","06-001-0011","AQS","8","48","9","62","40"
"09/07/2011","42","Ozone","Livermore","06-001-0007","AQS","9","42","11","40","32"
"09/08/2011","36","PM2.5","Oakland","06-001-0009","AQS","7","35","1","36","25"
"09/09/2011","71","Ozone","Livermore","06-001-0007","AQS","5","71","3","40","32"
"09/10/2011","64","Ozone","Livermore","06-001-0007","AQS","6","64","1","50","31"
"09/11/2011","55","PM2.5","Oakland West","06-001-0011","AQS","6","45","0","55","13"
"09/12/2011","53","PM2.5","Oakland West","06-001-0011","AQS","6","47","1","53","25"
"09/13/2011","64","Ozone","Livermore","06-001-0007","AQS","7","64","3","47","25"
"09/14/2011","41","PM2.5","Livermore","06-001-0007","AQS","7","28","0","41","21"
"09/15/2011","45","PM2.5","Oakland West","06-001-0011","AQS","6","26","0","45","15"
"09/16/2011","42","PM2.5","Oakland West","06-001-0011","AQS","7","30","0","42","16"
"09/17/2011","52","PM2.5","Oakland West","06-001-0011","AQS","7","49","0","52","28"
"09/18/2011","74","Ozone","Livermore","06-001-0007","AQS","11","74","7","51","28"
"09/19/2011","112","Ozone","Livermore","06-001-0007","AQS","9","112","11","54","44"
"09/20/2011","105","Ozone","Livermore","06-001-0007","AQS","9","105","6","53","43"
"09/21/2011","93","Ozone","Livermore","06-001-0007","AQS","9","93","1","53","45"
"09/22/2011","108","Ozone","Livermore","06-001-0007","AQS","9","108","1","59","39"
"09/23/2011","115","Ozone","Livermore","06-001-0007","AQS","9","115","3","45","37"
"09/24/2011","24","PM2.5","Oakland West","06-001-0011","AQS","6","19","0","24","20"
"09/25/2011","32","PM2.5","Oakland West","06-001-0011","AQS","6","27","0","32","19"
"09/26/2011","51","PM2.5","Oakland West","06-001-0011","AQS","8","33","1","51","27"
"09/27/2011","56","PM2.5","Oakland West","06-001-0011","AQS","9","46","3","56","39"
"09/28/2011","101","Ozone","Livermore","06-001-0007","AQS","11","101","13","67","54"
"09/29/2011","61","Ozone","Livermore","06-001-0007","AQS","8","61","0","52","43"
"09/30/2011","36","Ozone","Livermore","06-001-0007","AQS","7","36","0","31","29"
"10/01/2011","40","Ozone","Livermore","06-001-0007","AQS","7","40","0","21","12"
"10/02/2011","34","Ozone","Livermore","06-001-0007","AQS","7","34","0","20","22"
"10/03/2011","28","Ozone","Livermore","06-001-0007","AQS","8","28","3","24","24"
"10/04/2011","32","Ozone","Livermore","06-001-0007","AQS","8","32","4","13","20"
"10/05/2011","34","Ozone","Hayward","06-001-2001","AQS","7","34","6","20","30"
"10/06/2011","31","Ozone","Livermore","06-001-0007","AQS","11","31","4","22","31"
"10/07/2011","51","PM2.5","Oakland West","06-001-0011","AQS","14","28","4","51","25"
"10/08/2011","43","PM2.5","Oakland West","06-001-0011","AQS","13","32","1","43","23"
"10/09/2011","37","PM2.5","Oakland West","06-001-0011","AQS","9","33","1","37","26"
"10/10/2011","17","NO2","Oakland","06-001-0009","AQS","9","13","0","14","17"
"10/11/2011","19","Ozone","Livermore","06-001-0007","AQS","8","19","6","18","19"
"10/12/2011","48","PM2.5","Oakland West","06-001-0011","AQS","11","40","9","48","38"
"10/13/2011","62","PM2.5","Oakland West","06-001-0011","AQS","13","48","4","62","50"
"10/14/2011","60","PM2.5","Oakland West","06-001-0011","AQS","14","54","3","60","50"
"10/15/2011","58","Ozone","Livermore","06-001-0007","AQS","9","58","1","43","41"
"10/16/2011","49","PM2.5","Oakland West","06-001-0011","AQS","8","37","0","49","24"
"10/17/2011","53","PM2.5","Oakland","06-001-0009","AQS","14","40","6","53","31"
"10/18/2011","43","PM2.5","Oakland","06-001-0009","AQS","10","31","0","43","28"
"10/19/2011","38","PM2.5","Oakland","06-001-0009","AQS",".","34","0","38","16"
"10/20/2011","42","PM2.5","Oakland","06-001-0009","AQS","2","26","3","42","25"
"10/21/2011","51","PM2.5","Oakland","06-001-0009","AQS","6","31","13","51","37"
"10/22/2011","52","PM2.5","Oakland West","06-001-0011","AQS","16","41","6","52","33"
"10/23/2011","61","Ozone","Livermore","06-001-0007","AQS","17","61","6","59","53"
"10/24/2011","55","PM2.5","Livermore","06-001-0007","AQS","8","33","0","55","39"
"10/25/2011","54","PM2.5","Oakland","06-001-0009","AQS","5","27","1","54","29"
"10/26/2011","49","PM2.5","Oakland West","06-001-0011","AQS","10","32","13","49","34"
"10/27/2011","56","PM2.5","Oakland West","06-001-0011","AQS","16","37","7","56","49"
"10/28/2011","62","PM2.5","Oakland","06-001-0009","AQS","17","44","4","62","46"
"10/29/2011","58","PM2.5","Oakland","06-001-0009","AQS","11","40","3","58","42"
"10/30/2011","58","PM2.5","Oakland","06-001-0009","AQS","16","43","3","58","37"
"10/31/2011","64","PM2.5","Oakland","06-001-0009","AQS","9","41","1","64","40"
"11/01/2011","43","NO2","Oakland West","06-001-0011","AQS","17","38","3","34","43"
"11/02/2011","43","NO2","Oakland West","06-001-0011","AQS","11","34","4","31","43"
"11/03/2011","33","NO2","Livermore","06-001-0007","AQS","8","32",".","30","33"
"11/04/2011","33","NO2","Oakland West","06-001-0011","AQS","8","29","0","25","33"
"11/05/2011","30","PM2.5","Oakland","06-001-0009","AQS","11","29","1","30","25"
"11/06/2011","30","Ozone","Hayward","06-001-2001","AQS","6","30","0","24","25"
"11/07/2011","34","PM2.5","Oakland","06-001-0009","AQS","9","21","1","34","29"
"11/08/2011","50","PM2.5","Oakland West","06-001-0011","AQS","11","26","3","50","34"
"11/09/2011","77","PM2.5","Livermore","06-001-0007","AQS","3","31","9","77","36"
"11/10/2011","83","PM2.5","Livermore","06-001-0007","AQS","14","34","1","83","44"
"11/11/2011","62","PM2.5","Livermore","06-001-0007","AQS","23","34","3","62","51"
"11/12/2011","59","PM2.5","Oakland","06-001-0009","AQS","14","31","1","59","33"
"11/13/2011","53","PM2.5","Oakland","06-001-0009","AQS","15","29","3","53","28"
"11/14/2011","52","PM2.5","Oakland West","06-001-0011","AQS","16","30","4","52","37"
"11/15/2011","59","PM2.5","Oakland","06-001-0009","AQS","18","20","4","59","36"
"11/16/2011","58","PM2.5","Oakland West","06-001-0011","AQS","8","21",".","58","36"
"11/17/2011","29","Ozone","Hayward","06-001-2001","AQS","10","29","1","24","20"
"11/18/2011","34","Ozone","Hayward","06-001-2001","AQS","6","34","4","28","32"
"11/19/2011","36","PM2.5","Oakland West","06-001-0011","AQS","11","33","1","36","26"
