"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","85","PM2.5","Crestline","06-071-0005","AQS","2","41","7","28","85","29"
"01/02/2011","43","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","14","43","4","15","33","26"
"01/03/2011","43","PM2.5","Crestline","06-071-0005","AQS","8","38","4","23","43","35"
"01/04/2011","54","PM2.5","Crestline","06-071-0005","AQS","13","44","6","16","54","38"
"01/05/2011","56","PM2.5","Crestline","06-071-0005","AQS","10","43","10","22","56","50"
"01/06/2011","62","PM2.5","Crestline","06-071-0005","AQS","10","44","6","26","62","43"
"01/07/2011","68","PM2.5","Crestline","06-071-0005","AQS","10","44","4","34","68","37"
"01/08/2011","70","PM2.5","Crestline","06-071-0005","AQS","9","47","4","32","70","37"
"01/09/2011","72","PM2.5","Crestline","06-071-0005","AQS","6","45","4","25","72","35"
"01/10/2011","43","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","43","3","30","40","40"
"01/11/2011","47","PM2.5","Crestline","06-071-0005","AQS","10","42","4","24","47","43"
"01/12/2011","55","PM2.5","Crestline","06-071-0005","AQS","10","42","6","24","55","42"
"01/13/2011","49","PM2.5","Crestline","06-071-0005","AQS","10","44","6","31","49","43"
"01/14/2011","43","Ozone","Fontana","06-071-2002","AQS","9","43","9","25","17","41"
"01/15/2011","76","PM2.5","Big Bear","06-071-8001","AQS","9","45","4","23","76","42"
"01/16/2011","37","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","9","37","10","20","35","37"
"01/17/2011","49","NO2","Upland","06-071-1004","AQS","10","34","11","23","44","49"
"01/18/2011","63","PM2.5","Ontario Fire Station","06-071-0025","AQS","11","44","7","27","63","60"
"01/19/2011","56","PM2.5","Crestline","06-071-0005","AQS","11","43","7","31","56","42"
"01/20/2011","44","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","44","3","33","14","41"
"01/21/2011","82","PM2.5","Big Bear","06-071-8001","AQS","7","45","7","30","82","42"
"01/22/2011","43","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","11","43","7","26","36","42"
"01/23/2011","47","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","47","4","29","20","41"
"01/24/2011","49","NO2","Fontana","06-071-2002","AQS","9","47","6","27","45","49"
"01/25/2011","44","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","10","44","11","31","20","42"
"01/26/2011","44","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","44","6","30","8","40"
"01/27/2011","59","PM2.5","Big Bear","06-071-8001","AQS","7","43","4","30","59","42"
"01/28/2011","58","PM2.5","Crestline","06-071-0005","AQS","9","44","7","24","58","47"
"01/29/2011","54","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","14","54","9","26","42","43"
"01/30/2011","59","PM2.5","Crestline","06-071-0005","AQS","6","54","6","15","59","33"
"01/31/2011","46","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","46","10","17","43","37"
"02/01/2011","45","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","9","45","10","30","21","42"
"02/02/2011","45","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","45","3","34","18","42"
"02/03/2011","45","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","10","45","4","22","20","44"
"02/04/2011","50","NO2","Upland","06-071-1004","AQS","11","44","7","33","34","50"
"02/05/2011","78","PM2.5","Ontario Fire Station","06-071-0025","AQS","11","45","10","30","78","47"
"02/06/2011","42","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","11","42","4","19","18","40"
"02/07/2011","48","PM2.5","Crestline","06-071-0005","AQS","7","46","9","22","48","48"
"02/08/2011","61","PM2.5","Ontario Fire Station","06-071-0025","AQS","9","45","4","42","61","38"
"02/09/2011","43","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","43","4","34","15","37"
"02/10/2011","42","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","42","4","38","18","39"
