"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"04/21/2011","89","PM10","Mono Shore","06-051-0011","AQS","89","."
"04/22/2011","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/23/2011","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/24/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/25/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/26/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/27/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"04/28/2011","129","PM10","Mono Shore","06-051-0011","AQS","129","."
"04/29/2011","31","PM10","Mono Shore","06-051-0011","AQS","31","."
"04/30/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/01/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/02/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"05/03/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/04/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/05/2011","18","PM10","Mammoth","06-051-0001","AQS","18","."
"05/06/2011","17","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","17"
"05/07/2011","20","PM10","Mammoth","06-051-0001","AQS","20","."
"05/08/2011","44","PM10","Mono Shore","06-051-0011","AQS","44","."
"05/09/2011","25","PM10","Mono Shore","06-051-0011","AQS","25","5"
"05/10/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/11/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/12/2011","10","PM10","Mammoth","06-051-0001","AQS","10","9"
"05/13/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/14/2011","95","PM10","Mono Shore","06-051-0011","AQS","95","."
"05/15/2011","39","PM10","Mono Shore","06-051-0011","AQS","39","3"
"05/16/2011","6","PM10","Mammoth","06-051-0001","AQS","6","."
"05/17/2011","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"05/18/2011","6","PM10","Mammoth","06-051-0001","AQS","6","3"
"05/19/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/20/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/21/2011","11","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","11"
"05/22/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/23/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"05/24/2011","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","16"
"05/25/2011","4782","PM10","Mono Shore","06-051-0011","AQS","4782","."
"05/26/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/27/2011","8","PM10","Mammoth","06-051-0001","AQS","8","6"
"05/28/2011","1109","PM10","Mono Shore","06-051-0011","AQS","1109","."
"05/29/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/30/2011","131","PM10","Mono Shore","06-051-0011","AQS","131","14"
"05/31/2011","1698","PM10","Mono Shore","06-051-0011","AQS","1698","."
"06/01/2011","529","PM10","Mono Shore","06-051-0011","AQS","529","."
"06/02/2011","8","PM10","Mammoth","06-051-0001","AQS","8","5"
"06/03/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/04/2011","36","PM10","Mono Shore","06-051-0011","AQS","36","."
"06/05/2011","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"06/06/2011","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"06/07/2011","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"06/08/2011","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","10"
"06/09/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/10/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"06/11/2011","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","15"
"06/12/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/13/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/14/2011","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","15"
"06/15/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"06/16/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"06/17/2011","14","PM10","Mammoth","06-051-0001","AQS","14","12"
"06/18/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/19/2011","36","PM10","Mono Shore","06-051-0011","AQS","36","."
"06/20/2011","11","PM10","Mammoth","06-051-0001","AQS","11","6"
"06/21/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"06/22/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"06/23/2011","19","PM10","Mammoth","06-051-0001","AQS","19","11"
"06/24/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/25/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/26/2011","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","15"
"06/27/2011","38","PM10","Mono Shore","06-051-0011","AQS","38","."
"06/28/2011","730","PM10","Mono Shore","06-051-0011","AQS","730","."
"06/29/2011","10","PM10","Mono Shore","06-051-0011","AQS","10","4"
"06/30/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"07/01/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/02/2011","13","PM10","Mammoth","06-051-0001","AQS","13","10"
"07/03/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"07/04/2011","25","PM10","Mammoth","06-051-0001","AQS","25","."
"07/05/2011","22","PM10","Mammoth","06-051-0001","AQS","22","21"
"07/06/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"07/07/2011","22","PM10","Mammoth","06-051-0001","AQS","22","."
"07/08/2011","16","PM10","Mammoth","06-051-0001","AQS","16","13"
"07/09/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"07/10/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"07/11/2011","16","PM10","Mammoth","06-051-0001","AQS","16","13"
"07/12/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/13/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/14/2011","13","PM10","Mammoth","06-051-0001","AQS","13","9"
"07/15/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"07/16/2011","17","PM10","Mammoth","06-051-0001","AQS","17","."
"07/17/2011","17","PM10","Mammoth","06-051-0001","AQS","17","15"
"07/18/2011","44","PM10","Mono Shore","06-051-0011","AQS","44","."
"07/19/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"07/20/2011","14","PM10","Mammoth","06-051-0001","AQS","14","11"
"07/21/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/22/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/23/2011","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","20"
"07/24/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"07/25/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"07/26/2011","12","PM10","Mammoth","06-051-0001","AQS","12","8"
"07/27/2011","28","PM10","Mammoth","06-051-0001","AQS","28","."
"07/28/2011","21","PM10","Mammoth","06-051-0001","AQS","21","."
"07/29/2011","35","PM2.5","Hoover Wilderness","06-051-9000","AQS","23","35"
"07/30/2011","37","PM10","Mono Shore","06-051-0011","AQS","37","."
"07/31/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/01/2011","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","13"
"08/02/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"08/03/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"08/04/2011","15","PM10","Mammoth","06-051-0001","AQS","15","14"
"08/05/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/06/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/07/2011","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","15"
"08/08/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"08/09/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"08/10/2011","23","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","23"
"08/11/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/12/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/13/2011","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","8"
"08/14/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/15/2011","8","PM10","Mammoth","06-051-0001","AQS","8","."
"08/16/2011","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","15"
"08/17/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/18/2011","25","PM10","Mammoth","06-051-0001","AQS","25","."
"08/19/2011","19","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","19"
"08/20/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"08/21/2011","18","PM10","Mammoth","06-051-0001","AQS","18","."
"08/22/2011","14","PM10","Mammoth","06-051-0001","AQS","14","12"
"08/23/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/24/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/25/2011","11","PM10","Lee Vining","06-051-0005","AQS","11","10"
"08/26/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/27/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"08/28/2011","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","13"
"08/29/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/30/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/31/2011","13","PM10","Lee Vining","06-051-0005","AQS","13","6"
"09/01/2011","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"09/02/2011","18","PM10","Mammoth","06-051-0001","AQS","18","."
"09/03/2011","19","PM10","Mammoth","06-051-0001","AQS","19","15"
"09/04/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"09/05/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"09/06/2011","23","PM10","Mammoth","06-051-0001","AQS","23","9"
"09/07/2011","17","PM10","Mammoth","06-051-0001","AQS","17","."
"09/08/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"09/09/2011","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","20"
"09/10/2011","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"09/11/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"09/12/2011","23","PM10","Mammoth","06-051-0001","AQS","23","18"
"09/13/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"09/14/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"09/15/2011","17","PM10","Mammoth","06-051-0001","AQS","17","16"
"09/16/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"09/17/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"09/18/2011","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"09/19/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"09/20/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"09/21/2011","9","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","9"
"09/22/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"09/23/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"09/24/2011","17","PM10","Mammoth","06-051-0001","AQS","17","14"
"09/25/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"09/26/2011","8","PM10","Mammoth","06-051-0001","AQS","8","."
"09/27/2011","81","PM10","Lee Vining","06-051-0005","AQS","81","11"
"09/28/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"09/29/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"09/30/2011","64","PM10","Mono Shore","06-051-0011","AQS","64","14"
"10/01/2011","42","PM10","Mono Shore","06-051-0011","AQS","42","."
"10/02/2011","11","PM10","Mono Shore","06-051-0011","AQS","11","."
"10/03/2011","366","PM10","Mono Shore","06-051-0011","AQS","366","8"
"10/04/2011","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"10/05/2011","32","PM10","Mono Shore","06-051-0011","AQS","32","."
"10/06/2011","8","PM10","Mammoth","06-051-0001","AQS","8","2"
"10/07/2011","18","PM10","Mammoth","06-051-0001","AQS","18","."
"10/08/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"10/09/2011","12","PM10","Mammoth","06-051-0001","AQS","12","5"
"10/10/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"10/11/2011","21","PM10","Mammoth","06-051-0001","AQS","21","."
"10/12/2011","11","PM10","Mammoth","06-051-0001","AQS","11","8"
"10/13/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"10/14/2011","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/15/2011","6","PM10","Mammoth","06-051-0001","AQS","6","3"
"10/16/2011","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/17/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"10/18/2011","11","PM10","Mammoth","06-051-0001","AQS","11","8"
"10/19/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"10/20/2011","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"10/21/2011","14","PM10","Mammoth","06-051-0001","AQS","14","8"
"10/22/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"10/23/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"10/24/2011","12","PM10","Mammoth","06-051-0001","AQS","12","7"
"10/25/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/26/2011","13","PM10","Mammoth","06-051-0001","AQS","13","."
"10/27/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"10/28/2011","21","PM10","Mammoth","06-051-0001","AQS","21","."
"10/29/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"10/30/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/31/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"11/01/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"11/02/2011","28","PM10","Mammoth","06-051-0001","AQS","28","4"
"11/03/2011","1890","PM10","Mono Shore","06-051-0011","AQS","1890","."
"11/04/2011","4","PM10","Mammoth","06-051-0001","AQS","4","."
"11/05/2011","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"11/06/2011","9","PM10","Mammoth","06-051-0001","AQS","9","."
"11/07/2011","26","PM10","Mammoth","06-051-0001","AQS","26","."
"11/08/2011","39","PM10","Mammoth","06-051-0001","AQS","39","9"
"11/09/2011","41","PM10","Mammoth","06-051-0001","AQS","41","."
"11/10/2011","40","PM10","Mammoth","06-051-0001","AQS","40","."
"11/11/2011","15","PM10","Mammoth","06-051-0001","AQS","15","8"
"11/12/2011","20","PM10","Mammoth","06-051-0001","AQS","20","."
"11/13/2011","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"11/14/2011","15","PM10","Mammoth","06-051-0001","AQS","15","7"
"11/15/2011","60","PM10","Mono Shore","06-051-0011","AQS","60","."
"11/16/2011","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"11/17/2011","10","PM10","Mammoth","06-051-0001","AQS","10","4"
"11/18/2011","3289","PM10","Mono Shore","06-051-0011","AQS","3289","."
"11/19/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"11/20/2011","13","PM10","Mammoth","06-051-0001","AQS","13","4"
"11/21/2011","32","PM10","Mammoth","06-051-0001","AQS","32","."
"11/22/2011","26","PM10","Mammoth","06-051-0001","AQS","26","."
"11/23/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"11/24/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"11/25/2011","35","PM10","Mammoth","06-051-0001","AQS","35","."
"11/26/2011","47","PM10","Mammoth","06-051-0001","AQS","47","5"
"11/27/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"11/28/2011","10","PM10","Mammoth","06-051-0001","AQS","10","."
"11/29/2011","11","PM10","Mammoth","06-051-0001","AQS","11","3"
"11/30/2011","144","PM10","Mono Shore","06-051-0011","AQS","144","."
"12/01/2011","195","PM10","Mono Shore","06-051-0011","AQS","195","."
"12/02/2011","18","PM10","Mammoth","06-051-0001","AQS","18","10"
"12/03/2011","15","PM10","Mammoth","06-051-0001","AQS","15","."
"12/04/2011","16","PM10","Mammoth","06-051-0001","AQS","16","."
"12/05/2011","20","PM10","Mammoth","06-051-0001","AQS","20","4"
"12/06/2011","35","PM10","Mammoth","06-051-0001","AQS","35","."
"12/07/2011","28","PM10","Mammoth","06-051-0001","AQS","28","."
"12/08/2011","28","PM10","Mammoth","06-051-0001","AQS","28","6"
"12/09/2011","31","PM10","Mammoth","06-051-0001","AQS","31","."
"12/10/2011","37","PM10","Mammoth","06-051-0001","AQS","37","."
"12/11/2011","24","PM10","Mammoth","06-051-0001","AQS","24","3"
"12/12/2011","19","PM10","Mammoth","06-051-0001","AQS","19","."
"12/13/2011","21","PM10","Mammoth","06-051-0001","AQS","21","."
"12/14/2011","27","PM10","Mammoth","06-051-0001","AQS","27","8"
"12/15/2011","11","PM10","Mammoth","06-051-0001","AQS","11","."
"12/16/2011","14","PM10","Mammoth","06-051-0001","AQS","14","."
"12/17/2011","47","PM10","Mammoth","06-051-0001","AQS","47","4"
"12/18/2011","36","PM10","Mammoth","06-051-0001","AQS","36","."
"12/19/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"12/20/2011","42","PM10","Mammoth","06-051-0001","AQS","42","3"
"12/21/2011","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"12/22/2011","31","PM10","Mammoth","06-051-0001","AQS","31","."
"12/23/2011","44","PM10","Mammoth","06-051-0001","AQS","44","3"
"12/24/2011","35","PM10","Mammoth","06-051-0001","AQS","35","."
"12/25/2011","28","PM10","Mammoth","06-051-0001","AQS","28","."
"12/26/2011","16","PM10","Mammoth","06-051-0001","AQS","16","3"
"12/27/2011","28","PM10","Mammoth","06-051-0001","AQS","28","."
"12/28/2011","12","PM10","Mammoth","06-051-0001","AQS","12","."
"12/29/2011","7","PM10","Mammoth","06-051-0001","AQS","7","."
"12/30/2011","545","PM10","Mono Shore","06-051-0011","AQS","545","."
"12/31/2011","29","PM10","Mammoth","06-051-0001","AQS","29","."
