"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","48","PM2.5","Madera-City","06-039-2010","AQS","34",".","48","14"
"01/02/2011","52","PM2.5","Madera-City","06-039-2010","AQS","31",".","52","8"
"01/03/2011","57","PM2.5","Madera-City","06-039-2010","AQS","36",".","57","26"
"01/04/2011","69","PM2.5","Madera-City","06-039-2010","AQS","27",".","69","18"
"01/05/2011","73","PM2.5","Madera-City","06-039-2010","AQS","21",".","73","14"
"01/06/2011","94","PM2.5","Madera-City","06-039-2010","AQS","17",".","94","21"
"01/07/2011","97","PM2.5","Madera-City","06-039-2010","AQS","12",".","97","20"
"01/08/2011","103","PM2.5","Madera-City","06-039-2010","AQS","9",".","103","18"
"01/09/2011","84","PM2.5","Madera-City","06-039-2010","AQS","15",".","84","12"
"01/10/2011","74","PM2.5","Madera-City","06-039-2010","AQS","24",".","74","14"
"01/11/2011","92","PM2.5","Madera-City","06-039-2010","AQS","16",".","92","19"
"01/12/2011","114","PM2.5","Madera-City","06-039-2010","AQS","24",".","114","17"
"01/13/2011","107","PM2.5","Madera-City","06-039-2010","AQS","19",".","107","27"
"01/14/2011","110","PM2.5","Madera-City","06-039-2010","AQS","11",".","110","19"
"01/15/2011","131","PM2.5","Madera-City","06-039-2010","AQS","20",".","131","15"
"01/16/2011","143","PM2.5","Madera-City","06-039-2010","AQS","21",".","143","8"
"01/17/2011","152","PM2.5","Madera-City","06-039-2010","AQS","17",".","152","13"
"01/18/2011","80","PM2.5","Madera-City","06-039-2010","AQS","17",".","80","12"
"01/19/2011","89","PM2.5","Madera-City","06-039-2010","AQS","10",".","89","15"
"01/20/2011","108","PM2.5","Madera-City","06-039-2010","AQS","20",".","108","19"
"01/21/2011","118","PM2.5","Madera-City","06-039-2010","AQS","20",".","118","24"
"01/22/2011","123","PM2.5","Madera-City","06-039-2010","AQS","18",".","123","21"
"01/23/2011","144","PM2.5","Madera-City","06-039-2010","AQS","29",".","144","19"
"01/24/2011","119","PM2.5","Madera-City","06-039-2010","AQS","16",".","119","15"
"01/25/2011","106","PM2.5","Madera-City","06-039-2010","AQS","15",".","106","21"
"01/26/2011","95","PM2.5","Madera-City","06-039-2010","AQS","10",".","95","23"
"01/27/2011","83","PM2.5","Madera-City","06-039-2010","AQS","9",".","83","25"
"01/28/2011","84","PM2.5","Madera-City","06-039-2010","AQS","15",".","84","24"
"01/29/2011","94","PM2.5","Madera-City","06-039-2010","AQS","16",".","94","13"
"01/30/2011","70","PM2.5","Madera-City","06-039-2010","AQS","31",".","70","8"
"01/31/2011","57","PM2.5","Madera-City","06-039-2010","AQS","24",".","57","24"
"02/01/2011","77","PM2.5","Madera-City","06-039-2010","AQS","29",".","77","22"
"02/02/2011","86","PM2.5","Madera-City","06-039-2010","AQS","31",".","86","23"
"02/03/2011","79","PM2.5","Madera-City","06-039-2010","AQS","36",".","79","25"
"02/04/2011","80","PM2.5","Madera-City","06-039-2010","AQS","33",".","80","25"
"02/05/2011","93","PM2.5","Madera-City","06-039-2010","AQS","42",".","93","21"
"02/06/2011","112","PM2.5","Madera-City","06-039-2010","AQS","44",".","112","20"
"02/07/2011","91","PM2.5","Madera-City","06-039-2010","AQS","40",".","91","27"
"02/08/2011","57","PM2.5","Madera-City","06-039-2010","AQS","30",".","57","26"
"02/09/2011","73","PM2.5","Madera-City","06-039-2010","AQS","34",".","73","23"
"02/10/2011","63","PM2.5","Madera-City","06-039-2010","AQS","38",".","63","26"
"02/11/2011","61","PM2.5","Madera-City","06-039-2010","AQS","34",".","61","36"
"02/12/2011","62","PM2.5","Madera-City","06-039-2010","AQS","43",".","62","28"
"02/13/2011","76","PM2.5","Madera-City","06-039-2010","AQS","44",".","76","15"
"02/14/2011","58","PM2.5","Madera-City","06-039-2010","AQS","37",".","58","26"
"02/15/2011","42","PM2.5","Madera-City","06-039-2010","AQS","41",".","42","11"
"02/16/2011","42","Ozone","Madera-Pump Yard","06-039-0004","AQS","42",".","33","11"
"02/17/2011","38","Ozone","Madera-Pump Yard","06-039-0004","AQS","38",".","32","12"
"02/18/2011","40","PM2.5","Madera-City","06-039-2010","AQS","29",".","40","16"
"02/19/2011","39","Ozone","Madera-Pump Yard","06-039-0004","AQS","39","6","28","."
"02/20/2011","54","PM2.5","Madera-City","06-039-2010","AQS","35","8","54","."
"02/21/2011","56","PM2.5","Madera-City","06-039-2010","AQS","39","10","56","."
"02/22/2011","59","PM2.5","Madera-City","06-039-2010","AQS","32","15","59","."
"02/23/2011","62","PM2.5","Madera-City","06-039-2010","AQS","39","16","62","."
"02/24/2011","52","PM2.5","Madera-City","06-039-2010","AQS","42","13","52","."
"02/25/2011","52","PM2.5","Madera-City","06-039-2010","AQS","37","6","52","8"
"02/26/2011","40","Ozone","Madera-Pump Yard","06-039-0004","AQS","40","6","34","4"
"02/27/2011","55","PM2.5","Madera-City","06-039-2010","AQS","40","9","55","24"
"02/28/2011","47","Ozone","Madera-Pump Yard","06-039-0004","AQS","47","9","42","33"
"03/01/2011","73","PM2.5","Madera-City","06-039-2010","AQS","36","19","73","27"
"03/02/2011","55","PM2.5","Madera-City","06-039-2010","AQS","36","8","55","12"
"03/03/2011","38","PM2.5","Madera-City","06-039-2010","AQS","34","6","38","16"
"03/04/2011","52","PM2.5","Madera-City","06-039-2010","AQS","37","14","52","19"
"03/05/2011","66","PM2.5","Madera-City","06-039-2010","AQS","42","17","66","9"
"03/06/2011","74","PM2.5","Madera-City","06-039-2010","AQS","37","16","74","13"
"03/07/2011","41","Ozone","Madera-Pump Yard","06-039-0004","AQS","41","6","40","5"
"03/08/2011","49","PM2.5","Madera-City","06-039-2010","AQS","36","11","49","18"
"03/09/2011","63","PM2.5","Madera-City","06-039-2010","AQS","40","15","63","21"
"03/10/2011","63","PM2.5","Madera-City","06-039-2010","AQS","44","15","63","12"
"03/11/2011","54","PM2.5","Madera-City","06-039-2010","AQS","43","13","54","23"
"03/12/2011","60","PM2.5","Madera-City","06-039-2010","AQS","47","18","60","16"
"03/13/2011","56","PM2.5","Madera-City","06-039-2010","AQS","44","18","56","13"
"03/14/2011","48","PM2.5","Madera-City","06-039-2010","AQS","32","13","48","11"
"03/15/2011","52","PM2.5","Madera-City","06-039-2010","AQS","37","13","52","14"
"03/16/2011","46","PM2.5","Madera-City","06-039-2010","AQS","43","9","46","8"
"03/17/2011","52","PM2.5","Madera-City","06-039-2010","AQS","42","13","52","17"
"03/18/2011","54","PM2.5","Madera-City","06-039-2010","AQS","44","18","54","18"
"03/19/2011","45","Ozone","Madera-Pump Yard","06-039-0004","AQS","45","5","37","9"
"03/20/2011","45","Ozone","Madera-Pump Yard","06-039-0004","AQS","45","6","30","6"
"03/21/2011","46","Ozone","Madera-Pump Yard","06-039-0004","AQS","46","6","33","10"
"03/22/2011","46","Ozone","Madera-Pump Yard","06-039-0004","AQS","46","8","39","20"
"03/23/2011","43","PM2.5","Madera-City","06-039-2010","AQS","38","6","43","8"
"03/24/2011","39","Ozone","Madera-Pump Yard","06-039-0004","AQS","39","9","35","8"
"03/25/2011","49","Ozone","Madera-Pump Yard","06-039-0004","AQS","49","7","33","15"
"03/26/2011","43","Ozone","Madera-Pump Yard","06-039-0004","AQS","43","7","30","5"
"03/27/2011","44","Ozone","Madera-Pump Yard","06-039-0004","AQS","44","7","42","10"
"03/28/2011","44","PM2.5","Madera-City","06-039-2010","AQS","39","10","44","6"
"03/29/2011","45","PM2.5","Madera-City","06-039-2010","AQS","41","13","45","6"
"03/30/2011","64","PM2.5","Madera-City","06-039-2010","AQS","45","17","64","23"
"03/31/2011","71","PM2.5","Madera-City","06-039-2010","AQS","67","24","71","24"
"04/01/2011","77","Ozone","Madera-Pump Yard","06-039-0004","AQS","77","19","64","11"
"04/02/2011","58","PM2.5","Madera-City","06-039-2010","AQS","31","18","58","9"
"04/03/2011","45","Ozone","Madera-Pump Yard","06-039-0004","AQS","45","13","42","5"
"04/04/2011","50","PM2.5","Madera-City","06-039-2010","AQS","47","18","50","25"
"04/05/2011","71","Ozone","Madera-Pump Yard","06-039-0004","AQS","71","18","54","14"
"04/06/2011","58","PM2.5","Madera-City","06-039-2010","AQS","46","20","58","7"
"04/07/2011","50","PM2.5","Madera-City","06-039-2010","AQS","47","12","50","7"
"04/08/2011","47","Ozone","Madera-Pump Yard","06-039-0004","AQS","47","7","41","8"
"04/09/2011","56","PM2.5","Madera-City","06-039-2010","AQS","50","9","56","15"
"04/10/2011","54","Ozone","Madera-Pump Yard","06-039-0004","AQS","54","14","52","8"
"04/11/2011","56","PM2.5","Madera-City","06-039-2010","AQS","50","15","56","6"
"04/12/2011","49","Ozone","Madera-Pump Yard","06-039-0004","AQS","49","13","46","7"
"04/13/2011","49","Ozone","Madera-Pump Yard","06-039-0004","AQS","49","13","43","6"
"04/14/2011","59","PM2.5","Madera-City","06-039-2010","AQS","54","18","59","8"
"04/15/2011","59","PM2.5","Madera-City","06-039-2010","AQS","58","20","59","8"
"04/16/2011","56","PM2.5","Madera-City","06-039-2010","AQS","43","14","56","8"
"04/17/2011","38","PM2.5","Madera-City","06-039-2010","AQS","37","8","38","8"
"04/18/2011","47","PM2.5","Madera-City","06-039-2010","AQS","32","15","47","6"
"04/19/2011","53","PM2.5","Madera-City","06-039-2010","AQS","35","12","53","8"
"04/20/2011","51","PM2.5","Madera-City","06-039-2010","AQS","44","16","51","13"
"04/21/2011","41","Ozone","Madera-Pump Yard","06-039-0004","AQS","41","12","40","8"
"04/22/2011","57","PM2.5","Madera-City","06-039-2010","AQS","48","15","57","8"
