"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","37","Ozone","Thousand Oaks","06-111-0007","AQS","37",".",".","22"
"01/02/2011","35","Ozone","Thousand Oaks","06-111-0007","AQS","35",".",".","19"
"01/03/2011","38","Ozone","El Rio-Rio Mesa School #2","06-111-3001","AQS","38","4","13","8"
"01/04/2011","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".",".","14"
"01/05/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".",".","18"
"01/06/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".","20","35"
"01/07/2011","38","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","26",".",".","38"
"01/08/2011","32","Ozone","Thousand Oaks","06-111-0007","AQS","32",".",".","22"
"01/09/2011","64","PM2.5","Thousand Oaks","06-111-0007","AQS","39","19","64","22"
"01/10/2011","39","Ozone","Thousand Oaks","06-111-0007","AQS","39","13",".","34"
"01/11/2011","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".",".","27"
"01/12/2011","39","Ozone","Thousand Oaks","06-111-0007","AQS","39",".","15","30"
"01/13/2011","40","Ozone","Thousand Oaks","06-111-0007","AQS","40",".",".","32"
"01/14/2011","43","Ozone","Thousand Oaks","06-111-0007","AQS","43",".",".","12"
"01/15/2011","43","Ozone","Thousand Oaks","06-111-0007","AQS","43","11","17","18"
"01/16/2011","32","Ozone","Thousand Oaks","06-111-0007","AQS","32",".",".","22"
"01/17/2011","34","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","34",".",".","24"
"01/18/2011","40","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","34",".","40","37"
"01/19/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42","14",".","25"
"01/20/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","18"
"01/21/2011","39","Ozone","Thousand Oaks","06-111-0007","AQS","39","18","19","33"
"01/22/2011","38","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","35",".",".","38"
"01/23/2011","45","Ozone","Thousand Oaks","06-111-0007","AQS","45",".",".","19"
"01/24/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".","19","33"
"01/25/2011","39","Ozone","Thousand Oaks","06-111-0007","AQS","39",".",".","32"
"01/26/2011","41","Ozone","Thousand Oaks","06-111-0007","AQS","41",".",".","23"
"01/27/2011","40","Ozone","Thousand Oaks","06-111-0007","AQS","40","18","14","29"
"01/28/2011","39","Ozone","","06-111-2003","AQS","39",".",".","32"
"01/29/2011","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".",".","26"
"01/30/2011","51","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","41",".","51","15"
"01/31/2011","40","Ozone","Thousand Oaks","06-111-0007","AQS","40",".",".","26"
"02/01/2011","43","Ozone","Thousand Oaks","06-111-0007","AQS","43",".",".","29"
"02/02/2011","43","Ozone","Thousand Oaks","06-111-0007","AQS","43","41","15","13"
"02/03/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","28"
"02/04/2011","38","Ozone","","06-111-2003","AQS","38",".",".","26"
"02/05/2011","56","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","39",".","56","33"
"02/06/2011","46","Ozone","","06-111-2003","AQS","46",".",".","29"
"02/07/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".",".","27"
"02/08/2011","51","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","42","42","51","34"
"02/09/2011","41","Ozone","Thousand Oaks","06-111-0007","AQS","41",".",".","4"
"02/10/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".",".","20"
"02/11/2011","43","Ozone","Thousand Oaks","06-111-0007","AQS","43",".","14","26"
"02/12/2011","45","Ozone","Thousand Oaks","06-111-0007","AQS","45",".",".","27"
"02/13/2011","44","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","44",".",".","25"
"02/14/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46","18","35","25"
"02/15/2011","36","Ozone","El Rio-Rio Mesa School #2","06-111-3001","AQS","36",".",".","19"
"02/16/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","17"
"02/17/2011","45","Ozone","Thousand Oaks","06-111-0007","AQS","45",".","20","24"
"02/18/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46",".",".","23"
"02/19/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","17"
"02/20/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46","5","17","19"
"02/21/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46",".",".","20"
"02/22/2011","47","Ozone","Thousand Oaks","06-111-0007","AQS","47",".",".","26"
"02/23/2011","45","Ozone","Thousand Oaks","06-111-0007","AQS","45",".","38","25"
"02/24/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","24"
"02/25/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46",".",".","13"
"02/26/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44","5","19","14"
"02/27/2011","45","Ozone","Thousand Oaks","06-111-0007","AQS","45",".",".","24"
"02/28/2011","48","Ozone","Thousand Oaks","06-111-0007","AQS","48",".",".","28"
"03/01/2011","42","Ozone","Thousand Oaks","06-111-0007","AQS","42",".","24","27"
"03/02/2011","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".",".","25"
"03/03/2011","39","Ozone","Thousand Oaks","06-111-0007","AQS","39",".",".","18"
"03/04/2011","46","Ozone","Thousand Oaks","06-111-0007","AQS","46","12","25","15"
"03/05/2011","58","Ozone","Thousand Oaks","06-111-0007","AQS","58",".",".","25"
"03/06/2011","36","Ozone","Thousand Oaks","06-111-0007","AQS","36",".",".","23"
"03/07/2011","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".","27","8"
"03/08/2011","48","Ozone","Thousand Oaks","06-111-0007","AQS","48",".",".","25"
"03/09/2011","48","Ozone","Thousand Oaks","06-111-0007","AQS","48",".",".","27"
"03/10/2011","48","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","48","19","31","27"
