"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","44","PM2.5","Santa Barbara","06-083-0011","AQS","5","44","3","12","44","17"
"01/02/2011","39","Ozone","VAFB South Base","06-083-4003","AQS","3","39","3","10","35","23"
"01/03/2011","35","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","35","1","9","19","26"
"01/04/2011","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","8","40","3","14","31","31"
"01/05/2011","40","Ozone","Lompoc HSP","06-083-1013","AQS","11","40","3","16","35","29"
"01/06/2011","41","PM2.5","Santa Barbara","06-083-0011","AQS","8","40","3","21","41","30"
"01/07/2011","48","PM2.5","Santa Barbara","06-083-0011","AQS","7","38","3","21","48","30"
"01/08/2011","58","PM2.5","Santa Barbara","06-083-0011","AQS","6","35","3","23","58","24"
"01/09/2011","68","PM2.5","Santa Barbara","06-083-0011","AQS","6","34","3","17","68","21"
"01/10/2011","57","PM2.5","Santa Barbara","06-083-0011","AQS","8","43","3","17","57","33"
"01/11/2011","41","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","41","3","17","38","30"
"01/12/2011","42","Ozone","Lompoc HSP","06-083-1013","AQS","7","42","4","14","40","31"
"01/13/2011","38","Ozone","Lompoc HSP","06-083-1013","AQS","5","38","3","15","30","30"
"01/14/2011","39","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","39","1","19","36","26"
"01/15/2011","40","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","40","3","16","31","27"
"01/16/2011","40","SO2","El Capitan","06-083-0008","AQS","5","31","40","16","23","27"
"01/17/2011","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","42","1","16","26","22"
"01/18/2011","39","PM2.5","Santa Barbara","06-083-0011","AQS","6","39","3","19","39","30"
"01/19/2011","53","PM2.5","Santa Barbara","06-083-0011","AQS","6","33","3","23","53","28"
"01/20/2011","45","PM2.5","Santa Barbara","06-083-0011","AQS","7","38","3","24","45","26"
"01/21/2011","49","PM10","VAFB South Base","06-083-4003","AQS","5","45","3","49","28","34"
"01/22/2011","56","PM2.5","Santa Barbara","06-083-0011","AQS","8","40","3","31","56","46"
"01/23/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","8","46","3","30","38","30"
"01/24/2011","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","7","44","3","24","28","36"
"01/25/2011","46","Ozone","Los Flores Canyon #1","06-083-1025","AQS","8","46","3","27","35","40"
"01/26/2011","49","Ozone","Lompoc HSP","06-083-1013","AQS","7","49","3","25","25","41"
"01/27/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","6","44","3","22","28","35"
"01/28/2011","45","Ozone","VAFB South Base","06-083-4003","AQS","7","45","3","21","42","30"
"01/29/2011","50","PM2.5","Santa Barbara","06-083-0011","AQS","6","43","1","17","50","23"
"01/30/2011","42","Ozone","VAFB South Base","06-083-4003","AQS","5","42","1","14","27","15"
"01/31/2011","37","Ozone","El Capitan","06-083-0008","AQS","6","37","1","13","18","26"
"02/01/2011","49","PM2.5","Santa Maria","06-083-1008","AQS","6","38","3","19","49","24"
"02/02/2011","43","Ozone","Lompoc HSP","06-083-1013","AQS","7","43","3","29","38","30"
"02/03/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","7","44","3","28","38","25"
"02/04/2011","48","PM2.5","Santa Barbara","06-083-0011","AQS","8","40","3","22","48","31"
"02/05/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","8","44","3","20","24","23"
"02/06/2011","45","Ozone","Lompoc HSP","06-083-1013","AQS","7","45","3","19","35","25"
"02/07/2011","40","Ozone","Lompoc HSP","06-083-1013","AQS","8","40","3","28","22","33"
"02/08/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","6","46","3","31","14","18"
"02/09/2011","48","Ozone","Lompoc HSP","06-083-1013","AQS","8","48","3","25","17","37"
"02/10/2011","49","Ozone","Lompoc HSP","06-083-1013","AQS","8","49","4","17","18","29"
"02/11/2011","51","Ozone","Lompoc HSP","06-083-1013","AQS","8","51","4","20","28","32"
"02/12/2011","58","Ozone","Lompoc HSP","06-083-1013","AQS","6","58","3","18","24","27"
"02/13/2011","49","Ozone","Paradise Road","06-083-1014","AQS","6","49","3","18","39","27"
"02/14/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","6","44","3","14","43","26"
"02/15/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","3","46","1","12","35","21"
"02/16/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","3","46","3","12","11","18"
"02/17/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","5","46","3","10","15","22"
"02/18/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","5","44","3","8","13","16"
"02/19/2011","44","Ozone","Lompoc HSP","06-083-1013","AQS","3","44","3","7","28","17"
"02/20/2011","42","Ozone","Lompoc HSP","06-083-1013","AQS","5","42","3","9","35","20"
"02/21/2011","47","Ozone","Lompoc HSP","06-083-1013","AQS","5","47","3","11","25","25"
"02/22/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","5","46","3","11","29","26"
"02/23/2011","49","Ozone","Lompoc HSP","06-083-1013","AQS","6","49","3","19","32","22"
"02/24/2011","48","Ozone","Lompoc HSP","06-083-1013","AQS","7","48","3","16","28","21"
"02/25/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","3","46","3","8","15","19"
"02/26/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","6","46","3","9","11","25"
"02/27/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","5","46","3","9","20","31"
"02/28/2011","48","Ozone","Lompoc HSP","06-083-1013","AQS","6","48","3","13","27","26"
"03/01/2011","46","Ozone","Lompoc HSP","06-083-1013","AQS","7","46","3","10","23","25"
"03/02/2011","42","Ozone","Lompoc HSP","06-083-1013","AQS","2","42","3","5","23","26"
"03/03/2011","39","Ozone","Lompoc HSP","06-083-1013","AQS","2","39","3","7","23","16"
"03/04/2011","46","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","46","3","12","33","29"
