"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","35","Ozone","Salinas 3","06-053-1003","AQS","6","35",".","12","7"
"01/02/2011","35","Ozone","Salinas 3","06-053-1003","AQS","5","35",".","8","7"
"01/03/2011","34","Ozone","Salinas 3","06-053-1003","AQS","6","34","7","10","22"
"01/04/2011","29","Ozone","Salinas 3","06-053-1003","AQS","6","29",".","15","22"
"01/05/2011","31","Ozone","Salinas 3","06-053-1003","AQS","7","31",".","10","17"
"01/06/2011","25","NO2","Salinas 3","06-053-1003","AQS","9","23",".","19","25"
"01/07/2011","29","PM2.5","Salinas 3","06-053-1003","AQS","9","23",".","29","24"
"01/08/2011","48","PM2.5","Salinas 3","06-053-1003","AQS","7","29",".","48","19"
"01/09/2011","38","PM2.5","Salinas 3","06-053-1003","AQS","7","21","9","38","15"
"01/10/2011","27","Ozone","Carmel Valley","06-053-0002","AQS","7","27",".","17","17"
"01/11/2011","46","PM2.5","Salinas 3","06-053-1003","AQS","8","22",".","46","25"
"01/12/2011","32","Ozone","Salinas 3","06-053-1003","AQS","8","32",".","27","27"
"01/13/2011","23","Ozone","King City 2","06-053-0008","AQS","8","23",".","21","20"
"01/14/2011","26","Ozone","King City 2","06-053-0008","AQS","8","26",".","15","19"
"01/15/2011","25","Ozone","Carmel Valley","06-053-0002","AQS","8","25","12","24","21"
"01/16/2011","40","PM2.5","Salinas 3","06-053-1003","AQS","8","24",".","40","18"
"01/17/2011","39","PM2.5","Salinas 3","06-053-1003","AQS","9","19",".","39","17"
"01/18/2011","31","Ozone","Carmel Valley","06-053-0002","AQS","8","31",".","25","25"
"01/19/2011","38","PM2.5","Salinas 3","06-053-1003","AQS","8","24",".","38","19"
"01/20/2011","30","NO2","Salinas 3","06-053-1003","AQS","8","28",".","28","30"
"01/21/2011","31","Ozone","Salinas 3","06-053-1003","AQS","8","31","17","25","24"
"01/22/2011","31","Ozone","Carmel Valley","06-053-0002","AQS","8","31",".","22","25"
"01/23/2011","35","Ozone","Carmel Valley","06-053-0002","AQS","7","35",".","23","21"
"01/24/2011","34","Ozone","Carmel Valley","06-053-0002","AQS","8","34",".","23","25"
"01/25/2011","33","PM2.5","Salinas 3","06-053-1003","AQS","8","32",".","33","19"
"01/26/2011","35","Ozone","Carmel Valley","06-053-0002","AQS","7","35",".","23","23"
"01/27/2011","37","Ozone","Carmel Valley","06-053-0002","AQS","8","37","17","15","33"
"01/28/2011","39","Ozone","Salinas 3","06-053-1003","AQS","8","39",".","28","23"
"01/29/2011","42","PM2.5","Salinas 3","06-053-1003","AQS","7","32",".","42","18"
"01/30/2011","40","Ozone","Salinas 3","06-053-1003","AQS","7","40",".","22","19"
"01/31/2011","31","PM2.5","Salinas 3","06-053-1003","AQS","8","30",".","31","17"
"02/01/2011","32","PM2.5","Salinas 3","06-053-1003","AQS","8","30","19","32","25"
