"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","31","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","31","20"
"01/02/2011","32","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","32","24"
"01/03/2011","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23","18","61","26"
"01/04/2011","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","55","25"
"01/05/2011","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26",".","50","19"
"01/06/2011","22","Ozone","Colfax-City Hall","06-061-0004","AQS","22",".",".","22"
"01/07/2011","79","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","79","24"
"01/08/2011","72","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","11",".","72","25"
"01/09/2011","65","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","15","17","65","21"
"01/10/2011","73","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","18",".","73","26"
"01/11/2011","72","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","21",".","72","24"
"01/12/2011","72","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","72","27"
"01/13/2011","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","66","21"
"01/14/2011","64","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","64","24"
"01/15/2011","91","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","17","25","91","17"
"01/16/2011","111","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","111","14"
"01/17/2011","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26",".","67","15"
"01/18/2011","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24",".","54","25"
"01/19/2011","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","58","25"
"01/20/2011","69","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23",".","69","34"
"01/21/2011","65","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26","18","65","32"
"01/22/2011","38","Ozone","Colfax-City Hall","06-061-0004","AQS","38",".",".","23"
"01/23/2011","35","Ozone","Colfax-City Hall","06-061-0004","AQS","35",".",".","33"
"01/24/2011","31","Ozone","Colfax-City Hall","06-061-0004","AQS","31",".",".","27"
"01/25/2011","45","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".",".","45"
"01/26/2011","87","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","87","29"
"01/27/2011","76","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34","20","76","30"
"01/28/2011","65","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","65","25"
"01/29/2011","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","58","18"
"01/30/2011","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","42","24"
