"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","32","Ozone","Folsom-Natoma St.","06-067-0012","AQS","7","32","0","6","28","14"
"01/02/2011","43","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","34","0","7","43","25"
"01/03/2011","58","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","20","0","14","58","28"
"01/04/2011","56","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","15","21","1","11","56","25"
"01/05/2011","71","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","16","20","3","14","71","28"
"01/06/2011","64","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","16","0","8","64","25"
"01/07/2011","76","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","9","16","0","10","76","25"
"01/08/2011","70","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","7","14","0","9","70","25"
"01/09/2011","61","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","23","0","17","61","24"
"01/10/2011","83","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","19","1","19","83","31"
"01/11/2011","79","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","12","0","27","79","26"
"01/12/2011","58","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","25","0","12","58","27"
"01/13/2011","69","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","13","3","16","69","29"
"01/14/2011","47","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","17","0","10","47","25"
"01/15/2011","93","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","19","0","28","93","20"
"01/16/2011","105","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","8","19","0","13","105","16"
"01/17/2011","63","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","8","13","0","8","63","15"
