"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","33","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","27","5","33"
"01/02/2011","45","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","20","45"
"01/03/2011","40","PM2.5","Ukiah-Library","06-045-0006","AQS","9","17","40"
"01/04/2011","43","PM2.5","Ukiah-Library","06-045-0006","AQS","8","16","43"
"01/05/2011","43","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","8","20","43"
"01/06/2011","58","PM2.5","Ukiah-Library","06-045-0006","AQS","12","16","58"
"01/07/2011","55","PM2.5","Ukiah-Library","06-045-0006","AQS","10","26","55"
"01/08/2011","51","PM2.5","Ukiah-Library","06-045-0006","AQS","22","22","51"
"01/09/2011","42","PM2.5","Ukiah-Library","06-045-0006","AQS","24","19","42"
"01/10/2011","59","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","15","17","59"
"01/11/2011","53","PM2.5","Ukiah-Library","06-045-0006","AQS","21","10","53"
"01/12/2011","53","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","15","11","53"
"01/13/2011","49","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","12","10","49"
"01/14/2011","43","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","11","12","43"
"01/15/2011","39","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","15","18","39"
"01/16/2011","34","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","34"
"01/17/2011","37","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","9","37"
"01/18/2011","40","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","24","40"
"01/19/2011","52","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","18","23","52"
"01/20/2011","47","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","16","24","47"
"01/21/2011","54","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","15",".","54"
"01/22/2011","53","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13",".","53"
"01/23/2011","59","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","20",".","59"
"01/24/2011","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","14","23","56"
"01/25/2011","49","PM2.5","Ukiah-Library","06-045-0006","AQS","17","24","49"
"01/26/2011","54","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","16","54"
"01/27/2011","54","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","17","19","54"
"01/28/2011","53","PM2.5","Ukiah-Library","06-045-0006","AQS","20","23","53"
"01/29/2011","50","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","26","13","50"
"01/30/2011","34","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","25","20","34"
"01/31/2011","38","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13","23","38"
"02/01/2011","47","PM2.5","Ukiah-Library","06-045-0006","AQS","9","20","47"
"02/02/2011","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","11","22","56"
"02/03/2011","59","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","8","22","59"
"02/04/2011","58","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","6","33","58"
