"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","46","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","19",".","46"
"01/02/2011","44","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","18",".","44"
"01/03/2011","17","PM10","MESSER DRIVE, RED BLUFF","06-103-0002","AQS","16","17","."
"01/04/2011","17","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","17",".","."
"01/05/2011","15","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","15",".","."
"01/06/2011","10","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","10",".","."
"01/07/2011","6","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","6",".","."
"01/08/2011","47","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","8",".","47"
"01/09/2011","61","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","22","13","61"
"01/10/2011","67","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","24",".","67"
"01/11/2011","72","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","72"
"01/12/2011","42","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","17",".","42"
"01/13/2011","58","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","8",".","58"
"01/14/2011","42","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","14",".","42"
"01/15/2011","62","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","12","21","62"
"01/16/2011","74","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","8",".","74"
"01/17/2011","57","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","18",".","57"
"01/18/2011","46","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25",".","46"
"01/19/2011","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","28",".","51"
"01/20/2011","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","53"
"01/21/2011","65","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","21","22","65"
"01/22/2011","43","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","33",".","43"
"01/23/2011","66","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","22",".","66"
"01/24/2011","62","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","23",".","62"
"01/25/2011","56","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","33",".","56"
"01/26/2011","71","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","71"
"01/27/2011","89","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","19","38","89"
"01/28/2011","83","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","12",".","83"
"01/29/2011","60","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","8",".","60"
"01/30/2011","39","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","17",".","39"
"01/31/2011","42","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30",".","42"
"02/01/2011","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","23"
"02/02/2011","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30","20","51"
"02/03/2011","64","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","64"
"02/04/2011","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","53"
"02/05/2011","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","25"
"02/06/2011","29","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","29"
"02/07/2011","45","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","35",".","45"
"02/08/2011","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35","5","18"
"02/09/2011","31","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","31",".","23"
"02/10/2011","35","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","35"
"02/11/2011","54","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","54"
"02/12/2011","74","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","39",".","74"
"02/13/2011","72","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","37",".","72"
"02/14/2011","41","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","34","13","41"
"02/15/2011","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","30"
"02/16/2011","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","19"
"02/17/2011","29","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","29",".","19"
"02/18/2011","32","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","32",".","22"
"02/19/2011","40","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","40"
"02/20/2011","38","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30","6","38"
"02/21/2011","55","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","28",".","55"
"02/22/2011","40","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","40"
"02/23/2011","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","33"
"02/24/2011","29","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","29",".","28"
"02/25/2011","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","18"
"02/26/2011","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35","6","24"
"02/27/2011","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","29"
"02/28/2011","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","31"
"03/01/2011","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","39",".","51"
"03/02/2011","34","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","34"
"03/03/2011","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","29"
"03/04/2011","29","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","29",".","27"
"03/05/2011","46","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","46"
"03/06/2011","31","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","31",".","28"
"03/07/2011","37","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","37",".","21"
"03/08/2011","31","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","31",".","28"
"03/09/2011","39","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","39"
