"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2011","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/02/2011","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","."
"01/03/2011","15","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","15","8"
"01/04/2011","12","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","12","."
"01/05/2011","14","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","14","."
"01/06/2011","15","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","15","."
"01/07/2011","20","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","20","."
"01/08/2011","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"01/09/2011","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","9"
"01/10/2011","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","."
"01/11/2011","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/12/2011","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","."
"01/13/2011","16","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","16","."
"01/14/2011","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","."
"01/15/2011","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","10"
"01/16/2011","17","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","17","."
"01/17/2011","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","."
"01/18/2011","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/19/2011","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"01/20/2011","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/21/2011","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","11"
"01/22/2011","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/23/2011","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","."
"01/24/2011","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/25/2011","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","."
"01/26/2011","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","."
"01/27/2011","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","13"
"01/28/2011","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","."
"01/29/2011","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","."
"01/30/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"01/31/2011","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"02/01/2011","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"02/02/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","8"
"02/03/2011","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","."
"02/04/2011","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"02/05/2011","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"02/06/2011","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"02/07/2011","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"02/08/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","9"
"02/09/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"02/10/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"02/11/2011","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","."
"02/12/2011","43","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","43","."
"02/13/2011","47","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","47","."
"02/14/2011","42","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","42","7"
"02/15/2011","44","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","44","."
"02/16/2011","44","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","44","."
"02/17/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"02/18/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/19/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"02/20/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","7"
"02/21/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/22/2011","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","."
"02/23/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/24/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/25/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/26/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","8"
"02/27/2011","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"02/28/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"03/01/2011","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
"03/02/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"03/03/2011","39","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","39","."
"03/04/2011","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","8"
"03/05/2011","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","."
"03/06/2011","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
"03/07/2011","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
"03/08/2011","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","."
"03/09/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"03/10/2011","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","16"
"03/11/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"03/12/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"03/13/2011","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","."
"03/14/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"03/15/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/16/2011","44","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","44","18"
"03/17/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/18/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/19/2011","47","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","47","."
"03/20/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/21/2011","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
"03/22/2011","39","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","39","10"
"03/23/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/24/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/25/2011","44","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","44","."
"03/26/2011","46","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","46","."
"03/27/2011","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"03/28/2011","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","6"
"03/29/2011","42","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","42","."
"03/30/2011","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","."
"03/31/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"04/01/2011","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"04/02/2011","39","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","39","."
"04/03/2011","44","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","44","12"
"04/04/2011","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
