"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","26","Ozone","Davis-UCD Campus","06-113-0004","AQS","26",".","19","6"
"01/02/2011","26","Ozone","Davis-UCD Campus","06-113-0004","AQS","26",".","16","8"
"01/03/2011","45","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","19","15","45","16"
"01/04/2011","24","Ozone","Davis-UCD Campus","06-113-0004","AQS","24",".","23","21"
"01/05/2011","25","Ozone","Davis-UCD Campus","06-113-0004","AQS","25",".","18","25"
"01/06/2011","54","PM2.5","Davis-UCD Campus","06-113-0004","AQS","18",".","54","18"
"01/07/2011","73","PM2.5","Davis-UCD Campus","06-113-0004","AQS","18",".","73","8"
"01/08/2011","63","PM2.5","Davis-UCD Campus","06-113-0004","AQS","17",".","63","9"
"01/09/2011","29","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24","12","29","22"
"01/10/2011","59","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","59","22"
"01/11/2011","70","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","70","22"
"01/12/2011","37","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26","14","37","14"
"01/13/2011","68","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16",".","68","19"
"01/14/2011","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".","15","24"
"01/15/2011","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16","29","57","14"
"01/16/2011","76","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16",".","76","9"
"01/17/2011","52","PM2.5","Davis-UCD Campus","06-113-0004","AQS","14",".","52","8"
"01/18/2011","37","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","37","24"
"01/19/2011","46","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","46","14"
"01/20/2011","49","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","49","21"
"01/21/2011","64","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23","37","64","22"
"01/22/2011","36","PM2.5","Davis-UCD Campus","06-113-0004","AQS","34",".","36","14"
"01/23/2011","72","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","72","15"
"01/24/2011","51","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","51","26"
