"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2011","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"01/02/2011","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"01/03/2011","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/04/2011","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/05/2011","16","Ozone","Jackson-Clinton Road","06-005-0002","AQS","16","."
"01/06/2011","10","Ozone","Jackson-Clinton Road","06-005-0002","AQS","10","."
"01/07/2011","7","Ozone","Jackson-Clinton Road","06-005-0002","AQS","7","."
"01/08/2011","11","Ozone","Jackson-Clinton Road","06-005-0002","AQS","11","."
"01/09/2011","13","Ozone","Jackson-Clinton Road","06-005-0002","AQS","13","."
"01/10/2011","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/11/2011","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/12/2011","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/13/2011","11","Ozone","Jackson-Clinton Road","06-005-0002","AQS","11","."
"01/14/2011","16","Ozone","Jackson-Clinton Road","06-005-0002","AQS","16","."
"01/15/2011","17","Ozone","Jackson-Clinton Road","06-005-0002","AQS","17","."
"01/16/2011","11","Ozone","Jackson-Clinton Road","06-005-0002","AQS","11","."
"01/17/2011","7","Ozone","Jackson-Clinton Road","06-005-0002","AQS","7","."
"01/18/2011","12","Ozone","Jackson-Clinton Road","06-005-0002","AQS","12","."
"01/19/2011","12","Ozone","Jackson-Clinton Road","06-005-0002","AQS","12","."
"01/20/2011","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/21/2011","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"01/22/2011","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/23/2011","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/24/2011","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/25/2011","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/26/2011","18","Ozone","Jackson-Clinton Road","06-005-0002","AQS","18","."
"01/27/2011","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/28/2011","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/29/2011","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/30/2011","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"01/31/2011","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"02/01/2011","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"02/02/2011","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"02/03/2011","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/04/2011","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/05/2011","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"02/06/2011","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/07/2011","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/08/2011","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/09/2011","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/10/2011","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/11/2011","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/12/2011","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/13/2011","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/14/2011","38","Ozone","Jackson-Clinton Road","06-005-0002","AQS","38","."
"02/15/2011","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
