"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","32","Ozone","Mojave","06-029-0011","AQS","32","11","26","25"
"01/02/2011","42","PM10","Bakersfield-California","06-029-0014","AQS","33","42","29","14"
"01/03/2011","62","PM2.5","Bakersfield-California","06-029-0014","AQS","34","23","62","35"
"01/04/2011","67","PM2.5","Bakersfield-California","06-029-0014","AQS","31","26","67","30"
"01/05/2011","81","PM2.5","Bakersfield-California","06-029-0014","AQS","31","25","81","23"
"01/06/2011","120","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","29","37","120","21"
"01/07/2011","114","PM2.5","Bakersfield-California","06-029-0014","AQS","28","40","114","17"
"01/08/2011","78","PM2.5","Bakersfield-California","06-029-0014","AQS","42","23","78","14"
"01/09/2011","90","PM2.5","Bakersfield-California","06-029-0014","AQS","39","23","90","10"
"01/10/2011","76","PM2.5","Bakersfield-California","06-029-0014","AQS","30",".","76","21"
"01/11/2011","89","PM2.5","Bakersfield-California","06-029-0014","AQS","32","42","89","26"
"01/12/2011","92","PM2.5","Bakersfield-California","06-029-0014","AQS","31","44","92","32"
"01/13/2011","119","PM2.5","Bakersfield-California","06-029-0014","AQS","27","55","119","37"
"01/14/2011","110","PM2.5","Bakersfield-California","06-029-0014","AQS","31","48","110","35"
"01/15/2011","132","PM2.5","Bakersfield-California","06-029-0014","AQS","32","44","132","27"
"01/16/2011","107","PM2.5","Bakersfield-California","06-029-0014","AQS","24",".","107","19"
"01/17/2011","72","PM2.5","Bakersfield-California","06-029-0014","AQS","25",".","72","21"
"01/18/2011","57","PM2.5","Bakersfield-California","06-029-0014","AQS","20",".","57","18"
"01/19/2011","74","PM2.5","Bakersfield-California","06-029-0014","AQS","27","31","74","25"
"01/20/2011","99","PM2.5","Bakersfield-California","06-029-0014","AQS","24","43","99","26"
"01/21/2011","131","PM2.5","Bakersfield-California","06-029-0014","AQS","33","55","131","30"
"01/22/2011","145","PM2.5","Bakersfield-California","06-029-0014","AQS","34","55","145","26"
"01/23/2011","143","PM2.5","Bakersfield-California","06-029-0014","AQS","40","54","143","34"
"01/24/2011","117","PM2.5","Bakersfield-California","06-029-0014","AQS","33","40","117","25"
"01/25/2011","103","PM2.5","Bakersfield-California","06-029-0014","AQS","31","36","103","35"
"01/26/2011","99","PM2.5","Bakersfield-California","06-029-0014","AQS","31","33","99","26"
"01/27/2011","102","PM2.5","Bakersfield-California","06-029-0014","AQS","22","31","102","29"
"01/28/2011","75","PM2.5","Bakersfield-California","06-029-0014","AQS","19","25","75","30"
"01/29/2011","78","PM2.5","Bakersfield-California","06-029-0014","AQS","20","24","78","20"
"01/30/2011","59","PM2.5","Bakersfield-California","06-029-0014","AQS","36",".","59","26"
"01/31/2011","54","PM2.5","Bakersfield-California","06-029-0014","AQS","33","9","54","28"
"02/01/2011","62","PM2.5","Bakersfield-California","06-029-0014","AQS","35","25","62","27"
"02/02/2011","59","PM2.5","Bakersfield-California","06-029-0014","AQS","38","34","59","28"
"02/03/2011","38","PM2.5","Bakersfield-California","06-029-0014","AQS","35","33","38","32"
"02/04/2011","67","PM2.5","Bakersfield-California","06-029-0014","AQS","37","45","67","35"
"02/05/2011","100","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","41","51","100","40"
"02/06/2011","85","PM2.5","Bakersfield-California","06-029-0014","AQS","46","47","85","39"
"02/07/2011","75","PM2.5","Bakersfield-California","06-029-0014","AQS","47","46","75","32"
"02/08/2011","95","PM10","Ridgecrest-California Ave","06-029-0015","AQS","40","95","50","27"
"02/09/2011","52","PM2.5","Bakersfield-California","06-029-0014","AQS","34","34","52","29"
"02/10/2011","64","PM2.5","Bakersfield-California","06-029-0014","AQS","36","38","64","36"
