"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","34","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","34",".","18"
"01/02/2011","34","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","34",".","18"
"01/03/2011","26","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","26","6","25"
"01/04/2011","36","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","36"
"01/05/2011","46","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","14",".","46"
"01/06/2011","35","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","11",".","35"
"01/07/2011","26","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","8",".","26"
"01/08/2011","25","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","16",".","25"
"01/09/2011","40","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","15","7","40"
"01/10/2011","57","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","57"
"01/11/2011","51","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","17",".","51"
"01/12/2011","61","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","61"
"01/13/2011","44","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","16",".","44"
"01/14/2011","24","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","17",".","24"
"01/15/2011","68","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","68"
"01/16/2011","55","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","12",".","55"
"01/17/2011","30","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","8",".","30"
"01/18/2011","26","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","12",".","26"
"01/19/2011","55","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","13","11","55"
"01/20/2011","55","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","55"
"01/21/2011","43","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","23","14","43"
"01/22/2011","66","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","24",".","66"
