"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","99","PM2.5","Burbank","06-037-1002","AQS","7","35","7","35","99","40"
"01/02/2011","64","PM2.5","Burbank","06-037-1002","AQS","15","33","1","17","64","41"
"01/03/2011","44","PM2.5","Burbank","06-037-1002","AQS","9","36","0","15","44","37"
"01/04/2011","52","NO2","Long Beach (Hudson)","06-037-4006","AQS","13","36","1","20","51","52"
"01/05/2011","58","PM2.5","Burbank","06-037-1002","AQS","13","38","6","23","58","51"
"01/06/2011","60","NO2","Compton","06-037-1302","AQS","16","37","9","31","55","60"
"01/07/2011","81","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","28","25","3","32","81","47"
"01/08/2011","93","PM2.5","Reseda","06-037-1201","AQS","16","41","6","30","93","32"
"01/09/2011","101","NO2","Pasadena","06-037-2005","AQS","15","42","4","33","87","101"
"01/10/2011","83","PM2.5","Long Beach (North)","06-037-4002","AQS","39","38","3","42","83","56"
"01/11/2011","48","NO2","Long Beach (Hudson)","06-037-4006","AQS","13","31","1","24","41","48"
"01/12/2011","48","PM2.5","Reseda","06-037-1201","AQS","16","35","4","27","48","45"
"01/13/2011","52","NO2","Long Beach (Hudson)","06-037-4006","AQS","17","41","6","29","45","52"
"01/14/2011","68","NO2","LAX Hastings","06-037-5005","AQS","30","44","16","36","57","68"
"01/15/2011","83","PM2.5","Compton","06-037-1302","AQS","35","43","7","33","83","62"
"01/16/2011","74","PM2.5","Long Beach (North)","06-037-4002","AQS","43","36","26","37","74","70"
"01/17/2011","97","NO2","LAX Hastings","06-037-5005","AQS","42","31","17","48","88","97"
"01/18/2011","93","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","26","38","4","46","93","80"
"01/19/2011","118","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","20","40","4","58","118","73"
"01/20/2011","80","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","22","43","7","42","80","66"
"01/21/2011","63","NO2","Long Beach (Hudson)","06-037-4006","AQS","24","41","4","32","57","63"
"01/22/2011","82","PM2.5","Reseda","06-037-1201","AQS","30","34","4","39","82","48"
"01/23/2011","71","PM2.5","Burbank","06-037-1002","AQS","19","45","6","49","71","54"
"01/24/2011","64","PM2.5","Compton","06-037-1302","AQS","32","42","11","31","64","55"
"01/25/2011","88","NO2","Long Beach (Hudson)","06-037-4006","AQS","33","34","13","49","84","88"
"01/26/2011","69","NO2","Long Beach (Hudson)","06-037-4006","AQS","34","42","4","44","67","69"
"01/27/2011","71","NO2","Long Beach (Hudson)","06-037-4006","AQS","32","39","9","38","55","71"
"01/28/2011","60","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","27","31","9","35","60","53"
"01/29/2011","75","PM2.5","Burbank","06-037-1002","AQS","32","44","9","33","75","51"
"01/30/2011","55","PM2.5","Glendora","06-037-0016","AQS","6","39","0","17","55","27"
"01/31/2011","50","PM2.5","Glendora","06-037-0016","AQS","20","39","13","28","50","44"
"02/01/2011","66","PM2.5","Burbank","06-037-1002","AQS","13","43","10","28","66","45"
"02/02/2011","60","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","25","43","17","43","60","53"
"02/03/2011","56","NO2","Long Beach (Hudson)","06-037-4006","AQS","25","40","13","35","53","56"
"02/04/2011","69","PM2.5","Burbank","06-037-1002","AQS","17","36","11","43","69","47"
"02/05/2011","98","PM2.5","Long Beach (North)","06-037-4002","AQS","26","36","14","53","98","60"
"02/06/2011","86","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","40","17","42","86","61"
"02/07/2011","70","PM2.5","Long Beach (South)","06-037-4004","AQS","26","38","10","36","70","58"
"02/08/2011","75","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","42","3","39","75","44"
"02/09/2011","57","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","16","41","3","52","57","47"
"02/10/2011","63","NO2","LAX Hastings","06-037-5005","AQS","22","39","20","29","51","63"
"02/11/2011","63","NO2","Long Beach (Hudson)","06-037-4006","AQS","17","42","19","38","56","63"
"02/12/2011","52","PM2.5","Reseda","06-037-1201","AQS","19","44","4","34","52","49"
"02/13/2011","62","PM2.5","Burbank","06-037-1002","AQS","26","48","9","36","62","44"
"02/14/2011","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","48","4","28","77","42"
"02/15/2011","65","PM2.5","Burbank","06-037-1002","AQS","8","30","1","20","65","41"
"02/16/2011","44","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","44","0","12","41","33"
"02/17/2011","54","PM2.5","Reseda","06-037-1201","AQS","11","43","1","21","54","45"
"02/18/2011","55","PM2.5","Reseda","06-037-1201","AQS","9","45","1","22","55","41"
"02/19/2011","45","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","45","0","13","41","35"
"02/20/2011","59","PM2.5","Reseda","06-037-1201","AQS","10","44","1","16","59","41"
"02/21/2011","67","PM2.5","Reseda","06-037-1201","AQS","24","43","1","22","67","43"
"02/22/2011","67","PM2.5","Reseda","06-037-1201","AQS","15","48","1","22","67","41"
"02/23/2011","65","PM2.5","Reseda","06-037-1201","AQS","16","45","3","22","65","43"
"02/24/2011","62","PM2.5","Reseda","06-037-1201","AQS","17","43","1","22","62","40"
"02/25/2011","54","PM2.5","Reseda","06-037-1201","AQS","8","43","7","12","54","43"
"02/26/2011","43","Ozone","Reseda","06-037-1201","AQS","6","43","0","12","29","33"
"02/27/2011","53","PM2.5","Reseda","06-037-1201","AQS","10","50","1","12","53","41"
"02/28/2011","62","PM2.5","Reseda","06-037-1201","AQS","18","44","6","23","62","49"
"03/01/2011","62","PM2.5","Glendora","06-037-0016","AQS","22","40","13","26","62","47"
"03/02/2011","62","PM2.5","Burbank","06-037-1002","AQS","14","44","14","22","62","47"
"03/03/2011","64","PM2.5","Glendora","06-037-0016","AQS","13","40","6","22","64","37"
"03/04/2011","80","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","44","9","31","80","52"
"03/05/2011","53","PM2.5","Reseda","06-037-1201","AQS","19","51","4","19","53","47"
"03/06/2011","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","15","49","1","17","53","38"
"03/07/2011","77","Ozone","LAX Hastings","06-037-5005","AQS","5","77","4","27","50","31"
"03/08/2011","48","NO2","Pomona","06-037-1701","AQS","11","46","3","25","45","48"
"03/09/2011","51","NO2","Burbank","06-037-1002","AQS","14","46","9","25","45","51"
"03/10/2011","137","PM2.5","Lancaster-Division Street","06-037-9033","AQS","19","54","9","30","137","64"
"03/11/2011","63","PM2.5","Burbank","06-037-1002","AQS","14","46","6","27","63","43"
"03/12/2011","69","PM2.5","Reseda","06-037-1201","AQS","9","50","1","31","69","34"
"03/13/2011","75","PM2.5","Reseda","06-037-1201","AQS","14","71","6","38","75","35"
"03/14/2011","67","PM2.5","Burbank","06-037-1002","AQS","18","41","7","34","67","56"
"03/15/2011","58","PM2.5","Burbank","06-037-1002","AQS","11","46","6","32","58","44"
"03/16/2011","64","PM2.5","Reseda","06-037-1201","AQS","11","46","3","28","64","38"
"03/17/2011","63","PM2.5","Glendora","06-037-0016","AQS","14","51","17","31","63","48"
"03/18/2011","60","PM2.5","Glendora","06-037-0016","AQS","13","51","3","30","60","42"
"03/19/2011","58","Ozone","LAX Hastings","06-037-5005","AQS","6","58","0","12","47","28"
"03/20/2011","55","PM2.5","Santa Clarita","06-037-6012","AQS","6","51","0","19","55","25"
"03/21/2011","52","NO2","Pomona","06-037-1701","AQS","9","50","1","8","50","52"
"03/22/2011","55","PM2.5","Reseda","06-037-1201","AQS","13","49","3","18","55","42"
"03/23/2011","60","PM2.5","Reseda","06-037-1201","AQS","11","42","3","18","60","37"
"03/24/2011","60","PM2.5","Reseda","06-037-1201","AQS","11","47","1","21","60","38"
