"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"02/10/2011","38","NO2","Redwood City","06-081-1001","AQS","13","24","35","38"
"02/11/2011","45","PM2.5","Redwood City","06-081-1001","AQS","14","21","45","41"
"02/12/2011","58","PM2.5","Redwood City","06-081-1001","AQS","11","30","58","30"
"02/13/2011","65","PM2.5","Redwood City","06-081-1001","AQS","9","37","65","24"
"02/14/2011","36","Ozone","Redwood City","06-081-1001","AQS","7","36","16","."
"02/15/2011","39","Ozone","Redwood City","06-081-1001","AQS","7","39","15","24"
"02/16/2011","37","Ozone","Redwood City","06-081-1001","AQS",".","37","17","13"
"02/17/2011","31","Ozone","Redwood City","06-081-1001","AQS","6","31","11","17"
"02/18/2011","32","NO2","Redwood City","06-081-1001","AQS","9","29","20","32"
"02/19/2011","26","Ozone","Redwood City","06-081-1001","AQS","5","26","20","23"
"02/20/2011","31","Ozone","Redwood City","06-081-1001","AQS","7","31","25","."
"02/21/2011","35","PM2.5","Redwood City","06-081-1001","AQS","9","30","35","."
"02/22/2011","31","Ozone","Redwood City","06-081-1001","AQS","9","31","23","."
"02/23/2011","36","Ozone","Redwood City","06-081-1001","AQS","9","36","28","24"
"02/24/2011","39","Ozone","Redwood City","06-081-1001","AQS",".","39","19","."
"02/25/2011","15","PM2.5","Redwood City","06-081-1001","AQS",".",".","15","."
"02/26/2011","31","Ozone","Redwood City","06-081-1001","AQS","5","31","21","29"
"02/27/2011","31","PM2.5","Redwood City","06-081-1001","AQS","6","30","31","29"
"02/28/2011","24","PM2.5","Redwood City","06-081-1001","AQS",".",".","24","."
"03/01/2011","21","PM2.5","Redwood City","06-081-1001","AQS",".",".","21","."
"03/02/2011","33","Ozone","Redwood City","06-081-1001","AQS","3","33","11","8"
"03/03/2011","30","Ozone","Redwood City","06-081-1001","AQS","6","30","17","19"
"03/04/2011","30","PM2.5","Redwood City","06-081-1001","AQS","8","24","30","30"
"03/05/2011","25","Ozone","Redwood City","06-081-1001","AQS","6","25","18","23"
"03/06/2011","38","Ozone","Redwood City","06-081-1001","AQS","5","38","8","."
"03/07/2011","22","PM2.5","Redwood City","06-081-1001","AQS",".",".","22","."
"03/08/2011","30","Ozone","Redwood City","06-081-1001","AQS","6","30","17","23"
"03/09/2011","42","PM2.5","Redwood City","06-081-1001","AQS","7","29","42","30"
"03/10/2011","32","Ozone","Redwood City","06-081-1001","AQS","8","32","30","22"
"03/11/2011","39","Ozone","Redwood City","06-081-1001","AQS","7","39","19","24"
"03/12/2011","37","Ozone","Redwood City","06-081-1001","AQS","6","37","28","19"
"03/13/2011","25","Ozone","Redwood City","06-081-1001","AQS","6","25","21","20"
"03/14/2011","20","NO2","Redwood City","06-081-1001","AQS","6","17","9","20"
"03/15/2011","31","Ozone","Redwood City","06-081-1001","AQS","6","31","16","17"
"03/16/2011","39","Ozone","Redwood City","06-081-1001","AQS","5","39","32","20"
"03/17/2011","39","PM2.5","Redwood City","06-081-1001","AQS","8","37","39","25"
"03/18/2011","42","Ozone","Redwood City","06-081-1001","AQS","6","42","30","13"
"03/19/2011","48","Ozone","Redwood City","06-081-1001","AQS","6","48","16","25"
"03/20/2011","44","Ozone","Redwood City","06-081-1001","AQS","6","44","28","16"
"03/21/2011","42","Ozone","Redwood City","06-081-1001","AQS","9","42","38","28"
"03/22/2011","40","Ozone","Redwood City","06-081-1001","AQS","8","40","16","28"
"03/23/2011","41","Ozone","Redwood City","06-081-1001","AQS","7","41","21","21"
"03/24/2011","41","Ozone","Redwood City","06-081-1001","AQS","7","41","34","9"
"03/25/2011","39","Ozone","Redwood City","06-081-1001","AQS","5","39","26","."
"03/26/2011","44","Ozone","Redwood City","06-081-1001","AQS","5","44","28","."
"03/27/2011","40","Ozone","Redwood City","06-081-1001","AQS","5","40","28","."
"03/28/2011","33","Ozone","Redwood City","06-081-1001","AQS","6","33","22","23"
"03/29/2011","29","Ozone","Redwood City","06-081-1001","AQS","8","29","22","24"
"03/30/2011","25","PM2.5","Redwood City","06-081-1001","AQS","7","22","25","25"
"03/31/2011","35","Ozone","Redwood City","06-081-1001","AQS","10","35","32","35"
"04/01/2011","43","PM2.5","Redwood City","06-081-1001","AQS","8","36","43","25"
"04/02/2011","46","PM2.5","Redwood City","06-081-1001","AQS","5","34","46","10"
"04/03/2011","43","Ozone","Redwood City","06-081-1001","AQS","5","43","36","15"
"04/04/2011","41","Ozone","Redwood City","06-081-1001","AQS","9","41","25","28"
"04/05/2011","37","Ozone","Redwood City","06-081-1001","AQS","7","37","35","25"
"04/06/2011","47","Ozone","Redwood City","06-081-1001","AQS","9","47","39","30"
"04/07/2011","42","Ozone","Redwood City","06-081-1001","AQS","6","42",".","16"
"04/08/2011","41","Ozone","Redwood City","06-081-1001","AQS","7","41",".","34"
"04/09/2011","41","Ozone","Redwood City","06-081-1001","AQS","7","41","30","22"
"04/10/2011","43","Ozone","Redwood City","06-081-1001","AQS","7","43",".","17"
"04/11/2011","41","Ozone","Redwood City","06-081-1001","AQS","8","41",".","28"
"04/12/2011","40","Ozone","Redwood City","06-081-1001","AQS","9","40",".","26"
"04/13/2011","22","NO2","Redwood City","06-081-1001","AQS",".",".",".","22"
"04/15/2011","24","PM2.5","Redwood City","06-081-1001","AQS",".",".","24","."
"04/16/2011","23","Ozone","Redwood City","06-081-1001","AQS","5","23","18","7"
"04/17/2011","23","Ozone","Redwood City","06-081-1001","AQS","3","23","7","7"
"04/18/2011","26","Ozone","Redwood City","06-081-1001","AQS","6","26","18","9"
"04/19/2011","23","Ozone","Redwood City","06-081-1001","AQS","5","23","18","14"
"04/20/2011","44","PM2.5","Redwood City","06-081-1001","AQS","5","31","44","9"
"04/21/2011","41","Ozone","Redwood City","06-081-1001","AQS","5","41","19","14"
"04/22/2011","36","Ozone","Redwood City","06-081-1001","AQS","7","36","28","19"
"04/23/2011","34","Ozone","Redwood City","06-081-1001","AQS","6","34","29","10"
"04/24/2011","40","Ozone","Redwood City","06-081-1001","AQS","5","40","8","3"
"04/25/2011","37","Ozone","Redwood City","06-081-1001","AQS","6","37","24","12"
"04/26/2011","40","Ozone","Redwood City","06-081-1001","AQS","6","40","31","25"
"04/27/2011","37","Ozone","Redwood City","06-081-1001","AQS","3","37","26","24"
"04/28/2011","39","Ozone","Redwood City","06-081-1001","AQS","3","39","26","20"
"04/29/2011","35","Ozone","Redwood City","06-081-1001","AQS","5","35","23","26"
"04/30/2011","43","Ozone","Redwood City","06-081-1001","AQS","5","43","12","22"
"05/01/2011","49","Ozone","Redwood City","06-081-1001","AQS","6","49","20","24"
"05/02/2011","39","Ozone","Redwood City","06-081-1001","AQS","6","39","30","26"
"05/03/2011","39","Ozone","Redwood City","06-081-1001","AQS","6","39","27","25"
"05/04/2011","61","Ozone","Redwood City","06-081-1001","AQS","7","61","31","34"
"05/05/2011","52","PM2.5","Redwood City","06-081-1001","AQS","8","37","52","33"
"05/06/2011","37","PM2.5","Redwood City","06-081-1001","AQS","5","37","37","17"
"05/07/2011","41","Ozone","Redwood City","06-081-1001","AQS","5","41","21","8"
"05/08/2011","41","Ozone","Redwood City","06-081-1001","AQS","5","41","11","3"
"05/09/2011","37","Ozone","Redwood City","06-081-1001","AQS","6","37","25","24"
"05/10/2011","39","PM2.5","Redwood City","06-081-1001","AQS","9","34","39","25"
"05/11/2011","38","Ozone","Redwood City","06-081-1001","AQS","6","38","20","7"
"05/12/2011","33","Ozone","Redwood City","06-081-1001","AQS","6","33","17","13"
"05/13/2011","39","Ozone","Redwood City","06-081-1001","AQS","5","39","31","21"
"05/14/2011","40","Ozone","Redwood City","06-081-1001","AQS","2","40","29","3"
"05/15/2011","40","Ozone","Redwood City","06-081-1001","AQS","3","40","8","6"
"05/16/2011","37","Ozone","Redwood City","06-081-1001","AQS","5","37","11","19"
"05/17/2011","35","Ozone","Redwood City","06-081-1001","AQS","5","35","11","14"
"05/18/2011","34","Ozone","Redwood City","06-081-1001","AQS","5","34","18","15"
"05/19/2011","36","PM2.5","Redwood City","06-081-1001","AQS","7","30","36","17"
"05/20/2011","40","PM2.5","Redwood City","06-081-1001","AQS","6","32","40","19"
"05/21/2011","40","Ozone","Redwood City","06-081-1001","AQS","3","40","35","15"
"05/22/2011","42","Ozone","Redwood City","06-081-1001","AQS","5","42","33","11"
"05/23/2011","42","Ozone","Redwood City","06-081-1001","AQS","3","42","25","6"
"05/24/2011","38","Ozone","Redwood City","06-081-1001","AQS","5","38","32","22"
"05/25/2011","41","Ozone","Redwood City","06-081-1001","AQS","5","41","23","16"
"05/26/2011","35","Ozone","Redwood City","06-081-1001","AQS","6","35","20","23"
"05/27/2011","34","Ozone","Redwood City","06-081-1001","AQS","5","34","25","18"
"05/28/2011","37","Ozone","Redwood City","06-081-1001","AQS","3","37","21","3"
"05/29/2011","34","Ozone","Redwood City","06-081-1001","AQS","5","34","25","6"
"05/30/2011","35","Ozone","Redwood City","06-081-1001","AQS","5","35","21","5"
"05/31/2011","38","Ozone","Redwood City","06-081-1001","AQS","5","38","15","13"
"06/01/2011","31","Ozone","Redwood City","06-081-1001","AQS","6","31","16","19"
"06/02/2011","31","Ozone","Redwood City","06-081-1001","AQS","7","31","16","13"
"06/03/2011","25","PM2.5","Redwood City","06-081-1001","AQS","5","24","25","21"
"06/04/2011","31","Ozone","Redwood City","06-081-1001","AQS","5","31","17","10"
"06/05/2011","36","Ozone","Redwood City","06-081-1001","AQS","2","36","20","7"
"06/06/2011","35","Ozone","Redwood City","06-081-1001","AQS","3","35","25","13"
"06/07/2011","28","Ozone","Redwood City","06-081-1001","AQS","3","28","27","14"
"06/08/2011","40","PM2.5","Redwood City","06-081-1001","AQS","5","31","40","14"
"06/09/2011","41","PM2.5","Redwood City","06-081-1001","AQS","5","28","41","12"
"06/10/2011","33","Ozone","Redwood City","06-081-1001","AQS","5","33","30","15"
"06/11/2011","31","Ozone","Redwood City","06-081-1001","AQS","3","31","17","9"
"06/12/2011","31","Ozone","Redwood City","06-081-1001","AQS","3","31","18","8"
"06/13/2011","16","Ozone","Redwood City","06-081-1001","AQS","5","16","11","14"
"06/14/2011","43","PM2.5","Redwood City","06-081-1001","AQS","6","20","43","17"
"06/15/2011","57","PM2.5","Redwood City","06-081-1001","AQS","6","22","57","21"
"06/16/2011","55","PM2.5","Redwood City","06-081-1001","AQS","5","27","55","12"
"06/17/2011","38","PM2.5","Redwood City","06-081-1001","AQS","3","23","38","12"
"06/18/2011","32","PM2.5","Redwood City","06-081-1001","AQS","3","26","32","8"
"06/19/2011","38","Ozone","Redwood City","06-081-1001","AQS","5","38","25","27"
"06/20/2011","71","Ozone","Redwood City","06-081-1001","AQS","7","71","42","28"
"06/21/2011","44","PM2.5","Redwood City","06-081-1001","AQS","7","32","44","24"
"06/22/2011","23","PM2.5","Redwood City","06-081-1001","AQS","5","23","23","20"
"06/23/2011","33","PM2.5","Redwood City","06-081-1001","AQS","5","31","33","11"
"06/24/2011","32","PM2.5","Redwood City","06-081-1001","AQS","5","26","32","14"
"06/25/2011","33","PM2.5","Redwood City","06-081-1001","AQS","5","25","33","9"
"06/26/2011","38","PM2.5","Redwood City","06-081-1001","AQS","5","29","38","10"
"06/27/2011","21","Ozone","Redwood City","06-081-1001","AQS","5","21","18","11"
"06/28/2011","19","Ozone","Redwood City","06-081-1001","AQS","5","19","1","13"
"06/29/2011","22","Ozone","Redwood City","06-081-1001","AQS","5","22","10","9"
"06/30/2011","20","PM2.5","Redwood City","06-081-1001","AQS",".",".","20","16"
"07/01/2011","30","PM2.5","Redwood City","06-081-1001","AQS","7","30","30","21"
"07/02/2011","53","PM2.5","Redwood City","06-081-1001","AQS","6","25","53","27"
"07/03/2011","53","PM2.5","Redwood City","06-081-1001","AQS","7","36","53","22"
"07/04/2011","55","PM2.5","Redwood City","06-081-1001","AQS","6","28","55","18"
"07/05/2011","68","PM2.5","Redwood City","06-081-1001","AQS","8","31","68","23"
"07/06/2011","28","Ozone","Redwood City","06-081-1001","AQS","7","28","20","19"
"07/07/2011","21","Ozone","Redwood City","06-081-1001","AQS","6","21","18","16"
"07/08/2011","45","PM2.5","Redwood City","06-081-1001","AQS","5","19","45","20"
"07/09/2011","37","PM2.5","Redwood City","06-081-1001","AQS","3","26","37","9"
"07/10/2011","28","PM2.5","Redwood City","06-081-1001","AQS","2","23","28","5"
"07/11/2011","17","Ozone","Redwood City","06-081-1001","AQS","2","17","8","10"
"07/12/2011","18","Ozone","Redwood City","06-081-1001","AQS","3","18","10","9"
"07/13/2011","20","Ozone","Redwood City","06-081-1001","AQS","2","20","13","5"
"07/14/2011","21","Ozone","Redwood City","06-081-1001","AQS","2","21","17","8"
"07/15/2011","15","Ozone","Redwood City","06-081-1001","AQS","3","15","6","8"
"07/16/2011","15","Ozone","Redwood City","06-081-1001","AQS","3","15","8","4"
"07/17/2011","19","Ozone","Redwood City","06-081-1001","AQS","3","19","5","6"
"07/18/2011","17","Ozone","Redwood City","06-081-1001","AQS","5","17","8","11"
"07/19/2011","16","NO2","Redwood City","06-081-1001","AQS","5","14","10","16"
"07/20/2011","33","PM2.5","Redwood City","06-081-1001","AQS","6","26","33","15"
"07/21/2011","30","PM2.5","Redwood City","06-081-1001","AQS","5","21","30","12"
"07/22/2011","19","Ozone","Redwood City","06-081-1001","AQS","5","19","14","11"
"07/23/2011","23","PM2.5","Redwood City","06-081-1001","AQS","3","21","23","8"
"07/24/2011","25","Ozone","Redwood City","06-081-1001","AQS","3","25","17","6"
"07/25/2011","22","Ozone","Redwood City","06-081-1001","AQS","3","22","10","10"
"07/26/2011","26","PM2.5","Redwood City","06-081-1001","AQS","5","14","26","9"
"07/27/2011","30","PM2.5","Redwood City","06-081-1001","AQS","5","19","30","13"
"07/28/2011","42","PM2.5","Redwood City","06-081-1001","AQS",".","22","42","11"
"07/29/2011","45","PM2.5","Redwood City","06-081-1001","AQS","5","23","45","8"
"07/30/2011","33","PM2.5","Redwood City","06-081-1001","AQS","5","29","33","7"
"07/31/2011","32","PM2.5","Redwood City","06-081-1001","AQS","6","26","32","5"
"08/01/2011","28","Ozone","Redwood City","06-081-1001","AQS","6","28","24","9"
"08/02/2011","28","PM2.5","Redwood City","06-081-1001","AQS","5","26","28","11"
"08/03/2011","25","PM2.5","Redwood City","06-081-1001","AQS","6","19","25","10"
"08/04/2011","13","Ozone","Redwood City","06-081-1001","AQS","5","13","10","8"
"08/05/2011","23","PM2.5","Redwood City","06-081-1001","AQS","5","18","23","9"
"08/06/2011","20","PM2.5","Redwood City","06-081-1001","AQS","5","17","20","7"
"08/07/2011","21","Ozone","Redwood City","06-081-1001","AQS","3","21","18","8"
"08/08/2011","32","PM2.5","Redwood City","06-081-1001","AQS","5","19","32","12"
"08/09/2011","46","PM2.5","Redwood City","06-081-1001","AQS","5","23","46","10"
"08/10/2011","43","PM2.5","Redwood City","06-081-1001","AQS","5","20","43","11"
"08/11/2011","25","PM2.5","Redwood City","06-081-1001","AQS","5","17","25","10"
"08/12/2011","38","PM2.5","Redwood City","06-081-1001","AQS","6","20","38","15"
"08/13/2011","38","PM2.5","Redwood City","06-081-1001","AQS","6","27","38","15"
"08/14/2011","32","PM2.5","Redwood City","06-081-1001","AQS","6","25","32","15"
"08/15/2011","23","PM2.5","Redwood City","06-081-1001","AQS","6","19","23","13"
"08/16/2011","30","PM2.5","Redwood City","06-081-1001","AQS","6","18","30","11"
"08/17/2011","36","PM2.5","Redwood City","06-081-1001","AQS","5","19","36","12"
"08/18/2011","43","PM2.5","Redwood City","06-081-1001","AQS","5","19","43","12"
"08/19/2011","28","PM2.5","Redwood City","06-081-1001","AQS","5","18","28","12"
"08/20/2011","22","Ozone","Redwood City","06-081-1001","AQS","3","22","9","4"
"08/21/2011","24","Ozone","Redwood City","06-081-1001","AQS","3","24","8","7"
"08/22/2011","21","PM2.5","Redwood City","06-081-1001","AQS","5","21","21","18"
"08/23/2011","29","Ozone","Redwood City","06-081-1001","AQS","8","29","26","22"
"08/24/2011","23","NO2","Redwood City","06-081-1001","AQS","6","17","10","23"
"08/25/2011","16","PM2.5","Redwood City","06-081-1001","AQS","5","13","16","12"
"08/26/2011","17","Ozone","Redwood City","06-081-1001","AQS","5","17","15","13"
"08/27/2011","23","Ozone","Redwood City","06-081-1001","AQS","5","23","21","16"
"08/28/2011","31","PM2.5","Redwood City","06-081-1001","AQS","5","25","31","15"
"08/29/2011","36","PM2.5","Redwood City","06-081-1001","AQS","6","26","36","12"
"08/30/2011","30","PM2.5","Redwood City","06-081-1001","AQS","8","22","30","16"
"08/31/2011","38","PM2.5","Redwood City","06-081-1001","AQS","6","22","38","14"
"09/01/2011","49","PM2.5","Redwood City","06-081-1001","AQS",".","26","49","19"
"09/02/2011","48","PM2.5","Redwood City","06-081-1001","AQS","8","27","48","21"
"09/03/2011","44","PM2.5","Redwood City","06-081-1001","AQS","3","32","44","9"
"09/04/2011","44","PM2.5","Redwood City","06-081-1001","AQS","3","38","44","7"
"09/05/2011","43","PM2.5","Redwood City","06-081-1001","AQS","3","36","43","14"
"09/06/2011","40","PM2.5","Redwood City","06-081-1001","AQS","5","28","40","28"
"09/07/2011","26","PM2.5","Redwood City","06-081-1001","AQS","7","26","26","22"
"09/08/2011","22","PM2.5","Redwood City","06-081-1001","AQS","5","22","22","18"
"09/09/2011","38","PM2.5","Redwood City","06-081-1001","AQS","5","19","38","19"
"09/10/2011","28","PM2.5","Redwood City","06-081-1001","AQS","6","28","28","18"
"09/11/2011","38","PM2.5","Redwood City","06-081-1001","AQS","5","32","38","10"
"09/12/2011","32","Ozone","Redwood City","06-081-1001","AQS","5","32","28","12"
"09/13/2011","33","PM2.5","Redwood City","06-081-1001","AQS","5","27","33","19"
"09/14/2011","28","PM2.5","Redwood City","06-081-1001","AQS",".","21","28","."
"09/15/2011","26","PM2.5","Redwood City","06-081-1001","AQS","6","22","26","15"
"09/16/2011","26","Ozone","Redwood City","06-081-1001","AQS","7","26","23","17"
"09/17/2011","31","Ozone","Redwood City","06-081-1001","AQS","6","31","28","24"
"09/18/2011","36","Ozone","Redwood City","06-081-1001","AQS","6","36","35","20"
"09/19/2011","44","Ozone","Redwood City","06-081-1001","AQS","9","44","39","32"
"09/20/2011","40","PM2.5","Redwood City","06-081-1001","AQS","9","35","40","30"
"09/21/2011","32","PM2.5","Redwood City","06-081-1001","AQS","9","27","32","26"
"09/22/2011","40","PM2.5","Redwood City","06-081-1001","AQS","6","21","40","23"
"09/23/2011","29","PM2.5","Redwood City","06-081-1001","AQS","8","20","29","27"
"09/24/2011","16","Ozone","Redwood City","06-081-1001","AQS","5","16","15","13"
"09/25/2011","23","Ozone","Redwood City","06-081-1001","AQS","3","23","13","8"
"09/26/2011","28","Ozone","Redwood City","06-081-1001","AQS","5","28","18","23"
"09/27/2011","36","PM2.5","Redwood City","06-081-1001","AQS","6","28","36","34"
"09/28/2011","56","PM2.5","Redwood City","06-081-1001","AQS","11","49","56","40"
"09/29/2011","44","Ozone","Redwood City","06-081-1001","AQS","7","44","38","29"
"09/30/2011","33","PM2.5","Redwood City","06-081-1001","AQS","5","31","33","23"
"10/01/2011","31","Ozone","Redwood City","06-081-1001","AQS","3","31","17","18"
"10/02/2011","31","Ozone","Redwood City","06-081-1001","AQS","5","31","26","12"
"10/03/2011","24","Ozone","Redwood City","06-081-1001","AQS","5","24","21","21"
"10/04/2011","31","Ozone","Redwood City","06-081-1001","AQS","5","31","10","17"
"10/05/2011","31","Ozone","Redwood City","06-081-1001","AQS","3","31","14","13"
"10/06/2011","28","Ozone","Redwood City","06-081-1001","AQS","7","28","16","22"
"10/07/2011","27","Ozone","Redwood City","06-081-1001","AQS","8","27","24","18"
"10/08/2011","25","Ozone","Redwood City","06-081-1001","AQS","8","25","24","15"
"10/09/2011","32","PM2.5","Redwood City","06-081-1001","AQS","6","21","32","16"
"10/10/2011","15","NO2","Redwood City","06-081-1001","AQS","7","10","14","15"
"10/11/2011","13","Ozone","Redwood City","06-081-1001","AQS","6","13","8","11"
"10/12/2011","40","PM2.5","Redwood City","06-081-1001","AQS","9","29","40","37"
"10/13/2011","56","PM2.5","Redwood City","06-081-1001","AQS","11","33","56","42"
"10/14/2011","57","PM2.5","Redwood City","06-081-1001","AQS","11","37","57","39"
"10/15/2011","42","PM2.5","Redwood City","06-081-1001","AQS","9","37","42","23"
"10/16/2011","45","PM2.5","Redwood City","06-081-1001","AQS","6","31","45","14"
"10/17/2011","55","PM2.5","Redwood City","06-081-1001","AQS","10","40","55","35"
"10/18/2011","38","PM2.5","Redwood City","06-081-1001","AQS","11","27","38","20"
"10/19/2011","35","PM2.5","Redwood City","06-081-1001","AQS","7","31","35","18"
"10/20/2011","39","PM2.5","Redwood City","06-081-1001","AQS","8","20","39","22"
"10/21/2011","53","PM2.5","Redwood City","06-081-1001","AQS","10","15","53","26"
"10/22/2011","51","PM2.5","Redwood City","06-081-1001","AQS","13","29","51","35"
"10/23/2011","53","NO2","Redwood City","06-081-1001","AQS","10","46","50","53"
"10/24/2011","55","PM2.5","Redwood City","06-081-1001","AQS","10","30","55","30"
"10/25/2011","53","PM2.5","Redwood City","06-081-1001","AQS","11","21","53","23"
"10/26/2011","43","PM2.5","Redwood City","06-081-1001","AQS","14","29","43","34"
"10/27/2011","43","PM2.5","Redwood City","06-081-1001","AQS",".","19","43","."
"10/28/2011","66","PM2.5","Redwood City","06-081-1001","AQS","14","28","66","43"
"10/29/2011","58","PM2.5","Redwood City","06-081-1001","AQS","9","31","58","41"
"10/30/2011","54","PM2.5","Redwood City","06-081-1001","AQS","8","30","54","28"
"10/31/2011","56","PM2.5","Redwood City","06-081-1001","AQS","11","15","56","30"
"11/01/2011","31","PM2.5","Redwood City","06-081-1001","AQS","9","31","31","21"
"11/02/2011","32","PM2.5","Redwood City","06-081-1001","AQS",".",".","32","."
"11/03/2011","34","PM2.5","Redwood City","06-081-1001","AQS","10","31","34","34"
"11/04/2011","26","Ozone","Redwood City","06-081-1001","AQS","6","26","22","23"
"11/05/2011","30","Ozone","Redwood City","06-081-1001","AQS","7","30","25","25"
"11/06/2011","29","Ozone","Redwood City","06-081-1001","AQS","5","29","26","17"
"11/07/2011","43","PM2.5","Redwood City","06-081-1001","AQS","9","19","43","25"
"11/08/2011","45","PM2.5","Redwood City","06-081-1001","AQS","10","15","45","30"
"11/09/2011","61","PM2.5","Redwood City","06-081-1001","AQS","10","17","61","33"
"11/10/2011","68","PM2.5","Redwood City","06-081-1001","AQS",".",".","68","."
"11/11/2011","52","PM2.5","Redwood City","06-081-1001","AQS","13",".","52","."
"11/12/2011","64","PM2.5","Redwood City","06-081-1001","AQS","9",".","64","."
"11/13/2011","58","PM2.5","Redwood City","06-081-1001","AQS","10",".","58","."
"11/14/2011","51","PM2.5","Redwood City","06-081-1001","AQS",".",".","51","."
"11/15/2011","60","PM2.5","Redwood City","06-081-1001","AQS","13",".","60","."
"11/16/2011","58","PM2.5","Redwood City","06-081-1001","AQS","13",".","58","."
"11/17/2011","30","PM2.5","Redwood City","06-081-1001","AQS","9",".","30","."
"11/18/2011","23","PM2.5","Redwood City","06-081-1001","AQS",".",".","23","."
"11/19/2011","28","Ozone","Redwood City","06-081-1001","AQS","6","28","24","15"
"11/20/2011","29","Ozone","Redwood City","06-081-1001","AQS","7","29","25","24"
"11/21/2011","52","PM2.5","Redwood City","06-081-1001","AQS","13","13","52","29"
"11/22/2011","26","PM2.5","Redwood City","06-081-1001","AQS","10","26","26","25"
"11/23/2011","31","Ozone","Redwood City","06-081-1001","AQS","8","31","20","26"
"11/24/2011","37","PM2.5","Redwood City","06-081-1001","AQS","9","31","37","23"
"11/25/2011","37","PM2.5","Redwood City","06-081-1001","AQS","9","22","37","30"
"11/26/2011","59","PM2.5","Redwood City","06-081-1001","AQS","10","18","59","22"
"11/27/2011","80","PM2.5","Redwood City","06-081-1001","AQS","13","7","80","23"
"11/28/2011","88","PM2.5","Redwood City","06-081-1001","AQS","16","5","88","23"
"11/29/2011","77","PM2.5","Redwood City","06-081-1001","AQS","16","4","77","23"
"11/30/2011","42","PM2.5","Redwood City","06-081-1001","AQS","14",".","42","."
"12/01/2011","28","Ozone","Redwood City","06-081-1001","AQS",".","28","20","."
