"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","37","Ozone","Hollister","06-069-0002","AQS","37",".","10"
"01/02/2011","37","Ozone","Hollister","06-069-0002","AQS","37",".","9"
"01/03/2011","32","Ozone","Hollister","06-069-0002","AQS","32","6","15"
"01/04/2011","25","Ozone","Hollister","06-069-0002","AQS","25",".","20"
"01/05/2011","30","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","30",".","14"
"01/06/2011","30","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","30",".","13"
"01/07/2011","46","PM2.5","Hollister","06-069-0002","AQS","28",".","46"
"01/08/2011","54","PM2.5","Hollister","06-069-0002","AQS","22",".","54"
"01/09/2011","38","PM2.5","Hollister","06-069-0002","AQS","23","10","38"
"01/10/2011","34","PM2.5","Hollister","06-069-0002","AQS","26",".","34"
"01/11/2011","50","PM2.5","Hollister","06-069-0002","AQS","35",".","50"
"01/12/2011","40","PM2.5","Hollister","06-069-0002","AQS","35",".","40"
"01/13/2011","44","PM2.5","Hollister","06-069-0002","AQS","28",".","44"
"01/14/2011","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33",".","28"
"01/15/2011","29","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","29","6","14"
"01/16/2011","38","PM2.5","Hollister","06-069-0002","AQS","30",".","38"
"01/17/2011","47","PM2.5","Hollister","06-069-0002","AQS","23",".","47"
"01/18/2011","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35",".","24"
"01/19/2011","24","PM2.5","Hollister","06-069-0002","AQS","23",".","24"
"01/20/2011","31","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","31",".","29"
"01/21/2011","38","PM2.5","Hollister","06-069-0002","AQS","34","21","38"
"01/22/2011","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36",".","35"
"01/23/2011","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38",".","21"
"01/24/2011","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39",".","29"
"01/25/2011","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35",".","30"
"01/26/2011","37","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","37",".","17"
"01/27/2011","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","9","11"
"01/28/2011","36","PM2.5","Hollister","06-069-0002","AQS","34",".","36"
"01/29/2011","47","PM2.5","Hollister","06-069-0002","AQS","31",".","47"
"01/30/2011","38","Ozone","Hollister","06-069-0002","AQS","38",".","16"
"01/31/2011","31","PM2.5","Hollister","06-069-0002","AQS","31",".","31"
"02/01/2011","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","13","29"
"02/02/2011","35","Ozone","Hollister","06-069-0002","AQS","35","11","16"
"02/03/2011","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39","13","19"
"02/04/2011","37","PM2.5","Hollister","06-069-0002","AQS","36","15","37"
"02/05/2011","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35","11","19"
"02/06/2011","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","3","0"
"02/07/2011","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32","8","8"
"02/08/2011","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","9","13"
"02/09/2011","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","3","0"
"02/10/2011","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39","9","9"
"02/11/2011","41","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","41","13","27"
"02/12/2011","14","PM2.5","Hollister","06-069-0002","AQS",".","11","14"
"02/13/2011","44","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","44","13","16"
"02/14/2011","40","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","40","12","13"
"02/15/2011","43","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","43","10","10"
"02/16/2011","41","Ozone","Hollister","06-069-0002","AQS","41","8","3"
"02/17/2011","37","Ozone","Hollister","06-069-0002","AQS","37","5","0"
