"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2011","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"01/02/2011","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"01/03/2011","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/04/2011","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/05/2011","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/06/2011","13","Ozone","Sonora-Barretta Street","06-109-0005","AQS","13","."
"01/07/2011","16","Ozone","Sonora-Barretta Street","06-109-0005","AQS","16","."
"01/08/2011","10","Ozone","Sonora-Barretta Street","06-109-0005","AQS","10","."
"01/09/2011","14","Ozone","Sonora-Barretta Street","06-109-0005","AQS","14","."
"01/10/2011","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/12/2011","22","Ozone","Sonora-Barretta Street","06-109-0005","AQS","22","."
"01/13/2011","16","Ozone","Sonora-Barretta Street","06-109-0005","AQS","16","."
"01/14/2011","17","Ozone","Sonora-Barretta Street","06-109-0005","AQS","17","."
"01/15/2011","16","Ozone","Sonora-Barretta Street","06-109-0005","AQS","16","."
"01/16/2011","10","Ozone","Sonora-Barretta Street","06-109-0005","AQS","10","."
"01/17/2011","7","Ozone","Sonora-Barretta Street","06-109-0005","AQS","7","."
"01/18/2011","9","Ozone","Sonora-Barretta Street","06-109-0005","AQS","9","."
"01/19/2011","16","Ozone","Sonora-Barretta Street","06-109-0005","AQS","16","."
"01/20/2011","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/21/2011","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/22/2011","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/23/2011","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/24/2011","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/25/2011","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/26/2011","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/27/2011","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/28/2011","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"01/29/2011","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/30/2011","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/31/2011","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"02/01/2011","23","Ozone","Sonora-Barretta Street","06-109-0005","AQS","23","."
"02/02/2011","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/03/2011","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/04/2011","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/05/2011","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/06/2011","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/07/2011","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/08/2011","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/09/2011","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/10/2011","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/11/2011","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/12/2011","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/13/2011","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/14/2011","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"02/15/2011","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"02/24/2011","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/25/2011","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/26/2011","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/27/2011","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/28/2011","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/01/2011","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/02/2011","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/03/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/04/2011","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/05/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/06/2011","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/07/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/08/2011","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/09/2011","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"03/10/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/11/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/12/2011","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/13/2011","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"03/14/2011","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"03/15/2011","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"03/16/2011","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/17/2011","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/18/2011","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"03/19/2011","46","Ozone","Sonora-Barretta Street","06-109-0005","AQS","46","."
"03/20/2011","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"03/21/2011","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/22/2011","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/23/2011","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
