"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","25","14"
"01/02/2011","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","17","16"
"01/03/2011","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","34","15","27"
"01/04/2011","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","12","25"
"01/05/2011","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","16","22"
"01/06/2011","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","10","30"
"01/07/2011","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","10","28"
"01/08/2011","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","23","21"
"01/09/2011","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","15","23"
"01/10/2011","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","15","18"
"01/11/2011","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","26","18"
"01/12/2011","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","34","29","30"
"01/13/2011","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","25","31"
"01/14/2011","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","16","18"
"01/15/2011","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","9","17"
"01/16/2011","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","9","19"
"01/17/2011","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","8","12"
"01/18/2011","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","34","16","16"
"01/19/2011","74","PM10","Dirty Socks","06-027-0022","AQS","42","74","36"
"01/20/2011","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","28","18"
"01/21/2011","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","25","11"
"01/22/2011","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","27","17"
"01/23/2011","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","30","11"
"01/24/2011","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","14","19"
"01/25/2011","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","11","15"
"01/26/2011","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","19","15"
"01/27/2011","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","23","13"
"01/28/2011","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","22","16"
"01/29/2011","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","19","17"
"01/30/2011","61","PM10","Coso Junction","06-027-1001","AQS","44","61","19"
"01/31/2011","80","PM10","Keeler","06-027-1003","AQS","44","80","76"
"02/01/2011","127","PM10","Olancha","06-027-0021","AQS",".","127","56"
"02/02/2011","90","PM10","Bill Stanley","06-027-0026","AQS","43","90","46"
"02/03/2011","95","PM10","Dirty Socks","06-027-0022","AQS","40","95","62"
"02/04/2011","146","PM10","Dirty Socks","06-027-0022","AQS","37","146","63"
"02/05/2011","810","PM10","Dirty Socks","06-027-0022","AQS","40","810","83"
"02/06/2011","91","PM10","Dirty Socks","06-027-0022","AQS","41","91","21"
