"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2013","34","PM2.5","Santa Cruz","06-087-0007","AQS","29","34"
"01/02/2013","25","Ozone","Scotts Valley High School","06-087-1003","AQS","25","23"
"01/03/2013","33","PM2.5","Santa Cruz","06-087-0007","AQS","23","33"
"01/04/2013","44","PM2.5","Santa Cruz","06-087-0007","AQS","31","44"
"01/05/2013","63","PM2.5","Santa Cruz","06-087-0007","AQS","33","63"
"01/06/2013","30","Ozone","Scotts Valley High School","06-087-1003","AQS","30","29"
"01/07/2013","32","PM2.5","Santa Cruz","06-087-0007","AQS","19","32"
"01/08/2013","33","PM2.5","Santa Cruz","06-087-0007","AQS","28","33"
"01/09/2013","35","Ozone","Scotts Valley High School","06-087-1003","AQS","35","29"
"01/10/2013","35","Ozone","Scotts Valley High School","06-087-1003","AQS","35","17"
"01/11/2013","35","Ozone","Scotts Valley High School","06-087-1003","AQS","35","."
"01/12/2013","32","Ozone","Scotts Valley High School","06-087-1003","AQS","32","."
"01/13/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","."
"01/14/2013","35","Ozone","Scotts Valley High School","06-087-1003","AQS","35","."
"01/15/2013","28","Ozone","Scotts Valley High School","06-087-1003","AQS","28","25"
"01/16/2013","38","PM2.5","Santa Cruz","06-087-0007","AQS","26","38"
"01/17/2013","28","Ozone","Scotts Valley High School","06-087-1003","AQS","28","26"
"01/18/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","24"
"01/19/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","23"
"01/20/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","18"
"01/21/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","18"
"01/22/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","22"
"01/23/2013","29","PM2.5","Santa Cruz","06-087-0007","AQS","16","29"
"01/24/2013","41","PM2.5","Santa Cruz","06-087-0007","AQS","7","41"
"01/25/2013","32","PM2.5","Santa Cruz","06-087-0007","AQS","22","32"
"01/26/2013","36","Ozone","Scotts Valley High School","06-087-1003","AQS","36","15"
"01/27/2013","32","Ozone","Scotts Valley High School","06-087-1003","AQS","32","12"
"01/28/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","15"
"01/29/2013","29","Ozone","Santa Cruz","06-087-0007","AQS","29","21"
"01/30/2013","31","PM2.5","Santa Cruz","06-087-0007","AQS","28","31"
"01/31/2013","29","PM2.5","Santa Cruz","06-087-0007","AQS","26","29"
"02/01/2013","40","PM2.5","Santa Cruz","06-087-0007","AQS","27","40"
"02/02/2013","53","PM2.5","Santa Cruz","06-087-0007","AQS","25","53"
"02/03/2013","48","PM2.5","Santa Cruz","06-087-0007","AQS","29","48"
"02/04/2013","40","PM2.5","Santa Cruz","06-087-0007","AQS","23","40"
"02/05/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","28"
"02/06/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","18"
"02/07/2013","36","Ozone","Scotts Valley High School","06-087-1003","AQS","36","21"
"02/08/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","13"
"02/09/2013","31","Ozone","Scotts Valley High School","06-087-1003","AQS","31","25"
"02/10/2013","34","Ozone","Scotts Valley High School","06-087-1003","AQS","34","30"
"02/11/2013","36","Ozone","Scotts Valley High School","06-087-1003","AQS","36","29"
"02/12/2013","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","33"
"02/13/2013","38","PM2.5","Santa Cruz","06-087-0007","AQS","34","38"
"02/14/2013","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","35"
"02/15/2013","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","27"
"02/16/2013","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","38"
"02/17/2013","39","PM2.5","Santa Cruz","06-087-0007","AQS","30","39"
"02/18/2013","36","Ozone","Scotts Valley High School","06-087-1003","AQS","36","28"
"02/19/2013","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","14"
"02/20/2013","32","Ozone","Scotts Valley High School","06-087-1003","AQS","32","18"
"02/21/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","17"
"02/22/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","30"
"02/23/2013","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","27"
"02/24/2013","41","Ozone","Scotts Valley High School","06-087-1003","AQS","41","10"
"02/25/2013","31","Ozone","Santa Cruz","06-087-0007","AQS","31","28"
"02/26/2013","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","36"
"02/27/2013","41","Ozone","Scotts Valley High School","06-087-1003","AQS","41","31"
"02/28/2013","34","PM2.5","Santa Cruz","06-087-0007","AQS","29","34"
"03/01/2013","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","26"
"03/02/2013","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","29"
"03/03/2013","38","PM2.5","Santa Cruz","06-087-0007","AQS","31","38"
"03/04/2013","31","Ozone","Santa Cruz","06-087-0007","AQS","31","23"
"03/05/2013","43","Ozone","Santa Cruz","06-087-0007","AQS","43","19"
"03/06/2013","38","Ozone","Scotts Valley High School","06-087-1003","AQS","38","15"
