"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"08/05/2013","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"08/08/2013","2","PM2.5","Redwood NP","06-015-0002","AQS","2","2"
"08/11/2013","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"08/14/2013","9","PM2.5","Redwood NP","06-015-0002","AQS","5","9"
"08/17/2013","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"08/20/2013","45","PM2.5","Redwood NP","06-015-0002","AQS","33","45"
"08/23/2013","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"08/26/2013","10","PM2.5","Redwood NP","06-015-0002","AQS","5","10"
"08/29/2013","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"09/01/2013","8","PM2.5","Redwood NP","06-015-0002","AQS","4","8"
"09/04/2013","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"09/07/2013","18","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","18","16"
"09/10/2013","16","PM2.5","Redwood NP","06-015-0002","AQS",".","16"
"09/13/2013","4","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","4","2"
"09/16/2013","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"09/19/2013","12","PM2.5","Redwood NP","06-015-0002","AQS","6","12"
"09/22/2013","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"09/25/2013","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","3"
"09/28/2013","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"10/01/2013","20","PM2.5","Redwood NP","06-015-0002","AQS","16","20"
"10/04/2013","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"10/07/2013","17","PM2.5","Redwood NP","06-015-0002","AQS","17","17"
"10/10/2013","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"10/13/2013","16","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","16","14"
"10/16/2013","19","PM2.5","Redwood NP","06-015-0002","AQS",".","19"
"10/19/2013","13","PM2.5","Redwood NP","06-015-0002","AQS","6","13"
"10/22/2013","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"10/25/2013","6","PM2.5","Redwood NP","06-015-0002","AQS","6","6"
"10/28/2013","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"10/31/2013","32","PM2.5","Redwood NP","06-015-0002","AQS","19","32"
"11/03/2013","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"11/06/2013","20","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","20","12"
"11/09/2013","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"11/12/2013","8","PM2.5","Redwood NP","06-015-0002","AQS","8","8"
"11/15/2013","24","PM2.5","Redwood NP","06-015-0002","AQS",".","24"
"11/18/2013","14","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","14","9"
"11/21/2013","34","PM2.5","Redwood NP","06-015-0002","AQS",".","34"
"11/24/2013","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"11/27/2013","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"11/30/2013","19","PM2.5","Redwood NP","06-015-0002","AQS",".","19"
"12/03/2013","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"12/04/2013","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","."
"12/06/2013","14","PM2.5","Redwood NP","06-015-0002","AQS","9","14"
"12/09/2013","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"12/12/2013","14","PM2.5","Redwood NP","06-015-0002","AQS","11","14"
"12/15/2013","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"12/18/2013","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"12/19/2013","13","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","13","."
"12/21/2013","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"12/24/2013","19","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","19","8"
"12/27/2013","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"12/30/2013","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","."
