"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","47","PM2.5","San Francisco","06-075-0005","AQS","8","30",".","47","31"
"01/02/2013","51","PM2.5","San Francisco","06-075-0005","AQS","11","14",".","51","42"
"01/03/2013","67","PM2.5","San Francisco","06-075-0005","AQS","11","11",".","67","38"
"01/04/2013","56","PM2.5","San Francisco","06-075-0005","AQS","10","14","18","56","40"
"01/05/2013","61","PM2.5","San Francisco","06-075-0005","AQS","10","23",".","61","33"
"01/06/2013","33","NO2","San Francisco","06-075-0005","AQS","8","26",".","29","33"
"01/07/2013","58","PM2.5","San Francisco","06-075-0005","AQS","13","6",".","58","35"
"01/08/2013","70","PM2.5","San Francisco","06-075-0005","AQS","14","9",".","70","35"
"01/09/2013","58","PM2.5","San Francisco","06-075-0005","AQS","8","31",".","58","31"
"01/10/2013","30","Ozone","San Francisco","06-075-0005","AQS","3","30","9","3","22"
"01/11/2013","35","NO2","San Francisco","06-075-0005","AQS","5","27",".","10","35"
"01/12/2013","33","NO2","San Francisco","06-075-0005","AQS","6","31",".","18","33"
"01/13/2013","31","Ozone","San Francisco","06-075-0005","AQS","6","31",".","11","24"
"01/14/2013","41","NO2","San Francisco","06-075-0005","AQS","7","29",".","13","41"
"01/15/2013","51","PM2.5","San Francisco","06-075-0005","AQS","8","19",".","51","41"
"01/16/2013","84","PM2.5","San Francisco","06-075-0005","AQS","10","13","34","84","46"
"01/17/2013","76","PM2.5","San Francisco","06-075-0005","AQS","11","11",".","76","49"
"01/18/2013","68","PM2.5","San Francisco","06-075-0005","AQS","11","15",".","68","56"
"01/19/2013","44","PM2.5","San Francisco","06-075-0005","AQS","10","20",".","44","42"
"01/20/2013","42","PM2.5","San Francisco","06-075-0005","AQS","8","22",".","42","42"
"01/21/2013","63","PM2.5","San Francisco","06-075-0005","AQS","10","15",".","63","44"
"01/22/2013","80","PM2.5","San Francisco","06-075-0005","AQS","11","12","37","80","."
"01/23/2013","105","PM2.5","San Francisco","06-075-0005","AQS","11","4",".","105","."
"01/24/2013","71","PM2.5","San Francisco","06-075-0005","AQS","7","9",".","71","32"
"01/25/2013","57","PM2.5","San Francisco","06-075-0005","AQS","7","21",".","57","27"
"01/26/2013","35","Ozone","San Francisco","06-075-0005","AQS","6","35",".","15","15"
"01/27/2013","30","Ozone","San Francisco","06-075-0005","AQS","3","30",".","13","11"
"01/28/2013","26","Ozone","San Francisco","06-075-0005","AQS","5","26","9","9","19"
"01/29/2013","38","NO2","San Francisco","06-075-0005","AQS","10","25",".","30","38"
"01/30/2013","52","PM2.5","San Francisco","06-075-0005","AQS","11","13",".","52","41"
"01/31/2013","72","PM2.5","San Francisco","06-075-0005","AQS","11","14",".","72","41"
"02/01/2013","77","PM2.5","San Francisco","06-075-0005","AQS","9","20",".","77","42"
"02/02/2013","63","PM2.5","San Francisco","06-075-0005","AQS","8","27",".","63","16"
"02/03/2013","33","PM2.5","San Francisco","06-075-0005","AQS","6","33",".","33","23"
"02/04/2013","43","PM2.5","San Francisco","06-075-0005","AQS","6","31",".","43","22"
"02/05/2013","32","Ozone","San Francisco","06-075-0005","AQS","3","32",".","19","26"
"02/06/2013","50","NO2","San Francisco","06-075-0005","AQS","6","30",".","31","50"
"02/07/2013","38","Ozone","San Francisco","06-075-0005","AQS","5","38",".","18","25"
"02/08/2013","28","Ozone","San Francisco","06-075-0005","AQS","5","28",".","14","27"
"02/09/2013","40","NO2","San Francisco","06-075-0005","AQS","6","28","14","21","40"
"02/10/2013","37","NO2","San Francisco","06-075-0005","AQS","8","27",".","35","37"
"02/11/2013","50","NO2","San Francisco","06-075-0005","AQS","7","28",".","29","50"
"02/12/2013","43","PM2.5","San Francisco","06-075-0005","AQS","7","20",".","43","42"
"02/13/2013","52","PM2.5","San Francisco","06-075-0005","AQS","8","17",".","52","39"
"02/14/2013","50","NO2","San Francisco","06-075-0005","AQS","10","17",".","46","50"
"02/15/2013","55","NO2","San Francisco","06-075-0005","AQS","11","25",".","46","55"
"02/16/2013","56","PM2.5","San Francisco","06-075-0005","AQS","13","29",".","56","42"
"02/17/2013","33","Ozone","San Francisco","06-075-0005","AQS","6","33",".","29","21"
"02/18/2013","38","Ozone","San Francisco","06-075-0005","AQS","5","38",".","14","9"
"02/19/2013","35","Ozone","San Francisco","06-075-0005","AQS","5","35",".","3","19"
"02/20/2013","50","NO2","San Francisco","06-075-0005","AQS","8","26",".","18","50"
"02/21/2013","32","NO2","San Francisco","06-075-0005","AQS","7","30","16","16","32"
"02/22/2013","44","NO2","San Francisco","06-075-0005","AQS","10","34",".","40","44"
"02/23/2013","34","Ozone","San Francisco","06-075-0005","AQS","6","34",".","15","17"
"02/24/2013","35","Ozone","San Francisco","06-075-0005","AQS","6","35",".","9","18"
"02/25/2013","35","PM2.5","San Francisco","06-075-0005","AQS","6","27",".","35","32"
"02/26/2013","37","NO2","San Francisco","06-075-0005","AQS","6","31",".","25","37"
"02/27/2013","49","PM2.5","San Francisco","06-075-0005","AQS",".",".",".","49","."
"02/28/2013","37","NO2","San Francisco","06-075-0005","AQS","5","19",".","18","37"
"03/01/2013","35","PM2.5","San Francisco","06-075-0005","AQS",".","18",".","35","26"
"03/02/2013","32","PM2.5","San Francisco","06-075-0005","AQS","7","24",".","32","25"
"03/03/2013","32","Ozone","San Francisco","06-075-0005","AQS","3","32",".","28","7"
"03/04/2013","32","Ozone","San Francisco","06-075-0005","AQS","3","32",".","22","16"
"03/05/2013","37","Ozone","San Francisco","06-075-0005","AQS","5","37","11","10","36"
"03/06/2013","36","Ozone","San Francisco","06-075-0005","AQS","5","36",".","10","29"
"03/07/2013","31","NO2","San Francisco","06-075-0005","AQS","6","26",".","13","31"
"03/08/2013","31","Ozone","San Francisco","06-075-0005","AQS","6","31",".","14","27"
"03/09/2013","29","NO2","San Francisco","06-075-0005","AQS","6","25",".","24","29"
"03/10/2013","38","PM2.5","San Francisco","06-075-0005","AQS","8","24",".","38","30"
"03/11/2013","49","NO2","San Francisco","06-075-0005","AQS",".","24",".","27","49"
"03/12/2013","25","NO2","San Francisco","06-075-0005","AQS","6","20",".","22","25"
"03/13/2013","41","NO2","San Francisco","06-075-0005","AQS","7","21",".","33","41"
"03/14/2013","31","NO2","San Francisco","06-075-0005","AQS","6","18",".","12","31"
"03/15/2013","29","NO2","San Francisco","06-075-0005","AQS","8","23",".","24","29"
"03/16/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31",".","20","11"
"03/17/2013","36","Ozone","San Francisco","06-075-0005","AQS","3","36","18","20","20"
"03/18/2013","29","Ozone","San Francisco","06-075-0005","AQS","6","29",".","28","26"
"03/19/2013","56","NO2","San Francisco","06-075-0005","AQS","8","32",".","23","56"
"03/20/2013","34","NO2","San Francisco","06-075-0005","AQS","5","31",".","5","34"
"03/21/2013","40","NO2","San Francisco","06-075-0005","AQS","6","31",".","18","40"
"03/22/2013","45","PM2.5","San Francisco","06-075-0005","AQS","7","36",".","45","42"
"03/23/2013","38","Ozone","San Francisco","06-075-0005","AQS","7","38",".","31","35"
"03/24/2013","34","Ozone","San Francisco","06-075-0005","AQS","5","34",".","30","13"
"03/25/2013","37","Ozone","San Francisco","06-075-0005","AQS","5","37",".","10","25"
"03/26/2013","34","Ozone","San Francisco","06-075-0005","AQS","5","34",".","5","16"
"03/27/2013","30","Ozone","San Francisco","06-075-0005","AQS","6","30",".","9","17"
"03/28/2013","27","Ozone","San Francisco","06-075-0005","AQS","5","27",".","5","14"
"03/29/2013","24","Ozone","San Francisco","06-075-0005","AQS","5","24","11","20","23"
"03/30/2013","23","Ozone","San Francisco","06-075-0005","AQS","5","23",".","5","12"
"03/31/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31",".","4","11"
"04/01/2013","33","Ozone","San Francisco","06-075-0005","AQS","3","33",".","0","19"
"04/02/2013","26","Ozone","San Francisco","06-075-0005","AQS","5","26",".","4","25"
"04/03/2013","26","Ozone","San Francisco","06-075-0005","AQS","5","26",".","15","19"
"04/04/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31",".","1","18"
"04/05/2013","29","Ozone","San Francisco","06-075-0005","AQS","5","29",".",".","23"
"04/06/2013","35","Ozone","San Francisco","06-075-0005","AQS","3","35",".",".","14"
"04/07/2013","40","Ozone","San Francisco","06-075-0005","AQS","3","40",".",".","5"
"04/08/2013","37","Ozone","San Francisco","06-075-0005","AQS","5","37",".",".","17"
"04/09/2013","33","Ozone","San Francisco","06-075-0005","AQS","6","33",".",".","33"
"04/10/2013","47","NO2","San Francisco","06-075-0005","AQS","8","20","22",".","47"
"04/11/2013","50","PM2.5","San Francisco","06-075-0005","AQS","6","30",".","50","25"
"04/12/2013","55","PM2.5","San Francisco","06-075-0005","AQS","6","29",".","55","23"
"04/13/2013","55","PM2.5","San Francisco","06-075-0005","AQS","5","36",".","55","10"
"04/14/2013","37","Ozone","San Francisco","06-075-0005","AQS","5","37",".","34","16"
"04/15/2013","39","Ozone","San Francisco","06-075-0005","AQS","5","39",".","23","18"
"04/16/2013","38","PM2.5","San Francisco","06-075-0005","AQS","6","32",".","38","34"
"04/17/2013","35","PM2.5","San Francisco","06-075-0005","AQS","6","34",".","35","32"
"04/18/2013","54","PM2.5","San Francisco","06-075-0005","AQS","9","30",".","54","42"
"04/19/2013","58","PM2.5","San Francisco","06-075-0005","AQS","7","22",".","58","37"
"04/20/2013","52","PM2.5","San Francisco","06-075-0005","AQS","7","30",".","52","22"
"04/21/2013","57","PM2.5","San Francisco","06-075-0005","AQS","7","28",".","57","26"
"04/22/2013","57","PM2.5","San Francisco","06-075-0005","AQS","10","40","26","57","56"
"04/23/2013","44","NO2","San Francisco","06-075-0005","AQS","3","37",".","26","44"
"04/24/2013","37","Ozone","San Francisco","06-075-0005","AQS","3","37",".","33","18"
"04/25/2013","38","Ozone","San Francisco","06-075-0005","AQS","3","38",".","22","10"
"04/26/2013","40","Ozone","San Francisco","06-075-0005","AQS","3","40",".","38","11"
"04/27/2013","37","Ozone","San Francisco","06-075-0005","AQS","3","37",".","29","7"
"04/28/2013","55","PM2.5","San Francisco","06-075-0005","AQS","5","28",".","55","20"
"04/29/2013","62","PM2.5","San Francisco","06-075-0005","AQS","9","29",".","62","42"
"04/30/2013","64","PM2.5","San Francisco","06-075-0005","AQS","6","34",".","64","40"
"05/01/2013","58","PM2.5","San Francisco","06-075-0005","AQS","6","38",".","58","38"
"05/02/2013","71","PM2.5","San Francisco","06-075-0005","AQS","8","64",".","71","46"
"05/03/2013","64","PM2.5","San Francisco","06-075-0005","AQS","8","44",".","64","42"
"05/04/2013","66","PM2.5","San Francisco","06-075-0005","AQS","7","39","31","66","27"
"05/05/2013","40","Ozone","San Francisco","06-075-0005","AQS","5","40",".","38","9"
"05/06/2013","35","PM2.5","San Francisco","06-075-0005","AQS","5","34",".","35","22"
"05/07/2013","49","PM2.5","San Francisco","06-075-0005","AQS","5","33",".","49","11"
"05/08/2013","32","Ozone","San Francisco","06-075-0005","AQS","3","32",".","29","11"
"05/09/2013","32","PM2.5","San Francisco","06-075-0005","AQS","3","32",".","32","10"
"05/10/2013","38","PM2.5","San Francisco","06-075-0005","AQS","3","30",".","38","10"
"05/11/2013","35","PM2.5","San Francisco","06-075-0005","AQS","3","28",".","35","19"
"05/12/2013","19","Ozone","San Francisco","06-075-0005","AQS","3","19",".","18","5"
"05/13/2013","26","Ozone","San Francisco","06-075-0005","AQS","3","26",".","19","13"
"05/14/2013","54","PM2.5","San Francisco","06-075-0005","AQS","3","39",".","54","16"
"05/15/2013","44","PM2.5","San Francisco","06-075-0005","AQS","3","34",".","44","8"
"05/16/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31","6","15","10"
"05/17/2013","30","Ozone","San Francisco","06-075-0005","AQS","3","30",".","11","8"
"05/18/2013","28","Ozone","San Francisco","06-075-0005","AQS","3","28",".","22","11"
"05/19/2013","43","PM2.5","San Francisco","06-075-0005","AQS","5","31",".","43","23"
"05/20/2013","57","PM2.5","San Francisco","06-075-0005","AQS","9","31",".","57","31"
"05/21/2013","48","PM2.5","San Francisco","06-075-0005","AQS","3","33",".","48","12"
"05/22/2013","34","PM2.5","San Francisco","06-075-0005","AQS","3","31",".","34","8"
"05/23/2013","51","PM2.5","San Francisco","06-075-0005","AQS","5","28",".","51","14"
"05/24/2013","51","PM2.5","San Francisco","06-075-0005","AQS","5","33",".","51","16"
"05/25/2013","35","PM2.5","San Francisco","06-075-0005","AQS","3","31",".","35","8"
"05/26/2013","22","Ozone","San Francisco","06-075-0005","AQS","3","22",".","4","4"
"05/27/2013","22","Ozone","San Francisco","06-075-0005","AQS","5","22",".","10","7"
"05/28/2013","20","Ozone","San Francisco","06-075-0005","AQS","5","20","6","10","15"
"05/29/2013","25","Ozone","San Francisco","06-075-0005","AQS","5","25",".","20","11"
"05/30/2013","38","PM2.5","San Francisco","06-075-0005","AQS","5","27",".","38","21"
"05/31/2013","53","PM2.5","San Francisco","06-075-0005","AQS","5","27",".","53","26"
"06/01/2013","62","PM2.5","San Francisco","06-075-0005","AQS","5","25",".","62","21"
"06/02/2013","42","PM2.5","San Francisco","06-075-0005","AQS","3","26",".","42","5"
"06/03/2013","31","Ozone","San Francisco","06-075-0005","AQS","5","31",".","28","22"
"06/04/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31",".","14","8"
"06/05/2013","29","Ozone","San Francisco","06-075-0005","AQS","3","29",".","20","7"
"06/06/2013","26","Ozone","San Francisco","06-075-0005","AQS","3","26",".","11","7"
"06/07/2013","38","PM2.5","San Francisco","06-075-0005","AQS","5","24",".","38","20"
"06/08/2013","31","Ozone","San Francisco","06-075-0005","AQS","5","31",".","28","13"
"06/09/2013","31","Ozone","San Francisco","06-075-0005","AQS","3","31","6","16","5"
"06/10/2013","28","Ozone","San Francisco","06-075-0005","AQS","3","28",".","20","10"
