"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","77","PM2.5","Chico-East Avenue","06-007-0008","AQS","11","43",".","77","24"
"01/02/2013","72","PM2.5","Chico-East Avenue","06-007-0008","AQS","14","41",".","72","29"
"01/03/2013","91","PM2.5","Chico-East Avenue","06-007-0008","AQS","16","37",".","91","26"
"01/04/2013","101","PM2.5","Chico-East Avenue","06-007-0008","AQS","14","36","35","101","27"
"01/05/2013","74","PM2.5","Chico-East Avenue","06-007-0008","AQS","15","32",".","74","20"
"01/06/2013","70","PM2.5","Paradise - Theater","06-007-2002","AQS","5","36",".","70","15"
"01/07/2013","74","PM2.5","Chico-East Avenue","06-007-0008","AQS","9","36",".","74","20"
"01/08/2013","87","PM2.5","Chico-East Avenue","06-007-0008","AQS","11","22",".","87","19"
"01/09/2013","79","PM2.5","Chico-East Avenue","06-007-0008","AQS","10","30",".","79","15"
"01/10/2013","64","PM2.5","Chico-East Avenue","06-007-0008","AQS","8","33","17","64","24"
"01/11/2013","71","PM2.5","Chico-East Avenue","06-007-0008","AQS","11","39",".","71","22"
"01/12/2013","71","PM2.5","Chico-East Avenue","06-007-0008","AQS","10","38",".","71","19"
"01/13/2013","80","PM2.5","Chico-East Avenue","06-007-0008","AQS","10","42",".","80","24"
"01/14/2013","57","PM2.5","Chico-East Avenue","06-007-0008","AQS",".","40",".","57","."
"01/15/2013","86","PM2.5","Chico-East Avenue","06-007-0008","AQS",".","38",".","86","."
"01/16/2013","97","PM2.5","Chico-East Avenue","06-007-0008","AQS","14","40","37","97","37"
"01/17/2013","105","PM2.5","Chico-East Avenue","06-007-0008","AQS","17","42",".","105","37"
"01/18/2013","76","PM2.5","Chico-East Avenue","06-007-0008","AQS","13","42",".","76","24"
"01/19/2013","82","PM2.5","Chico-East Avenue","06-007-0008","AQS","16","41",".","82","26"
"01/20/2013","76","PM2.5","Chico-East Avenue","06-007-0008","AQS","15","40",".","76","29"
