"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2013","120","PM2.5","Visalia-Church","06-107-2002","AQS","40",".","120","18"
"01/02/2013","81","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","81","26"
"01/03/2013","100","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","100","36"
"01/04/2013","140","PM2.5","Visalia-Church","06-107-2002","AQS","38","47","140","33"
"01/05/2013","88","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","88","33"
"01/06/2013","42","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","42",".","32","8"
"01/07/2013","62","PM2.5","Visalia-Church","06-107-2002","AQS","42",".","62","23"
"01/08/2013","75","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","75","27"
"01/09/2013","94","PM2.5","Porterville","06-107-2010","AQS","37",".","94","23"
"01/10/2013","36","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","36","6","25","22"
"01/11/2013","45","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","45","32"
"01/12/2013","63","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","63","29"
"01/13/2013","97","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","97","32"
"01/14/2013","77","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","77","33"
"01/15/2013","78","PM2.5","Visalia-Church","06-107-2002","AQS","32",".","78","35"
"01/16/2013","105","PM2.5","Visalia-Church","06-107-2002","AQS","24",".","105","37"
"01/17/2013","108","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","108","36"
"01/18/2013","113","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","113","38"
"01/19/2013","143","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","143","38"
"01/20/2013","131","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","131","35"
"01/21/2013","119","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","119","42"
"01/22/2013","102","PM2.5","Visalia-Church","06-107-2002","AQS","39","43","102","38"
"01/23/2013","61","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","61","26"
"01/24/2013","96","PM2.5","Visalia-Church","06-107-2002","AQS","29","32","96","20"
"01/25/2013","104","PM2.5","Porterville","06-107-2010","AQS","27",".","104","13"
"01/26/2013","56","PM2.5","Visalia-Church","06-107-2002","AQS","27",".","56","15"
"01/27/2013","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","34","24"
"01/28/2013","59","PM2.5","Visalia-Church","06-107-2002","AQS","31","17","59","28"
"01/29/2013","62","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","62","29"
"01/30/2013","60","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","60","34"
"01/31/2013","77","PM2.5","Porterville","06-107-2010","AQS","34",".","77","35"
"02/01/2013","104","PM2.5","Porterville","06-107-2010","AQS","36",".","104","40"
"02/02/2013","135","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","135","28"
"02/03/2013","155","PM2.5","Porterville","06-107-2010","AQS","34","49","155","30"
"02/04/2013","151","PM2.5","Porterville","06-107-2010","AQS","39",".","151","39"
"02/05/2013","128","PM2.5","Porterville","06-107-2010","AQS","42",".","128","19"
"02/06/2013","64","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","64","25"
"02/07/2013","70","PM2.5","Visalia-Church","06-107-2002","AQS","40",".","70","21"
"02/08/2013","39","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","39",".","29","25"
"02/09/2013","52","PM2.5","Visalia-Church","06-107-2002","AQS","35","13","52","23"
"02/10/2013","47","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","47","25"
"02/11/2013","47","PM2.5","Visalia-Church","06-107-2002","AQS","40",".","47","38"
"02/12/2013","56","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","56","38"
"02/13/2013","63","PM2.5","Porterville","06-107-2010","AQS","41",".","63","44"
"02/14/2013","80","PM2.5","Porterville","06-107-2010","AQS","41",".","80","42"
"02/15/2013","82","PM2.5","Visalia-Church","06-107-2002","AQS","44","36","82","46"
"02/16/2013","70","PM2.5","Visalia-Church","06-107-2002","AQS","44",".","70","39"
"02/17/2013","76","PM2.5","Visalia-Church","06-107-2002","AQS","45",".","76","31"
"02/18/2013","68","PM2.5","Visalia-Church","06-107-2002","AQS","47",".","68","25"
"02/19/2013","39","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","39",".","23","12"
"02/20/2013","38","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","38",".","35","25"
"02/21/2013","40","PM2.5","Porterville","06-107-2010","AQS","39","12","40","25"
"02/22/2013","58","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","58","39"
"02/23/2013","56","PM2.5","Porterville","06-107-2010","AQS","38",".","56","16"
"02/24/2013","42","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","42","32"
"02/25/2013","49","PM2.5","Visalia-Church","06-107-2002","AQS","44",".","49","39"
"02/26/2013","67","PM2.5","Visalia-Church","06-107-2002","AQS","44",".","67","39"
"02/27/2013","62","PM2.5","Visalia-Church","06-107-2002","AQS","45","30","62","36"
"02/28/2013","62","PM2.5","Porterville","06-107-2010","AQS","48",".","62","40"
"03/01/2013","90","PM2.5","Porterville","06-107-2010","AQS","54",".","90","49"
"03/02/2013","64","PM2.5","Visalia-Church","06-107-2002","AQS","47",".","64","38"
"03/03/2013","49","PM2.5","Visalia-Church","06-107-2002","AQS","35",".","49","14"
"03/04/2013","40","PM2.5","Porterville","06-107-2010","AQS","36",".","40","38"
"03/05/2013","44","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","44","21","40","19"
"03/06/2013","40","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","40",".","16","30"
"03/07/2013","36","Ozone","Porterville","06-107-2010","AQS","36",".","21","15"
"03/08/2013","34","Ozone","Porterville","06-107-2010","AQS","34",".","17","13"
"03/09/2013","42","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","42","10"
"03/10/2013","43","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","43",".","33","31"
"03/11/2013","60","PM2.5","Visalia-Church","06-107-2002","AQS","45","25","60","24"
"03/12/2013","73","PM2.5","Visalia-Church","06-107-2002","AQS","54",".","73","25"
"03/13/2013","74","PM2.5","Visalia-Church","06-107-2002","AQS","71",".","74","41"
"03/14/2013","118","PM2.5","Porterville","06-107-2010","AQS","93",".","118","29"
"03/15/2013","107","PM2.5","Porterville","06-107-2010","AQS","74",".","107","19"
"03/16/2013","78","PM2.5","Porterville","06-107-2010","AQS","51",".","78","18"
"03/17/2013","54","PM2.5","Porterville","06-107-2010","AQS","42","19","54","16"
"03/18/2013","48","PM2.5","Porterville","06-107-2010","AQS","44",".","48","19"
"03/19/2013","63","PM2.5","Visalia-Church","06-107-2002","AQS","48",".","63","36"
"03/20/2013","54","PM2.5","Porterville","06-107-2010","AQS","35",".","54","26"
"03/21/2013","55","PM2.5","Porterville","06-107-2010","AQS","32",".","55","12"
"03/22/2013","43","PM2.5","Porterville","06-107-2010","AQS","42",".","43","23"
"03/23/2013","60","PM2.5","Visalia-Church","06-107-2002","AQS","48","33","60","23"
"03/24/2013","64","Ozone","Porterville","06-107-2010","AQS","64",".","61","38"
"03/25/2013","67","Ozone","Porterville","06-107-2010","AQS","67",".","62","42"
"03/26/2013","84","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","84",".","67","24"
"03/27/2013","49","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","49",".","46","33"
"03/28/2013","52","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","52","21"
"03/29/2013","56","PM2.5","Visalia-Church","06-107-2002","AQS","47","31","56","34"
"03/30/2013","50","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","50",".","39","17"
"03/31/2013","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","16","4"
"04/01/2013","39","Ozone","Porterville","06-107-2010","AQS","39",".","19","11"
"04/02/2013","40","Ozone","Porterville","06-107-2010","AQS","40",".","38","14"
"04/03/2013","54","PM2.5","Visalia-Church","06-107-2002","AQS","49",".","54","35"
"04/04/2013","47","PM2.5","Porterville","06-107-2010","AQS","44","20","47","14"
"04/05/2013","34","Ozone","Porterville","06-107-2010","AQS","34",".","20","12"
"04/06/2013","42","Ozone","Porterville","06-107-2010","AQS","42",".","25","10"
"04/07/2013","37","Ozone","Porterville","06-107-2010","AQS","37",".","25","9"
"04/08/2013","47","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","47",".","13","10"
"04/09/2013","46","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","46",".","23","23"
"04/10/2013","58","Ozone","Porterville","06-107-2010","AQS","58","25","33","34"
"04/11/2013","61","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","61",".","47","25"
"04/12/2013","58","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","58",".","55","27"
"04/13/2013","80","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","80",".","57","23"
"04/14/2013","47","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","47",".","45","8"
"04/15/2013","41","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","41",".","25","12"
"04/16/2013","43","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","43","19","25","25"
"04/17/2013","46","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","46",".","19","19"
"04/18/2013","58","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","58",".","31","45"
"04/19/2013","77","Ozone","Porterville","06-107-2010","AQS","77",".","51","27"
"04/20/2013","71","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","71",".","59","21"
"04/21/2013","90","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","90",".","56","16"
"04/22/2013","101","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","101","39","60","16"
"04/23/2013","84","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","84",".","57","22"
"04/24/2013","97","Ozone","Porterville","06-107-2010","AQS","97",".","58","16"
"04/25/2013","71","Ozone","Porterville","06-107-2010","AQS","71",".","58","10"
"04/26/2013","105","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","105",".","70","22"
"04/27/2013","119","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","119",".","66","21"
"04/28/2013","119","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","119","44","64","17"
"04/29/2013","129","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","129",".","60","20"
"04/30/2013","87","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","87",".","54","22"
"05/01/2013","87","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","87",".","54","19"
"05/02/2013","112","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","112",".","62","38"
"05/03/2013","140","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","140",".","65","31"
"05/04/2013","133","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","133",".","64","22"
"05/05/2013","74","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","74",".","58","5"
"05/06/2013","44","Ozone","Porterville","06-107-2010","AQS","44",".","33","7"
"05/07/2013","42","Ozone","Porterville","06-107-2010","AQS","42","11","38","21"
"05/08/2013","57","PM2.5","Visalia-Church","06-107-2002","AQS","50",".","57","25"
