"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2013","36","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","36","15"
"01/02/2013","53","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","53","24"
"01/03/2013","51","PM2.5","Davis-UCD Campus","06-113-0004","AQS","20",".","51","26"
"01/04/2013","56","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","21","30","56","28"
"01/05/2013","62","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","62","13"
"01/06/2013","52","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","52","22"
"01/07/2013","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","14",".","45","24"
"01/08/2013","70","PM2.5","Davis-UCD Campus","06-113-0004","AQS","14",".","70","25"
"01/09/2013","57","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","57","22"
"01/10/2013","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31","13","22","25"
"01/11/2013","29","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","29","21"
"01/12/2013","32","Ozone","Woodland-Gibson Road","06-113-1003","AQS","32",".","25","17"
"01/13/2013","33","Ozone","Woodland-Gibson Road","06-113-1003","AQS","33",".","15","8"
"01/14/2013","34","Ozone","Woodland-Gibson Road","06-113-1003","AQS","34",".","21","28"
"01/15/2013","67","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","67","34"
"01/16/2013","73","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23","42","73","35"
"01/17/2013","74","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","74","39"
"01/18/2013","26","Ozone","Davis-UCD Campus","06-113-0004","AQS","26",".",".","23"
"01/19/2013","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".",".","20"
"01/20/2013","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31",".",".","20"
"01/21/2013","28","Ozone","Woodland-Gibson Road","06-113-1003","AQS","28",".",".","21"
"01/22/2013","44","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","23","35","44","24"
"01/23/2013","71","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","71","19"
