"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2013","53","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","4","53"
"01/02/2013","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","8","56"
"01/03/2013","69","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","4","69"
"01/04/2013","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","5","56"
"01/05/2013","52","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","7","52"
"01/06/2013","35","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","7","35"
"01/07/2013","53","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","53"
"01/08/2013","36","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","36"
"01/09/2013","39","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","8","39"
"01/10/2013","20","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","7","20"
"01/11/2013","35","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","35"
"01/12/2013","6","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","6","."
"01/13/2013","5","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","5","."
"01/14/2013","6","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","6","."
"01/15/2013","69","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","5","69"
"01/16/2013","72","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","9","72"
"01/17/2013","54","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","54"
"01/18/2013","64","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","64"
"01/19/2013","60","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","18","60"
"01/20/2013","68","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","68"
"01/21/2013","60","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","60"
"01/22/2013","73","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","73"
"01/23/2013","58","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","58"
"01/24/2013","66","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","33","66"
"01/25/2013","52","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","34","52"
"01/26/2013","19","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","19","19"
"01/27/2013","28","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","11","28"
"01/28/2013","30","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","9","30"
"01/29/2013","28","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","28"
"01/30/2013","47","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","47"
"01/31/2013","47","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","9","47"
"02/01/2013","36","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","7","36"
"02/02/2013","48","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","48"
"02/03/2013","29","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","29","20"
"02/04/2013","24","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","24"
"02/05/2013","22","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","17","22"
"02/06/2013","26","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","12","26"
"02/07/2013","39","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","39"
"02/08/2013","38","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","12","38"
"02/09/2013","55","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","14","55"
"02/10/2013","54","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","17","54"
"02/11/2013","51","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","19","51"
"02/12/2013","49","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","19","49"
"02/13/2013","49","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","14","49"
"02/14/2013","43","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","20","43"
"02/15/2013","40","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","9","40"
"02/16/2013","65","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","13","65"
"02/17/2013","52","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","18","52"
"02/22/2013","38","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","20","38"
"02/23/2013","22","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","22","18"
"02/24/2013","51","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","21","51"
"02/25/2013","39","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","17","39"
"02/26/2013","48","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","20","48"
"02/27/2013","32","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","12","32"
"02/28/2013","27","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","6","27"
"03/01/2013","21","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","5","21"
"03/02/2013","20","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","16","20"
"03/03/2013","24","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","21","24"
"03/04/2013","15","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","15"
"03/05/2013","17","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","5","17"
"03/06/2013","17","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","10","17"
"03/07/2013","8","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","8","."
"03/12/2013","6","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","6","."
"03/13/2013","2","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","2","."
