"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"03/15/2013","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","6","53","56","25"
"03/16/2013","64","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","6","64","59","9"
"03/17/2013","70","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","10","70","66","8"
"03/18/2013","46","Ozone","Red Hills","06-079-8005","AQS","46","4","37","42","20"
"03/19/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","4","26","37","20"
"03/20/2013","41","Ozone","Morro Bay","06-079-3001","AQS","41","6","28","33","22"
"03/21/2013","80","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","3","80","76","21"
"03/22/2013","69","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","7","61","69","15"
"03/23/2013","69","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","61","1","62","69","20"
"03/24/2013","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","64","7","58","66","19"
"03/25/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","1","19","34","18"
"03/26/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","3","18","26","16"
"03/27/2013","36","Ozone","Red Hills","06-079-8005","AQS","36","6","14","21","16"
"03/28/2013","35","Ozone","Red Hills","06-079-8005","AQS","35","7","7","15","11"
"03/29/2013","36","Ozone","Red Hills","06-079-8005","AQS","36","4","8","18","8"
"03/30/2013","32","Ozone","Carrizo Plains","06-079-8006","AQS","32","4","12","19","5"
"03/31/2013","40","Ozone","Red Hills","06-079-8005","AQS","40","4","10","17","4"
"04/01/2013","36","Ozone","Red Hills","06-079-8005","AQS","36","4","8","17","10"
"04/02/2013","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","9","62","52","11"
"04/03/2013","48","Ozone","Red Hills","06-079-8005","AQS","48","3","11","24","8"
"04/04/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","4","10","20","11"
"04/05/2013","59","PM10","Arroyo Grande CDF","06-079-2007","AQS","38","3","59","53","7"
"04/06/2013","75","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","4","75","66","14"
"04/07/2013","80","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","6","80","72","6"
"04/08/2013","99","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","6","99","84","11"
"04/09/2013","76","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","9","76","76","25"
"04/10/2013","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","10","40","48","22"
"04/11/2013","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","4","64","67","11"
"04/12/2013","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","6","39","55","20"
"04/13/2013","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","4","31","46","9"
"04/14/2013","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","4","59","67","8"
"04/15/2013","88","PM10","Arroyo Grande CDF","06-079-2007","AQS","46","4","88","80","15"
"04/16/2013","75","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","7","71","75","28"
"04/17/2013","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","7","65","72","23"
"04/18/2013","54","Ozone","Red Hills","06-079-8005","AQS","54","10","39","43","21"
"04/19/2013","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","19","60","68","19"
"04/20/2013","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","13","63","68","15"
"04/21/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","11","44","54","11"
"04/22/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","4","24","49","18"
"04/23/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","4","19","43","13"
"04/24/2013","51","Ozone","Red Hills","06-079-8005","AQS","51","3","16","30","15"
"04/25/2013","49","Ozone","Red Hills","06-079-8005","AQS","49","7","20","31","19"
"04/26/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","6","35","48","15"
"04/27/2013","91","SO2","Mesa2","06-079-2004","AQS","90","91","26","50","18"
"04/28/2013","87","Ozone","Red Hills","06-079-8005","AQS","87","72","19","42","14"
"04/29/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","29","25","37","16"
"04/30/2013","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","3","19","31","14"
"05/01/2013","90","Ozone","Red Hills","06-079-8005","AQS","90","33","31","44","13"
"05/02/2013","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","55","38","45","22"
"05/03/2013","115","Ozone","Red Hills","06-079-8005","AQS","115","41","71","76","23"
"05/04/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","1","31","56","10"
"05/05/2013","59","PM10","Mesa2","06-079-2004","AQS","49","1","59","47","2"
"05/06/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","1","19","35","7"
"05/07/2013","46","Ozone","Red Hills","06-079-8005","AQS","46","21","23","43","13"
"05/08/2013","59","SO2","Mesa2","06-079-2004","AQS","47","59","31","49","13"
"05/09/2013","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","24","56","63","9"
"05/10/2013","77","Ozone","Red Hills","06-079-8005","AQS","77","50","47","58","8"
"05/11/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","43","18","40","9"
"05/12/2013","97","Ozone","Red Hills","06-079-8005","AQS","97","41","24","43","13"
"05/13/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","6","13","29","8"
"05/14/2013","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","10","39","52","4"
"05/15/2013","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","29","56","68","11"
"05/16/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","46","51","58","9"
"05/17/2013","69","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","49","60","69","12"
"05/18/2013","90","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","75","89","90","11"
"05/19/2013","132","SO2","Mesa2","06-079-2004","AQS","77","132","78","83","9"
"05/20/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","27","43","60","19"
"05/21/2013","74","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","61","23","69","74","15"
"05/22/2013","105","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","23","105","100","6"
"05/23/2013","95","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","7","90","95","14"
"05/24/2013","65","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","6","56","65","14"
"05/25/2013","57","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","4","52","57","8"
"05/26/2013","75","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","6","75","75","6"
"05/27/2013","83","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","13","83","78","7"
"05/28/2013","65","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","3","60","65","9"
"05/29/2013","84","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","6","81","84","8"
"05/30/2013","93","PM2.5","Mesa2","06-079-2004","AQS","80","17","87","93","8"
"05/31/2013","97","Ozone","Red Hills","06-079-8005","AQS","97","10","62","74","15"
"06/01/2013","122","Ozone","Red Hills","06-079-8005","AQS","122","1","53","69","10"
"06/02/2013","100","Ozone","Red Hills","06-079-8005","AQS","100","1","31","41","6"
"06/03/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","1","14","15","9"
"06/04/2013","55","PM10","Paso Robles","06-079-0005","AQS","46","1","55","23","9"
"06/05/2013","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","1","14","25","26"
"06/06/2013","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","12","21","12"
"06/07/2013","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","1","19","18","12"
"06/08/2013","93","Ozone","Red Hills","06-079-8005","AQS","93","3","23","17","8"
"06/09/2013","41","Ozone","Red Hills","06-079-8005","AQS","41","1","13","15","2"
"06/10/2013","38","Ozone","Red Hills","06-079-8005","AQS","38","1","22","29","6"
"06/11/2013","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","3","19","23","5"
"06/12/2013","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","24","32","10"
"06/13/2013","73","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","3","69","73","9"
"06/14/2013","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","1","33","52","16"
"06/15/2013","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1","24","33","7"
"06/16/2013","50","PM2.5","Mesa2","06-079-2004","AQS","40","3","43","50","6"
"06/17/2013","80","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","1","79","80","11"
"06/18/2013","88","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","1","88","86","7"
"06/19/2013","94","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","6","91","94","4"
"06/20/2013","90","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","14","88","90","11"
"06/21/2013","65","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","7","59","65","11"
"06/22/2013","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","3","32","48","9"
"06/23/2013","32","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","30","1","23","32","6"
"06/24/2013","20","Ozone","Red Hills","06-079-8005","AQS","20","4","9","10","6"
"06/25/2013","24","Ozone","Carrizo Plains","06-079-8006","AQS","24","13","11","5","15"
"06/26/2013","36","Ozone","Red Hills","06-079-8005","AQS","36","9","23","22","8"
"06/27/2013","50","Ozone","Red Hills","06-079-8005","AQS","50","13","21","14","15"
"06/28/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","6","25","25","13"
"06/29/2013","51","PM2.5","Mesa2","06-079-2004","AQS","44","6","43","51","9"
"06/30/2013","53","PM2.5","Mesa2","06-079-2004","AQS","48","6","36","53","7"
"07/01/2013","59","PM10","Paso Robles","06-079-0005","AQS","54","7","59","42","13"
"07/02/2013","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","7","24","29","16"
"07/03/2013","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","4","25","20","12"
"07/04/2013","71","Ozone","Red Hills","06-079-8005","AQS","71","4","26","20","8"
"07/05/2013","46","PM2.5","Mesa2","06-079-2004","AQS","44","1","31","46","5"
"07/06/2013","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","1","24","46","7"
"07/07/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","3","19","40","3"
"07/08/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","6","19","40","10"
"07/09/2013","97","Ozone","Red Hills","06-079-8005","AQS","97","3","23","20","17"
"07/10/2013","46","Ozone","Red Hills","06-079-8005","AQS","46","1","19","18","8"
"07/11/2013","49","Ozone","Red Hills","06-079-8005","AQS","49","3","25","21","5"
"07/12/2013","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","4","31","33","8"
"07/13/2013","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","4","19","31","9"
"07/14/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","10","24","43","7"
"07/15/2013","43","Ozone","Red Hills","06-079-8005","AQS","43","4","33","36","7"
"07/16/2013","51","PM10","Paso Robles","06-079-0005","AQS","44","6","51","27","5"
"07/17/2013","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","3","23","25","8"
"07/18/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","4","36","47","12"
"07/19/2013","90","Ozone","Carrizo Plains","06-079-8006","AQS","90","3","26","35","8"
"07/20/2013","136","Ozone","Red Hills","06-079-8005","AQS","136","3","33","38","7"
"07/21/2013","133","Ozone","Red Hills","06-079-8005","AQS","133","7","28","35","7"
"07/22/2013","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","7","19","28","13"
"07/23/2013","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","6","19","27","11"
"07/24/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","3","19","16","10"
"07/25/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","4","17","4","12"
"07/26/2013","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","4","17","28","8"
"07/27/2013","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","3","15","29","4"
"07/28/2013","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","3","14","34","3"
"07/29/2013","48","PM10","Paso Robles","06-079-0005","AQS","41","3","48","29","3"
"07/30/2013","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","3","20","50","7"
"07/31/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","1","27","58","8"
"08/01/2013","103","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","4","97","103","10"
"08/02/2013","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","3","30","51","11"
"08/03/2013","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","3","19","43","5"
"08/04/2013","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","3","16","40","7"
"08/05/2013","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","3","17","30","5"
"08/06/2013","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","3","16","31","7"
"08/07/2013","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","3","40","53","5"
"08/08/2013","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","4","18","31","5"
"08/09/2013","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","3","17","38","6"
"08/10/2013","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","3","26","48","8"
"08/11/2013","44","Ozone","Red Hills","06-079-8005","AQS","44","3","21","41","8"
"08/12/2013","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","3","24","52","13"
"08/13/2013","58","Ozone","Red Hills","06-079-8005","AQS","58","3","18","49","22"
"08/14/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","4","19","46","19"
"08/15/2013","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","19","15","28","13"
"08/16/2013","51","Ozone","Red Hills","06-079-8005","AQS","51","10","17","20","13"
"08/17/2013","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","3","20","33","7"
"08/18/2013","45","Ozone","Red Hills","06-079-8005","AQS","45","4","13","34","11"
"08/19/2013","64","Ozone","Red Hills","06-079-8005","AQS","64","3","24","30","16"
"08/20/2013","40","Ozone","Red Hills","06-079-8005","AQS","40","6","15","36","16"
"08/21/2013","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","3","17","40","8"
"08/22/2013","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","9","43","50","9"
"08/23/2013","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","6","38","49","11"
"08/24/2013","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","6","56","61","8"
"08/25/2013","44","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","4","31","44","9"
"08/26/2013","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","3","19","31","8"
"08/27/2013","46","Ozone","Red Hills","06-079-8005","AQS","46","3","20","35","13"
"08/28/2013","48","Ozone","Red Hills","06-079-8005","AQS","48","4","22","27","15"
"08/29/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","6","53","32","20"
"08/30/2013","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","9","26","30","13"
"08/31/2013","52","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","14","52","46","14"
"09/01/2013","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","7","36","45","8"
"09/02/2013","34","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","28","6","20","34","5"
"09/03/2013","87","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","16","77","87","11"
"09/04/2013","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","6","52","61","8"
"09/05/2013","64","Ozone","Red Hills","06-079-8005","AQS","64","7","47","59","10"
"09/06/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","6","31","48","17"
"09/07/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","6","24","42","15"
"09/08/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","3","17","30","8"
"09/09/2013","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","9","21","28","19"
"09/10/2013","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","3","17","28","10"
"09/11/2013","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","3","19","43","8"
"09/12/2013","67","Ozone","Red Hills","06-079-8005","AQS","67","7","28","44","14"
"09/13/2013","90","Ozone","Red Hills","06-079-8005","AQS","90","7","35","51","9"
"09/14/2013","74","Ozone","Red Hills","06-079-8005","AQS","74",".","36","54","12"
"09/15/2013","61","Ozone","Carrizo Plains","06-079-8006","AQS","61",".","26","47","9"
"09/16/2013","47","Ozone","Carrizo Plains","06-079-8006","AQS","47",".","17","31","8"
"09/17/2013","97","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","7","85","97","12"
"09/18/2013","93","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","14","76","93","17"
"09/19/2013","90","Ozone","Red Hills","06-079-8005","AQS","90",".","50","56","17"
"09/20/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","4","22","40","18"
"09/21/2013","33","Ozone","Red Hills","06-079-8005","AQS","33","4","14","28","6"
"09/22/2013","71","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","10","64","71","7"
"09/23/2013","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","7","46","53","16"
"09/24/2013","62","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","9","59","62","19"
"09/25/2013","111","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","7","102","111","21"
"09/26/2013","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","10","53","59","17"
"09/27/2013","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","9","55","66","26"
"09/28/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","3","47","58","21"
"09/29/2013","58","Ozone","Red Hills","06-079-8005","AQS","58","1","44","55","12"
"09/30/2013","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","3","64","72","12"
"10/01/2013","64","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","41","16","53","64","14"
"10/02/2013","56","PM10","Nipomo Regional Park (NRP)","06-079-4002","AQS","54","6","56","53","16"
"10/03/2013","88","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","11","81","88","20"
"10/04/2013","77","PM10","Nipomo Regional Park (NRP)","06-079-4002","AQS","48","6","77","63","27"
"10/05/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","9","47","52","25"
"10/06/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","7","42","44","22"
"10/07/2013","74","Ozone","Red Hills","06-079-8005","AQS","74","4","34","48","22"
"10/08/2013","64","Ozone","Red Hills","06-079-8005","AQS","64","3","30","55","24"
"10/09/2013","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","4","29","55","12"
"10/10/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","4","27","54","16"
"10/11/2013","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","6","28","59","21"
"10/12/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","6","27","56","14"
"10/13/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","4","25","54","14"
"10/14/2013","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","9","45","59","25"
"10/15/2013","64","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","64","9","51","57","34"
"10/16/2013","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","9","51","56","33"
"10/17/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","9","50","60","35"
"10/18/2013","93","Ozone","Red Hills","06-079-8005","AQS","93","7","51","61","32"
"10/19/2013","100","Ozone","Red Hills","06-079-8005","AQS","100","7","35","59","24"
"10/20/2013","108","Ozone","Red Hills","06-079-8005","AQS","108","4","29","58","25"
"10/21/2013","108","Ozone","Red Hills","06-079-8005","AQS","108","4","58","65","26"
"10/22/2013","112","Ozone","Red Hills","06-079-8005","AQS","112","6","37","58","21"
"10/23/2013","101","Ozone","Red Hills","06-079-8005","AQS","101","4","35","62","24"
"10/24/2013","84","Ozone","Red Hills","06-079-8005","AQS","84","3","29","59","18"
"10/25/2013","97","Ozone","Red Hills","06-079-8005","AQS","97",".","31","59","27"
"10/26/2013","112","Ozone","Red Hills","06-079-8005","AQS","112",".","31","58","30"
