"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2013","63","PM10","Mammoth","06-051-0001","AQS","63","2"
"01/02/2013","56","PM10","Mammoth","06-051-0001","AQS","56","."
"01/03/2013","63","PM10","Mammoth","06-051-0001","AQS","63","."
"01/04/2013","72","PM10","Mammoth","06-051-0001","AQS","72","2"
"01/05/2013","40","PM10","Mammoth","06-051-0001","AQS","40","."
"01/06/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/07/2013","26","PM10","Mammoth","06-051-0001","AQS","26","2"
"01/08/2013","47","PM10","Mammoth","06-051-0001","AQS","47","."
"01/09/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/10/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"01/11/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"01/12/2013","33","PM10","Mammoth","06-051-0001","AQS","33","."
"01/13/2013","31","PM10","Mammoth","06-051-0001","AQS","31","3"
"01/14/2013","43","PM10","Mammoth","06-051-0001","AQS","43","."
"01/15/2013","42","PM10","Mammoth","06-051-0001","AQS","42","."
"01/16/2013","58","PM10","Mammoth","06-051-0001","AQS","58","3"
"01/17/2013","59","PM10","Mammoth","06-051-0001","AQS","59","."
"01/18/2013","62","PM10","Mammoth","06-051-0001","AQS","62","."
"01/19/2013","64","PM10","Mammoth","06-051-0001","AQS","64","2"
"01/20/2013","57","PM10","Mammoth","06-051-0001","AQS","57","."
"01/21/2013","51","PM10","Mammoth","06-051-0001","AQS","51","."
"01/22/2013","54","PM10","Mammoth","06-051-0001","AQS","54","0"
"01/23/2013","24","PM10","Mammoth","06-051-0001","AQS","24","."
"01/24/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/25/2013","18","PM10","Mammoth","06-051-0001","AQS","18","1"
"01/26/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"01/27/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"01/28/2013","37","PM10","Mammoth","06-051-0001","AQS","37","1"
"01/29/2013","18","PM10","Mammoth","06-051-0001","AQS","18","."
"01/30/2013","41","PM10","Mammoth","06-051-0001","AQS","41","."
"01/31/2013","53","PM10","Mammoth","06-051-0001","AQS","53","2"
"02/01/2013","56","PM10","Mammoth","06-051-0001","AQS","56","."
"02/02/2013","38","PM10","Mammoth","06-051-0001","AQS","38","."
"02/03/2013","24","PM10","Mammoth","06-051-0001","AQS","24","2"
"02/04/2013","39","PM10","Mammoth","06-051-0001","AQS","39","."
"02/05/2013","20","PM10","Mammoth","06-051-0001","AQS","20","."
"02/06/2013","29","PM10","Mammoth","06-051-0001","AQS","29","3"
"02/07/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/08/2013","6","PM10","Mammoth","06-051-0001","AQS","6","."
"02/09/2013","46","PM10","Mammoth","06-051-0001","AQS","46","3"
"02/10/2013","31","PM10","Mammoth","06-051-0001","AQS","31","."
"02/11/2013","39","PM10","Mammoth","06-051-0001","AQS","39","."
"02/12/2013","45","PM10","Mammoth","06-051-0001","AQS","45","3"
"02/13/2013","30","PM10","Mammoth","06-051-0001","AQS","30","."
"02/14/2013","29","PM10","Mammoth","06-051-0001","AQS","29","."
"02/15/2013","39","PM10","Mammoth","06-051-0001","AQS","39","6"
"02/16/2013","37","PM10","Mammoth","06-051-0001","AQS","37","."
"02/17/2013","23","PM10","Mammoth","06-051-0001","AQS","23","."
"02/18/2013","28","PM10","Mammoth","06-051-0001","AQS","28","8"
"02/19/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/20/2013","27","PM10","Mammoth","06-051-0001","AQS","27","."
"02/21/2013","35","PM10","Mammoth","06-051-0001","AQS","35","4"
"02/22/2013","40","PM10","Mammoth","06-051-0001","AQS","40","."
"02/23/2013","60","PM10","Mono Shore","06-051-0011","AQS","60","."
"02/24/2013","22","PM10","Mammoth","06-051-0001","AQS","22","2"
"02/25/2013","52","PM10","Mono Shore","06-051-0011","AQS","52","."
"02/26/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/27/2013","27","PM10","Mammoth","06-051-0001","AQS","27","."
"02/28/2013","29","PM10","Mammoth","06-051-0001","AQS","29","."
"03/01/2013","25","PM10","Mammoth","06-051-0001","AQS","25","."
"03/02/2013","19","PM10","Mammoth","06-051-0001","AQS","19","5"
"03/03/2013","8","PM10","Mammoth","06-051-0001","AQS","8","."
"03/04/2013","20","PM10","Mammoth","06-051-0001","AQS","20","."
"03/05/2013","110","PM10","Mono Shore","06-051-0011","AQS","110","8"
"03/06/2013","51","PM10","Mono Shore","06-051-0011","AQS","51","."
"03/07/2013","15","PM10","Mammoth","06-051-0001","AQS","15","."
"03/08/2013","13","PM10","Mammoth","06-051-0001","AQS","13","9"
"03/09/2013","52","PM10","Mammoth","06-051-0001","AQS","52","."
"03/10/2013","49","PM10","Mammoth","06-051-0001","AQS","49","."
"03/11/2013","38","PM10","Mammoth","06-051-0001","AQS","38","8"
"03/12/2013","36","PM10","Mammoth","06-051-0001","AQS","36","."
"03/13/2013","29","PM10","Mammoth","06-051-0001","AQS","29","."
"03/14/2013","37","PM10","Mammoth","06-051-0001","AQS","37","9"
"03/15/2013","18","PM10","Mammoth","06-051-0001","AQS","18","."
"03/16/2013","81","PM10","Mono Shore","06-051-0011","AQS","81","."
"03/17/2013","10","PM10","Mammoth","06-051-0001","AQS","10","7"
"03/18/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"03/19/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"03/20/2013","43","PM10","Lee Vining","06-051-0005","AQS","43","3"
"03/21/2013","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"03/22/2013","32","PM10","Mono Shore","06-051-0011","AQS","32","."
"03/23/2013","22","PM2.5","Hoover Wilderness","06-051-9000","AQS","22","22"
"03/24/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/25/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"03/26/2013","12","PM10","Mammoth","06-051-0001","AQS","12","7"
"03/27/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/28/2013","8","PM10","Mammoth","06-051-0001","AQS","8","."
"03/29/2013","10","PM10","Mammoth","06-051-0001","AQS","10","6"
"03/30/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/31/2013","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/01/2013","7","PM10","Mammoth","06-051-0001","AQS","7","3"
"04/02/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/03/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/04/2013","12","PM10","Mono Shore","06-051-0011","AQS","12","10"
"04/05/2013","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/06/2013","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"04/07/2013","3180","PM10","Mono Shore","06-051-0011","AQS","3180","33"
"04/08/2013","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/09/2013","11","PM10","Mono Shore","06-051-0011","AQS","11","."
"04/10/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/11/2013","7","PM10","Mammoth","06-051-0001","AQS","7","."
"04/12/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/13/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/14/2013","314","PM10","Mono Shore","06-051-0011","AQS","314","."
"04/15/2013","425","PM10","Mono Shore","06-051-0011","AQS","425","."
"04/16/2013","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"04/17/2013","7","PM10","Mammoth","06-051-0001","AQS","7","."
"04/18/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/19/2013","16","PM10","Mono Shore","06-051-0011","AQS","16","10"
"04/20/2013","16","PM10","Mammoth","06-051-0001","AQS","16","."
"04/21/2013","18","PM10","Mammoth","06-051-0001","AQS","18","."
"04/22/2013","36","PM10","Mono Shore","06-051-0011","AQS","36","31"
"04/23/2013","29","PM10","Mammoth","06-051-0001","AQS","29","."
"04/24/2013","16","PM10","Mammoth","06-051-0001","AQS","16","."
"04/25/2013","19","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","19"
"04/26/2013","18","PM10","Mammoth","06-051-0001","AQS","18","."
"04/27/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"04/28/2013","28","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","28"
"04/29/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"04/30/2013","59","PM10","Mono Shore","06-051-0011","AQS","59","."
"05/01/2013","24","PM2.5","Hoover Wilderness","06-051-9000","AQS","24","24"
"05/02/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"05/03/2013","34","PM10","Mono Shore","06-051-0011","AQS","34","."
"05/04/2013","29","PM10","Mono Shore","06-051-0011","AQS","29","15"
"05/05/2013","33","PM10","Mono Shore","06-051-0011","AQS","33","."
"05/06/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"05/07/2013","6","PM10","Mono Shore","06-051-0011","AQS","6","5"
"05/08/2013","10","PM10","Mono Shore","06-051-0011","AQS","10","."
"05/09/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/10/2013","12","PM10","Mammoth","06-051-0001","AQS","12","11"
"05/11/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"05/12/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"05/13/2013","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","16"
"05/14/2013","24","PM10","Mono Shore","06-051-0011","AQS","24","."
"05/15/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"05/16/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/17/2013","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/18/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/19/2013","18","PM10","Mono Shore","06-051-0011","AQS","18","."
"05/20/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/21/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"05/22/2013","13","PM10","Mammoth","06-051-0001","AQS","13","11"
"05/23/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/24/2013","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/25/2013","14","PM10","Mammoth","06-051-0001","AQS","14","11"
"05/26/2013","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/27/2013","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"05/28/2013","27","PM10","Mono Shore","06-051-0011","AQS","27","6"
"05/29/2013","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"05/30/2013","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"05/31/2013","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","13"
"06/01/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/02/2013","16","PM10","Mammoth","06-051-0001","AQS","16","."
"06/03/2013","34","PM10","Mono Shore","06-051-0011","AQS","34","28"
"06/04/2013","30","PM10","Mono Shore","06-051-0011","AQS","30","."
"06/05/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/06/2013","11","PM10","Mammoth","06-051-0001","AQS","11","10"
"06/07/2013","13","PM10","Mammoth","06-051-0001","AQS","13","."
"06/08/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/09/2013","21","PM10","Mammoth","06-051-0001","AQS","21","11"
"06/10/2013","91","PM10","Mono Shore","06-051-0011","AQS","91","."
"06/11/2013","35","PM10","Mono Shore","06-051-0011","AQS","35","."
"06/12/2013","60","PM10","Mono Shore","06-051-0011","AQS","60","13"
"06/13/2013","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"06/14/2013","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"06/15/2013","16","PM10","Mammoth","06-051-0001","AQS","16","14"
"06/16/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/17/2013","19","PM10","Mammoth","06-051-0001","AQS","19","."
"06/18/2013","117","PM10","Mono Shore","06-051-0011","AQS","117","13"
"06/19/2013","130","PM10","Mono Shore","06-051-0011","AQS","130","."
"06/20/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/21/2013","15","PM10","Lee Vining","06-051-0005","AQS","15","10"
"06/22/2013","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/23/2013","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/24/2013","7","PM10","Mammoth","06-051-0001","AQS","7","1"
"06/25/2013","6","PM10","Mammoth","06-051-0001","AQS","6","."
"06/26/2013","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/27/2013","10","PM10","Mammoth","06-051-0001","AQS","10","7"
"06/28/2013","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/29/2013","46","PM10","Mono Shore","06-051-0011","AQS","46","."
"06/30/2013","16","PM10","Mammoth","06-051-0001","AQS","16","15"
"07/01/2013","46","PM10","Mono Shore","06-051-0011","AQS","46","."
"07/02/2013","58","PM10","Mono Shore","06-051-0011","AQS","58","."
"07/03/2013","36","PM10","Mono Shore","06-051-0011","AQS","36","20"
"07/04/2013","25","PM10","Mono Shore","06-051-0011","AQS","25","."
"07/05/2013","22","PM10","Mammoth","06-051-0001","AQS","22","."
