"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2013","66","PM2.5","Truckee-Fire Station","06-057-1001","AQS","41","66"
"01/02/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"01/03/2013","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/04/2013","92","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","92"
"01/05/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/06/2013","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/07/2013","54","PM2.5","Truckee-Fire Station","06-057-1001","AQS","40","54"
"01/08/2013","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"01/09/2013","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"01/10/2013","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","22"
"01/11/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"01/12/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/13/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"01/14/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/15/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/16/2013","56","PM2.5","Truckee-Fire Station","06-057-1001","AQS","42","56"
"01/17/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"01/18/2013","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/19/2013","70","PM2.5","Truckee-Fire Station","06-057-1001","AQS","41","70"
"01/20/2013","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/21/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/22/2013","67","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","67"
"01/23/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/24/2013","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","."
"01/25/2013","36","PM2.5","Truckee-Fire Station","06-057-1001","AQS","24","36"
"01/26/2013","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/27/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/28/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","23"
"01/29/2013","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/30/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/31/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","31"
"02/01/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"02/02/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"02/03/2013","45","PM2.5","Truckee-Fire Station","06-057-1001","AQS","40","45"
"02/04/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/05/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"02/06/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","27"
"02/07/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"02/08/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/09/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","20"
"02/10/2013","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/11/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"02/12/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","31"
"02/13/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"02/14/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"02/15/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","26"
"02/16/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"02/17/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"02/18/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"02/19/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"02/20/2013","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/21/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","18"
"02/22/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/23/2013","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/24/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","17"
"02/25/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"02/26/2013","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","."
"02/27/2013","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","22"
"02/28/2013","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","."
"03/01/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"03/02/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","28"
"03/03/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"03/04/2013","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"03/05/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","14"
"03/06/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"03/07/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"03/08/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","25"
"03/09/2013","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","."
"03/10/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"03/11/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","25"
"03/12/2013","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","."
"03/13/2013","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","."
"03/14/2013","30","PM2.5","Truckee-Fire Station","06-057-1001","AQS",".","30"
"03/17/2013","15","PM2.5","Truckee-Fire Station","06-057-1001","AQS",".","15"
"03/19/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"03/20/2013","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","4"
"03/21/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"03/22/2013","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","."
"03/23/2013","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","27"
"03/24/2013","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","."
"03/25/2013","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","."
"03/26/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","18"
"03/27/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"03/28/2013","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"03/29/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","18"
"03/30/2013","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"03/31/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"04/01/2013","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","10"
"04/02/2013","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"04/03/2013","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"04/04/2013","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","11"
"04/05/2013","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"04/06/2013","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"04/07/2013","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","15"
"04/08/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"04/09/2013","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
"04/10/2013","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","10"
"04/11/2013","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","."
"04/12/2013","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","."
"04/13/2013","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","17"
"04/14/2013","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
"04/15/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"04/16/2013","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","17"
"04/17/2013","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
"04/18/2013","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","."
"04/19/2013","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","20"
"04/20/2013","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","."
"04/21/2013","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","."
"04/22/2013","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","29"
"04/23/2013","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","."
"04/24/2013","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77","."
"04/25/2013","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","26"
"04/26/2013","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","."
"04/27/2013","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","."
"04/28/2013","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","33"
"04/29/2013","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"04/30/2013","84","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","84","."
"05/01/2013","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","28"
"05/02/2013","87","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","87","."
"05/03/2013","101","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","101","."
"05/04/2013","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","23"
"05/05/2013","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","."
"05/06/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"05/07/2013","36","Ozone","White Cloud","06-057-0007","AQS","36","4"
"05/08/2013","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"05/09/2013","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","."
"05/10/2013","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","20"
"05/11/2013","84","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","84","."
"05/12/2013","93","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","93","."
"05/13/2013","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105","22"
"05/14/2013","84","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","84","."
"05/15/2013","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","."
"05/16/2013","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","18"
"05/17/2013","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","."
"05/18/2013","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","."
"05/19/2013","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","15"
