"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","86","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","26","20","86","27"
"01/02/2013","88","PM2.5","Stockton-Hazelton","06-077-1002","AQS","15","24","28","88","37"
"01/03/2013","97","PM2.5","Stockton-Hazelton","06-077-1002","AQS","16","18","23","97","31"
"01/04/2013","98","PM2.5","Stockton-Hazelton","06-077-1002","AQS","8","21","44","98","36"
"01/05/2013","135","PM2.5","Stockton-Hazelton","06-077-1002","AQS","8","16","30","135","25"
"01/06/2013","65","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","31",".","65","26"
"01/07/2013","69","PM2.5","Manteca","06-077-2010","AQS","6","20","19","69","25"
"01/08/2013","82","PM2.5","Manteca","06-077-2010","AQS","7","17","21","82","32"
"01/09/2013","75","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","36","18","75","25"
"01/10/2013","35","Ozone","Tracy-Airport","06-077-3005","AQS","3","35","5","27","30"
"01/11/2013","50","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","31","19","50","38"
"01/12/2013","57","PM2.5","Stockton-Hazelton","06-077-1002","AQS","8","33","10","57","33"
"01/13/2013","59","PM2.5","Stockton-Hazelton","06-077-1002","AQS","9","32","10","59","31"
"01/14/2013","56","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","30","15","56","37"
"01/15/2013","102","PM2.5","Stockton-Hazelton","06-077-1002","AQS","14","27","27","102","40"
"01/16/2013","135","PM2.5","Stockton-Hazelton","06-077-1002","AQS","18","24","56","135","41"
"01/17/2013","140","PM2.5","Stockton-Hazelton","06-077-1002","AQS","17","23","34","140","46"
"01/18/2013","113","PM2.5","Stockton-Hazelton","06-077-1002","AQS","17","27","22","113","51"
"01/19/2013","99","PM2.5","Stockton-Hazelton","06-077-1002","AQS","14","23","27","99","35"
"01/20/2013","105","PM2.5","Stockton-Hazelton","06-077-1002","AQS","11","27","19","105","35"
"01/21/2013","116","PM2.5","Stockton-Hazelton","06-077-1002","AQS","15","22","34","116","40"
"01/22/2013","151","PM2.5","Stockton-Hazelton","06-077-1002","AQS","18","19","57","151","40"
"01/23/2013","156","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","8","42","156","29"
"01/24/2013","91","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","22",".","91","23"
"01/25/2013","77","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","22","12","77","29"
"01/26/2013","52","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","40","12","52","20"
"01/27/2013","35","Ozone","Tracy-Airport","06-077-3005","AQS","2","35","7","28","21"
"01/28/2013","35","Ozone","Tracy-Airport","06-077-3005","AQS","3","35","10","31","28"
"01/29/2013","37","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","32","13","37","15"
"01/30/2013","66","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","24","16","66","29"
"01/31/2013","96","PM2.5","Stockton-Hazelton","06-077-1002","AQS","11","30","27","96","39"
"02/01/2013","99","PM2.5","Stockton-Hazelton","06-077-1002","AQS","11","26","23","99","44"
"02/02/2013","96","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","21","26","96","32"
"02/03/2013","66","PM2.5","Tracy-Airport","06-077-3005","AQS","10","34","19","66","24"
"02/04/2013","77","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","27","26","77","36"
"02/05/2013","48","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","35","10","48","25"
"02/06/2013","53","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","36","16","53","38"
"02/07/2013","48","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","43","12","48","25"
"02/08/2013","40","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","35","9","40","36"
"02/09/2013","48","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","36","11","48","36"
"02/10/2013","68","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","31","18","68","36"
"02/11/2013","77","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","33","22","77","40"
"02/12/2013","78","PM2.5","Stockton-Hazelton","06-077-1002","AQS","9","29","21","78","47"
"02/13/2013","87","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","34","22","87","46"
"02/14/2013","89","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","37","23","89","47"
"02/15/2013","87","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","30","45","87","42"
"02/16/2013","83","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","37","25","83","38"
"02/17/2013","61","PM2.5","Stockton-Hazelton","06-077-1002","AQS","9","36","17","61","32"
"02/18/2013","51","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","44","22","51","26"
"02/19/2013","40","Ozone","Tracy-Airport","06-077-3005","AQS","3","40","7","33","39"
"02/20/2013","36","Ozone","Tracy-Airport","06-077-3005","AQS","3","36","11","27","26"
"02/21/2013","48","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","32","15","48","29"
"02/22/2013","52","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","37","18","52","35"
"02/23/2013","43","Ozone","Tracy-Airport","06-077-3005","AQS","3","43","16","27","17"
"02/24/2013","40","Ozone","Tracy-Airport","06-077-3005","AQS","3","40","7","24","32"
"02/25/2013","55","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","33","19","55","32"
"02/26/2013","44","Ozone","Tracy-Airport","06-077-3005","AQS","3","44","19","37","35"
"02/27/2013","61","PM2.5","Stockton-Hazelton","06-077-1002","AQS","9","34","32","61","49"
"02/28/2013","60","PM2.5","Stockton-Hazelton","06-077-1002","AQS","10","34","22","60","34"
"03/01/2013","64","PM2.5","Stockton-Hazelton","06-077-1002","AQS","8","35","20","64","41"
"03/02/2013","85","PM2.5","Stockton-Hazelton","06-077-1002","AQS","8","39","31","85","34"
"03/03/2013","60","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","41","15","60","25"
"03/04/2013","52","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","31","18","52","28"
"03/05/2013","50","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","43","18","50","29"
"03/06/2013","42","Ozone","Tracy-Airport","06-077-3005","AQS","2","42","16","33","16"
"03/07/2013","41","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","37","14","41","26"
"03/08/2013","39","Ozone","Tracy-Airport","06-077-3005","AQS","2","39","18","38","18"
"03/09/2013","40","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","40","18","40","23"
"03/10/2013","68","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","39","19","68","38"
"03/11/2013","74","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","45","31","74","42"
"03/12/2013","82","PM2.5","Stockton-Hazelton","06-077-1002","AQS","7","49","31","82","45"
"03/13/2013","87","Ozone","Tracy-Airport","06-077-3005","AQS","8","87","39","85","51"
"03/14/2013","72","PM2.5","Stockton-Hazelton","06-077-1002","AQS","9","64","39","72","39"
"03/15/2013","53","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","41","27","53","27"
"03/16/2013","45","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","43","19","45","20"
"03/17/2013","46","Ozone","Tracy-Airport","06-077-3005","AQS","3","46","15","45","15"
"03/18/2013","58","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","38","25","58","34"
"03/19/2013","56","PM2.5","Stockton-Hazelton","06-077-1002","AQS","5","39","26","56","34"
"03/20/2013","50","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","37",".","50","28"
"03/21/2013","44","Ozone","Tracy-Airport","06-077-3005","AQS","2","44",".","32","21"
"03/22/2013","51","Ozone","Tracy-Airport","06-077-3005","AQS","3","51","41","49","18"
"03/23/2013","61","Ozone","Tracy-Airport","06-077-3005","AQS","5","61","19","33","43"
"03/24/2013","61","Ozone","Tracy-Airport","06-077-3005","AQS","6","61","25","58","38"
"03/25/2013","49","PM2.5","Stockton-Hazelton","06-077-1002","AQS","6","39","31","49","30"
"03/26/2013","45","Ozone","Tracy-Airport","06-077-3005","AQS","2","45",".","38","28"
"03/27/2013","37","Ozone","Tracy-Airport","06-077-3005","AQS","5","37","17","34","31"
"03/28/2013","39","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","36","12","39","25"
"03/29/2013","54","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","41","18","54","25"
"03/30/2013","41","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","32","17","41","19"
"03/31/2013","43","PM2.5","Stockton-Hazelton","06-077-1002","AQS","2","39","9","43","18"
"04/01/2013","50","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","39","6","50","26"
"04/02/2013","44","Ozone","Tracy-Airport","06-077-3005","AQS","2","44","9","39","29"
"04/03/2013","45","Ozone","Tracy-Airport","06-077-3005","AQS","6","45","10","44","32"
"04/04/2013","39","PM2.5","Tracy-Airport","06-077-3005","AQS","3","33","6","39","19"
"04/05/2013","38","Ozone","Tracy-Airport","06-077-3005","AQS","2","38","6","32","31"
"04/06/2013","43","PM2.5","Stockton-Hazelton","06-077-1002","AQS","2","43","6","43","24"
"04/07/2013","43","PM2.5","Stockton-Hazelton","06-077-1002","AQS","2","42","11","43","8"
"04/08/2013","93","PM10","Manteca","06-077-2010","AQS","2","44","93","30","15"
"04/09/2013","44","Ozone","Tracy-Airport","06-077-3005","AQS","2","44","36","22","14"
"04/10/2013","38","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","38","15","38","26"
"04/11/2013","45","Ozone","Tracy-Airport","06-077-3005","AQS","2","45","19","35","16"
"04/12/2013","56","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","49","19","56","30"
"04/13/2013","57","PM2.5","Stockton-Hazelton","06-077-1002","AQS","2","43","19","57","17"
"04/14/2013","44","Ozone","Tracy-Airport","06-077-3005","AQS","2","44","27","43","11"
"04/15/2013","45","Ozone","Tracy-Airport","06-077-3005","AQS","2","45","20","29","14"
"04/16/2013","45","Ozone","Tracy-Airport","06-077-3005","AQS","2","45","33","24","18"
"04/17/2013","46","Ozone","Tracy-Airport","06-077-3005","AQS","2","46","29","32","14"
"04/18/2013","49","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","47","20","49","38"
"04/19/2013","58","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","47","25","58","34"
"04/20/2013","54","PM2.5","Stockton-Hazelton","06-077-1002","AQS","2","51","25","54","24"
"04/21/2013","57","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","51","19","57","24"
"04/22/2013","54","PM2.5","Stockton-Hazelton","06-077-1002","AQS","3","51","35","54","30"
