"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2013","50","PM2.5","Concord","06-013-0002","AQS","7","30","4",".","50","25"
"01/02/2013","32","PM2.5","San Pablo","06-013-1004","AQS","7","29","1",".","32","26"
"01/03/2013","63","PM2.5","Concord","06-013-0002","AQS","7","21","4",".","63","33"
"01/04/2013","55","PM2.5","Concord","06-013-0002","AQS","9","25","6","26","55","26"
"01/05/2013","84","PM2.5","Concord","06-013-0002","AQS","9","21","3",".","84","27"
"01/06/2013","46","PM2.5","Concord","06-013-0002","AQS","9","26","1",".","46","30"
"01/07/2013","40","PM2.5","Concord","06-013-0002","AQS","10","13","4",".","40","26"
"01/08/2013","70","PM2.5","Concord","06-013-0002","AQS","9","19","6",".","70","28"
"01/09/2013","58","PM2.5","San Pablo","06-013-1004","AQS","9","34","3",".","58","25"
"01/10/2013","32","Ozone","San Pablo","06-013-1004","AQS","3","32","3","5","13","30"
"01/11/2013","32","NO2","San Pablo","06-013-1004","AQS","6","29","3",".","27","32"
"01/12/2013","36","PM2.5","Concord","06-013-0002","AQS","7","32","7",".","36","29"
"01/13/2013","55","PM2.5","Concord","06-013-0002","AQS","7","32","10",".","55","31"
"01/14/2013","36","NO2","Concord","06-013-0002","AQS","7","32","4",".","34","36"
"01/15/2013","56","PM2.5","San Pablo","06-013-1004","AQS","8","27","10",".","56","39"
"01/16/2013","77","PM2.5","San Pablo","06-013-1004","AQS","10","27","4","36","77","42"
"01/17/2013","70","PM2.5","San Pablo","06-013-1004","AQS","8","26","4",".","70","34"
"01/18/2013","56","PM2.5","San Pablo","06-013-1004","AQS","7","31","4",".","56","38"
"01/19/2013","46","PM2.5","San Pablo","06-013-1004","AQS","7","30","6",".","46","27"
"01/20/2013","46","PM2.5","San Pablo","06-013-1004","AQS","8","31","6",".","46","32"
"01/21/2013","60","PM2.5","San Pablo","06-013-1004","AQS","7","31","6",".","60","28"
"01/22/2013","77","PM2.5","Concord","06-013-0002","AQS","9","23","3","42","77","31"
"01/23/2013","109","PM2.5","San Pablo","06-013-1004","AQS","11","16","3",".","109","36"
"01/24/2013","59","PM2.5","San Pablo","06-013-1004","AQS","6","20","3",".","59","23"
"01/25/2013","50","PM2.5","Concord","06-013-0002","AQS","10","22","6",".","50","22"
"01/26/2013","36","Ozone","San Pablo","06-013-1004","AQS","7","36","1",".","20","13"
"01/27/2013","31","Ozone","Bethel Island","06-013-1002","AQS","5","31","3",".","18","13"
"01/28/2013","31","Ozone","Bethel Island","06-013-1002","AQS","6","31","6","7","15","26"
"01/29/2013","29","Ozone","San Pablo","06-013-1004","AQS","11","29","4",".","27","29"
"01/30/2013","35","PM2.5","San Pablo","06-013-1004","AQS","8","24","3",".","35","31"
"01/31/2013","63","PM2.5","San Pablo","06-013-1004","AQS","7","27","4",".","63","32"
"02/01/2013","54","PM2.5","Concord","06-013-0002","AQS","8","28","4",".","54","34"
"02/02/2013","58","PM2.5","San Pablo","06-013-1004","AQS","8","23","3",".","58","25"
"02/03/2013","49","PM2.5","San Pablo","06-013-1004","AQS","8","35","1","16","49","27"
"02/04/2013","54","PM2.5","San Pablo","06-013-1004","AQS","9","26","7",".","54","27"
"02/05/2013","32","Ozone","San Pablo","06-013-1004","AQS","7","32","1",".","23","21"
"02/06/2013","32","Ozone","Bethel Island","06-013-1002","AQS","6","32","4",".","30","25"
"02/07/2013","37","Ozone","San Pablo","06-013-1004","AQS","5","37","4",".","31","28"
"02/08/2013","34","Ozone","Bethel Island","06-013-1002","AQS","5","34","3",".","29","25"
"02/09/2013","35","PM2.5","San Pablo","06-013-1004","AQS","7","34","6","8","35","31"
"02/10/2013","50","PM2.5","San Pablo","06-013-1004","AQS","8","30","6",".","50","28"
"02/11/2013","36","PM2.5","San Pablo","06-013-1004","AQS","7","33","3",".","36","30"
"02/12/2013","54","PM2.5","Concord","06-013-0002","AQS","7","32","6",".","54","32"
"02/13/2013","52","PM2.5","San Pablo","06-013-1004","AQS","7","33","6",".","52","30"
"02/14/2013","36","NO2","San Pablo","06-013-1004","AQS","8","31","4",".","34","36"
"02/15/2013","45","PM2.5","San Pablo","06-013-1004","AQS","8","36","3","15","45","34"
