"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"01/30/2013","33","PM2.5","Redwood City","06-081-1001","AQS","13","21","33","32"
"01/31/2013","62","PM2.5","Redwood City","06-081-1001","AQS","14","14","62","38"
"02/01/2013","71","PM2.5","Redwood City","06-081-1001","AQS","15","18","71","36"
"02/02/2013","75","PM2.5","Redwood City","06-081-1001","AQS","11","18","75","25"
"02/03/2013","43","PM2.5","Redwood City","06-081-1001","AQS","8","35","43","25"
"02/04/2013","56","PM2.5","Redwood City","06-081-1001","AQS","8","17","56","26"
"02/05/2013","32","Ozone","Redwood City","06-081-1001","AQS","8","32","23","18"
"02/06/2013","30","Ozone","Redwood City","06-081-1001","AQS","9","30","28","26"
"02/07/2013","35","Ozone","Redwood City","06-081-1001","AQS","9","35","31","34"
"02/08/2013","29","NO2","Redwood City","06-081-1001","AQS","8","28",".","29"
"02/09/2013","40","PM2.5","Redwood City","06-081-1001","AQS","10","28","40","32"
"02/10/2013","43","PM2.5","Redwood City","06-081-1001","AQS","9","27","43","31"
"02/11/2013","36","PM2.5","Redwood City","06-081-1001","AQS","11","29","36","30"
"02/12/2013","59","PM2.5","Redwood City","06-081-1001","AQS","13","16","59","32"
"02/13/2013","67","PM2.5","Redwood City","06-081-1001","AQS","14","14","67","33"
"02/14/2013","37","NO2","Redwood City","06-081-1001","AQS","11","28","36","37"
"02/15/2013","46","PM2.5","Redwood City","06-081-1001","AQS","14","26","46","43"
"02/16/2013","68","PM2.5","Redwood City","06-081-1001","AQS","11","26","68","32"
"02/17/2013","53","PM2.5","Redwood City","06-081-1001","AQS","10","27","53","23"
"02/18/2013","37","Ozone","Redwood City","06-081-1001","AQS","8","37","27","24"
"02/19/2013","32","Ozone","Redwood City","06-081-1001","AQS","6","32","15","16"
"02/20/2013","30","PM2.5","Redwood City","06-081-1001","AQS",".",".","30","22"
"02/21/2013","38","NO2","Redwood City","06-081-1001","AQS",".",".","23","38"
"02/22/2013","31","Ozone","Redwood City","06-081-1001","AQS","9","31","27","24"
"02/23/2013","34","PM2.5","Redwood City","06-081-1001","AQS","3","33","34","16"
"02/24/2013","36","Ozone","Redwood City","06-081-1001","AQS","5","36","19","25"
"02/25/2013","35","PM2.5","Redwood City","06-081-1001","AQS","9","24","35","30"
"02/26/2013","35","NO2","Redwood City","06-081-1001","AQS",".",".","34","35"
"02/27/2013","45","PM2.5","Redwood City","06-081-1001","AQS","10","24","45","33"
"02/28/2013","26","PM2.5","Redwood City","06-081-1001","AQS","7","22","26","22"
"03/01/2013","45","PM2.5","Redwood City","06-081-1001","AQS",".","19","45","31"
"03/02/2013","53","PM2.5","Redwood City","06-081-1001","AQS","8","21","53","20"
"03/03/2013","35","PM2.5","Redwood City","06-081-1001","AQS","3","32","35","8"
"03/04/2013","34","PM2.5","Redwood City","06-081-1001","AQS","5","31","34","25"
"03/05/2013","37","Ozone","Redwood City","06-081-1001","AQS","5","37","27","21"
"03/06/2013","38","Ozone","Redwood City","06-081-1001","AQS","5","38","18","28"
"03/07/2013","27","Ozone","Redwood City","06-081-1001","AQS","6","27","18","21"
"03/08/2013","36","Ozone","Redwood City","06-081-1001","AQS","6","36","25","25"
"03/09/2013","30","Ozone","Redwood City","06-081-1001","AQS","6","30","29","23"
"03/10/2013","38","PM2.5","Redwood City","06-081-1001","AQS","6","33","38","24"
"03/11/2013","46","PM2.5","Redwood City","06-081-1001","AQS","10","24","46","29"
"03/12/2013","54","PM2.5","Redwood City","06-081-1001","AQS","7","21","54","24"
"03/13/2013","57","PM2.5","Redwood City","06-081-1001","AQS","10","34","57","30"
"03/14/2013","36","PM2.5","Redwood City","06-081-1001","AQS","10","21","36","25"
"03/15/2013","37","PM2.5","Redwood City","06-081-1001","AQS","10","19","37","28"
"03/16/2013","37","Ozone","Redwood City","06-081-1001","AQS","6","37","32","13"
"03/17/2013","37","Ozone","Redwood City","06-081-1001","AQS","5","37","28","9"
"03/18/2013","45","PM2.5","Redwood City","06-081-1001","AQS","9","26","45","25"
"03/19/2013","36","Ozone","Redwood City","06-081-1001","AQS","9","36","30","25"
"03/20/2013","35","Ozone","Redwood City","06-081-1001","AQS","8","35","26","27"
"03/21/2013","32","Ozone","Redwood City","06-081-1001","AQS","6","32","24","24"
"03/22/2013","44","PM2.5","Redwood City","06-081-1001","AQS","10","40","44","31"
"03/23/2013","45","Ozone","Redwood City","06-081-1001","AQS","8","45","42","30"
"03/24/2013","52","PM2.5","Redwood City","06-081-1001","AQS","7","34","52","17"
"03/25/2013","38","Ozone","Redwood City","06-081-1001","AQS","8","38","33","21"
"03/26/2013","35","Ozone","Redwood City","06-081-1001","AQS","7","35","15","27"
"03/27/2013","30","Ozone","Redwood City","06-081-1001","AQS","7","30","22","23"
"03/28/2013","27","Ozone","Redwood City","06-081-1001","AQS","7","27","20","14"
"03/29/2013","33","PM2.5","Redwood City","06-081-1001","AQS","7","29","33","14"
"03/30/2013","33","PM2.5","Redwood City","06-081-1001","AQS","6","23","33","10"
"03/31/2013","35","Ozone","Redwood City","06-081-1001","AQS","5","35","20","9"
"04/01/2013","34","Ozone","Redwood City","06-081-1001","AQS","6","34","15","12"
"04/02/2013","28","Ozone","Redwood City","06-081-1001","AQS","8","28","26","16"
"04/03/2013","41","PM2.5","Redwood City","06-081-1001","AQS",".","33","41","16"
"04/04/2013","32","Ozone","Redwood City","06-081-1001","AQS","5","32","19","12"
"04/05/2013","31","Ozone","Redwood City","06-081-1001","AQS","5","31","15","13"
"04/06/2013","35","Ozone","Redwood City","06-081-1001","AQS","6","35","26","11"
"04/07/2013","41","Ozone","Redwood City","06-081-1001","AQS","5","41","27","7"
"04/08/2013","38","Ozone","Redwood City","06-081-1001","AQS","5","38","28","15"
"04/09/2013","35","Ozone","Redwood City","06-081-1001","AQS","6","35","24","24"
"04/10/2013","38","PM2.5","Redwood City","06-081-1001","AQS","9","27","38","27"
"04/11/2013","41","PM2.5","Redwood City","06-081-1001","AQS","5","33","41","17"
"04/12/2013","50","PM2.5","Redwood City","06-081-1001","AQS","7","28","50","21"
"04/13/2013","42","PM2.5","Redwood City","06-081-1001","AQS","5","39","42","9"
"04/14/2013","40","Ozone","Redwood City","06-081-1001","AQS","5","40","25","9"
"04/15/2013","42","Ozone","Redwood City","06-081-1001","AQS","5","42",".","9"
"04/16/2013","37","Ozone","Redwood City","06-081-1001","AQS","7","37","21","22"
"04/17/2013","52","PM2.5","Redwood City","06-081-1001","AQS","6","39","52","23"
"04/18/2013","42","Ozone","Redwood City","06-081-1001","AQS","8","42","38","31"
"04/19/2013","48","PM2.5","Redwood City","06-081-1001","AQS","8","28","48","21"
"04/20/2013","41","Ozone","Redwood City","06-081-1001","AQS","6","41","40","18"
"04/21/2013","54","PM2.5","Redwood City","06-081-1001","AQS","6","47","54","21"
"04/22/2013","61","Ozone","Redwood City","06-081-1001","AQS","8","61","43","26"
"04/23/2013","44","Ozone","Redwood City","06-081-1001","AQS","8","44","33","31"
"04/24/2013","39","PM2.5","Redwood City","06-081-1001","AQS","7","39","39","12"
"04/25/2013","35","Ozone","Redwood City","06-081-1001","AQS","6","35","23","24"
"04/26/2013","41","Ozone","Redwood City","06-081-1001","AQS","6","41","40","11"
"04/27/2013","43","PM2.5","Redwood City","06-081-1001","AQS","3","34","43","12"
"04/28/2013","50","PM2.5","Redwood City","06-081-1001","AQS","5","33","50","20"
"04/29/2013","51","PM2.5","Redwood City","06-081-1001","AQS","6","31","51","27"
"04/30/2013","53","PM2.5","Redwood City","06-081-1001","AQS","5","42","53","35"
"05/01/2013","54","Ozone","Redwood City","06-081-1001","AQS","3","54","40","30"
"05/02/2013","115","Ozone","Redwood City","06-081-1001","AQS","6","115","59","32"
"05/03/2013","67","Ozone","Redwood City","06-081-1001","AQS","8","67","59","43"
"05/04/2013","60","PM2.5","Redwood City","06-081-1001","AQS","6","44","60","24"
"05/05/2013","43","Ozone","Redwood City","06-081-1001","AQS","3","43","32","5"
"05/06/2013","38","Ozone","Redwood City","06-081-1001","AQS","3","38","24","15"
"05/07/2013","41","PM2.5","Redwood City","06-081-1001","AQS","5","35","41","21"
"05/08/2013","33","Ozone","Redwood City","06-081-1001","AQS","3","33","26","9"
"05/09/2013","32","Ozone","Redwood City","06-081-1001","AQS","3","32","29","8"
"05/10/2013","35","PM2.5","Redwood City","06-081-1001","AQS","3","29","35","10"
"05/11/2013","45","PM2.5","Redwood City","06-081-1001","AQS","5","34","45","17"
"05/12/2013","32","PM2.5","Redwood City","06-081-1001","AQS","5","23","32","12"
"05/13/2013","23","PM2.5","Redwood City","06-081-1001","AQS","5","23","23","13"
"05/14/2013","44","PM2.5","Redwood City","06-081-1001","AQS","5","39","44","17"
"05/15/2013","49","PM2.5","Redwood City","06-081-1001","AQS","5","37","49","19"
"05/16/2013","36","Ozone","Redwood City","06-081-1001","AQS","5","36","13","8"
"05/17/2013","34","Ozone","Redwood City","06-081-1001","AQS","3","34","13","6"
"05/18/2013","34","Ozone","Redwood City","06-081-1001","AQS","5","34","24","14"
"05/19/2013","44","Ozone","Redwood City","06-081-1001","AQS","5","44","32","14"
"05/20/2013","49","Ozone","Redwood City","06-081-1001","AQS","7","49","43","27"
"05/21/2013","40","PM2.5","Redwood City","06-081-1001","AQS","5","36","40","13"
"05/22/2013","34","PM2.5","Redwood City","06-081-1001","AQS","3","31","34","13"
"05/23/2013","45","PM2.5","Redwood City","06-081-1001","AQS","3","32","45","10"
"05/24/2013","39","Ozone","Redwood City","06-081-1001","AQS","6","39","34","15"
"05/25/2013","33","Ozone","Redwood City","06-081-1001","AQS","3","33","31","8"
"05/26/2013","25","Ozone","Redwood City","06-081-1001","AQS","3","25","11","2"
"05/27/2013","25","Ozone","Redwood City","06-081-1001","AQS","3","25","18","3"
"05/28/2013","23","Ozone","Redwood City","06-081-1001","AQS","5","23","13","12"
"05/29/2013","30","Ozone","Redwood City","06-081-1001","AQS","5","30","21","11"
"05/30/2013","32","Ozone","Redwood City","06-081-1001","AQS","5","32","31","13"
"05/31/2013","51","PM2.5","Redwood City","06-081-1001","AQS","6","36","51","17"
"06/01/2013","56","PM2.5","Redwood City","06-081-1001","AQS","6","32","56","14"
"06/02/2013","37","PM2.5","Redwood City","06-081-1001","AQS","5","26","37","8"
"06/03/2013","31","Ozone","Redwood City","06-081-1001","AQS","5","31","27","13"
"06/04/2013","32","Ozone","Redwood City","06-081-1001","AQS","5","32","22","9"
"06/05/2013","31","Ozone","Redwood City","06-081-1001","AQS","5","31","23","10"
"06/06/2013","26","Ozone","Redwood City","06-081-1001","AQS","5","26","17","8"
"06/07/2013","42","PM2.5","Redwood City","06-081-1001","AQS","6","32","42","22"
"06/08/2013","47","PM2.5","Redwood City","06-081-1001","AQS","6","31","47","29"
"06/09/2013","35","Ozone","Redwood City","06-081-1001","AQS","5","35","17","4"
"06/10/2013","32","Ozone","Redwood City","06-081-1001","AQS","5","32","15","5"
"06/11/2013","25","Ozone","Redwood City","06-081-1001","AQS","5","25","22","14"
"06/12/2013","41","PM2.5","Redwood City","06-081-1001","AQS","6","25","41","16"
"06/13/2013","38","PM2.5","Redwood City","06-081-1001","AQS","5","25","38","11"
"06/14/2013","36","PM2.5","Redwood City","06-081-1001","AQS","7","34","36","16"
"06/15/2013","33","PM2.5","Redwood City","06-081-1001","AQS","5","24","33","8"
"06/16/2013","29","PM2.5","Redwood City","06-081-1001","AQS","5","23","29","6"
"06/17/2013","21","Ozone","Redwood City","06-081-1001","AQS","6","21","18","12"
"06/18/2013","24","Ozone","Redwood City","06-081-1001","AQS","5","24","23","7"
"06/19/2013","24","Ozone","Redwood City","06-081-1001","AQS","5","24","23","9"
"06/20/2013","24","Ozone","Redwood City","06-081-1001","AQS","6","24","23","13"
"06/21/2013","73","PM2.5","Redwood City","06-081-1001","AQS","6","24","73","13"
"06/22/2013","38","PM2.5","Redwood City","06-081-1001","AQS","6","27","38","10"
"06/23/2013","14","Ozone","Redwood City","06-081-1001","AQS","5","14","9","6"
"06/24/2013","23","PM2.5","Redwood City","06-081-1001","AQS","6","11","23","10"
"06/25/2013","11","PM2.5","Redwood City","06-081-1001","AQS","6","7","11","9"
"06/26/2013","18","PM2.5","Redwood City","06-081-1001","AQS","6","10","18","9"
"06/27/2013","20","Ozone","Redwood City","06-081-1001","AQS","6","20","18","14"
"06/28/2013","27","PM2.5","Redwood City","06-081-1001","AQS","7","18","27","19"
"06/29/2013","44","PM2.5","Redwood City","06-081-1001","AQS","7","21","44","13"
"06/30/2013","38","PM2.5","Redwood City","06-081-1001","AQS","6","19","38","12"
"07/01/2013","34","PM2.5","Redwood City","06-081-1001","AQS","6","18","34","17"
"07/02/2013","42","PM2.5","Redwood City","06-081-1001","AQS","6","20","42","13"
"07/03/2013","38","PM2.5","Redwood City","06-081-1001","AQS","6","27","38","10"
"07/04/2013","58","PM2.5","Redwood City","06-081-1001","AQS","2","31","58","16"
"07/05/2013","51","PM2.5","Redwood City","06-081-1001","AQS","2","22","51","8"
"07/06/2013","38","PM2.5","Redwood City","06-081-1001","AQS","2","25","38","4"
"07/07/2013","51","PM2.5","Redwood City","06-081-1001","AQS","2","32","51","5"
"07/08/2013","43","PM2.5","Redwood City","06-081-1001","AQS","2","32","43","14"
"07/09/2013","44","PM2.5","Redwood City","06-081-1001","AQS","3","28","44","14"
"07/10/2013","26","Ozone","Redwood City","06-081-1001","AQS","3","26","21","11"
"07/11/2013","36","PM2.5","Redwood City","06-081-1001","AQS","2","24","36","11"
"07/12/2013","52","PM2.5","Redwood City","06-081-1001","AQS","2","22","52","17"
"07/13/2013","55","PM2.5","Redwood City","06-081-1001","AQS","3","25","55","13"
"07/14/2013","46","PM2.5","Redwood City","06-081-1001","AQS","2","25","46","8"
"07/15/2013","29","PM2.5","Redwood City","06-081-1001","AQS","2","24","29","10"
"07/16/2013","24","Ozone","Redwood City","06-081-1001","AQS","2","24","11","7"
"07/17/2013","29","PM2.5","Redwood City","06-081-1001","AQS","2","23","29","9"
"07/18/2013","43","PM2.5","Redwood City","06-081-1001","AQS","3","22","43","11"
"07/19/2013","50","PM2.5","Redwood City","06-081-1001","AQS","2","23","50","8"
"07/20/2013","54","PM2.5","Redwood City","06-081-1001","AQS","3","30","54","8"
"07/21/2013","42","PM2.5","Redwood City","06-081-1001","AQS","2","31","42","5"
"07/22/2013","43","PM2.5","Redwood City","06-081-1001","AQS","3","26","43","11"
"07/23/2013","28","PM2.5","Redwood City","06-081-1001","AQS","3","21","28","17"
"07/24/2013","29","PM2.5","Redwood City","06-081-1001","AQS","5","18","29","15"
"07/25/2013","28","PM2.5","Redwood City","06-081-1001","AQS","3","21","28","11"
"07/26/2013","32","PM2.5","Redwood City","06-081-1001","AQS","2","19","32","8"
"07/27/2013","33","PM2.5","Redwood City","06-081-1001","AQS","2","24","33","5"
"07/28/2013","30","PM2.5","Redwood City","06-081-1001","AQS","2","23","30","6"
"07/29/2013","69","PM2.5","Redwood City","06-081-1001","AQS","5","33","69","18"
"07/30/2013","76","PM2.5","Redwood City","06-081-1001","AQS","5","34","76","8"
"07/31/2013","56","PM2.5","Redwood City","06-081-1001","AQS","3","23","56","9"
"08/01/2013","35","PM2.5","Redwood City","06-081-1001","AQS","3","23","35","10"
"08/02/2013","46","PM2.5","Redwood City","06-081-1001","AQS","5","22","46","14"
"08/03/2013","50","PM2.5","Redwood City","06-081-1001","AQS","3","26","50","9"
"08/04/2013","32","PM2.5","Redwood City","06-081-1001","AQS","2","24","32","5"
"08/05/2013","28","PM2.5","Redwood City","06-081-1001","AQS","3","26","28","15"
"08/06/2013","23","PM2.5","Redwood City","06-081-1001","AQS","2","22","23","12"
"08/07/2013","17","Ozone","Redwood City","06-081-1001","AQS","2","17","13","8"
"08/08/2013","18","PM2.5","Redwood City","06-081-1001","AQS","2","18","18","6"
"08/09/2013","16","Ozone","Redwood City","06-081-1001","AQS","3","16",".","7"
"08/10/2013","20","Ozone","Redwood City","06-081-1001","AQS","2","20",".","7"
"08/11/2013","22","Ozone","Redwood City","06-081-1001","AQS","3","22",".","5"
"08/12/2013","22","Ozone","Redwood City","06-081-1001","AQS","3","22",".","14"
"08/13/2013","11","NO2","Redwood City","06-081-1001","AQS",".",".",".","11"
"08/14/2013","28","PM2.5","Redwood City","06-081-1001","AQS","3","18","28","16"
"08/15/2013","18","PM2.5","Redwood City","06-081-1001","AQS","5","9","18","9"
"08/16/2013","26","PM2.5","Redwood City","06-081-1001","AQS","3","16","26","11"
"08/17/2013","26","PM2.5","Redwood City","06-081-1001","AQS","3","18","26","10"
"08/18/2013","43","PM2.5","Redwood City","06-081-1001","AQS","3","28","43","19"
"08/19/2013","36","PM2.5","Redwood City","06-081-1001","AQS","6","23","36","27"
"08/20/2013","33","PM2.5","Redwood City","06-081-1001","AQS","3","24","33","13"
"08/21/2013","36","PM2.5","Redwood City","06-081-1001","AQS","3","25","36","9"
"08/22/2013","24","Ozone","Redwood City","06-081-1001","AQS","3","24",".","11"
"08/23/2013","36","PM2.5","Redwood City","06-081-1001","AQS","3","22","36","9"
"08/24/2013","25","PM2.5","Redwood City","06-081-1001","AQS","3","18","25","9"
"08/25/2013","21","Ozone","Redwood City","06-081-1001","AQS","3","21","18","6"
"08/26/2013","24","PM2.5","Redwood City","06-081-1001","AQS","3","22","24","12"
"08/27/2013","25","PM2.5","Redwood City","06-081-1001","AQS","6","19","25","14"
"08/28/2013","19","PM2.5","Redwood City","06-081-1001","AQS","5","14","19","11"
"08/29/2013","17","PM2.5","Redwood City","06-081-1001","AQS","5","12","17","10"
"08/30/2013","26","PM2.5","Redwood City","06-081-1001","AQS","5","18","26","12"
"08/31/2013","18","Ozone","Redwood City","06-081-1001","AQS","5","18","13","9"
"09/01/2013","23","Ozone","Redwood City","06-081-1001","AQS",".","23","20","6"
"09/02/2013","19","Ozone","Redwood City","06-081-1001","AQS","3","19","17","3"
"09/03/2013","29","PM2.5","Redwood City","06-081-1001","AQS","6","29","29","18"
"09/04/2013","29","PM2.5","Redwood City","06-081-1001","AQS","5","25","29","17"
"09/05/2013","29","PM2.5","Redwood City","06-081-1001","AQS","5","25","29","16"
"09/06/2013","42","Ozone","Redwood City","06-081-1001","AQS","6","42","35","24"
"09/07/2013","46","Ozone","Redwood City","06-081-1001","AQS","7","46","40","25"
"09/08/2013","38","PM2.5","Redwood City","06-081-1001","AQS","5","30","38","14"
"09/09/2013","29","PM2.5","Redwood City","06-081-1001","AQS","8","25","29","22"
"09/10/2013","29","Ozone","Redwood City","06-081-1001","AQS","5","29","28","11"
"09/11/2013","36","PM2.5","Redwood City","06-081-1001","AQS","5","31","36","17"
"09/12/2013","25","Ozone","Redwood City","06-081-1001","AQS","3","25","24","8"
"09/13/2013","25","PM2.5","Redwood City","06-081-1001","AQS","5","24","25","15"
"09/14/2013","29","Ozone","Redwood City","06-081-1001","AQS","3","29","20","7"
"09/15/2013","28","Ozone","Redwood City","06-081-1001","AQS","3","28","25","5"
"09/16/2013","24","PM2.5","Redwood City","06-081-1001","AQS","5","23","24","12"
"09/17/2013","31","Ozone","Redwood City","06-081-1001","AQS","3","31","27","11"
"09/18/2013","33","Ozone","Redwood City","06-081-1001","AQS","7","33","32","22"
"09/19/2013","36","PM2.5","Redwood City","06-081-1001","AQS","7","26","36","22"
"09/20/2013","24","PM2.5","Redwood City","06-081-1001","AQS","6","23","24","21"
"09/21/2013","31","Ozone","Redwood City","06-081-1001","AQS","5","31","23","7"
"09/22/2013","32","Ozone","Redwood City","06-081-1001","AQS","5","32","25","10"
"09/23/2013","32","PM2.5","Redwood City","06-081-1001","AQS","7","30","32","18"
"09/24/2013","35","Ozone","Redwood City","06-081-1001","AQS","3","35","33","11"
"09/25/2013","28","Ozone","Redwood City","06-081-1001","AQS","3","28","25","10"
"09/26/2013","27","Ozone","Redwood City","06-081-1001","AQS","7","27","23","24"
"09/27/2013","33","PM2.5","Redwood City","06-081-1001","AQS","9","33","33","25"
"09/28/2013","34","PM2.5","Redwood City","06-081-1001","AQS","8","34","34","29"
"09/29/2013","24","Ozone","Redwood City","06-081-1001","AQS","5","24","20","11"
"09/30/2013","33","Ozone","Redwood City","06-081-1001","AQS","7","33",".","16"
"10/01/2013","45","PM2.5","Redwood City","06-081-1001","AQS","5","29","45","23"
"10/02/2013","42","PM2.5","Redwood City","06-081-1001","AQS","9","26","42","23"
"10/03/2013","29","Ozone","Redwood City","06-081-1001","AQS","9","29","27","26"
"10/04/2013","31","Ozone","Redwood City","06-081-1001","AQS","6","31","24","31"
"10/05/2013","43","Ozone","Redwood City","06-081-1001","AQS","7","43","27","31"
"10/06/2013","46","Ozone","Redwood City","06-081-1001","AQS","7","46","38","36"
"10/07/2013","42","Ozone","Redwood City","06-081-1001","AQS","11","42",".","41"
"10/08/2013","29","NO2","Redwood City","06-081-1001","AQS",".",".",".","29"
"10/09/2013","30","Ozone","Redwood City","06-081-1001","AQS",".","30",".","27"
"10/10/2013","27","NO2","Redwood City","06-081-1001","AQS","8","26",".","27"
"10/11/2013","22","Ozone","Redwood City","06-081-1001","AQS","6","22",".","20"
"10/12/2013","59","PM2.5","Redwood City","06-081-1001","AQS","5","30","59","14"
"10/13/2013","35","Ozone","Redwood City","06-081-1001","AQS","5","35","31","24"
"10/14/2013","38","NO2","Redwood City","06-081-1001","AQS","8","31","33","38"
"10/15/2013","40","NO2","Redwood City","06-081-1001","AQS","9","32","38","40"
"10/16/2013","45","NO2","Redwood City","06-081-1001","AQS","10","36","41","45"
"10/17/2013","54","PM2.5","Redwood City","06-081-1001","AQS","13","38","54","43"
"10/18/2013","56","PM2.5","Redwood City","06-081-1001","AQS","10","19","56","36"
"10/19/2013","57","PM2.5","Redwood City","06-081-1001","AQS","9","32","57","25"
"10/20/2013","56","PM2.5","Redwood City","06-081-1001","AQS","7","27","56","28"
"10/21/2013","53","PM2.5","Redwood City","06-081-1001","AQS","7","20","53","26"
"10/22/2013","63","PM2.5","Redwood City","06-081-1001","AQS","7","18","63","24"
"10/23/2013","69","PM2.5","Redwood City","06-081-1001","AQS","7","23","69","24"
"10/24/2013","56","PM2.5","Redwood City","06-081-1001","AQS","6","31","56","26"
"10/25/2013","56","PM2.5","Redwood City","06-081-1001","AQS","9","26","56","36"
"10/26/2013","55","PM2.5","Redwood City","06-081-1001","AQS","9","24","55","26"
"10/27/2013","52","PM2.5","Redwood City","06-081-1001","AQS","9","32","52","21"
"10/28/2013","37","PM2.5","Redwood City","06-081-1001","AQS","3","27","37","12"
"10/29/2013","44","PM2.5","Redwood City","06-081-1001","AQS","7","23","44","24"
"10/30/2013","56","PM2.5","Redwood City","06-081-1001","AQS","9","23","56","28"
"10/31/2013","57","PM2.5","Redwood City","06-081-1001","AQS","11","24","57","30"
"11/01/2013","59","PM2.5","Redwood City","06-081-1001","AQS","13","27","59","47"
"11/02/2013","52","PM2.5","Redwood City","06-081-1001","AQS","10","24","52","26"
"11/03/2013","38","PM2.5","Redwood City","06-081-1001","AQS","7","29","38","26"
"11/04/2013","38","PM2.5","Redwood City","06-081-1001","AQS","10","25","38","34"
"11/05/2013","41","NO2","Redwood City","06-081-1001","AQS","10","27","38","41"
"11/06/2013","56","PM2.5","Redwood City","06-081-1001","AQS",".","13","56","50"
"11/07/2013","66","PM2.5","Redwood City","06-081-1001","AQS","14","25","66","41"
"11/08/2013","52","PM2.5","Redwood City","06-081-1001","AQS","10","20","52","28"
"11/09/2013","58","PM2.5","Redwood City","06-081-1001","AQS","7","24","58","29"
"11/10/2013","110","PM2.5","Redwood City","06-081-1001","AQS","8","36","110","27"
"11/11/2013","95","PM2.5","Redwood City","06-081-1001","AQS","9","24","95","42"
"11/12/2013","58","PM2.5","Redwood City","06-081-1001","AQS","10","19","58","39"
"11/13/2013","41","PM2.5","Redwood City","06-081-1001","AQS","10","13","41","28"
"11/14/2013","61","PM2.5","Redwood City","06-081-1001","AQS","7","29","61","26"
"11/15/2013","42","PM2.5","Redwood City","06-081-1001","AQS","7","24","42","30"
"11/16/2013","41","PM2.5","Redwood City","06-081-1001","AQS","8","31","41","25"
"11/17/2013","44","PM2.5","Redwood City","06-081-1001","AQS","9","29","44","24"
"11/18/2013","44","PM2.5","Redwood City","06-081-1001","AQS","9","25","44","32"
"11/19/2013","40","PM2.5","Redwood City","06-081-1001","AQS","8","13","40","26"
"11/20/2013","26","PM2.5","Redwood City","06-081-1001","AQS","7","18","26","21"
"11/21/2013","31","PM2.5","Redwood City","06-081-1001","AQS","6","31","31","22"
"11/22/2013","27","Ozone","Redwood City","06-081-1001","AQS","7","27","26","27"
"11/23/2013","49","PM2.5","Redwood City","06-081-1001","AQS","9","23","49","31"
"11/24/2013","54","PM2.5","Redwood City","06-081-1001","AQS","9","27","54","31"
"11/25/2013","62","PM2.5","Redwood City","06-081-1001","AQS","14","14","62","43"
"11/26/2013","74","PM2.5","Redwood City","06-081-1001","AQS","13","17","74","39"
"11/27/2013","91","PM2.5","Redwood City","06-081-1001","AQS","13","12","91","40"
"11/28/2013","80","PM2.5","Redwood City","06-081-1001","AQS","13","24","80","30"
"11/29/2013","65","PM2.5","Redwood City","06-081-1001","AQS","11","22","65","35"
