"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","56","PM2.5","Salinas 3","06-053-1003","AQS","7","31","13","56","22"
"01/02/2013","31","Ozone","Carmel Valley","06-053-0002","AQS","5","31","9","22","25"
"01/03/2013","34","PM2.5","King City 2","06-053-0008","AQS","5","29","13","34","25"
"01/04/2013","39","PM2.5","King City 2","06-053-0008","AQS","5","28","16","39","20"
"01/05/2013","35","Ozone","Salinas 3","06-053-1003","AQS","5","35","8","28","12"
"01/06/2013","37","PM2.5","Carmel Valley","06-053-0002","AQS","7","35","6","37","24"
"01/07/2013","41","PM2.5","Salinas 3","06-053-1003","AQS","7","26","12","41","24"
"01/08/2013","37","PM2.5","Salinas 3","06-053-1003","AQS","8","23","11","37","22"
"01/09/2013","38","PM2.5","King City 2","06-053-0008","AQS","6","34","15","38","13"
"01/10/2013","35","Ozone","Carmel Valley","06-053-0002","AQS","6","35","9","20","25"
"01/11/2013","35","Ozone","Carmel Valley","06-053-0002","AQS","6","35","13","29","28"
"01/12/2013","33","PM2.5","Salinas 3","06-053-1003","AQS","7","31","10","33","24"
"01/13/2013","32","Ozone","Carmel Valley","06-053-0002","AQS","7","32","9","30","28"
"01/14/2013","33","PM2.5","King City 2","06-053-0008","AQS","7","32","11","33","23"
"01/15/2013","32","Ozone","Carmel Valley","06-053-0002","AQS","6","32","12","26","28"
"01/16/2013","46","PM2.5","King City 2","06-053-0008","AQS","7","30","19","46","29"
"01/17/2013","29","PM2.5","Salinas 3","06-053-1003","AQS","7","29","16","29","27"
"01/18/2013","35","NO2","Salinas 3","06-053-1003","AQS","7","32","15","25","35"
"01/19/2013","39","NO2","Salinas 3","06-053-1003","AQS","7","32","16","29","39"
"01/20/2013","34","Ozone","Carmel Valley","06-053-0002","AQS","6","34","13","32","30"
"01/21/2013","43","PM2.5","King City 2","06-053-0008","AQS","6","31","20","43","27"
"01/22/2013","53","PM2.5","King City 2","06-053-0008","AQS","7","31","23","53","30"
"01/23/2013","30","PM2.5","Carmel Valley","06-053-0002","AQS","7","23","20","30","20"
"01/24/2013","48","PM2.5","Salinas 3","06-053-1003","AQS","7","16","13","48","20"
"01/25/2013","47","PM2.5","Salinas 3","06-053-1003","AQS","7","22","11","47","23"
"01/26/2013","38","Ozone","Carmel Valley","06-053-0002","AQS","7","38","15","30","11"
"01/27/2013","36","Ozone","Carmel Valley","06-053-0002","AQS","7","36","10","24","24"
"01/28/2013","34","Ozone","Carmel Valley","06-053-0002","AQS","6","34","11","25","15"
"01/29/2013","39","PM2.5","Carmel Valley","06-053-0002","AQS","8","32","15","39","22"
"01/30/2013","36","PM2.5","Carmel Valley","06-053-0002","AQS","7","29","16","36","24"
"01/31/2013","29","Ozone","Carmel Valley","06-053-0002","AQS","7","29","16","25","23"
"02/01/2013","40","PM2.5","Salinas 3","06-053-1003","AQS","6","30","19","40","17"
"02/02/2013","67","PM2.5","Salinas 3","06-053-1003","AQS","7","26","23","67","18"
"02/03/2013","55","PM2.5","King City 2","06-053-0008","AQS","6","31","18","55","20"
"02/04/2013","37","PM2.5","Carmel Valley","06-053-0002","AQS","7","28","13","37","13"
"02/05/2013","35","PM2.5","Salinas 3","06-053-1003","AQS","6","32","22","35","22"
"02/06/2013","40","PM2.5","Carmel Valley","06-053-0002","AQS","8","34","10","40","20"
"02/07/2013","40","Ozone","Carmel Valley","06-053-0002","AQS","6","40","7","24","18"
"02/08/2013","33","Ozone","Carmel Valley","06-053-0002","AQS","6","33","7","24","16"
"02/09/2013","34","Ozone","Carmel Valley","06-053-0002","AQS","6","34","11","29","17"
"02/10/2013","35","Ozone","Carmel Valley","06-053-0002","AQS","6","35","8","27","15"
"02/11/2013","36","Ozone","King City 2","06-053-0008","AQS","6","36","12","28","16"
"02/12/2013","36","Ozone","King City 2","06-053-0008","AQS","6","36","18","32","22"
"02/13/2013","41","PM2.5","Carmel Valley","06-053-0002","AQS","6","34","17","41","18"
"02/14/2013","37","Ozone","Carmel Valley","06-053-0002","AQS","8","37","14","35","30"
"02/15/2013","39","Ozone","Carmel Valley","06-053-0002","AQS","8","39","18","30","34"
"02/16/2013","43","Ozone","Carmel Valley","06-053-0002","AQS","8","43","23","38","12"
"02/17/2013","38","PM2.5","Carmel Valley","06-053-0002","AQS","6","34","20","38","12"
"02/18/2013","39","Ozone","Carmel Valley","06-053-0002","AQS","5","39","11","37","9"
"02/19/2013","37","Ozone","Carmel Valley","06-053-0002","AQS","6","37","6","28","10"
"02/20/2013","35","Ozone","Carmel Valley","06-053-0002","AQS","7","35","10","30","18"
"02/21/2013","35","Ozone","Carmel Valley","06-053-0002","AQS","7","35","12","30","18"
"02/22/2013","36","Ozone","Carmel Valley","06-053-0002","AQS","6","36","12","33","12"
"02/23/2013","44","PM2.5","Carmel Valley","06-053-0002","AQS",".","38","17","44","16"
"02/24/2013","39","Ozone","Carmel Valley","06-053-0002","AQS",".","39","10","27","."
"02/25/2013","36","Ozone","King City 2","06-053-0008","AQS",".","36","17","25","16"
"02/26/2013","42","Ozone","Carmel Valley","06-053-0002","AQS","7","42","16","23","17"
"02/27/2013","38","Ozone","Carmel Valley","06-053-0002","AQS","6","38","22","32","14"
"02/28/2013","33","Ozone","King City 2","06-053-0008","AQS","7","33","18","25","16"
"03/01/2013","41","Ozone","King City 2","06-053-0008","AQS","7","41","16","23","22"
"03/02/2013","44","Ozone","King City 2","06-053-0008","AQS","8","44","22","30","13"
"03/03/2013","38","PM2.5","Carmel Valley","06-053-0002","AQS","6","38","13","38","4"
"03/04/2013","34","Ozone","Salinas 3","06-053-1003","AQS","6","34","13","28","9"
"03/05/2013","41","Ozone","King City 2","06-053-0008","AQS","6","41","10","21","5"
"03/06/2013","38","Ozone","Carmel Valley","06-053-0002","AQS","2","38","8","25","11"
"03/07/2013","38","Ozone","King City 2","06-053-0008","AQS","2","38","7","26","9"
"03/08/2013","38","Ozone","Carmel Valley","06-053-0002","AQS","2","38","8","29","13"
"03/09/2013","40","PM2.5","Carmel Valley","06-053-0002","AQS","2","37","16","40","15"
"03/10/2013","37","Ozone","King City 2","06-053-0008","AQS","3","37","12","32","12"
"03/11/2013","42","Ozone","King City 2","06-053-0008","AQS","5","42","19","35","21"
"03/12/2013","43","Ozone","King City 2","06-053-0008","AQS","3","43","19","34","8"
"03/13/2013","47","Ozone","King City 2","06-053-0008","AQS","3","47","23","31","14"
"03/14/2013","44","Ozone","King City 2","06-053-0008","AQS","3","44","23","28","11"
"03/15/2013","36","PM2.5","Carmel Valley","06-053-0002","AQS","3","34","28","36","15"
"03/16/2013","37","PM2.5","Carmel Valley","06-053-0002","AQS","2","35","19","37","6"
"03/17/2013","40","Ozone","Carmel Valley","06-053-0002","AQS","2","40","19","32","10"
"03/18/2013","36","Ozone","King City 2","06-053-0008","AQS","2","36","23","35","10"
"03/19/2013","44","Ozone","Carmel Valley","06-053-0002","AQS","2","44","25","27","8"
"03/20/2013","33","Ozone","Carmel Valley","06-053-0002","AQS","3","33","11","27","19"
"03/21/2013","41","Ozone","King City 2","06-053-0008","AQS","2","41","16","29","5"
"03/22/2013","49","Ozone","King City 2","06-053-0008","AQS","5","49","28","48","23"
"03/23/2013","54","Ozone","King City 2","06-053-0008","AQS","5","54","26","45","21"
"03/24/2013","47","Ozone","King City 2","06-053-0008","AQS","3","47","20","42","10"
"03/25/2013","41","Ozone","Salinas 3","06-053-1003","AQS","2","41","25","34","11"
"03/26/2013","39","Ozone","Carmel Valley","06-053-0002","AQS","2","39","17","21","19"
"03/27/2013","35","Ozone","King City 2","06-053-0008","AQS","2","35","13","18","10"
"03/28/2013","31","Ozone","King City 2","06-053-0008","AQS","3","31","11","25","10"
"03/29/2013","30","Ozone","King City 2","06-053-0008","AQS","3","30","12","21","8"
"03/30/2013","30","PM2.5","Carmel Valley","06-053-0002","AQS","2","30","12","30","2"
"03/31/2013","39","Ozone","King City 2","06-053-0008","AQS","2","39","7","25","5"
"04/01/2013","41","Ozone","Salinas 3","06-053-1003","AQS","2","41","7","24","8"
"04/02/2013","40","Ozone","King City 2","06-053-0008","AQS","3","40","13","25","7"
"04/03/2013","44","Ozone","King City 2","06-053-0008","AQS","3","44","16","26","7"
"04/04/2013","31","Ozone","King City 2","06-053-0008","AQS","2","31","10","25","7"
"04/05/2013","36","Ozone","King City 2","06-053-0008","AQS","3","36","11","25","8"
"04/06/2013","38","Ozone","King City 2","06-053-0008","AQS","2","38","12","26","5"
"04/07/2013","41","Ozone","Carmel Valley","06-053-0002","AQS","2","41","16","35","2"
"04/08/2013","48","PM2.5","Carmel Valley","06-053-0002","AQS","2","44","35","48","4"
"04/09/2013","44","Ozone","King City 2","06-053-0008","AQS","5","44","28","39","23"
"04/10/2013","43","Ozone","King City 2","06-053-0008","AQS","5","43","32","31","20"
"04/11/2013","48","PM2.5","Carmel Valley","06-053-0002","AQS","2","38","31","48","5"
"04/12/2013","51","PM2.5","Carmel Valley","06-053-0002","AQS","3","36","37","51","12"
"04/13/2013","52","PM2.5","Carmel Valley","06-053-0002","AQS","2","42","43","52","2"
"04/14/2013","42","PM2.5","King City 2","06-053-0008","AQS","2","42","33","42","7"
"04/15/2013","44","Ozone","Carmel Valley","06-053-0002","AQS","2","44","25","30","5"
"04/16/2013","42","Ozone","King City 2","06-053-0008","AQS","3","42","25","31","12"
"04/17/2013","46","Ozone","King City 2","06-053-0008","AQS","5","46","29","27","20"
"04/18/2013","47","Ozone","King City 2","06-053-0008","AQS","3","47","32","32","19"
"04/19/2013","42","Ozone","King City 2","06-053-0008","AQS","5","42","37","36","23"
"04/20/2013","48","PM2.5","King City 2","06-053-0008","AQS","3","43","34","48","8"
"04/21/2013","54","Ozone","King City 2","06-053-0008","AQS","3","54","29","44","9"
"04/22/2013","52","PM2.5","King City 2","06-053-0008","AQS","5","48","49","52","18"
"04/23/2013","61","PM2.5","King City 2","06-053-0008","AQS","3","41","29","61","8"
"04/24/2013","64","PM2.5","King City 2","06-053-0008","AQS","3","43","30","64","5"
"04/25/2013","42","Ozone","King City 2","06-053-0008","AQS","3","42","26","33","9"
"04/26/2013","48","PM2.5","King City 2","06-053-0008","AQS","5","44","31","48","17"
"04/27/2013","45","PM2.5","King City 2","06-053-0008","AQS","3","44","33","45","5"
"04/28/2013","41","PM2.5","Carmel Valley","06-053-0002","AQS","3","38","22","41","6"
"04/29/2013","53","PM2.5","Salinas 3","06-053-1003","AQS","5","45","53","53","12"
"04/30/2013","61","PM2.5","Salinas 3","06-053-1003","AQS","3","43","55","61","11"
"05/01/2013","51","PM2.5","King City 2","06-053-0008","AQS","3","48","47","51","17"
"05/02/2013","90","Ozone","Carmel Valley","06-053-0002","AQS","3","90","56","54","22"
"05/03/2013","93","Ozone","Carmel Valley","06-053-0002","AQS","5","93","55","58","30"
"05/04/2013","58","Ozone","King City 2","06-053-0008","AQS","3","58","56","55","16"
"05/05/2013","52","PM2.5","Salinas 3","06-053-1003","AQS","3","45","18","52","4"
"05/06/2013","44","Ozone","Carmel Valley","06-053-0002","AQS","3","44","19","30","8"
"05/07/2013","44","Ozone","King City 2","06-053-0008","AQS","3","44","31","42","16"
