"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"02/08/2013","33","PM2.5","Oakland West","06-001-0011","AQS","9","30","0","33","29"
"02/09/2013","42","PM2.5","Oakland West","06-001-0011","AQS","9","33","0","42","33"
"02/10/2013","58","PM2.5","Oakland West","06-001-0011","AQS","13","29","1","58","33"
"02/11/2013","46","PM2.5","Oakland West","06-001-0011","AQS","11","32","3","46","35"
"02/12/2013","58","PM2.5","Oakland","06-001-0009","AQS","11","28","4","58","37"
"02/13/2013","71","PM2.5","Oakland","06-001-0009","AQS","10","28","3","71","38"
"02/14/2013","60","PM2.5","Oakland West","06-001-0011","AQS","15","33","1","60","39"
"02/15/2013","57","PM2.5","Livermore","06-001-0007","AQS","22","33","3","57","42"
"02/16/2013","66","PM2.5","Oakland","06-001-0009","AQS","10","36","3","66","36"
"02/17/2013","43","PM2.5","Oakland","06-001-0009","AQS","7","32","1","43","27"
"02/18/2013","39","Ozone","Oakland West","06-001-0011","AQS","7","39","0","32","20"
"02/19/2013","35","Ozone","Livermore","06-001-0007","AQS","5","35","1","19","25"
"02/20/2013","32","PM2.5","Oakland West","06-001-0011","AQS","6","29","3","32","26"
"02/21/2013","35","PM2.5","Oakland West","06-001-0011","AQS","8","32","0","35","31"
"02/22/2013","53","PM2.5","Oakland West","06-001-0011","AQS","11","31","1","53","29"
"02/23/2013","38","Ozone","Livermore","06-001-0007","AQS","6","38","0","35","26"
"02/24/2013","38","Ozone","Livermore","06-001-0007","AQS","7","38","0","33","27"
"02/25/2013","52","PM2.5","Oakland West","06-001-0011","AQS","8","27","1","52","35"
"02/26/2013","51","PM2.5","Oakland West","06-001-0011","AQS","10","39","16","51","34"
"02/27/2013","61","PM2.5","Oakland West","06-001-0011","AQS","14","28","16","61","37"
"02/28/2013","35","PM2.5","Oakland West","06-001-0011","AQS","6","23","0","35","26"
"03/01/2013","48","PM2.5","Oakland","06-001-0009","AQS",".","31","3","48","36"
"03/02/2013","52","PM2.5","Oakland","06-001-0009","AQS","8","31","3","52","28"
"03/03/2013","44","PM2.5","Oakland West","06-001-0011","AQS","5","35","0","44","23"
"03/04/2013","45","PM2.5","Oakland West","06-001-0011","AQS","5","31","1","45","25"
"03/05/2013","37","PM2.5","Oakland West","06-001-0011","AQS","6","37",".","37","31"
"03/06/2013","43","PM2.5","Oakland West","06-001-0011","AQS","6","38","9","43","30"
"03/07/2013","39","PM2.5","Oakland West","06-001-0011","AQS","8","32","1","39","31"
"03/08/2013","38","PM2.5","Oakland West","06-001-0011","AQS","5","33","0","38","24"
"03/09/2013","52","PM2.5","Oakland West","06-001-0011","AQS","8","33","0","52","27"
"03/10/2013","61","PM2.5","Oakland West","06-001-0011","AQS","13","38","3","61","25"
"03/11/2013","54","PM2.5","Oakland","06-001-0009","AQS","10","36","1","54","36"
"03/12/2013","58","PM2.5","Oakland","06-001-0009","AQS","7","44","1","58","34"
"03/13/2013","58","PM2.5","Oakland","06-001-0009","AQS","6","51","13","58","39"
"03/14/2013","51","PM2.5","Livermore","06-001-0007","AQS","6","36","0","51","32"
"03/15/2013","49","PM2.5","Oakland West","06-001-0011","AQS","8","23","3","49","30"
"03/16/2013","45","PM2.5","Oakland West","06-001-0011","AQS","5","33","1","45","29"
"03/17/2013","43","PM2.5","Oakland West","06-001-0011","AQS","6","39","0","43","22"
"03/18/2013","53","PM2.5","Oakland West","06-001-0011","AQS","7","27","1","53","30"
"03/19/2013","47","PM2.5","Oakland West","06-001-0011","AQS","8","30","6","47","29"
"03/20/2013","35","PM2.5","Oakland","06-001-0009","AQS","6","33","0","35","33"
"03/21/2013","36","Ozone","Livermore","06-001-0007","AQS","6","36","0","30","27"
"03/22/2013","47","Ozone","Livermore","06-001-0007","AQS","7","47","1","46","30"
"03/23/2013","52","PM2.5","Oakland West","06-001-0011","AQS","8","49","1","52","35"
"03/24/2013","59","PM2.5","Oakland West","06-001-0011","AQS","7","42","0","59","27"
"03/25/2013","40","PM2.5","Oakland West","06-001-0011","AQS","5","39","0","40","24"
"03/26/2013","36","Ozone","Livermore","06-001-0007","AQS","5","36","4","26","19"
"03/27/2013","43","PM2.5","Oakland West","06-001-0011","AQS","6","32","4","43","29"
"03/28/2013","31","Ozone","Livermore","06-001-0007","AQS","5","31","0","23","25"
"03/29/2013","43","PM2.5","Oakland West","06-001-0011","AQS","5","35","3","43","26"
"03/30/2013","29","Ozone","Livermore","06-001-0007","AQS","5","29","0","28","16"
"03/31/2013","36","Ozone","Livermore","06-001-0007","AQS","5","36","0","21","15"
"04/01/2013","38","Ozone","Livermore","06-001-0007","AQS","5","38","0","15","25"
"04/02/2013","32","Ozone","Livermore","06-001-0007","AQS","6","32","3","29","24"
"04/03/2013","50","PM2.5","Oakland","06-001-0009","AQS","6","37","3","50","23"
"04/04/2013","33","Ozone","Livermore","06-001-0007","AQS","6","33","0","20","24"
"04/05/2013","33","Ozone","Livermore","06-001-0007","AQS","5","33","0","15","27"
"04/06/2013","36","Ozone","Oakland West","06-001-0011","AQS","5","36","0","26","14"
"04/07/2013","40","PM2.5","Oakland","06-001-0009","AQS","5","40","0","40","8"
"04/08/2013","43","Ozone","Livermore","06-001-0007","AQS","5","43","0","22","17"
"04/09/2013","44","Ozone","Hayward","06-001-2001","AQS","5","44","6","21","33"
"04/10/2013","38","PM2.5","Oakland","06-001-0009","AQS","5","33","16","38","33"
"04/11/2013","47","PM2.5","Oakland","06-001-0009","AQS","3","35","1","47","26"
"04/12/2013","54","PM2.5","Oakland","06-001-0009","AQS","5","36","0","54","25"
"04/13/2013","52","PM2.5","Oakland","06-001-0009","AQS","3","39","1","52","19"
"04/14/2013","40","Ozone","Oakland","06-001-0009","AQS","5","40","0","33","25"
"04/15/2013","41","Ozone","Hayward","06-001-2001","AQS","3","41","0","19","18"
"04/16/2013","42","Ozone","Livermore","06-001-0007","AQS","3","42","7","32","29"
"04/17/2013","44","Ozone","Livermore","06-001-0007","AQS","3","44","1","26","34"
"04/18/2013","54","PM2.5","Oakland West","06-001-0011","AQS","8","42","1","54","33"
"04/19/2013","58","PM2.5","Oakland West","06-001-0011","AQS","7","32","3","58","34"
"04/20/2013","49","PM2.5","Oakland West","06-001-0011","AQS","7","44","1","49","29"
"04/21/2013","54","PM2.5","Oakland","06-001-0009","AQS","5","51","1","54","29"
"04/22/2013","54","PM2.5","Oakland West","06-001-0011","AQS","9","49","1","54","35"
"04/23/2013","49","Ozone","Livermore","06-001-0007","AQS","7","49","1","39","41"
"04/24/2013","51","PM2.5","Oakland West","06-001-0011","AQS","5","40","6","51","26"
"04/25/2013","43","PM2.5","Oakland West","06-001-0011","AQS","5","39","0","43","16"
"04/26/2013","57","PM2.5","Oakland West","06-001-0011","AQS","5","43","0","57","18"
"04/27/2013","50","PM2.5","Oakland West","06-001-0011","AQS","5","45","0","50","12"
"04/28/2013","64","PM2.5","Oakland West","06-001-0011","AQS","5","58","0","64","27"
"04/29/2013","68","PM2.5","Oakland West","06-001-0011","AQS","7","48","6","68","35"
"04/30/2013","77","PM2.5","Oakland West","06-001-0011","AQS","6","74","9","77","37"
"05/01/2013","71","Ozone","Hayward","06-001-2001","AQS","9","71","4","67","40"
"05/02/2013","115","Ozone","Hayward","06-001-2001","AQS","10","115","3","83","44"
"05/03/2013","115","Ozone","Livermore","06-001-0007","AQS","10","115","1","76","42"
"05/04/2013","77","PM2.5","Oakland West","06-001-0011","AQS","6","71","1","77","35"
"05/05/2013","54","PM2.5","Oakland West","06-001-0011","AQS","5","44","0","54","15"
"05/06/2013","53","PM2.5","Oakland West","06-001-0011","AQS","5","39","0","53","21"
"05/07/2013","60","PM2.5","Oakland West","06-001-0011","AQS","2","44",".","60","29"
"05/08/2013","46","PM2.5","Oakland West","06-001-0011","AQS","5","35","1","46","10"
"05/09/2013","51","PM2.5","Oakland West","06-001-0011","AQS","5","36","0","51","14"
"05/10/2013","49","PM2.5","Oakland West","06-001-0011","AQS","5","31","0","49","16"
"05/11/2013","55","PM2.5","Oakland West","06-001-0011","AQS","5","48","0","55","18"
"05/12/2013","45","PM2.5","Oakland West","06-001-0011","AQS","5","33","0","45","17"
"05/13/2013","44","PM2.5","Oakland West","06-001-0011","AQS","5","29","1","44","14"
"05/14/2013","66","PM2.5","Oakland West","06-001-0011","AQS","5","40","1","66","11"
"05/15/2013","61","PM2.5","Oakland West","06-001-0011","AQS","5","39","1","61","13"
"05/16/2013","43","PM2.5","Oakland West","06-001-0011","AQS","5","37","0","43","27"
"05/17/2013","42","PM2.5","Oakland West","06-001-0011","AQS","5","35","0","42","14"
"05/18/2013","50","PM2.5","Oakland West","06-001-0011","AQS","6","38","0","50","29"
"05/19/2013","58","PM2.5","Oakland West","06-001-0011","AQS","6","46","1","58","28"
"05/20/2013","71","PM2.5","Oakland West","06-001-0011","AQS","9","51","1","71","33"
"05/21/2013","61","PM2.5","Oakland West","06-001-0011","AQS","5","36","4","61","16"
"05/22/2013","41","PM2.5","Oakland West","06-001-0011","AQS","5","37","0","41","18"
"05/23/2013","59","PM2.5","Oakland West","06-001-0011","AQS","5","34","0","59","15"
"05/24/2013","58","PM2.5","Oakland West","06-001-0011","AQS","6","38","0","58","17"
"05/25/2013","51","PM2.5","Oakland West","06-001-0011","AQS","5","34","0","51","11"
"05/26/2013","30","PM2.5","Oakland West","06-001-0011","AQS","5","27","0","30","10"
"05/27/2013","37","PM2.5","Oakland West","06-001-0011","AQS","5","25","0","37","11"
"05/28/2013","42","PM2.5","Oakland West","06-001-0011","AQS","6","31","1","42","20"
"05/29/2013","42","PM2.5","Oakland West","06-001-0011","AQS","5","32","0","42","23"
"05/30/2013","59","PM2.5","Oakland West","06-001-0011","AQS","6","41","0","59","17"
"05/31/2013","69","PM2.5","Oakland West","06-001-0011","AQS","7","54","1","69","24"
"06/01/2013","78","PM2.5","Oakland West","06-001-0011","AQS","6","71","1","78","27"
"06/02/2013","60","PM2.5","Oakland West","06-001-0011","AQS","6","39","0","60","10"
"06/03/2013","50","PM2.5","Oakland West","06-001-0011","AQS","6","39","0","50","12"
"06/04/2013","39","PM2.5","Oakland West","06-001-0011","AQS","6","35","0","39","10"
"06/05/2013","42","PM2.5","Oakland West","06-001-0011","AQS","1","32","3","42","14"
"06/06/2013","36","Ozone","Livermore","06-001-0007","AQS","1","36","0","33","18"
"06/07/2013","122","Ozone","Livermore","06-001-0007","AQS","5","122","0","56","27"
"06/08/2013","74","Ozone","Livermore","06-001-0007","AQS","3","74","0","53","26"
"06/09/2013","38","PM2.5","Oakland West","06-001-0011","AQS","3","36","0","38","6"
"06/10/2013","39","PM2.5","Oakland West","06-001-0011","AQS","3","35","0","39","10"
"06/11/2013","47","PM2.5","Oakland West","06-001-0011","AQS","3","34","6","47","16"
"06/12/2013","62","PM2.5","Oakland West","06-001-0011","AQS","3","34","1","62","17"
"06/13/2013","60","PM2.5","Oakland West","06-001-0011","AQS","5","36","1","60","18"
"06/14/2013","64","PM2.5","Oakland West","06-001-0011","AQS","6","48","1","64","22"
"06/15/2013","52","PM2.5","Oakland West","06-001-0011","AQS","3","30","0","52","11"
"06/16/2013","50","PM2.5","Oakland West","06-001-0011","AQS","3","32","0","50","18"
"06/17/2013","37","PM2.5","Oakland West","06-001-0011","AQS","3","24","0","37","16"
"06/18/2013","38","PM2.5","Oakland West","06-001-0011","AQS","3","27","3","38","14"
"06/19/2013","43","PM2.5","Oakland West","06-001-0011","AQS","3","31","6","43","25"
"06/20/2013","47","PM2.5","Oakland West","06-001-0011","AQS","5","31","1","47","25"
"06/21/2013","56","PM2.5","Oakland West","06-001-0011","AQS","3","35","0","56","17"
"06/22/2013","60","PM2.5","Oakland West","06-001-0011","AQS","5","41","0","60","17"
"06/23/2013","27","PM2.5","Oakland West","06-001-0011","AQS","5","16","0","27","10"
"06/24/2013","36","PM2.5","Oakland West","06-001-0011","AQS","5","10","0","36","19"
"06/25/2013","27","PM2.5","Oakland West","06-001-0011","AQS","5","12","1","27","13"
"06/26/2013","30","PM2.5","Oakland West","06-001-0011","AQS","6","17","3","30","17"
"06/27/2013","45","PM2.5","Oakland West","06-001-0011","AQS","5","45","0","45","21"
"06/28/2013","54","PM2.5","Oakland West","06-001-0011","AQS","5","51","1","54","24"
"06/29/2013","60","PM2.5","Oakland West","06-001-0011","AQS","5","58","0","60","22"
"06/30/2013","57","PM2.5","Oakland West","06-001-0011","AQS","3","41","0","57","16"
"07/01/2013","54","PM2.5","Oakland West","06-001-0011","AQS","5","51","0","54","22"
"07/02/2013","80","Ozone","Livermore","06-001-0007","AQS","3","80","4","54","20"
"07/03/2013","97","Ozone","Livermore","06-001-0007","AQS","3","97","7","50","22"
"07/04/2013","87","PM2.5","Oakland West","06-001-0011","AQS","3","51","3","87","17"
"07/05/2013","70","PM2.5","Oakland West","06-001-0011","AQS","2","30","0","70","6"
"07/06/2013","60","PM2.5","Oakland West","06-001-0011","AQS","2","36","0","60","11"
"07/07/2013","53","PM2.5","Oakland West","06-001-0011","AQS","2","48","0","53","11"
"07/08/2013","58","Ozone","Livermore","06-001-0007","AQS","3","58","0","52","14"
"07/09/2013","87","Ozone","Livermore","06-001-0007","AQS","5","87","3","49","25"
"07/10/2013","41","Ozone","Livermore","06-001-0007","AQS","3","41","4","38","17"
"07/11/2013","48","PM2.5","Oakland West","06-001-0011","AQS","3","31","0","48","11"
"07/12/2013","56","PM2.5","Oakland West","06-001-0011","AQS","3","32","0","56","19"
"07/13/2013","58","PM2.5","Oakland West","06-001-0011","AQS","3","42","0","58","15"
"07/14/2013","56","PM2.5","Oakland West","06-001-0011","AQS","3","37","0","56","11"
"07/15/2013","35","PM2.5","Oakland West","06-001-0011","AQS","3","28","0","35","13"
"07/16/2013","33","PM2.5","Oakland West","06-001-0011","AQS","3","27","6","33","9"
"07/17/2013","42","PM2.5","Oakland West","06-001-0011","AQS","3","34","1","42","13"
"07/18/2013","54","PM2.5","Oakland West","06-001-0011","AQS","3","42","7","54","15"
"07/19/2013","65","PM2.5","Oakland West","06-001-0011","AQS","5","45","0","65","16"
"07/20/2013","63","PM2.5","Oakland West","06-001-0011","AQS","3","50","0","63","22"
"07/21/2013","54","Ozone","Livermore","06-001-0007","AQS","3","54","0","52","12"
"07/22/2013","44","PM2.5","Oakland West","06-001-0011","AQS","5","37","0","44","19"
"07/23/2013","43","Ozone","Livermore","06-001-0007","AQS","5","43","10","38","21"
"07/24/2013","41","PM2.5","Oakland West","06-001-0011","AQS","3","33","7","41","17"
"07/25/2013","38","PM2.5","Oakland West","06-001-0011","AQS","3","35","1","38","16"
"07/26/2013","39","PM2.5","Oakland West","06-001-0011","AQS","3","31","0","39","11"
"07/27/2013","44","PM2.5","Oakland West","06-001-0011","AQS","2","36","0","44","9"
"07/28/2013","59","PM2.5","Oakland West","06-001-0011","AQS","3","32","0","59","8"
"07/29/2013","87","PM2.5","Oakland West","06-001-0011","AQS","5","40","0","87","11"
"07/30/2013","80","PM2.5","Oakland West","06-001-0011","AQS","5","38","1","80","18"
"07/31/2013","51","PM2.5","Oakland West","06-001-0011","AQS","3","29","0","51","15"
"08/01/2013","46","PM2.5","Oakland West","06-001-0011","AQS","3","28","0","46","15"
"08/02/2013","54","PM2.5","Oakland West","06-001-0011","AQS","3","32","0","54","14"
"08/03/2013","53","PM2.5","Oakland West","06-001-0011","AQS","3","41","0","53","10"
"08/04/2013","39","PM2.5","Oakland West","06-001-0011","AQS","3","34","0","39","7"
"08/05/2013","32","PM2.5","Oakland West","06-001-0011","AQS","3","28","0","32","10"
"08/06/2013","23","Ozone","Hayward","06-001-2001","AQS","3","23","0","22","14"
"08/07/2013","20","Ozone","Livermore","06-001-0007","AQS","3","20","3","15","13"
"08/08/2013","19","Ozone","Livermore","06-001-0007","AQS","3","19","0","16","12"
"08/09/2013","20","PM2.5","Livermore","06-001-0007","AQS","3","20","0","20","10"
"08/10/2013","24","Ozone","Livermore","06-001-0007","AQS","3","24","0","21","8"
"08/11/2013","30","Ozone","Livermore","06-001-0007","AQS","3","30","0","27","10"
"08/12/2013","39","PM2.5","Oakland","06-001-0009","AQS","5","31","0","39","13"
"08/13/2013","53","PM2.5","Oakland","06-001-0009","AQS","5","48","1","53","20"
"08/14/2013","37","PM2.5","Oakland West","06-001-0011","AQS","3","31","4","37","15"
"08/15/2013","20","Ozone","Livermore","06-001-0007","AQS","5","20","0","19","13"
"08/16/2013","26","PM2.5","Oakland West","06-001-0011","AQS","5","22","6","26","18"
"08/17/2013","33","PM2.5","Oakland West","06-001-0011","AQS","5","25","3","33","13"
"08/18/2013","50","PM2.5","Oakland West","06-001-0011","AQS","5","49","3","50","27"
"08/19/2013","74","Ozone","Livermore","06-001-0007","AQS","6","74","0","47","24"
"08/20/2013","40","Ozone","Livermore","06-001-0007","AQS","5","40","3","35","20"
"08/21/2013","37","PM2.5","Oakland","06-001-0009","AQS","5","30","4","37","13"
"08/22/2013","35","PM2.5","Oakland West","06-001-0011","AQS","5","29","0","35","11"
"08/23/2013","28","PM2.5","Oakland West","06-001-0011","AQS","5","25","0","28","9"
"08/24/2013","28","PM2.5","Oakland West","06-001-0011","AQS","3","22","0","28","8"
"08/25/2013","24","Ozone","Livermore","06-001-0007","AQS","5","24","0","17","11"
"08/26/2013","27","Ozone","Livermore","06-001-0007","AQS","5","27","0","24","17"
"08/27/2013","32","PM2.5","Oakland West","06-001-0011","AQS","6","30","1","32","20"
"08/28/2013","26","PM2.5","Oakland West","06-001-0011","AQS","5","24","1","26","13"
"08/29/2013","20","Ozone","Livermore","06-001-0007","AQS","6","20","1","16","20"
"08/30/2013","28","Ozone","Livermore","06-001-0007","AQS","6","28","9","27","20"
"08/31/2013","31","Ozone","Livermore","06-001-0007","AQS","5","31","3","18","16"
"09/01/2013","29","Ozone","Livermore","06-001-0007","AQS",".","29","0","22","12"
"09/02/2013","23","Ozone","Livermore","06-001-0007","AQS","5","23","3","18","12"
"09/03/2013","34","Ozone","Livermore","06-001-0007","AQS","6","34","6","29","19"
"09/04/2013","32","Ozone","Livermore","06-001-0007","AQS","6","32","1","30","18"
"09/05/2013","33","PM2.5","Oakland West","06-001-0011","AQS","5","31","0","33","16"
"09/06/2013","44","PM2.5","Oakland West","06-001-0011","AQS","6","44","3","44","33"
"09/07/2013","80","Ozone","Livermore","06-001-0007","AQS","9","80","3","58","29"
"09/08/2013","93","Ozone","Livermore","06-001-0007","AQS","3","93","0","29","17"
"09/09/2013","58","Ozone","Livermore","06-001-0007","AQS","5","58","1","31","30"
"09/10/2013","30","Ozone","Livermore","06-001-0007","AQS","5","30","0","25","18"
"09/11/2013","36","PM2.5","Oakland West","06-001-0011","AQS","3","33","3","36","12"
"09/12/2013","30","Ozone","Livermore","06-001-0007","AQS","3","30","0","23","18"
"09/13/2013","28","PM2.5","Oakland West","06-001-0011","AQS","3","28","0","28","21"
"09/14/2013","29","Ozone","Livermore","06-001-0007","AQS","3","29","0","28","17"
"09/15/2013","31","Ozone","Livermore","06-001-0007","AQS","5","31","0","22","15"
"09/16/2013","27","Ozone","Livermore","06-001-0007","AQS","5","27","1","7","19"
"09/17/2013","31","PM2.5","Oakland","06-001-0009","AQS","5","31","4","31","21"
"09/18/2013","40","Ozone","Livermore","06-001-0007","AQS","5","40","9","39","34"
"09/19/2013","56","PM2.5","Oakland West","06-001-0011","AQS","5","45","3","56","29"
"09/20/2013","26","PM2.5","Oakland West","06-001-0011","AQS","2","25","0","26","20"
"09/21/2013","32","Ozone","Hayward","06-001-2001","AQS","3","32","0","26","18"
"09/22/2013","37","Ozone","Livermore","06-001-0007","AQS","5","37","1","34","24"
"09/23/2013","36","Ozone","Livermore","06-001-0007","AQS","7","36","1","32","24"
"09/24/2013","38","PM2.5","Oakland West","06-001-0011","AQS","2","35",".","38","23"
"09/25/2013","29","Ozone","Hayward","06-001-2001","AQS","2","29",".","28","17"
"09/26/2013","34","PM2.5","Oakland West","06-001-0011","AQS","7","30","3","34","26"
"09/27/2013","50","PM2.5","Livermore","06-001-0007","AQS","10","34","1","50","29"
"09/28/2013","45","Ozone","Livermore","06-001-0007","AQS","8","45","3","43","28"
"09/29/2013","27","PM2.5","Oakland","06-001-0009","AQS","5","24","0","27","19"
"09/30/2013","38","PM2.5","Oakland","06-001-0009","AQS","3","30","0","38","19"
"10/01/2013","52","PM2.5","Oakland","06-001-0009","AQS","5","33","1","52","30"
"10/02/2013","53","PM2.5","Oakland West","06-001-0011","AQS","9","33","11","53","30"
"10/03/2013","34","Ozone","Livermore","06-001-0007","AQS","6","34","1","18","32"
"10/04/2013","40","NO2","Oakland West","06-001-0011","AQS","9","38","1","18","40"
"10/05/2013","49","Ozone","Hayward","06-001-2001","AQS","14","49","1","25","45"
"10/06/2013","64","Ozone","Hayward","06-001-2001","AQS","10","64","4","41","44"
"10/07/2013","49","Ozone","Livermore","06-001-0007","AQS","10","49","3","44","45"
"10/08/2013","54","PM2.5","Oakland West","06-001-0011","AQS","7","35","0","54","32"
"10/09/2013","52","PM2.5","Oakland West","06-001-0011","AQS","6","30","3","52","26"
"10/10/2013","56","PM2.5","Oakland West","06-001-0011","AQS","7","30","1","56","30"
"10/11/2013","54","PM2.5","Livermore","06-001-0007","AQS","6","29","0","54","26"
"10/12/2013","49","PM2.5","Oakland West","06-001-0011","AQS","6","31","0","49","25"
"10/13/2013","35","PM2.5","Oakland West","06-001-0011","AQS","6","34","0","35","26"
"10/14/2013","46","PM2.5","Oakland West","06-001-0011","AQS","15","36","3","46","40"
"10/15/2013","45","NO2","Oakland","06-001-0009","AQS","16","43","14","39","45"
"10/16/2013","58","Ozone","Hayward","06-001-2001","AQS","9","58",".","47","44"
"10/17/2013","55","PM2.5","Oakland West","06-001-0011","AQS","8","50",".","55","48"
"10/18/2013","53","PM2.5","Oakland West","06-001-0011","AQS","8","39","1","53","44"
"10/19/2013","52","PM2.5","Oakland","06-001-0009","AQS","7","49","6","52","38"
"10/20/2013","55","PM2.5","Oakland","06-001-0009","AQS","7","47","1","55","35"
"10/21/2013","46","PM2.5","Livermore","06-001-0007","AQS","6","29","0","46","38"
"10/22/2013","59","PM2.5","Oakland West","06-001-0011","AQS","8","44","4","59","40"
"10/23/2013","59","PM2.5","Oakland","06-001-0009","AQS","7","32","19","59","38"
"10/24/2013","53","PM2.5","Livermore","06-001-0007","AQS","6","35","0","53","34"
"10/25/2013","49","PM2.5","Livermore","06-001-0007","AQS","10","31","0","49","38"
"10/26/2013","55","PM2.5","Livermore","06-001-0007","AQS","13","41","1","55","34"
"10/27/2013","46","PM2.5","Livermore","06-001-0007","AQS","7","32","0","46","27"
"10/28/2013","46","PM2.5","Oakland West","06-001-0011","AQS","10","28","0","46","34"
"10/29/2013","44","PM2.5","Oakland West","06-001-0011","AQS","5","26","9","44","29"
"10/30/2013","58","PM2.5","Oakland West","06-001-0011","AQS","13","31","6","58","31"
"10/31/2013","59","PM2.5","Livermore","06-001-0007","AQS","6","30",".","59","34"
"11/01/2013","62","PM2.5","Oakland West","06-001-0011","AQS","19","42","4","62","57"
"11/02/2013","54","PM2.5","Oakland West","06-001-0011","AQS","15","31","1","54","31"
"11/03/2013","32","Ozone","Livermore","06-001-0007","AQS","7","32","1","30","28"
"11/04/2013","38","NO2","Oakland","06-001-0009","AQS","7","35",".","28","38"
"11/05/2013","41","NO2","Oakland","06-001-0009","AQS","7","34",".","35","41"
"11/06/2013","61","PM2.5","Oakland West","06-001-0011","AQS","8","41",".","61","56"
"11/07/2013","63","PM2.5","Oakland West","06-001-0011","AQS","8","34",".","63","42"
"11/08/2013","53","PM2.5","Oakland West","06-001-0011","AQS","5","33",".","53","32"
"11/09/2013","52","PM2.5","Livermore","06-001-0007","AQS","9","34","1","52","42"
"11/10/2013","63","PM2.5","Livermore","06-001-0007","AQS","7","42","0","63","32"
"11/11/2013","79","PM2.5","Oakland","06-001-0009","AQS","8","31","1","79","48"
"11/12/2013","59","PM2.5","Livermore","06-001-0007","AQS","11","26","9","59","42"
"11/13/2013","48","PM2.5","Oakland West","06-001-0011","AQS","15","25","6","48","41"
"11/14/2013","54","PM2.5","Oakland West","06-001-0011","AQS","10","25","0","54","29"
"11/15/2013","48","PM2.5","Oakland West","06-001-0011","AQS","10","25","1","48","34"
