"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","67","PM2.5","Napa","06-055-0003","AQS","10","33",".","67","29"
"01/02/2013","64","PM2.5","Napa","06-055-0003","AQS","11","21",".","64","31"
"01/03/2013","69","PM2.5","Napa","06-055-0003","AQS","13","19",".","69","29"
"01/04/2013","70","PM2.5","Napa","06-055-0003","AQS","14","19","23","70","27"
"01/05/2013","77","PM2.5","Napa","06-055-0003","AQS","10","23",".","77","20"
"01/06/2013","62","PM2.5","Napa","06-055-0003","AQS","13","24",".","62","22"
"01/07/2013","59","PM2.5","Napa","06-055-0003","AQS","13","12",".","59","22"
"01/08/2013","72","PM2.5","Napa","06-055-0003","AQS","15","11",".","72","22"
"01/09/2013","65","PM2.5","Napa","06-055-0003","AQS","9","25",".","65","22"
"01/10/2013","67","PM2.5","Napa","06-055-0003","AQS","10","30","19","67","27"
"01/11/2013","71","PM2.5","Napa","06-055-0003","AQS","15","20",".","71","25"
"01/12/2013","55","PM2.5","Napa","06-055-0003","AQS","9","31",".","55","25"
"01/13/2013","64","PM2.5","Napa","06-055-0003","AQS","11","38",".","64","24"
"01/14/2013","58","PM2.5","Napa","06-055-0003","AQS","10","36",".","58","35"
"01/15/2013","77","PM2.5","Napa","06-055-0003","AQS","11","19",".","77","30"
"01/16/2013","88","PM2.5","Napa","06-055-0003","AQS","11","19","31","88","36"
"01/17/2013","80","PM2.5","Napa","06-055-0003","AQS","13","19",".","80","33"
"01/18/2013","71","PM2.5","Napa","06-055-0003","AQS","14","18",".","71","34"
"01/19/2013","70","PM2.5","Napa","06-055-0003","AQS","13","22",".","70","32"
"01/20/2013","76","PM2.5","Napa","06-055-0003","AQS","15","25",".","76","31"
"01/21/2013","75","PM2.5","Napa","06-055-0003","AQS","13","22",".","75","33"
"01/22/2013","70","PM2.5","Napa","06-055-0003","AQS","14","21","25","70","26"
"01/23/2013","70","PM2.5","Napa","06-055-0003","AQS","10","8",".","70","24"
"01/24/2013","77","PM2.5","Napa","06-055-0003","AQS","8","9",".","77","20"
"01/25/2013","59","PM2.5","Napa","06-055-0003","AQS","9","17",".","59","18"
"01/26/2013","48","PM2.5","Napa","06-055-0003","AQS","9","32",".","48","16"
"01/27/2013","57","PM2.5","Napa","06-055-0003","AQS","8","29",".","57","24"
"01/28/2013","59","PM2.5","Napa","06-055-0003","AQS","10","31","15","59","24"
"01/29/2013","59","PM2.5","Napa","06-055-0003","AQS","13","25",".","59","24"
"01/30/2013","65","PM2.5","Napa","06-055-0003","AQS","14","17",".","65","26"
"01/31/2013","69","PM2.5","Napa","06-055-0003","AQS","13","22",".","69","31"
"02/01/2013","61","PM2.5","Napa","06-055-0003","AQS","13","22",".","61","25"
"02/02/2013","66","PM2.5","Napa","06-055-0003","AQS","9","22",".","66","15"
"02/03/2013","72","PM2.5","Napa","06-055-0003","AQS","9","24","23","72","16"
"02/04/2013","61","PM2.5","Napa","06-055-0003","AQS","10","12",".","61","20"
"02/05/2013","45","PM2.5","Napa","06-055-0003","AQS","9","21",".","45","19"
"02/06/2013","53","PM2.5","Napa","06-055-0003","AQS","10","31",".","53","23"
"02/07/2013","51","PM2.5","Napa","06-055-0003","AQS","10","39",".","51","19"
"02/08/2013","52","PM2.5","Napa","06-055-0003","AQS","10","37",".","52","25"
"02/09/2013","55","PM2.5","Napa","06-055-0003","AQS","10","34","9","55","25"
"02/10/2013","75","PM2.5","Napa","06-055-0003","AQS","14","26",".","75","28"
"02/11/2013","68","PM2.5","Napa","06-055-0003","AQS","19","36",".","68","40"
"02/12/2013","70","PM2.5","Napa","06-055-0003","AQS","9","28",".","70","36"
"02/13/2013","73","PM2.5","Napa","06-055-0003","AQS","10","25",".","73","27"
"02/14/2013","64","PM2.5","Napa","06-055-0003","AQS",".",".",".","64","."
"02/15/2013","55","PM2.5","Napa","06-055-0003","AQS","11","28","19","55","29"
"02/16/2013","67","PM2.5","Napa","06-055-0003","AQS","8","31",".","67","26"
"02/17/2013","67","PM2.5","Napa","06-055-0003","AQS","9","28",".","67","22"
"02/18/2013","53","PM2.5","Napa","06-055-0003","AQS","9","34",".","53","16"
"02/19/2013","42","PM2.5","Napa","06-055-0003","AQS","6","35",".","42","25"
"02/20/2013","61","PM2.5","Napa","06-055-0003","AQS","10","31",".","61","23"
"02/21/2013","62","PM2.5","Napa","06-055-0003","AQS","9","36","17","62","28"
"02/22/2013","58","PM2.5","Napa","06-055-0003","AQS","10","31",".","58","18"
"02/23/2013","53","PM2.5","Napa","06-055-0003","AQS","6","40",".","53","17"
"02/24/2013","54","PM2.5","Napa","06-055-0003","AQS","7","42",".","54","23"
"02/25/2013","56","PM2.5","Napa","06-055-0003","AQS","8","28",".","56","26"
"02/26/2013","54","PM2.5","Napa","06-055-0003","AQS","8","44",".","54","27"
"02/27/2013","58","PM2.5","Napa","06-055-0003","AQS","9","32","17","58","22"
"02/28/2013","38","PM2.5","Napa","06-055-0003","AQS","7","26",".","38","17"
"03/01/2013","42","PM2.5","Napa","06-055-0003","AQS",".","28",".","42","27"
"03/02/2013","57","PM2.5","Napa","06-055-0003","AQS","8","37",".","57","11"
"03/03/2013","47","PM2.5","Napa","06-055-0003","AQS","6","33",".","47","8"
"03/04/2013","40","PM2.5","Napa","06-055-0003","AQS",".",".",".","40","."
"03/05/2013","38","PM2.5","Napa","06-055-0003","AQS","7","37","10","38","14"
"03/06/2013","35","PM2.5","Napa","06-055-0003","AQS",".",".",".","35","."
"03/07/2013","43","PM2.5","Napa","06-055-0003","AQS","5","35",".","43","14"
"03/08/2013","45","PM2.5","Napa","06-055-0003","AQS","7","30",".","45","24"
"03/09/2013","59","PM2.5","Napa","06-055-0003","AQS","6","33",".","59","22"
"03/10/2013","60","PM2.5","Napa","06-055-0003","AQS","8","35",".","60","19"
"03/11/2013","51","PM2.5","Napa","06-055-0003","AQS","8","34","12","51","19"
"03/12/2013","50","PM2.5","Napa","06-055-0003","AQS","6","32",".","50","12"
"03/13/2013","55","PM2.5","Napa","06-055-0003","AQS","8","50",".","55","34"
"03/14/2013","51","PM2.5","Napa","06-055-0003","AQS","8","23",".","51","17"
"03/15/2013","43","PM2.5","Napa","06-055-0003","AQS","7","21",".","43","14"
"03/16/2013","40","PM2.5","Napa","06-055-0003","AQS","5","33",".","40","13"
"03/17/2013","38","PM2.5","Napa","06-055-0003","AQS","5","37","9","38","14"
"03/18/2013","45","PM2.5","Napa","06-055-0003","AQS","7","28",".","45","15"
"03/19/2013","43","PM2.5","Napa","06-055-0003","AQS","6","31",".","43","18"
"03/20/2013","33","PM2.5","Napa","06-055-0003","AQS","7","29",".","33","21"
"03/21/2013","36","PM2.5","Napa","06-055-0003","AQS","6","35",".","36","20"
"03/22/2013","65","PM2.5","Napa","06-055-0003","AQS","6","47",".","65","22"
"03/23/2013","52","PM2.5","Napa","06-055-0003","AQS","6","47","12","52","29"
"03/24/2013","53","PM2.5","Napa","06-055-0003","AQS","6","43",".","53","12"
"03/25/2013","43","PM2.5","Napa","06-055-0003","AQS","7","38",".","43","13"
"03/26/2013","37","Ozone","Napa","06-055-0003","AQS","6","37",".","35","16"
"03/27/2013","33","PM2.5","Napa","06-055-0003","AQS","6","32",".","33","14"
"03/28/2013","35","Ozone","Napa","06-055-0003","AQS","5","35",".","25","12"
"03/29/2013","37","Ozone","Napa","06-055-0003","AQS","7","37","12","32","11"
"03/30/2013","36","PM2.5","Napa","06-055-0003","AQS","6","26",".","36","8"
"03/31/2013","35","Ozone","Napa","06-055-0003","AQS","5","35",".","23","4"
"04/01/2013","37","Ozone","Napa","06-055-0003","AQS","6","37",".","20","10"
"04/02/2013","29","PM2.5","Napa","06-055-0003","AQS","7","29",".","29","9"
"04/03/2013","32","Ozone","Napa","06-055-0003","AQS","6","32",".","28","9"
"04/04/2013","31","Ozone","Napa","06-055-0003","AQS","6","31","4","14","15"
"04/05/2013","32","Ozone","Napa","06-055-0003","AQS","6","32",".","18","11"
"04/06/2013","32","Ozone","Napa","06-055-0003","AQS","5","32",".","23","4"
"04/07/2013","43","Ozone","Napa","06-055-0003","AQS","5","43",".","33","7"
"04/08/2013","33","PM2.5","Napa","06-055-0003","AQS",".",".",".","33","23"
"04/09/2013","43","Ozone","Napa","06-055-0003","AQS","3","43",".","30","12"
"04/10/2013","35","PM2.5","Napa","06-055-0003","AQS","6","30","11","35","20"
"04/11/2013","40","PM2.5","Napa","06-055-0003","AQS","3","34",".","40","16"
"04/12/2013","51","PM2.5","Napa","06-055-0003","AQS","5","32",".","51","11"
"04/13/2013","55","PM2.5","Napa","06-055-0003","AQS","5","33",".","55","10"
"04/14/2013","41","PM2.5","Napa","06-055-0003","AQS","3","34",".","41","8"
"04/15/2013","42","Ozone","Napa","06-055-0003","AQS","5","42",".","28","17"
"04/16/2013","44","Ozone","Napa","06-055-0003","AQS","5","44","12","35","20"
"04/17/2013","44","Ozone","Napa","06-055-0003","AQS","3","44",".","40","12"
"04/18/2013","44","PM2.5","Napa","06-055-0003","AQS","5","44",".","44","31"
"04/19/2013","40","PM2.5","Napa","06-055-0003","AQS","5","32",".","40","14"
"04/20/2013","52","PM2.5","Napa","06-055-0003","AQS","3","44",".","52","13"
"04/21/2013","44","Ozone","Napa","06-055-0003","AQS","5","44",".","41","17"
"04/22/2013","52","PM2.5","Napa","06-055-0003","AQS","7","50","19","52","17"
"04/23/2013","51","Ozone","Napa","06-055-0003","AQS","3","51",".","44","5"
"04/24/2013","42","Ozone","Napa","06-055-0003","AQS","5","42",".","40","8"
"04/25/2013","40","Ozone","Napa","06-055-0003","AQS","5","40",".","38","7"
"04/26/2013","48","PM2.5","Napa","06-055-0003","AQS","5","38",".","48","13"
"04/27/2013","44","PM2.5","Napa","06-055-0003","AQS","5","34",".","44","5"
"04/28/2013","46","PM2.5","Napa","06-055-0003","AQS","6","43","19","46","13"
"04/29/2013","45","PM2.5","Napa","06-055-0003","AQS","7",".",".","45","14"
"04/30/2013","51","PM2.5","Napa","06-055-0003","AQS",".",".",".","51","12"
"05/01/2013","60","PM2.5","Napa","06-055-0003","AQS",".",".",".","60","12"
"05/02/2013","101","Ozone","Napa","06-055-0003","AQS","6","101",".","71","22"
"05/03/2013","119","Ozone","Napa","06-055-0003","AQS","6","119",".","76","19"
"05/04/2013","67","PM2.5","Napa","06-055-0003","AQS","7","50","27","67","16"
"05/05/2013","51","PM2.5","Napa","06-055-0003","AQS","6","44",".","51","5"
"05/06/2013","38","PM2.5","Napa","06-055-0003","AQS","6","35",".","38","12"
"05/07/2013","45","PM2.5","Napa","06-055-0003","AQS","7","41",".","45","14"
"05/08/2013","33","PM2.5","Napa","06-055-0003","AQS","6","32",".","33","5"
"05/09/2013","37","PM2.5","Napa","06-055-0003","AQS","6","32",".","37","10"
"05/10/2013","41","PM2.5","Napa","06-055-0003","AQS","6","31","12","41","8"
"05/11/2013","39","Ozone","Napa","06-055-0003","AQS","7","39",".","33","7"
"05/12/2013","27","Ozone","Napa","06-055-0003","AQS","6","27",".","25","7"
"05/13/2013","25","PM2.5","Napa","06-055-0003","AQS","7","25",".","25","8"
"05/14/2013","51","PM2.5","Napa","06-055-0003","AQS","3","37",".","51","13"
"05/15/2013","52","PM2.5","Napa","06-055-0003","AQS","3","38",".","52","13"
"05/16/2013","38","Ozone","Napa","06-055-0003","AQS","3","38","10","23","8"
"05/17/2013","36","Ozone","Napa","06-055-0003","AQS","5","36",".","25","14"
"05/18/2013","36","Ozone","Napa","06-055-0003","AQS","3","36",".","22","12"
"05/19/2013","47","Ozone","Napa","06-055-0003","AQS","3","47",".","35","9"
"05/20/2013","49","Ozone","Napa","06-055-0003","AQS","5","49",".","46","12"
"05/21/2013","40","PM2.5","Napa","06-055-0003","AQS","3","39",".","40","8"
"05/22/2013","37","Ozone","Napa","06-055-0003","AQS","3","37","13","35","9"
"05/23/2013","43","PM2.5","Napa","06-055-0003","AQS","5","35",".","43","15"
"05/24/2013","47","PM2.5","Napa","06-055-0003","AQS","5","35",".","47","16"
"05/25/2013","36","PM2.5","Napa","06-055-0003","AQS","5","36",".","36","9"
"05/26/2013","27","Ozone","Napa","06-055-0003","AQS","5","27",".","16","7"
"05/27/2013","27","Ozone","Napa","06-055-0003","AQS","5","27",".","6","8"
"05/28/2013","30","Ozone","Napa","06-055-0003","AQS","5","30",".","13","9"
"05/29/2013","33","Ozone","Napa","06-055-0003","AQS","5","33",".","22","8"
"05/30/2013","38","Ozone","Napa","06-055-0003","AQS","5","38","13","37","13"
"05/31/2013","48","PM2.5","Napa","06-055-0003","AQS","6","44",".","48","12"
"06/01/2013","55","PM2.5","Napa","06-055-0003","AQS","5","46",".","55","8"
"06/02/2013","51","PM2.5","Napa","06-055-0003","AQS","5","32",".","51","6"
"06/03/2013","38","PM2.5","Napa","06-055-0003","AQS","5","37","14","38","5"
"06/04/2013","37","Ozone","Napa","06-055-0003","AQS","5","37",".","27","10"
"06/05/2013","31","Ozone","Napa","06-055-0003","AQS","5","31",".","15","6"
"06/06/2013","31","Ozone","Napa","06-055-0003","AQS","5","31",".","19","5"
"06/07/2013","46","Ozone","Napa","06-055-0003","AQS","6","46",".","38","10"
"06/08/2013","49","PM2.5","Napa","06-055-0003","AQS","6","41",".","49","8"
"06/09/2013","32","Ozone","Napa","06-055-0003","AQS","5","32","5","25","2"
"06/10/2013","29","Ozone","Napa","06-055-0003","AQS","5","29",".","19","5"
"06/11/2013","34","Ozone","Napa","06-055-0003","AQS","5","34",".","26","9"
"06/12/2013","46","PM2.5","Napa","06-055-0003","AQS","5","31",".","46","11"
"06/13/2013","36","PM2.5","Napa","06-055-0003","AQS","6","33",".","36","11"
"06/14/2013","38","Ozone","Napa","06-055-0003","AQS","6","38",".","34","13"
"06/15/2013","40","PM2.5","Napa","06-055-0003","AQS","6","28","17","40","7"
"06/16/2013","29","Ozone","Napa","06-055-0003","AQS","5","29",".","27","7"
"06/17/2013","25","Ozone","Napa","06-055-0003","AQS","5","25",".","13","5"
"06/18/2013","27","Ozone","Napa","06-055-0003","AQS","5","27",".","18","8"
"06/19/2013","30","Ozone","Napa","06-055-0003","AQS","5","30",".","21","12"
"06/20/2013","31","Ozone","Napa","06-055-0003","AQS","6","31",".","25","12"
"06/21/2013","36","PM2.5","Napa","06-055-0003","AQS","6","33","16","36","13"
"06/22/2013","38","PM2.5","Napa","06-055-0003","AQS","6","34",".","38","10"
"06/23/2013","16","Ozone","Napa","06-055-0003","AQS","6","16",".","7","3"
"06/24/2013","19","Ozone","Napa","06-055-0003","AQS","6","19",".","7","5"
"06/25/2013","10","Ozone","Napa","06-055-0003","AQS","6","10",".","1","8"
"06/26/2013","14","Ozone","Napa","06-055-0003","AQS","6","14",".","13","8"
"06/27/2013","36","Ozone","Napa","06-055-0003","AQS","6","36","10","13","7"
