"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2013","40","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","33",".","40"
"01/02/2013","32","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","27",".","32"
"01/03/2013","48","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","48"
"01/04/2013","47","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","21","15","47"
"01/05/2013","41","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","14",".","41"
"01/06/2013","42","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","18",".","42"
"01/07/2013","34","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","19",".","34"
"01/08/2013","73","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","73"
"01/09/2013","74","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","74"
"01/10/2013","33","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","24",".","33"
"01/11/2013","27","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","22","9","27"
"01/12/2013","28","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","28",".","18"
"01/13/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","12"
"01/14/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","23"
"01/15/2013","59","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","59"
"01/16/2013","80","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","17","27","80"
"01/17/2013","79","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","19",".","79"
"01/18/2013","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25",".","51"
"01/19/2013","47","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","27",".","47"
"01/20/2013","52","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","28",".","52"
"01/21/2013","54","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25",".","54"
"01/22/2013","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","19","23","53"
"01/23/2013","57","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","15",".","57"
"01/24/2013","36","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","15",".","36"
"01/25/2013","54","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","7",".","54"
"01/26/2013","63","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","33",".","63"
"01/27/2013","63","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","33",".","63"
"01/28/2013","30","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","30","5","."
"01/29/2013","30","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25",".","30"
"01/30/2013","31","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","31",".","13"
"01/31/2013","44","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","44"
"02/01/2013","25","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","24",".","25"
"02/02/2013","33","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","24",".","33"
"02/03/2013","36","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","27","16","36"
"02/04/2013","58","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","24",".","58"
"02/05/2013","62","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","21",".","62"
"02/06/2013","46","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","46"
"02/07/2013","30","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","30",".","10"
"02/08/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","0"
"02/09/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34","6","0"
"02/10/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","19"
"02/11/2013","32","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","32",".","23"
"02/12/2013","44","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","28",".","44"
"02/13/2013","39","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","32",".","39"
"02/14/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","7"
"02/15/2013","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33","14","18"
"02/16/2013","32","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","32",".","30"
"02/17/2013","37","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","37",".","23"
"02/18/2013","36","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","28",".","36"
"02/19/2013","30","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","30",".","17"
"02/20/2013","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","5"
"02/21/2013","36","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","36","6","9"
"02/22/2013","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","11"
"02/23/2013","40","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","40",".","0"
"02/24/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","8"
"02/25/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","16"
"02/26/2013","40","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","40",".","9"
"02/27/2013","36","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","36","20","32"
"02/28/2013","37","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","37",".","26"
"03/01/2013","27","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","27",".","14"
"03/02/2013","26","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25",".","26"
"03/03/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","26"
"03/04/2013","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","23"
"03/05/2013","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38","31","15"
"03/06/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","0"
"03/07/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","1"
"03/08/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","0"
"03/09/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","0"
"03/10/2013","41","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","41",".","13"
"03/11/2013","32","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","32","16","19"
"03/12/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","32"
"03/13/2013","37","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","37",".","18"
"03/14/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","34"
"03/15/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","10"
"03/16/2013","42","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","42",".","1"
"03/17/2013","43","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","43","8","0"
"03/18/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","0"
"03/19/2013","29","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","29",".","23"
"03/20/2013","33","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","33",".","2"
"03/21/2013","45","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","45",".","0"
"03/22/2013","50","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","50",".","4"
"03/23/2013","49","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","49","12","4"
"03/24/2013","42","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","42",".","5"
"03/25/2013","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38",".","13"
"03/26/2013","42","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","42",".","5"
"03/27/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","3"
"03/28/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","0"
"03/29/2013","36","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","36",".","4"
"03/30/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","6"
"03/31/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","2"
"04/01/2013","32","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","32",".","0"
"04/02/2013","30","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","30",".","1"
"04/03/2013","35","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","35",".","4"
"04/04/2013","30","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","30",".","7"
"04/05/2013","31","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","31","8","0"
"04/06/2013","34","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","34",".","1"
"04/07/2013","36","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","36",".","0"
"04/08/2013","43","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","43",".","0"
"04/09/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","0"
"04/10/2013","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38",".","0"
"04/11/2013","0","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","0"
"04/12/2013","43","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","43","11","3"
"04/13/2013","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38",".","0"
"04/14/2013","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38",".","0"
"04/15/2013","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","0"
"04/16/2013","40","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","40","5","0"
"04/17/2013","43","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","43",".","0"
"04/18/2013","37","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","37",".","0"
"04/19/2013","41","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","41",".","7"
"04/20/2013","44","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","44",".","6"
"04/21/2013","43","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","43",".","3"
"04/22/2013","46","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","46","9","0"
"04/23/2013","48","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","48",".","3"
"04/24/2013","47","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","47",".","8"
"04/25/2013","46","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","46",".","13"
"04/26/2013","51","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","51",".","24"
"04/27/2013","71","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","71",".","35"
"04/28/2013","44","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","44",".","10"
"04/29/2013","44","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","44",".","0"
"04/30/2013","54","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","54",".","."
"05/01/2013","67","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","67","19","14"
"05/02/2013","136","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","136",".","26"
"05/03/2013","93","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","93",".","26"
"05/04/2013","51","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","51","21","23"
"05/05/2013","45","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","45",".","15"
"05/06/2013","43","Ozone","Tuscan Butte (seasonal)","06-103-0004","AQS","43",".","0"
