"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2013","56","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44",".","56"
"01/02/2013","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","."
"01/03/2013","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","."
"01/04/2013","48","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","45","11","48"
"01/05/2013","50","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","42",".","50"
"01/06/2013","54","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","47",".","54"
"01/07/2013","53","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","46",".","53"
"01/08/2013","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","23"
"01/09/2013","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","28"
"01/10/2013","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41","2","26"
"01/11/2013","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","20"
"01/12/2013","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","18"
"01/13/2013","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","36"
"01/14/2013","57","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43",".","57"
"01/15/2013","54","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","36",".","54"
"01/16/2013","63","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43","18","63"
"01/17/2013","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","42"
"01/18/2013","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","35"
"01/19/2013","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","28"
"01/20/2013","43","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","43"
"01/21/2013","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","28"
"01/22/2013","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40","15","35"
"01/23/2013","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","33"
"01/24/2013","33","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","33",".","33"
"01/25/2013","35","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","35",".","18"
"01/26/2013","38","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","37",".","38"
"01/27/2013","40","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","40"
"01/28/2013","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40","19","37"
"01/29/2013","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","36"
"01/30/2013","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","39"
