"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","20","10"
"01/02/2013","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","11","14"
"01/03/2013","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","22","18"
"01/04/2013","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","25","16"
"01/05/2013","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","30","13"
"01/06/2013","44","PM10","Keeler","06-027-1003","AQS","39","44","38"
"01/07/2013","107","PM10","Keeler","06-027-1003","AQS","42","107","91"
"01/08/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","15","16"
"01/09/2013","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","34","22","16"
"01/10/2013","99","PM2.5","Keeler","06-027-1003","AQS","38","97","99"
"01/11/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","8","8"
"01/12/2013","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","6","8"
"01/13/2013","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","17","11"
"01/14/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","15","13"
"01/15/2013","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","12","14"
"01/16/2013","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","14","8"
"01/17/2013","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","23","10"
"01/18/2013","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","20","11"
"01/19/2013","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","18","13"
"01/20/2013","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","11","12"
"01/21/2013","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","14","9"
"01/22/2013","29","PM10","Bishop Tribe EMO","06-027-1023","AQS","29","29","14"
"01/23/2013","40","PM10","Bishop Tribe EMO","06-027-1023","AQS","27","40","10"
"01/24/2013","25","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","25","8","17"
"01/25/2013","26","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","26","17","10"
"01/26/2013","27","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","27","8","16"
"01/27/2013","53","PM10","Keeler","06-027-1003","AQS","39","53","46"
"01/28/2013","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","24","24"
"01/29/2013","84","PM10","Lizard Tail","06-027-0028","AQS","34","84","57"
"01/30/2013","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","10","9"
"01/31/2013","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","19","17"
"02/01/2013","34","PM10","Bishop Tribe EMO","06-027-1023","AQS","29","34","9"
"02/02/2013","27","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","27","26","11"
"02/03/2013","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","14","6"
"02/04/2013","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","23","5"
"02/05/2013","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","31","11"
"02/06/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","23","8"
"02/07/2013","59","PM10","Keeler","06-027-1003","AQS","43","59","24"
"02/08/2013","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","19","20"
"02/09/2013","40","PM2.5","Keeler","06-027-1003","AQS","37","32","40"
"02/10/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","35","14"
"02/11/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","18","18"
"02/12/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","11","12"
"02/13/2013","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","13","14"
"02/14/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","9","."
"02/15/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","23","8"
"02/16/2013","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","20","."
"02/17/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","17","."
"02/18/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","36","13"
"02/19/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","33","27"
"02/20/2013","425","PM10","Keeler","06-027-1003","AQS","40","425","171"
"02/21/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","18","13"
"02/22/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","18","."
"02/23/2013","186","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","43","186","26"
"02/24/2013","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","19","27"
"02/25/2013","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","24","."
"02/26/2013","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","45","29","."
"02/27/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","19","8"
"02/28/2013","25","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","25","9"
"03/01/2013","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","18","15"
"03/02/2013","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","15","11"
"03/03/2013","46","PM10","Shell Cut","06-027-0025","AQS","37","46","."
"03/04/2013","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","11","10"
"03/05/2013","60","PM10","Lone Pine Paiute-Shoshone Reservation","06-027-1018","AQS","45","60","26"
"03/06/2013","329","PM10","Shell Cut","06-027-0025","AQS","42","329","32"
"03/07/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","19","15"
"03/08/2013","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","19","18"
"03/09/2013","99","PM10","Olancha","06-027-0021","AQS","40","99","64"
"03/10/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","24","24"
"03/11/2013","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","26","16"
"03/12/2013","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","17","17"
"03/13/2013","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","19","18"
"03/14/2013","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","19","13"
"03/15/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","15","14"
"03/16/2013","51","PM2.5","Keeler","06-027-1003","AQS","44","32","51"
"03/17/2013","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","14","26"
"03/18/2013","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","18","14"
"03/19/2013","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","18","17"
"03/20/2013","55","PM10","Shell Cut","06-027-0025","AQS","41","55","17"
"03/21/2013","51","PM2.5","Keeler","06-027-1003","AQS","50","44","51"
"03/22/2013","87","PM2.5","Keeler","06-027-1003","AQS","71","65","87"
"03/23/2013","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","58","31","44"
"03/24/2013","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","47","28","43"
"03/25/2013","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","46","40","34"
