"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2013","85","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","25","85","19"
"01/02/2013","79","PM2.5","Hanford-Irwin","06-031-1004","AQS","20","27","79","22"
"01/03/2013","98","PM2.5","Hanford-Irwin","06-031-1004","AQS","14","29","98","31"
"01/04/2013","125","PM2.5","Hanford-Irwin","06-031-1004","AQS","17","44","125","26"
"01/05/2013","115","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","44","115","15"
"01/06/2013","31","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","31","20","13","8"
"01/07/2013","59","PM2.5","Hanford-Irwin","06-031-1004","AQS","25","16","59","25"
"01/08/2013","79","PM2.5","Hanford-Irwin","06-031-1004","AQS","21","24","79","23"
"01/09/2013","84","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","31","84","22"
"01/10/2013","33","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","33","14","17","26"
"01/11/2013","41","PM2.5","Hanford-Irwin","06-031-1004","AQS","28","16","41","23"
"01/12/2013","60","PM2.5","Hanford-Irwin","06-031-1004","AQS","25","15","60","27"
"01/13/2013","72","PM2.5","Corcoran-Patterson","06-031-0004","AQS","30","17","72","18"
"01/14/2013","58","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","21","58","31"
"01/15/2013","89","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","35","89","33"
"01/16/2013","98","PM2.5","Corcoran-Patterson","06-031-0004","AQS","27","48","98","34"
"01/17/2013","119","PM2.5","Hanford-Irwin","06-031-1004","AQS","22","52","119","33"
"01/18/2013","116","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","54","116","28"
"01/19/2013","147","PM2.5","Corcoran-Patterson","06-031-0004","AQS","30","53","147","31"
"01/20/2013","132","PM2.5","Hanford-Irwin","06-031-1004","AQS","37","53","132","32"
"01/21/2013","123","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","48","123","29"
"01/22/2013","144","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","60","144","34"
"01/23/2013","129","PM2.5","Hanford-Irwin","06-031-1004","AQS","8","60","129","20"
"01/24/2013","115","PM2.5","Hanford-Irwin","06-031-1004","AQS","13","44","115","11"
"01/25/2013","85","PM2.5","Corcoran-Patterson","06-031-0004","AQS","13","25","85","11"
"01/26/2013","52","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","15","52","14"
"01/27/2013","33","Ozone","Hanford-Irwin","06-031-1004","AQS","33","6","12","11"
"01/28/2013","42","PM2.5","Hanford-Irwin","06-031-1004","AQS","30","38","42","26"
"01/29/2013","63","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","22","63","24"
"01/30/2013","84","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","30","84","28"
"01/31/2013","102","PM2.5","Corcoran-Patterson","06-031-0004","AQS",".","42","102","33"
"02/01/2013","107","PM2.5","Hanford-Irwin","06-031-1004","AQS","35","52","107","29"
"02/02/2013","142","PM2.5","Hanford-Irwin","06-031-1004","AQS","24","59","142","19"
"02/03/2013","127","PM2.5","Corcoran-Patterson","06-031-0004","AQS","31","44","127","17"
"02/04/2013","79","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","36","79","31"
"02/05/2013","101","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","41","101","18"
"02/06/2013","59","PM2.5","Corcoran-Patterson","06-031-0004","AQS","20","19","59","19"
"02/07/2013","61","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","19","61","16"
"02/08/2013","35","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","35","7","22","22"
"02/09/2013","43","PM2.5","Hanford-Irwin","06-031-1004","AQS","35","16","43","30"
"02/10/2013","56","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","15","56","25"
"02/11/2013","63","PM2.5","Hanford-Irwin","06-031-1004","AQS","35","19","63","30"
"02/12/2013","67","PM2.5","Hanford-Irwin","06-031-1004","AQS","37","26","67","34"
"02/13/2013","79","PM2.5","Hanford-Irwin","06-031-1004","AQS","35","34","79","42"
"02/14/2013","95","PM2.5","Hanford-Irwin","06-031-1004","AQS","41","44","95","37"
"02/15/2013","102","PM2.5","Hanford-Irwin","06-031-1004","AQS","40","53","102","43"
"02/16/2013","92","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","43","92","32"
"02/17/2013","73","PM2.5","Hanford-Irwin","06-031-1004","AQS","39","29","73","20"
"02/18/2013","58","PM2.5","Hanford-Irwin","06-031-1004","AQS","38","28","58","17"
