"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2013","58","PM2.5","Yuba City","06-101-0003","AQS","25",".","58","26"
"01/02/2013","68","PM2.5","Yuba City","06-101-0003","AQS","21",".","68","35"
"01/03/2013","65","PM2.5","Yuba City","06-101-0003","AQS","17",".","65","30"
"01/04/2013","75","PM2.5","Yuba City","06-101-0003","AQS","15","29","75","30"
"01/05/2013","87","PM2.5","Yuba City","06-101-0003","AQS","19",".","87","17"
"01/06/2013","59","PM2.5","Yuba City","06-101-0003","AQS","25",".","59","25"
"01/07/2013","54","PM2.5","Yuba City","06-101-0003","AQS","11",".","54","17"
"01/08/2013","78","PM2.5","Yuba City","06-101-0003","AQS","14",".","78","24"
"01/09/2013","76","PM2.5","Yuba City","06-101-0003","AQS","6",".","76","20"
"01/10/2013","33","PM2.5","Yuba City","06-101-0003","AQS","23","11","33","27"
"01/11/2013","35","PM2.5","Yuba City","06-101-0003","AQS","19",".","35","29"
"01/12/2013","55","PM2.5","Yuba City","06-101-0003","AQS","29",".","55","32"
"01/13/2013","34","PM2.5","Yuba City","06-101-0003","AQS","32",".","34","21"
"01/14/2013","32","PM2.5","Yuba City","06-101-0003","AQS","31",".","32","28"
"01/15/2013","88","PM2.5","Yuba City","06-101-0003","AQS","22",".","88","35"
"01/16/2013","110","PM2.5","Yuba City","06-101-0003","AQS","17",".","110","41"
"01/17/2013","103","PM2.5","Yuba City","06-101-0003","AQS","19",".","103","43"
"01/18/2013","62","PM2.5","Yuba City","06-101-0003","AQS","22",".","62","37"
"01/19/2013","66","PM2.5","Yuba City","06-101-0003","AQS","24",".","66","36"
"01/20/2013","60","PM2.5","Yuba City","06-101-0003","AQS","25",".","60","27"
"01/21/2013","68","PM2.5","Yuba City","06-101-0003","AQS","22",".","68","40"
"01/22/2013","84","PM2.5","Yuba City","06-101-0003","AQS","19",".","84","33"
"01/23/2013","81","PM2.5","Yuba City","06-101-0003","AQS",".",".","81","."
"01/24/2013","51","PM2.5","Yuba City","06-101-0003","AQS","7","14","51","."
"01/25/2013","41","PM2.5","Yuba City","06-101-0003","AQS","17",".","41","14"
"01/26/2013","32","PM2.5","Yuba City","06-101-0003","AQS","19",".","32","16"
"01/27/2013","27","NO2","Yuba City","06-101-0003","AQS","26",".",".","27"
"01/28/2013","31","NO2","Yuba City","06-101-0003","AQS","25","9","23","31"
"01/29/2013","24","Ozone","Yuba City","06-101-0003","AQS","24",".",".","17"
"01/30/2013","41","PM2.5","Yuba City","06-101-0003","AQS","19",".","41","28"
"01/31/2013","68","PM2.5","Yuba City","06-101-0003","AQS","23",".","68","38"
"02/01/2013","45","PM2.5","Yuba City","06-101-0003","AQS","19",".","45","29"
"02/02/2013","58","PM2.5","Yuba City","06-101-0003","AQS","21",".","58","30"
"02/03/2013","61","PM2.5","Yuba City","06-101-0003","AQS","23","16","61","26"
"02/04/2013","60","PM2.5","Yuba City","06-101-0003","AQS","24",".","60","28"
