"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2013","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","61","31"
"01/02/2013","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","55","36"
"01/03/2013","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","59","30"
"01/04/2013","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29","22","71","31"
"01/05/2013","85","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","85","22"
"01/06/2013","75","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","75","24"
"01/07/2013","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","20",".","67","23"
"01/08/2013","63","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","63","25"
"01/09/2013","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23",".","61","27"
"01/10/2013","32","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29","10","32","31"
"01/11/2013","41","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","41","32"
"01/12/2013","63","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","63","30"
"01/13/2013","36","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","36","19"
"01/14/2013","43","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","43","38"
"01/15/2013","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30",".","66","34"
"01/16/2013","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","20","71","42"
"01/17/2013","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","53","39"
"01/18/2013","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","51","37"
"01/19/2013","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","52","37"
"01/20/2013","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","49","32"
"01/21/2013","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","50","36"
"01/22/2013","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24","18","54","34"
"01/23/2013","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24",".","71","29"
"01/24/2013","79","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","17",".","79","23"
"01/25/2013","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","62","25"
"01/26/2013","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","54","11"
"01/27/2013","34","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","34","25"
"01/28/2013","31","Ozone","Colfax-City Hall","06-061-0004","AQS","31","7","23","31"
"01/29/2013","28","Ozone","Auburn-Atwood","06-061-0003","AQS","28",".","23","25"
"01/30/2013","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26",".","50","31"
"01/31/2013","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","59","39"
"02/01/2013","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","51","."
"02/02/2013","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","42","36"
"02/03/2013","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30","15","55","33"
"02/04/2013","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30",".","53","25"
"02/05/2013","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30",".","51","17"
"02/06/2013","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","54","23"
"02/07/2013","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","39","17"
"02/08/2013","36","Ozone","Colfax-City Hall","06-061-0004","AQS","36",".","20","27"
"02/09/2013","35","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34","9","35","24"
"02/10/2013","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","38","33"
"02/11/2013","41","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","41","26"
"02/12/2013","56","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39",".","56","40"
"02/13/2013","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","67","29"
"02/14/2013","65","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","65","24"
"02/15/2013","60","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","43","17","60","44"
"02/16/2013","37","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","30","37"
"02/17/2013","47","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","47","33"
"02/18/2013","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","40","20"
"02/19/2013","35","Ozone","Colfax-City Hall","06-061-0004","AQS","35",".","13","12"
"02/20/2013","35","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","28","35"
"02/21/2013","38","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","29","38"
"02/22/2013","34","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","34","11"
"02/23/2013","39","Ozone","Lincoln-1st Street","06-061-2002","AQS","39",".","24","15"
"02/24/2013","41","Ozone","Colfax-City Hall","06-061-0004","AQS","41",".","14","29"
"02/25/2013","44","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","41",".","40","44"
"02/26/2013","43","Ozone","Colfax-City Hall","06-061-0004","AQS","43",".","28","36"
"02/27/2013","44","Ozone","Colfax-City Hall","06-061-0004","AQS","44","9","24","42"
"02/28/2013","44","Ozone","Auburn-Atwood","06-061-0003","AQS","44",".","40","39"
"03/01/2013","37","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","37","26"
