"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"03/05/2015","52","PM2.5","Oakland West","06-001-0011","AQS","17","40","7","52","43"
"03/06/2015","58","PM2.5","Oakland West","06-001-0011","AQS","16","43","4","58","46"
"03/07/2015","54","PM2.5","Oakland","06-001-0009","AQS","15","42","7","54","35"
"03/08/2015","55","PM2.5","Oakland","06-001-0009","AQS","7","44","1","55","28"
"03/09/2015","54","PM2.5","Oakland","06-001-0009","AQS","6","31","0","54","27"
"03/10/2015","68","PM2.5","Oakland West","06-001-0011","AQS","8","26","3","68","35"
"03/11/2015","43","PM2.5","Oakland West","06-001-0011","AQS","6","38","9","43","31"
"03/12/2015","37","Ozone","Livermore","06-001-0007","AQS","9","37","6","31","35"
"03/13/2015","46","PM2.5","Oakland","06-001-0009","AQS","11","36","7","46","34"
"03/14/2015","54","PM2.5","Oakland","06-001-0009","AQS","8","44","6","54","40"
"03/15/2015","42","Ozone","Livermore","06-001-0007","AQS","8","42","0","33","33"
"03/16/2015","40","PM2.5","Oakland West","06-001-0011","AQS","8","37","3","40","36"
"03/17/2015","38","Ozone","Livermore","06-001-0007","AQS","6","38","11","28","35"
"03/18/2015","41","PM2.5","Oakland West","06-001-0011","AQS","6","34","14","41","28"
"03/19/2015","57","PM2.5","Oakland West","06-001-0011","AQS","9","40","1","57","37"
"03/20/2015","45","PM2.5","Oakland West","06-001-0011","AQS","8","43","1","45","37"
"03/21/2015","39","Ozone","Livermore","06-001-0007","AQS","6","39","0","31","19"
"03/22/2015","36","Ozone","Oakland West","06-001-0011","AQS","6","36","0","26","11"
"03/23/2015","41","Ozone","Livermore","06-001-0007","AQS","6","41","1","32","24"
"03/24/2015","36","Ozone","Livermore","06-001-0007","AQS","7","36","10","29","33"
"03/25/2015","30","PM2.5","Oakland","06-001-0009","AQS","7","23","11","30","27"
"03/26/2015","70","NO2","Laney College","06-001-0012","AQS","11","47","4","45","70"
"03/27/2015","31","Ozone","Livermore","06-001-0007","AQS","8","31","1","29","31"
"03/28/2015","44","Ozone","Livermore","06-001-0007","AQS","7","44","1","43","22"
"03/29/2015","54","PM2.5","Laney College","06-001-0012","AQS","7","44","1","54","26"
"03/30/2015","51","PM2.5","Laney College","06-001-0012","AQS","8","34","4","51","30"
"03/31/2015","41","Ozone","Livermore","06-001-0007","AQS","6","41","10","33","35"
"04/01/2015","43","Ozone","Patterson Pass","06-001-2005","AQS","6","43","14","29","26"
"04/02/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","7","44","1","33","32"
"04/03/2015","55","PM2.5","Oakland","06-001-0009","AQS","11","47","1","55","36"
"04/04/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","7","46","1","40","25"
"04/05/2015","44","Ozone","Livermore","06-001-0007","AQS","6","44","0","19","19"
"04/06/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","8","44","1","22","30"
"04/07/2015","44","Ozone","Livermore","06-001-0007","AQS","5","44","3","15","31"
"04/08/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","7","22","35"
"04/09/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","9","46","4","28","37"
"04/10/2015","51","Ozone","Patterson Pass","06-001-2005","AQS","7","51","1","28","36"
"04/11/2015","45","Ozone","Patterson Pass","06-001-2005","AQS","6","45","1","31","27"
"04/12/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","7","46","1","35","24"
"04/13/2015","44","Ozone","Oakland West","06-001-0011","AQS","6","44","1","35","25"
"04/14/2015","47","Ozone","Patterson Pass","06-001-2005","AQS","5","47","1","31","25"
"04/15/2015","47","Ozone","Patterson Pass","06-001-2005","AQS","6","47","13","30","34"
"04/16/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","7","61","1","33","37"
"04/17/2015","87","Ozone","Patterson Pass","06-001-2005","AQS","7","87","1","61","40"
"04/18/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","6","64","0","58","27"
"04/19/2015","50","PM2.5","Livermore","06-001-0007","AQS","7","49","0","50","12"
"04/20/2015","46","PM2.5","Oakland West","06-001-0011","AQS","6","42","0","46","33"
"04/21/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","5","37","0","35","22"
"04/22/2015","56","PM2.5","Oakland West","06-001-0011","AQS","6","40","6","56","25"
"04/23/2015","60","PM2.5","Oakland West","06-001-0011","AQS","6","40","0","60","25"
"04/24/2015","47","Ozone","Patterson Pass","06-001-2005","AQS","5","47","0","35","34"
"04/25/2015","40","Ozone","Patterson Pass","06-001-2005","AQS","6","40","0","23","16"
"04/26/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","7","46","1","30","23"
"04/27/2015","43","Ozone","Patterson Pass","06-001-2005","AQS","7","43","3","37","32"
"04/28/2015","35","PM2.5","Laney College","06-001-0012","AQS","6","34","7","35","21"
"04/29/2015","56","PM2.5","Oakland West","06-001-0011","AQS","7","51","3","56","36"
"04/30/2015","74","Ozone","Hayward","06-001-2001","AQS","8","74","3","54","42"
"05/01/2015","97","Ozone","Patterson Pass","06-001-2005","AQS","7","97","1","56","33"
"05/02/2015","71","Ozone","Patterson Pass","06-001-2005","AQS","6","71","0","54","25"
"05/03/2015","48","Ozone","Patterson Pass","06-001-2005","AQS","7","48","0","39","16"
"05/04/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","5","44","0","37","25"
"05/05/2015","49","PM2.5","Laney College","06-001-0012","AQS","5","44",".","49","21"
"05/06/2015","54","PM2.5","Oakland","06-001-0009","AQS","6","44",".","54","24"
"05/07/2015","52","PM2.5","Laney College","06-001-0012","AQS","6","41","1","52","29"
"05/08/2015","58","PM2.5","Laney College","06-001-0012","AQS","6","47","1","58","25"
"05/09/2015","45","PM2.5","Livermore","06-001-0007","AQS","5","43","0","45","12"
"05/10/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","0","41","10"
"05/11/2015","45","PM2.5","Laney College","06-001-0012","AQS","5","40","1","45","25"
"05/12/2015","44","PM2.5","Laney College","06-001-0012","AQS","6","44","4","44","40"
"05/13/2015","44","Ozone","Livermore","06-001-0007","AQS","5","44","0","32","24"
"05/14/2015","45","Ozone","Patterson Pass","06-001-2005","AQS","6","45","1","26","26"
"05/15/2015","42","Ozone","Patterson Pass","06-001-2005","AQS","6","42","0","31","27"
"05/16/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","6","37","0","27","12"
"05/17/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","6","39","0","21","13"
"05/18/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","6","37","0","33","25"
"05/19/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","7","36","1","27","23"
"05/20/2015","35","Ozone","Livermore","06-001-0007","AQS","5","35",".","25","19"
"05/21/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","6","39","0","20","28"
"05/22/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","5","39","0","25","26"
"05/23/2015","40","PM2.5","Laney College","06-001-0012","AQS","5","40","0","40","12"
"05/24/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","5","39","0","36","8"
"05/25/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","5","36","0","21","9"
"05/26/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","6","36","4","18","29"
"05/27/2015","35","Ozone","Patterson Pass","06-001-2005","AQS","5","35","0","27","23"
"05/28/2015","41","Ozone","Patterson Pass","06-001-2005","AQS","5","41","0","23","21"
"05/29/2015","42","Ozone","Patterson Pass","06-001-2005","AQS","6","42","0","25","21"
"05/30/2015","51","Ozone","Patterson Pass","06-001-2005","AQS","6","51","0","29","14"
"05/31/2015","41","Ozone","Patterson Pass","06-001-2005","AQS","6","41","0","36","9"
"06/01/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","6","36","0","23","22"
"06/02/2015","32","Ozone","Patterson Pass","06-001-2005","AQS","6","32","0","25","25"
"06/03/2015","38","PM2.5","Oakland","06-001-0009","AQS","6","34","0","38","20"
"06/04/2015","48","PM2.5","Oakland","06-001-0009","AQS","5","44","0","48","19"
"06/05/2015","51","PM2.5","Laney College","06-001-0012","AQS","5","44","0","51","19"
"06/06/2015","43","Ozone","Patterson Pass","06-001-2005","AQS","5","43","0","36","14"
"06/07/2015","87","Ozone","Patterson Pass","06-001-2005","AQS","7","87","0","31","23"
"06/08/2015","108","Ozone","Livermore","06-001-0007","AQS","6","108","1","31","30"
"06/09/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","6","46","4","27","27"
"06/10/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","7","44","9","35","39"
"06/11/2015","80","Ozone","Patterson Pass","06-001-2005","AQS","6","80","4","52","29"
"06/12/2015","126","Ozone","Patterson Pass","06-001-2005","AQS","6","126","1","54","26"
"06/13/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","5","61","0","60","21"
"06/14/2015","64","PM2.5","Oakland West","06-001-0011","AQS","6","44","0","64","11"
"06/15/2015","58","PM2.5","Oakland West","06-001-0011","AQS","5","43","0","58","24"
"06/16/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","6","64","0","58","25"
"06/17/2015","80","Ozone","Patterson Pass","06-001-2005","AQS","6","80","7","61","25"
"06/18/2015","51","PM2.5","Oakland West","06-001-0011","AQS","5","44","0","51","21"
"06/19/2015","45","Ozone","Patterson Pass","06-001-2005","AQS","6","45","0","43","23"
"06/20/2015","58","Ozone","Patterson Pass","06-001-2005","AQS","6","58","0","40","19"
"06/21/2015","49","Ozone","Patterson Pass","06-001-2005","AQS","6","49","0","40","10"
"06/22/2015","45","Ozone","Patterson Pass","06-001-2005","AQS","6","45","0","35","22"
"06/23/2015","52","PM2.5","Oakland West","06-001-0011","AQS","6","47","6","52","22"
"06/24/2015","50","Ozone","Patterson Pass","06-001-2005","AQS","6","50","1","49","24"
"06/25/2015","80","Ozone","Livermore","06-001-0007","AQS","7","80","1","53","23"
"06/26/2015","115","Ozone","Patterson Pass","06-001-2005","AQS","6","115","0","49","21"
"06/27/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","0","35","22"
"06/28/2015","34","Ozone","Patterson Pass","06-001-2005","AQS","7","34","0","18","10"
"06/29/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","6","64","0","21","22"
"06/30/2015","126","Ozone","Patterson Pass","06-001-2005","AQS","7","126","1","39","35"
"07/01/2015","100","Ozone","Patterson Pass","06-001-2005","AQS","6","100","4","40","26"
"07/02/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","6","61","0","32","21"
"07/03/2015","47","Ozone","Patterson Pass","06-001-2005","AQS","5","47","0","28","16"
"07/04/2015","52","PM2.5","Oakland","06-001-0009","AQS","5","44","0","52","13"
"07/05/2015","32","Ozone","Patterson Pass","06-001-2005","AQS","5","32","0","24","10"
"07/06/2015","34","Ozone","Patterson Pass","06-001-2005","AQS","5","34","0","23","16"
"07/07/2015","29","Ozone","Patterson Pass","06-001-2005","AQS","5","29","0","25","19"
"07/08/2015","27","Ozone","Patterson Pass","06-001-2005","AQS","5","27","1","22","18"
"07/09/2015","26","PM2.5","Laney College","06-001-0012","AQS","6","26","0","26","21"
"07/10/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","6","31","0","29","28"
"07/11/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","5","31","0","17","14"
"07/12/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","6","31","0","18","12"
"07/13/2015","27","Ozone","Patterson Pass","06-001-2005","AQS","5","27","0","23","17"
"07/14/2015","29","Ozone","Patterson Pass","06-001-2005","AQS","5","29","0","23","18"
"07/15/2015","54","Ozone","Patterson Pass","06-001-2005","AQS","6","54","3","38","18"
"07/16/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","5","61","0","35","17"
"07/17/2015","71","Ozone","Patterson Pass","06-001-2005","AQS","5","71","0","36","18"
"07/18/2015","49","Ozone","Patterson Pass","06-001-2005","AQS","5","49","0","28","16"
"07/19/2015","42","Ozone","Patterson Pass","06-001-2005","AQS","6","42","1","26","25"
"07/20/2015","36","PM2.5","Oakland West","06-001-0011","AQS","7","29","1","36","25"
"07/21/2015","33","Ozone","Patterson Pass","06-001-2005","AQS","5","33","0","26","17"
"07/22/2015","42","PM2.5","Oakland West","06-001-0011","AQS","5","34","0","42","14"
"07/23/2015","38","PM2.5","Livermore","06-001-0007","AQS","5","32","0","38","15"
"07/24/2015","40","Ozone","Patterson Pass","06-001-2005","AQS","5","40","0","27","19"
"07/25/2015","24","Ozone","Patterson Pass","06-001-2005","AQS","5","24","0","20","10"
"07/26/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","5","31","1","30","8"
"07/27/2015","50","PM2.5","Oakland West","06-001-0011","AQS","6","46","1","50","25"
"07/28/2015","71","Ozone","Livermore","06-001-0007","AQS","8","71","3","60","35"
"07/29/2015","93","Ozone","Patterson Pass","06-001-2005","AQS","6","93","4","32","26"
"07/30/2015","84","Ozone","Patterson Pass","06-001-2005","AQS","5","84","0","39","21"
"07/31/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","5","37","0","30","18"
"08/01/2015","42","Ozone","Patterson Pass","06-001-2005","AQS","5","42","0","37","11"
"08/02/2015","38","PM2.5","Oakland West","06-001-0011","AQS","5","32","0","38","10"
"08/03/2015","33","Ozone","Patterson Pass","06-001-2005","AQS","5","33","0","27","20"
"08/04/2015","29","Ozone","Patterson Pass","06-001-2005","AQS","5","29","0","21","23"
"08/05/2015","51","Ozone","Patterson Pass","06-001-2005","AQS","7","51","11","37","21"
"08/06/2015","53","PM2.5","Oakland","06-001-0009","AQS","7","44","0","53","24"
"08/07/2015","52","PM2.5","Oakland","06-001-0009","AQS","6","42","0","52","23"
"08/08/2015","36","PM2.5","Livermore","06-001-0007","AQS","5","32","0","36","9"
"08/09/2015","29","Ozone","Patterson Pass","06-001-2005","AQS","5","29","0","19","8"
"08/10/2015","23","Ozone","Patterson Pass","06-001-2005","AQS","5","23","0","12","16"
"08/11/2015","30","Ozone","Patterson Pass","06-001-2005","AQS","5","30","0","14","17"
"08/12/2015","32","Ozone","Patterson Pass","06-001-2005","AQS","8","32","0","16","20"
"08/13/2015","33","Ozone","Patterson Pass","06-001-2005","AQS","5","33","1","13","21"
"08/14/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","6","37","0","22","23"
"08/15/2015","80","PM2.5","Livermore","06-001-0007","AQS","7","80","1","80","33"
"08/16/2015","140","Ozone","Hayward","06-001-2001","AQS","10","140","4","124","32"
"08/17/2015","140","Ozone","Patterson Pass","06-001-2005","AQS","7","140","0","81","35"
"08/18/2015","87","Ozone","Patterson Pass","06-001-2005","AQS","7","87","0","76","27"
"08/19/2015","60","PM2.5","Livermore","06-001-0007","AQS","6","48","3","60","25"
"08/20/2015","55","PM2.5","Livermore","06-001-0007","AQS","6","48","0","55","24"
"08/21/2015","49","PM2.5","Livermore","06-001-0007","AQS","5","37","0","49","19"
"08/22/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","1","43","11"
"08/23/2015","44","PM2.5","Laney College","06-001-0012","AQS","6","41","0","44","13"
"08/24/2015","60","PM2.5","Laney College","06-001-0012","AQS","7","50","0","60","26"
"08/25/2015","64","PM2.5","Laney College","06-001-0012","AQS","7","48","1","64","34"
"08/26/2015","60","PM2.5","Livermore","06-001-0007","AQS","6","54","6","60","31"
"08/27/2015","42","PM2.5","Oakland West","06-001-0011","AQS","7","36","7","42","29"
"08/28/2015","34","Ozone","Patterson Pass","06-001-2005","AQS","8","34","1","31","31"
"08/29/2015","27","Ozone","Patterson Pass","06-001-2005","AQS","5","27","0","13","11"
"08/30/2015","36","Ozone","Livermore","06-001-0007","AQS","6","36","0","24","18"
"08/31/2015","46","PM2.5","Oakland West","06-001-0011","AQS","6","43","1","46","25"
"09/01/2015","43","PM2.5","Oakland West","06-001-0011","AQS",".","42","1","43","10"
"09/02/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","5","31","0","28","16"
"09/03/2015","37","PM2.5","Laney College","06-001-0012","AQS","5","37","0","37","18"
"09/04/2015","38","PM2.5","Laney College","06-001-0012","AQS","5","31","0","38","18"
"09/05/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","6","37","1","27","26"
"09/06/2015","49","PM2.5","Oakland West","06-001-0011","AQS","8","46","1","49","23"
"09/07/2015","80","Ozone","Livermore","06-001-0007","AQS","9","80","3","38","36"
"09/08/2015","108","Ozone","Livermore","06-001-0007","AQS","10","108","4","53","56"
"09/09/2015","112","Ozone","Livermore","06-001-0007","AQS","9","112","10","45","42"
"09/10/2015","67","Ozone","Patterson Pass","06-001-2005","AQS","7","67","3","35","45"
"09/11/2015","90","Ozone","Livermore","06-001-0007","AQS","7","90","1","36","33"
"09/12/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","6","39","0","36","22"
"09/13/2015","52","PM2.5","Livermore","06-001-0007","AQS","7","47","0","52","16"
"09/14/2015","29","PM2.5","Oakland West","06-001-0011","AQS","6","29","3","29","21"
"09/15/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","5","36","3","29","22"
"09/16/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","6","36","1","18","25"
"09/17/2015","40","Ozone","Patterson Pass","06-001-2005","AQS","6","40","0","30","24"
"09/18/2015","45","Ozone","Patterson Pass","06-001-2005","AQS","9","45","3","38","27"
"09/19/2015","87","Ozone","Livermore","06-001-0007","AQS","8","87","3","46","34"
"09/20/2015","147","Ozone","Hayward","06-001-2001","AQS","13","147","4","50","32"
"09/21/2015","80","Ozone","Patterson Pass","06-001-2005","AQS","8","80","3","58","52"
"09/22/2015","53","PM2.5","Laney College","06-001-0012","AQS","5","39","0","53","19"
"09/23/2015","51","PM2.5","Laney College","06-001-0012","AQS","6","48","3","51","30"
"09/24/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","8","61","4","40","40"
"09/25/2015","41","PM2.5","Laney College","06-001-0012","AQS","8","37","3","41","32"
"09/26/2015","33","PM2.5","Laney College","06-001-0012","AQS","7","31","1","33","16"
"09/27/2015","56","PM2.5","Laney College","06-001-0012","AQS","9","40","0","56","20"
"09/28/2015","45","PM2.5","Livermore","06-001-0007","AQS","6","40","0","45","26"
"09/29/2015","44","PM2.5","Laney College","06-001-0012","AQS","6","35","0","44","26"
"09/30/2015","47","PM2.5","Oakland West","06-001-0011","AQS","7","29","6","47","35"
"10/01/2015","33","PM2.5","Laney College","06-001-0012","AQS","9","29","6","33","30"
"10/02/2015","44","PM2.5","Laney College","06-001-0012","AQS","9","41","1","44","25"
"10/03/2015","57","PM2.5","Laney College","06-001-0012","AQS","6","38","0","57","21"
"10/04/2015","52","PM2.5","Laney College","06-001-0012","AQS","6","43","0","52","17"
"10/05/2015","47","PM2.5","Oakland West","06-001-0011","AQS","8","44","0","47","29"
"10/06/2015","42","Ozone","Livermore","06-001-0007","AQS","7","42","0","40","31"
"10/07/2015","55","PM2.5","Oakland West","06-001-0011","AQS","7","47","9","55","29"
"10/08/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","11","64","4","53","42"
"10/09/2015","54","Ozone","Patterson Pass","06-001-2005","AQS","7","54","6","40","34"
"10/10/2015","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","0","25","21"
"10/11/2015","42","Ozone","Patterson Pass","06-001-2005","AQS","7","42","0","30","25"
"10/12/2015","61","Ozone","Patterson Pass","06-001-2005","AQS","10","61","3","55","35"
"10/13/2015","71","Ozone","Livermore","06-001-0007","AQS","10","71","4","56","56"
"10/14/2015","49","Ozone","Livermore","06-001-0007","AQS","8","49","14","46","45"
"10/15/2015","41","Ozone","Patterson Pass","06-001-2005","AQS","16","41","3","36","34"
"10/16/2015","38","Ozone","Patterson Pass","06-001-2005","AQS","6","38","1","34","30"
"10/17/2015","41","Ozone","Hayward","06-001-2001","AQS","5","41","0","19","15"
"10/18/2015","40","Ozone","Patterson Pass","06-001-2005","AQS","7","40","0","18","25"
"10/19/2015","34","Ozone","Patterson Pass","06-001-2005","AQS","7","34","0","18","25"
"10/20/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","19","36","4","32","27"
"10/21/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","7","39","11","38","33"
"10/22/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","8","64","3","52","31"
"10/23/2015","52","PM2.5","Oakland West","06-001-0011","AQS","9","42","1","52","33"
"10/24/2015","64","Ozone","Patterson Pass","06-001-2005","AQS","9","64","1","52","27"
"10/25/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","9","37","0","34","26"
"10/26/2015","46","Ozone","Patterson Pass","06-001-2005","AQS","7","46","1","32","30"
"10/27/2015","37","NO2","Oakland West","06-001-0011","AQS","8","36","4","31","37"
"10/28/2015","34","Ozone","Patterson Pass","06-001-2005","AQS","7","34","1","23","31"
"10/29/2015","40","Ozone","Patterson Pass","06-001-2005","AQS","7","40","1","28","27"
"10/30/2015","49","PM2.5","Laney College","06-001-0012","AQS","19","40","4","49","37"
"10/31/2015","32","PM2.5","Oakland West","06-001-0011","AQS","14","28","4","32","25"
"11/01/2015","33","Ozone","Patterson Pass","06-001-2005","AQS","7","33","0","15","19"
"11/02/2015","38","Ozone","Patterson Pass","06-001-2005","AQS","6","38","0","18","29"
"11/03/2015","30","Ozone","Livermore","06-001-0007","AQS","6","30","1","21","25"
"11/04/2015","38","NO2","Laney College","06-001-0012","AQS","10","35","4","32","38"
"11/05/2015","45","PM2.5","Oakland West","06-001-0011","AQS","13","34","7","45","34"
"11/06/2015","47","PM2.5","Laney College","06-001-0012","AQS","16","34","13","47","38"
"11/07/2015","54","PM2.5","Livermore","06-001-0007","AQS","15","34","3","54","33"
"11/08/2015","35","PM2.5","Livermore","06-001-0007","AQS","10","33","0","35","31"
"11/09/2015","39","Ozone","Patterson Pass","06-001-2005","AQS","7","39","0","15","28"
"11/10/2015","35","Ozone","Hayward","06-001-2001","AQS","13","35","1","24","34"
"11/11/2015","56","PM2.5","Oakland West","06-001-0011","AQS","17","33","4","56","34"
