"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/03/2015","138","PM2.5","Portola","06-063-1010","AQS","138"
"01/06/2015","151","PM2.5","Portola","06-063-1010","AQS","151"
"01/09/2015","84","PM2.5","Quincy-N Church Street","06-063-1006","AQS","84"
"01/12/2015","131","PM2.5","Portola","06-063-1010","AQS","131"
"01/15/2015","143","PM2.5","Portola","06-063-1010","AQS","143"
"01/18/2015","69","PM2.5","Portola","06-063-1010","AQS","69"
"01/24/2015","65","PM2.5","Quincy-N Church Street","06-063-1006","AQS","65"
"01/27/2015","128","PM2.5","Portola","06-063-1010","AQS","128"
"01/30/2015","80","PM2.5","Portola","06-063-1010","AQS","80"
"01/31/2015","67","PM2.5","Quincy-N Church Street","06-063-1006","AQS","67"
"02/02/2015","132","PM2.5","Portola","06-063-1010","AQS","132"
"02/03/2015","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"02/05/2015","54","PM2.5","Portola","06-063-1010","AQS","54"
"02/08/2015","84","PM2.5","Portola","06-063-1010","AQS","84"
"02/11/2015","84","PM2.5","Portola","06-063-1010","AQS","84"
"02/13/2015","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"02/14/2015","94","PM2.5","Portola","06-063-1010","AQS","94"
"02/15/2015","51","PM2.5","Quincy-N Church Street","06-063-1006","AQS","51"
"02/17/2015","77","PM2.5","Portola","06-063-1010","AQS","77"
"02/20/2015","93","PM2.5","Portola","06-063-1010","AQS","93"
"02/23/2015","59","PM2.5","Portola","06-063-1010","AQS","59"
"02/26/2015","107","PM2.5","Portola","06-063-1010","AQS","107"
"03/01/2015","87","PM2.5","Portola","06-063-1010","AQS","87"
"03/04/2015","50","PM2.5","Quincy-N Church Street","06-063-1006","AQS","50"
"03/07/2015","99","PM2.5","Portola","06-063-1010","AQS","99"
"03/10/2015","89","PM2.5","Portola","06-063-1010","AQS","89"
"03/11/2015","65","PM2.5","Portola","06-063-1010","AQS","65"
"03/12/2015","58","PM2.5","Portola","06-063-1010","AQS","58"
"03/13/2015","52","PM2.5","Portola","06-063-1010","AQS","52"
"03/14/2015","47","PM2.5","Portola","06-063-1010","AQS","47"
"03/16/2015","55","PM2.5","Portola","06-063-1010","AQS","55"
"03/19/2015","55","PM2.5","Portola","06-063-1010","AQS","55"
"03/25/2015","60","PM2.5","Portola","06-063-1010","AQS","60"
"03/28/2015","48","PM2.5","Portola","06-063-1010","AQS","48"
"03/31/2015","38","PM2.5","Portola","06-063-1010","AQS","38"
"04/02/2015","57","PM2.5","Portola","06-063-1010","AQS","57"
"04/03/2015","60","PM2.5","Portola","06-063-1010","AQS","60"
"04/06/2015","56","PM2.5","Portola","06-063-1010","AQS","56"
"04/09/2015","59","PM2.5","Portola","06-063-1010","AQS","59"
"04/12/2015","58","PM2.5","Portola","06-063-1010","AQS","58"
"04/15/2015","28","PM2.5","Portola","06-063-1010","AQS","28"
"04/18/2015","39","PM2.5","Portola","06-063-1010","AQS","39"
"04/21/2015","62","PM2.5","Portola","06-063-1010","AQS","62"
"04/24/2015","18","PM2.5","Portola","06-063-1010","AQS","18"
"04/27/2015","19","PM2.5","Portola","06-063-1010","AQS","19"
"04/30/2015","35","PM2.5","Portola","06-063-1010","AQS","35"
"05/03/2015","24","PM2.5","Portola","06-063-1010","AQS","24"
"05/06/2015","46","PM2.5","Portola","06-063-1010","AQS","46"
"05/09/2015","33","PM2.5","Portola","06-063-1010","AQS","33"
"05/12/2015","56","PM2.5","Portola","06-063-1010","AQS","56"
"05/15/2015","35","PM2.5","Portola","06-063-1010","AQS","35"
"05/18/2015","39","PM2.5","Portola","06-063-1010","AQS","39"
"05/21/2015","44","PM2.5","Portola","06-063-1010","AQS","44"
"05/27/2015","19","PM2.5","Portola","06-063-1010","AQS","19"
"05/30/2015","20","PM2.5","Portola","06-063-1010","AQS","20"
"06/02/2015","22","PM2.5","Portola","06-063-1010","AQS","22"
"06/05/2015","18","PM2.5","Portola","06-063-1010","AQS","18"
"06/08/2015","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/11/2015","25","PM2.5","Portola","06-063-1010","AQS","25"
"06/14/2015","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"06/17/2015","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/20/2015","18","PM2.5","Portola","06-063-1010","AQS","18"
"06/23/2015","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"06/26/2015","28","PM2.5","Portola","06-063-1010","AQS","28"
"06/29/2015","24","PM2.5","Portola","06-063-1010","AQS","24"
"07/02/2015","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"07/05/2015","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"07/08/2015","13","PM2.5","Portola","06-063-1010","AQS","13"
"07/11/2015","20","PM2.5","Portola","06-063-1010","AQS","20"
"07/14/2015","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"07/17/2015","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"07/20/2015","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"07/23/2015","14","PM2.5","Portola","06-063-1010","AQS","14"
"07/26/2015","43","PM2.5","Portola","06-063-1010","AQS","43"
"07/29/2015","19","PM2.5","Portola","06-063-1010","AQS","19"
"08/01/2015","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"08/04/2015","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"08/07/2015","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"08/10/2015","36","PM2.5","Quincy-N Church Street","06-063-1006","AQS","36"
"08/13/2015","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"08/16/2015","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"08/19/2015","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"08/22/2015","54","PM2.5","Portola","06-063-1010","AQS","54"
"08/25/2015","15","PM2.5","Portola","06-063-1010","AQS","15"
"08/28/2015","15","PM2.5","Portola","06-063-1010","AQS","15"
"08/31/2015","18","PM2.5","Portola","06-063-1010","AQS","18"
"09/03/2015","15","PM2.5","Portola","06-063-1010","AQS","15"
"09/06/2015","18","PM2.5","Portola","06-063-1010","AQS","18"
"09/09/2015","36","PM2.5","Portola","06-063-1010","AQS","36"
"09/12/2015","54","PM2.5","Portola","06-063-1010","AQS","54"
"09/15/2015","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
