"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2015","62","PM2.5","Willows-Colusa Street","06-021-0003","AQS","26","16","62"
"01/02/2015","74","PM2.5","Willows-Colusa Street","06-021-0003","AQS","26","23","74"
"01/03/2015","79","PM2.5","Willows-Colusa Street","06-021-0003","AQS","30","23","79"
"01/04/2015","60","PM2.5","Willows-Colusa Street","06-021-0003","AQS","22","13","60"
"01/05/2015","46","PM2.5","Willows-Colusa Street","06-021-0003","AQS","19",".","46"
"01/06/2015","63","PM2.5","Willows-Colusa Street","06-021-0003","AQS","20",".","63"
"01/07/2015","38","PM2.5","Willows-Colusa Street","06-021-0003","AQS","19","12","38"
"01/08/2015","50","PM2.5","Willows-Colusa Street","06-021-0003","AQS","16","10","50"
"01/09/2015","54","PM2.5","Willows-Colusa Street","06-021-0003","AQS","11","16","54"
"01/10/2015","60","PM2.5","Willows-Colusa Street","06-021-0003","AQS","10","18","60"
"01/11/2015","54","PM2.5","Willows-Colusa Street","06-021-0003","AQS","17","14","54"
"01/12/2015","28","PM2.5","Willows-Colusa Street","06-021-0003","AQS","27","6","28"
"01/13/2015","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29","5","10"
"01/14/2015","60","PM2.5","Willows-Colusa Street","06-021-0003","AQS","24","18","60"
"01/15/2015","52","PM2.5","Willows-Colusa Street","06-021-0003","AQS","15","13","52"
"01/16/2015","64","PM2.5","Willows-Colusa Street","06-021-0003","AQS","19","16","64"
"01/17/2015","50","PM2.5","Willows-Colusa Street","06-021-0003","AQS","20","8","50"
"01/18/2015","61","PM2.5","Willows-Colusa Street","06-021-0003","AQS","11","13","61"
"01/19/2015","46","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21","7","46"
"01/20/2015","36","PM2.5","Willows-Colusa Street","06-021-0003","AQS","18","7","36"
"01/21/2015","44","PM2.5","Willows-Colusa Street","06-021-0003","AQS","24","10","44"
"01/22/2015","69","PM2.5","Willows-Colusa Street","06-021-0003","AQS","17","20","69"
"01/23/2015","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29","7","19"
"01/24/2015","28","PM2.5","Willows-Colusa Street","06-021-0003","AQS",".","10","28"
"01/25/2015","58","PM2.5","Willows-Colusa Street","06-021-0003","AQS","11","15","58"
"01/26/2015","56","PM2.5","Willows-Colusa Street","06-021-0003","AQS","26","14","56"
"01/27/2015","77","PM2.5","Willows-Colusa Street","06-021-0003","AQS","10","27","77"
"01/28/2015","48","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","15","48"
"01/29/2015","24","PM2.5","Willows-Colusa Street","06-021-0003","AQS",".","11","24"
"01/30/2015","9","PM10","Willows-Colusa Street","06-021-0003","AQS",".","9","8"
"01/31/2015","3","PM2.5","Willows-Colusa Street","06-021-0003","AQS",".","3","3"
"02/01/2015","91","PM2.5","Willows-Colusa Street","06-021-0003","AQS","36","32","91"
"02/02/2015","55","PM2.5","Willows-Colusa Street","06-021-0003","AQS","26","14","55"
"02/03/2015","33","PM2.5","Willows-Colusa Street","06-021-0003","AQS","23","9","33"
