"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2015","90","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","24","0","22","90","10"
"01/02/2015","62","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","23","0","24","62","19"
"01/03/2015","58","PM2.5","Jacobs","06-023-1004","AQS","8","22","0","21","58","11"
"01/04/2015","62","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","20","0","19","62","0"
"01/05/2015","65","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","21","0","18","65","13"
"01/06/2015","52","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","24","0","19","52","19"
"01/07/2015","44","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","26","0","20","44","24"
"01/08/2015","45","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","9","24","0","31","45","19"
"01/09/2015","58","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","9","16","0","28","58","11"
"01/10/2015","70","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","31","0","19","70","8"
"01/11/2015","73","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","25","0","16","73","2"
"01/12/2015","78","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","25","0","7","78","8"
"01/13/2015","47","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","24","0","14","47","10"
"01/14/2015","42","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","24","0","19","42","19"
"01/15/2015","67","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","32","0","7","67","5"
"01/16/2015","25","Ozone","Jacobs","06-023-1004","AQS","7","25","0","15","18","12"
"01/17/2015","22","Ozone","Jacobs","06-023-1004","AQS","7","22","0","3","10","5"
"01/18/2015","40","PM2.5","Jacobs","06-023-1004","AQS","7","33","0","24","40","11"
"01/19/2015","38","PM2.5","Humboldt Hill","06-023-1005","AQS","8","26","0","22","38","8"
"01/20/2015","43","PM2.5","Humboldt Hill","06-023-1005","AQS","8","18","0","21","43","11"
"01/21/2015","45","PM2.5","Jacobs","06-023-1004","AQS","7","16","0","18","45","9"
"01/22/2015","60","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","14","0","22","60","13"
"01/23/2015","51","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","13","0","24","51","6"
"01/24/2015","54","PM2.5","Jacobs","06-023-1004","AQS","7","18","0","27","54","5"
"01/25/2015","45","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","7","24","0","29","45","15"
"01/26/2015","42","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","20","0","27","42","15"
"01/27/2015","53","PM2.5","Jacobs","06-023-1004","AQS","8","24","0","21","53","13"
"01/28/2015","48","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","20","0","20","48","9"
"01/29/2015","54","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","8","15","0","20","54","6"
"01/30/2015","51","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","2","14","0","19","51","9"
"01/31/2015","45","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","17","0","24","45","9"
"02/01/2015","49","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","18","0","18","49","8"
"02/02/2015","42","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","17","0","11","42","8"
"02/03/2015","43","PM2.5","Humboldt Hill","06-023-1005","AQS","2","18","0","14","43","5"
"02/04/2015","36","PM2.5","Humboldt Hill","06-023-1005","AQS","2","27","0","12","36","7"
"02/05/2015","27","Ozone","Jacobs","06-023-1004","AQS","2","27","0","3","23","0"
"02/06/2015","35","Ozone","Jacobs","06-023-1004","AQS","2","35","0","2","13","0"
"02/07/2015","35","Ozone","Jacobs","06-023-1004","AQS","2","35","0","14","25","0"
"02/08/2015","36","Ozone","Jacobs","06-023-1004","AQS","2","36","0","6","18","0"
"02/09/2015","35","Ozone","Jacobs","06-023-1004","AQS","3","35","0","22","26","7"
"02/10/2015","27","PM2.5","Humboldt Hill","06-023-1005","AQS","3","25","0","17","27","8"
"02/11/2015","41","PM2.5","Jacobs","06-023-1004","AQS","6","19","0",".","41","13"
"02/12/2015","56","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","17","0",".","56","12"
"02/13/2015","41","PM2.5","Humboldt Hill","06-023-1005","AQS","5","14","0",".","41","5"
"02/14/2015","32","PM2.5","Humboldt Hill","06-023-1005","AQS","3","15","0","16","32","5"
"02/15/2015","29","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","27","0","19","29","11"
"02/16/2015","33","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","27","0","8","33","13"
"02/17/2015","41","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","28","0","9","41","3"
"02/18/2015","33","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","25","0","11","33","5"
"02/19/2015","26","PM2.5","Humboldt Hill","06-023-1005","AQS","3","18","0","15","26","8"
"02/20/2015","34","PM2.5","Humboldt Hill","06-023-1005","AQS","3","29","0","21","34","7"
"02/21/2015","39","PM2.5","Humboldt Hill","06-023-1005","AQS","3","30","0","24","39","12"
"02/22/2015","57","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","33","0","19","57","7"
"02/23/2015","52","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","33","0","18","52","15"
"02/24/2015","54","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","31","0","22","54","21"
"02/25/2015","59","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","32","0","21","59","11"
"02/26/2015","53","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","31","0","16","53","7"
"02/27/2015","26","Ozone","Humboldt Hill","06-023-1005","AQS","3","26","0","9","13","8"
"02/28/2015","23","Ozone","Humboldt Hill","06-023-1005","AQS","5","23","0","18","21","8"
"03/01/2015","36","PM2.5","Humboldt Hill","06-023-1005","AQS","5","36","0","25","36","5"
"03/02/2015","50","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","3","34","0","28","50","5"
"03/03/2015","35","PM2.5","Humboldt Hill","06-023-1005","AQS","5","31","0","20","35","6"
"03/04/2015","48","PM2.5","Jacobs","06-023-1004","AQS","6","24","0","22","48","15"
"03/05/2015","44","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","6","23","0","18","44","12"
"03/06/2015","38","PM2.5","Hoopa Valley Reservation","06-023-0006","AQS","5","29","0","17","38","12"
