"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2015","98","PM2.5","Bakersfield-California","06-029-0014","AQS","9","32","10","98","28"
"01/02/2015","85","PM2.5","Bakersfield-California","06-029-0014","AQS","10","32","11","85","33"
"01/03/2015","99","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","8","31","11","99","34"
"01/04/2015","124","PM2.5","Bakersfield-California","06-029-0014","AQS","10","32","7","124","32"
"01/05/2015","146","PM2.5","Bakersfield-California","06-029-0014","AQS","9","36","5","146","43"
"01/06/2015","158","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","8","37","72","158","42"
"01/07/2015","166","PM2.5","Bakersfield-California","06-029-0014","AQS","11","42","6","166","47"
"01/08/2015","168","PM2.5","Bakersfield-California","06-029-0014","AQS","10","41","8","168","49"
"01/09/2015","170","PM2.5","Bakersfield-California","06-029-0014","AQS","10","43","8","170","42"
"01/10/2015","180","PM2.5","Bakersfield-California","06-029-0014","AQS","8","31","6","180","31"
"01/11/2015","150","PM2.5","Bakersfield-California","06-029-0014","AQS","9","35","3","150","25"
"01/12/2015","98","PM2.5","Bakersfield-California","06-029-0014","AQS","8","31","40","98","21"
"01/13/2015","115","PM2.5","Bakersfield-California","06-029-0014","AQS","6","35","5","115","31"
"01/14/2015","104","PM2.5","Bakersfield-California","06-029-0014","AQS","7","31","5","104","27"
"01/15/2015","94","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","7","31","4","94","15"
"01/16/2015","125","PM2.5","Bakersfield-California","06-029-0014","AQS","6","26","3","125","25"
"01/17/2015","111","PM2.5","Bakersfield-California","06-029-0014","AQS","7","30","3","111","15"
"01/18/2015","148","PM2.5","Bakersfield-California","06-029-0014","AQS","5","29","53","148","18"
"01/19/2015","82","PM2.5","Bakersfield-California","06-029-0014","AQS","5","30","6","82","13"
"01/20/2015","25","PM2.5","Bakersfield-California","06-029-0014","AQS","3","19","8","25","16"
"01/21/2015","52","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","3","31","6","52","11"
"01/22/2015","85","PM2.5","Bakersfield-California","06-029-0014","AQS","3","31","11","85","18"
"01/23/2015","102","PM2.5","Bakersfield-California","06-029-0014","AQS","6","32","6","102","22"
"01/24/2015","113","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","8","34","43","113","25"
"01/25/2015","98","PM2.5","Bakersfield-California","06-029-0014","AQS","8","30","3","98","23"
"01/26/2015","107","PM2.5","Bakersfield-California","06-029-0014","AQS","9","31","4","107","30"
"01/27/2015","64","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","6","33","3","64","28"
"01/28/2015","77","PM2.5","Bakersfield-California","06-029-0014","AQS","6","30","1","77","20"
"01/29/2015","122","PM2.5","Bakersfield-California","06-029-0014","AQS","3","28","2","122","20"
"01/30/2015","123","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","5","31","53","123","28"
"01/31/2015","110","PM2.5","Bakersfield-California","06-029-0014","AQS","7","31","5","110","28"
"02/01/2015","80","PM2.5","Bakersfield-California","06-029-0014","AQS","6","35","6","80","31"
"02/02/2015","92","PM2.5","Bakersfield-California","06-029-0014","AQS","6","39","6","92","32"
"02/03/2015","120","PM2.5","Bakersfield-California","06-029-0014","AQS","6","42","6","120","33"
"02/04/2015","88","PM2.5","Bakersfield-California","06-029-0014","AQS","8","31","5","88","31"
"02/05/2015","56","PM2.5","Bakersfield-California","06-029-0014","AQS","7","28","51","56","31"
"02/06/2015","45","PM2.5","Bakersfield-California","06-029-0014","AQS","7","36","11","45","27"
"02/07/2015","49","PM2.5","Bakersfield-California","06-029-0014","AQS","5","29","1","49","24"
"02/08/2015","53","PM2.5","Bakersfield-California","06-029-0014","AQS","6","29","3","53","25"
"02/09/2015","38","Ozone","Arvin-Di Giorgio","06-029-5002","AQS","3","38","18","30","33"
"02/10/2015","47","PM2.5","Bakersfield-California","06-029-0014","AQS","3","37","6","47","25"
"02/11/2015","85","PM2.5","Bakersfield-California","06-029-0014","AQS","5","37","44","85","28"
"02/12/2015","102","PM2.5","Bakersfield-California","06-029-0014","AQS","6","45","4","102","29"
"02/13/2015","122","PM2.5","Bakersfield-California","06-029-0014","AQS","7","51","9","122","42"
"02/14/2015","109","PM2.5","Bakersfield-California","06-029-0014","AQS","8","61","6","109","37"
"02/15/2015","115","PM2.5","Bakersfield-California","06-029-0014","AQS","6","80","7","115","30"
"02/16/2015","112","PM2.5","Bakersfield-California","06-029-0014","AQS","5","77","12","112","39"
"02/17/2015","129","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","5","67","58","129","35"
"02/18/2015","97","PM2.5","Bakersfield-California","06-029-0014","AQS","5","48","19","97","38"
"02/19/2015","123","PM2.5","Bakersfield-California","06-029-0014","AQS","6","47","19","123","38"
"02/20/2015","137","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","6","43","11","137","25"
"02/21/2015","132","PM2.5","Bakersfield-Airport (Planz)","06-029-0016","AQS","6","42","12","132","23"
"02/22/2015","75","PM2.5","Bakersfield-California","06-029-0014","AQS","6","41","5","75","15"
"02/23/2015","34","Ozone","Maricopa","06-029-0008","AQS","2","34","9","17","19"
"02/24/2015","43","PM2.5","Bakersfield-California","06-029-0014","AQS","3","41","10","43","28"
"02/25/2015","68","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","2","50","7","68","31"
"02/26/2015","77","PM2.5","Bakersfield-Golden/M St","06-029-0010","AQS","2","49","15","77","27"
"02/27/2015","68","PM2.5","Bakersfield-California","06-029-0014","AQS","6","46","16","68","34"
"02/28/2015","39","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","39","3","9","11"
"03/01/2015","65","PM2.5","Bakersfield-California","06-029-0014","AQS","3","36","6","65","17"
"03/02/2015","40","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","40","1","17","26"
"03/03/2015","38","PM2.5","Bakersfield-California","06-029-0014","AQS","5","37","3","38","22"
"03/04/2015","52","PM2.5","Bakersfield-California","06-029-0014","AQS","3","44","5","52","33"
"03/05/2015","51","PM2.5","Bakersfield-California","06-029-0014","AQS","3","45","6","51","33"
"03/06/2015","68","PM2.5","Bakersfield-California","06-029-0014","AQS","3","50","6","68","33"
"03/07/2015","80","PM2.5","Bakersfield-California","06-029-0014","AQS","5","80","45","80","40"
"03/08/2015","84","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","84","14","76","28"
"03/09/2015","97","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","97","17","77","30"
"03/10/2015","71","Ozone","Maricopa","06-029-0008","AQS","5","71","15","65","33"
"03/11/2015","62","PM2.5","Bakersfield-California","06-029-0014","AQS","5","44","16","62","33"
"03/12/2015","57","PM2.5","Bakersfield-California","06-029-0014","AQS","5","44","11","57","23"
"03/13/2015","55","PM2.5","Bakersfield-California","06-029-0014","AQS","5","51","43","55","25"
"03/14/2015","74","Ozone","Maricopa","06-029-0008","AQS","5","74","4","49","26"
"03/15/2015","71","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","71","8","30","28"
"03/16/2015","77","Ozone","Mojave","06-029-0011","AQS","3","77","19","35","25"
"03/17/2015","51","Ozone","Maricopa","06-029-0008","AQS","3","51","20","39","22"
"03/18/2015","46","PM2.5","Bakersfield-California","06-029-0014","AQS","3","44",".","46","23"
"03/19/2015","67","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","67","42","54","38"
"03/20/2015","84","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","84","19","56","34"
"03/21/2015","74","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","74","27","35","25"
"03/22/2015","49","Ozone","Mojave","06-029-0011","AQS","5","49","22","36","25"
"03/23/2015","105","PM2.5","Mojave","06-029-0011","AQS","2","43","50","105","15"
"03/24/2015","81","PM2.5","Mojave","06-029-0011","AQS","3","47","39","81","24"
"03/25/2015","50","Ozone","Bakersfield-Muni","06-029-2012","AQS","2","50","45","39","26"
"03/26/2015","67","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","67","9","52","26"
"03/27/2015","90","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","90","17","52","30"
"03/28/2015","61","Ozone","Mojave","06-029-0011","AQS","3","61","23","40","25"
"03/29/2015","90","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","90","19","46","34"
"03/30/2015","87","Ozone","Bakersfield-Muni","06-029-2012","AQS","5","87","20","52","37"
"03/31/2015","63","PM10","Mojave","06-029-0011","AQS","5","58","63","50","20"
"04/01/2015","54","Ozone","Mojave","06-029-0011","AQS","3","54","32","37","25"
"04/02/2015","50","Ozone","Mojave","06-029-0011","AQS","3","50","24","38","29"
"04/03/2015","71","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","71","21","44","26"
"04/04/2015","77","Ozone","Mojave","06-029-0011","AQS","3","77","30","47","26"
"04/05/2015","54","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","54","23","28","17"
"04/06/2015","50","Ozone","Bakersfield-Muni","06-029-2012","AQS","2","50","19","23","15"
"04/07/2015","44","Ozone","Mojave","06-029-0011","AQS","2","44","14","21","21"
"04/08/2015","50","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","50","7","18","27"
"04/09/2015","64","Ozone","Mojave","06-029-0011","AQS","3","64","33","57","27"
"04/10/2015","93","Ozone","Mojave","06-029-0011","AQS","3","93","25","66","28"
"04/11/2015","80","Ozone","Mojave","06-029-0011","AQS","3","80","23","45","32"
"04/12/2015","67","Ozone","Mojave","06-029-0011","AQS","3","67","27","33","28"
"04/13/2015","77","Ozone","Mojave","06-029-0011","AQS","3","77","23","34","26"
"04/14/2015","117","PM2.5","Mojave","06-029-0011","AQS","2","58","53","117","12"
"04/15/2015","64","Ozone","Bakersfield-Muni","06-029-2012","AQS","2","64","34","35","25"
"04/16/2015","84","Ozone","Bakersfield-Muni","06-029-2012","AQS","3","84","23","42","33"
