"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"07/05/2015","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","0","5","15","1"
"07/06/2015","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","1","22","23","3"
"07/07/2015","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","67","67","7"
"07/08/2015","36","PM2.5","Mesa2","06-079-2004","AQS","29","0","18","36","4"
"07/09/2015","31","Ozone","Carrizo Plains","06-079-8006","AQS","31","0","17","28","8"
"07/10/2015","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","13","16","8"
"07/11/2015","39","Ozone","Carrizo Plains","06-079-8006","AQS","39","0","34","35","7"
"07/12/2015","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","52","54","5"
"07/13/2015","44","Ozone","Red Hills","06-079-8005","AQS","44","0","25","31","8"
"07/14/2015","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","56","60","7"
"07/15/2015","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","15","27","3"
"07/16/2015","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","17","34","7"
"07/17/2015","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","20","31","10"
"07/18/2015","36","Ozone","Red Hills","06-079-8005","AQS","36","1","26","34","8"
"07/19/2015","35","Ozone","Red Hills","06-079-8005","AQS","35","1","19","32","8"
"07/20/2015","44","Ozone","Red Hills","06-079-8005","AQS","44","1","14","34","8"
"07/21/2015","41","Ozone","Red Hills","06-079-8005","AQS","41","0","13","31","8"
"07/22/2015","27","Ozone","Red Hills","06-079-8005","AQS","27","0","15","25","5"
"07/23/2015","35","PM2.5","Mesa2","06-079-2004","AQS","35","0","30","35","6"
"07/24/2015","45","Ozone","Red Hills","06-079-8005","AQS","45","1","31","38","12"
"07/25/2015","56","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","1","56","53","10"
"07/26/2015","38","Ozone","Carrizo Plains","06-079-8006","AQS","38","0","24","35","7"
"07/27/2015","47","Ozone","Red Hills","06-079-8005","AQS","47","0","27","45","8"
"07/28/2015","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","0","26","51","10"
"07/29/2015","97","Ozone","Red Hills","06-079-8005","AQS","97","0","21","33","15"
"07/30/2015","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","0","23","43","9"
"07/31/2015","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","19","39","8"
"08/01/2015","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","0","33","40","7"
"08/02/2015","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","0","56","60","5"
"08/03/2015","49","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","0","49","47","8"
"08/04/2015","34","Ozone","Carrizo Plains","06-079-8006","AQS","34","0","26","28","8"
"08/05/2015","45","Ozone","Red Hills","06-079-8005","AQS","45","1","30","25","8"
"08/06/2015","67","Ozone","Red Hills","06-079-8005","AQS","67","0","22","40","13"
"08/07/2015","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","1","35","39","9"
"08/08/2015","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","1","29","43","11"
"08/09/2015","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","31","33","5"
"08/10/2015","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","12","18","11"
"08/11/2015","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","14","21","4"
"08/12/2015","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","1","36","40","8"
"08/13/2015","60","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","1","60","59","8"
"08/14/2015","56","PM10","Arroyo Grande CDF","06-079-2007","AQS","49","1","56","52","12"
"08/15/2015","87","Ozone","Red Hills","06-079-8005","AQS","87","1","38","40","14"
"08/16/2015","87","Ozone","Red Hills","06-079-8005","AQS","87","1","37","56","9"
"08/17/2015","67","Ozone","Red Hills","06-079-8005","AQS","67","0","33","58","15"
"08/18/2015","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","0","28","50","10"
"08/19/2015","59","PM2.5","Mesa2","06-079-2004","AQS","58","1","34","59","4"
"08/20/2015","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","1","31","66","7"
"08/21/2015","58","PM2.5","Mesa2","06-079-2004","AQS","50","0","31","58","4"
"08/22/2015","39","Ozone","Carrizo Plains","06-079-8006","AQS","39","1","23","32","7"
"08/23/2015","41","Ozone","Red Hills","06-079-8005","AQS","41","0","34","30","8"
"08/24/2015","54","PM2.5","Mesa2","06-079-2004","AQS","49","1","38","54","10"
"08/25/2015","58","PM2.5","Mesa2","06-079-2004","AQS","48","1","35","58","15"
"08/26/2015","48","Ozone","Red Hills","06-079-8005","AQS","48","1","28","46","10"
"08/27/2015","49","Ozone","Red Hills","06-079-8005","AQS","49","3","39","43","14"
"08/28/2015","43","Ozone","Red Hills","06-079-8005","AQS","43","3","30","31","20"
"08/29/2015","77","PM10","Arroyo Grande CDF","06-079-2007","AQS","24","1","77","64","6"
"08/30/2015","91","PM10","Arroyo Grande CDF","06-079-2007","AQS","38","1","91","85","7"
"08/31/2015","54","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","1","54","52","11"
"09/01/2015","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","20","25","9"
"09/02/2015","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1","27","23","11"
"09/03/2015","45","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","1","45","38","9"
"09/04/2015","44","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","1","44","43","10"
"09/05/2015","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1","33","29","8"
"09/06/2015","51","Ozone","Red Hills","06-079-8005","AQS","51","3","46","38","14"
"09/07/2015","64","Ozone","Red Hills","06-079-8005","AQS","64","1","57","32","10"
"09/08/2015","112","Ozone","Red Hills","06-079-8005","AQS","112","1","39","31","18"
"09/09/2015","126","Ozone","Red Hills","06-079-8005","AQS","126","3","42","48","21"
"09/10/2015","74","Ozone","Red Hills","06-079-8005","AQS","74","1","35","33","23"
"09/11/2015","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","32","27","20"
"09/12/2015","42","Ozone","Red Hills","06-079-8005","AQS","42","0","33","36","14"
"09/13/2015","41","Ozone","Red Hills","06-079-8005","AQS","41","0","20","22","8"
"09/14/2015","35","Ozone","Red Hills","06-079-8005","AQS","35","0","17","20","11"
"09/15/2015","31","Ozone","Morro Bay","06-079-3001","AQS","31","0","24","24","5"
"09/16/2015","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","0","62","60","15"
"09/17/2015","70","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","70","70","11"
"09/18/2015","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","0","58","60","16"
"09/19/2015","93","Ozone","Red Hills","06-079-8005","AQS","93","0","51","59","14"
"09/20/2015","112","Ozone","Red Hills","06-079-8005","AQS","112","3","36","54","14"
"09/21/2015","71","Ozone","Red Hills","06-079-8005","AQS","71","0","37","50","25"
"09/22/2015","44","Ozone","Red Hills","06-079-8005","AQS","44","0","31","41","8"
"09/23/2015","64","Ozone","Red Hills","06-079-8005","AQS","64","0","28","27","14"
"09/24/2015","90","Ozone","Red Hills","06-079-8005","AQS","90","0","44","34","19"
"09/25/2015","93","Ozone","Red Hills","06-079-8005","AQS","93","0","34","33","21"
"09/26/2015","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","33","29","12"
"09/27/2015","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","31","30","8"
"09/28/2015","43","Ozone","Red Hills","06-079-8005","AQS","43","0","30","31","15"
"09/29/2015","46","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","46","42","15"
"09/30/2015","71","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","0","71","71","19"
"10/01/2015","40","PM10","Arroyo Grande CDF","06-079-2007","AQS","38","0","40","36","13"
"10/02/2015","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","52","55","9"
"10/03/2015","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","37","52","10"
"10/04/2015","44","Ozone","Red Hills","06-079-8005","AQS","44","0","20","29","11"
"10/05/2015","43","Ozone","Atascadero","06-079-8002","AQS","43","0","19","26","16"
"10/06/2015","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","22","25","15"
"10/07/2015","80","Ozone","Red Hills","06-079-8005","AQS","80","0","48","53","15"
"10/08/2015","90","Ozone","Red Hills","06-079-8005","AQS","90","1","52","57","18"
"10/09/2015","97","Ozone","Red Hills","06-079-8005","AQS","97","1","51","57","16"
"10/10/2015","100","Ozone","Red Hills","06-079-8005","AQS","100","0","33","38","17"
"10/11/2015","48","Ozone","Red Hills","06-079-8005","AQS","48","1","29","29","15"
"10/12/2015","77","Ozone","Red Hills","06-079-8005","AQS","77","0","42","43","21"
"10/13/2015","64","Ozone","Red Hills","06-079-8005","AQS","64","1","33","33","18"
"10/14/2015","39","Ozone","Red Hills","06-079-8005","AQS","39","0","21","25","13"
"10/15/2015","49","Ozone","Red Hills","06-079-8005","AQS","49","0","20","29","10"
"10/16/2015","49","Ozone","Red Hills","06-079-8005","AQS","49","0","19","26","8"
"10/17/2015","39","Ozone","Red Hills","06-079-8005","AQS","39","0","23","24","8"
"10/18/2015","63","PM10","Arroyo Grande CDF","06-079-2007","AQS","38","0","63","56","10"
"10/19/2015","51","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","0","51","43","20"
"10/20/2015","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","52","53","21"
"10/21/2015","48","Ozone","Red Hills","06-079-8005","AQS","48","0","34","36","25"
"10/22/2015","50","Ozone","Red Hills","06-079-8005","AQS","50","0","24","35","13"
"10/23/2015","77","Ozone","Red Hills","06-079-8005","AQS","77","0","31","40","20"
"10/24/2015","74","Ozone","Red Hills","06-079-8005","AQS","74","0","38","46","21"
"10/25/2015","67","Ozone","Red Hills","06-079-8005","AQS","67","0","35","47","17"
