"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2015","44","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","44"
"01/02/2015","69","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","69"
"01/03/2015","71","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","71"
"01/04/2015","56","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","56"
"01/05/2015","54","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","54"
"01/06/2015","52","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".","21","52"
"01/07/2015","30","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","30"
"01/08/2015","36","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","36"
"01/09/2015","67","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","67"
"01/10/2015","59","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","59"
"01/11/2015","56","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".",".","56"
"01/12/2015","32","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS",".","15","32"
"01/13/2015","28","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","28",".","5"
"01/14/2015","52","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","22",".","52"
"01/15/2015","43","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","11",".","43"
"01/16/2015","42","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","18",".","42"
"01/17/2015","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","13",".","51"
"01/18/2015","63","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","12","24","63"
