"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2015","63","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","36","23","63","26"
"01/02/2015","54","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","39","19","54","29"
"01/03/2015","70","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","38","26","70","26"
"01/04/2015","59","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","35","19","59","28"
"01/05/2015","35","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","35","14","20","18"
"01/06/2015","32","Ozone","Piru - Pacific","06-111-0009","AQS","32","11","14","27"
"01/07/2015","30","Ozone","Piru - Pacific","06-111-0009","AQS","30","15","13","26"
"01/08/2015","36","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","28","19","29","36"
"01/09/2015","74","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","30","33","74","32"
"01/10/2015","83","PM2.5","Thousand Oaks","06-111-0007","AQS","20","29","83","27"
"01/11/2015","34","Ozone","Piru - Pacific","06-111-0009","AQS","34","6","26","12"
"01/12/2015","40","PM2.5","Thousand Oaks","06-111-0007","AQS","29","14","40","22"
"01/13/2015","37","Ozone","Piru - Pacific","06-111-0009","AQS","37","13","28","22"
"01/14/2015","32","Ozone","Thousand Oaks","06-111-0007","AQS","32","10","16","25"
"01/15/2015","34","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","34","10","15","26"
"01/16/2015","32","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","32","11","23","26"
"01/17/2015","38","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","36","17","28","38"
"01/18/2015","35","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","35","11","31","22"
"01/19/2015","42","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","33","19","42","24"
"01/20/2015","68","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","29","23","68","25"
"01/21/2015","36","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","36","14","33","24"
"01/22/2015","36","Ozone","Piru - Pacific","06-111-0009","AQS","36","13","19","24"
"01/23/2015","37","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","37","15","15","25"
"01/24/2015","38","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","38","31","10","18"
"01/25/2015","36","Ozone","Piru - Pacific","06-111-0009","AQS","36","13","13","21"
"01/26/2015","34","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","34","14","20","24"
"01/27/2015","33","Ozone","Thousand Oaks","06-111-0007","AQS","33","9","30","21"
"01/28/2015","35","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","35","13","16","22"
"01/29/2015","35","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","33","16","19","35"
"01/30/2015","32","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","32","18","28","24"
"01/31/2015","48","PM2.5","Thousand Oaks","06-111-0007","AQS","35","16","48","25"
"02/01/2015","38","PM2.5","Thousand Oaks","06-111-0007","AQS","35","12","38","24"
"02/02/2015","41","Ozone","Thousand Oaks","06-111-0007","AQS","41","16","33","31"
