"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2015","99","PM2.5","Fresno - Garland","06-019-0011","AQS","13","31","0","36","99","40"
"01/02/2015","81","PM2.5","Fresno - Garland","06-019-0011","AQS","17","31","0","31","81","35"
"01/03/2015","99","PM2.5","Fresno - Garland","06-019-0011","AQS","19","31","1","38","99","38"
"01/04/2015","106","PM2.5","Fresno - Garland","06-019-0011","AQS","19","31","0","38","106","35"
"01/05/2015","99","PM2.5","Fresno - Garland","06-019-0011","AQS","16","31","0","36","99","39"
"01/06/2015","142","PM2.5","Fresno - Garland","06-019-0011","AQS","13","29","0","60","142","41"
"01/07/2015","156","PM2.5","Fresno - Garland","06-019-0011","AQS","14","33","0","62","156","47"
"01/08/2015","159","PM2.5","Fresno - Garland","06-019-0011","AQS","14","36","1","64","159","53"
"01/09/2015","160","PM2.5","Fresno - Garland","06-019-0011","AQS","14","32","0","64","160","42"
"01/10/2015","158","PM2.5","Fresno - Garland","06-019-0011","AQS","13","33","0","60","158","40"
"01/11/2015","164","PM2.5","Clovis-Villa","06-019-5001","AQS","13","36","0","61","164","41"
"01/12/2015","156","PM2.5","Clovis-Villa","06-019-5001","AQS","11","25","0","55","156","31"
"01/13/2015","152","PM2.5","Fresno - Garland","06-019-0011","AQS","10","29","0","53","152","33"
"01/14/2015","112","PM2.5","Fresno - Garland","06-019-0011","AQS","14","27","0","37","112","29"
"01/15/2015","82","PM2.5","Fresno - Garland","06-019-0011","AQS","5","18","0","20","82","17"
"01/16/2015","88","PM2.5","Fresno - Garland","06-019-0011","AQS","8","19","0","26","88","19"
"01/17/2015","93","PM2.5","Clovis-Villa","06-019-5001","AQS","9","13","0","31","93","18"
"01/18/2015","98","PM2.5","Fresno - Garland","06-019-0011","AQS","5","14","0","30","98","17"
"01/19/2015","81","PM2.5","Clovis-Villa","06-019-5001","AQS","5","14","0","23","81","16"
"01/20/2015","55","PM2.5","Fresno - Garland","06-019-0011","AQS","5","12","0","12","55","11"
"01/21/2015","51","PM2.5","Fresno - Garland","06-019-0011","AQS","3","14","0","11","51","14"
"01/22/2015","73","PM2.5","Fresno - Garland","06-019-0011","AQS","6","15","0","22","73","15"
"01/23/2015","83","PM2.5","Fresno - Garland","06-019-0011","AQS","7","18","0","25","83","17"
"01/24/2015","99","PM2.5","Fresno - Garland","06-019-0011","AQS","5","17","0","31","99","18"
"01/25/2015","64","PM2.5","Fresno - Garland","06-019-0011","AQS","7","14","0","19","64","17"
"01/26/2015","92","PM2.5","Clovis-Villa","06-019-5001","AQS","10","17","0","35","92","28"
"01/27/2015","64","PM2.5","Fresno - Garland","06-019-0011","AQS","10","28","0","18","64","29"
"01/28/2015","74","PM2.5","Huron","06-019-2008","AQS","11","23","0","21","74","24"
"01/29/2015","104","PM2.5","Fresno - Garland","06-019-0011","AQS","11","26","0","32","104","28"
"01/30/2015","110","PM2.5","Fresno - Garland","06-019-0011","AQS","8","33","0","40","110","27"
"01/31/2015","123","PM2.5","Fresno - Garland","06-019-0011","AQS","10","31","0","42","123","30"
"02/01/2015","94","PM2.5","Clovis-Villa","06-019-5001","AQS","11","37","0","33","94","34"
"02/02/2015","99","PM2.5","Fresno - Garland","06-019-0011","AQS","10","36","0","38","99","41"
"02/03/2015","115","PM2.5","Fresno - Garland","06-019-0011","AQS","13","37","0","47","115","44"
