"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/06/2015","142","PM2.5","","06-003-1001","AQS","142"
"01/12/2015","153","PM2.5","","06-003-1001","AQS","153"
"01/24/2015","99","PM2.5","","06-003-1001","AQS","99"
"02/05/2015","70","PM2.5","","06-003-1001","AQS","70"
"02/11/2015","144","PM2.5","","06-003-1001","AQS","144"
"02/17/2015","72","PM2.5","","06-003-1001","AQS","72"
"02/23/2015","102","PM2.5","","06-003-1001","AQS","102"
"03/07/2015","80","PM2.5","","06-003-1001","AQS","80"
"03/13/2015","129","PM2.5","","06-003-1001","AQS","129"
"03/25/2015","112","PM2.5","","06-003-1001","AQS","112"
"03/31/2015","122","PM2.5","","06-003-1001","AQS","122"
"04/18/2015","139","PM2.5","","06-003-1001","AQS","139"
"04/24/2015","142","PM2.5","","06-003-1001","AQS","142"
"04/30/2015","78","PM2.5","","06-003-1001","AQS","78"
"05/12/2015","134","PM2.5","","06-003-1001","AQS","134"
"05/18/2015","82","PM2.5","","06-003-1001","AQS","82"
"05/30/2015","80","PM2.5","","06-003-1001","AQS","80"
"06/05/2015","82","PM2.5","","06-003-1001","AQS","82"
"06/29/2015","13","PM2.5","","06-003-1001","AQS","13"
"07/11/2015","97","PM2.5","","06-003-1001","AQS","97"
"07/17/2015","170","PM2.5","","06-003-1001","AQS","170"
"07/23/2015","97","PM2.5","","06-003-1001","AQS","97"
"07/29/2015","159","PM2.5","","06-003-1001","AQS","159"
"08/04/2015","82","PM2.5","","06-003-1001","AQS","82"
"08/10/2015","93","PM2.5","","06-003-1001","AQS","93"
"09/09/2015","102","PM2.5","","06-003-1001","AQS","102"
"10/09/2015","102","PM2.5","","06-003-1001","AQS","102"
"10/15/2015","59","PM2.5","","06-003-1001","AQS","59"
"10/21/2015","144","PM2.5","","06-003-1001","AQS","144"
"11/02/2015","149","PM2.5","","06-003-1001","AQS","149"
"12/08/2015","95","PM2.5","","06-003-1001","AQS","95"
