"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"03/29/2015","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"03/30/2015","24","PM10","Mono Shore","06-051-0011","AQS","24","."
"03/31/2015","143","PM10","Mono Shore","06-051-0011","AQS","143","24"
"04/01/2015","944","PM10","Mono Shore","06-051-0011","AQS","944","."
"04/02/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"04/03/2015","19","PM10","Mono Shore","06-051-0011","AQS","19","10"
"04/04/2015","167","PM10","Mono Shore","06-051-0011","AQS","167","."
"04/05/2015","3994","PM10","Mono Shore","06-051-0011","AQS","3994","."
"04/06/2015","13","PM10","Lee Vining","06-051-0005","AQS","13","7"
"04/07/2015","273","PM10","Mono Shore","06-051-0011","AQS","273","."
"04/08/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/09/2015","17","PM10","Mammoth","06-051-0001","AQS","17","4"
"04/10/2015","15","PM10","Mammoth","06-051-0001","AQS","15","."
"04/11/2015","17","PM10","Mammoth","06-051-0001","AQS","17","."
"04/12/2015","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","10"
"04/13/2015","409","PM10","Mono Shore","06-051-0011","AQS","409","."
"04/14/2015","1732","PM10","Mono Shore","06-051-0011","AQS","1732","."
"04/15/2015","12","PM10","Mono Shore","06-051-0011","AQS","12","6"
"04/16/2015","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"04/17/2015","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"04/18/2015","11","PM10","Mammoth","06-051-0001","AQS","11","10"
"04/19/2015","13","PM10","Mammoth","06-051-0001","AQS","13","."
"04/20/2015","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"04/21/2015","54","PM10","Mono Shore","06-051-0011","AQS","54","21"
"04/22/2015","18","PM10","Mono Shore","06-051-0011","AQS","18","."
"04/23/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/24/2015","9","PM2.5","Hoover Wilderness","06-051-9000","AQS","7","9"
"04/25/2015","54","PM10","Mono Shore","06-051-0011","AQS","54","."
"04/26/2015","31","PM10","Mono Shore","06-051-0011","AQS","31","."
"04/27/2015","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"04/28/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/29/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/30/2015","40","PM10","Mono Shore","06-051-0011","AQS","40","."
"05/01/2015","15","PM10","Mammoth","06-051-0001","AQS","15","."
"05/02/2015","15","PM10","Mammoth","06-051-0001","AQS","15","."
"05/03/2015","63","PM10","Mono Shore","06-051-0011","AQS","63","."
"05/04/2015","31","PM10","Mono Shore","06-051-0011","AQS","31","."
"05/05/2015","66","PM10","Mono Shore","06-051-0011","AQS","66","."
"05/06/2015","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","18"
"05/07/2015","39","PM10","Mono Shore","06-051-0011","AQS","39","."
"05/08/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/09/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/10/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/11/2015","75","PM10","Mono Shore","06-051-0011","AQS","75","."
"05/12/2015","145","PM10","Mono Shore","06-051-0011","AQS","145","17"
"05/13/2015","167","PM10","Mono Shore","06-051-0011","AQS","167","."
"05/14/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/15/2015","6","PM10","Mammoth","06-051-0001","AQS","6","5"
"05/16/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"05/17/2015","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/18/2015","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","7","8"
"05/19/2015","18","PM10","Mono Shore","06-051-0011","AQS","18","."
"05/20/2015","23","PM10","Mono Shore","06-051-0011","AQS","23","."
"05/21/2015","8","PM10","Mammoth","06-051-0001","AQS","8","7"
"05/22/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"05/23/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"05/24/2015","7","PM10","Mammoth","06-051-0001","AQS","7","3"
"05/25/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/26/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/27/2015","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","15"
"05/28/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"05/29/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"05/30/2015","11","PM10","Mammoth","06-051-0001","AQS","11","9"
"05/31/2015","56","PM10","Mono Shore","06-051-0011","AQS","56","."
"06/01/2015","16","PM10","Mammoth","06-051-0001","AQS","16","."
"06/02/2015","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","7","8"
"06/03/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/04/2015","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"06/05/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/06/2015","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"06/07/2015","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"06/08/2015","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","8"
"06/09/2015","17","PM10","Mammoth","06-051-0001","AQS","17","."
"06/10/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/11/2015","9","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","9"
"06/12/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/13/2015","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"06/14/2015","9","PM2.5","Hoover Wilderness","06-051-9000","AQS","8","9"
"06/15/2015","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"06/16/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"06/17/2015","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","13","15"
"06/18/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/19/2015","15","PM10","Mono Shore","06-051-0011","AQS","15","."
"06/20/2015","17","PM10","Mono Shore","06-051-0011","AQS","17","12"
"06/21/2015","20","PM10","Mammoth","06-051-0001","AQS","20","."
"06/22/2015","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"06/23/2015","45","PM2.5","Hoover Wilderness","06-051-9000","AQS","22","45"
"06/24/2015","19","PM10","Mammoth","06-051-0001","AQS","19","."
"06/25/2015","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/26/2015","33","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","33"
"06/27/2015","20","PM10","Mammoth","06-051-0001","AQS","20","."
"06/28/2015","38","PM10","Mono Shore","06-051-0011","AQS","38","."
"06/29/2015","12","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","12"
"06/30/2015","65","PM10","Mono Shore","06-051-0011","AQS","65","."
"07/01/2015","56","PM10","Mono Shore","06-051-0011","AQS","56","."
"07/02/2015","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","10"
"07/03/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"07/04/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"07/05/2015","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"07/06/2015","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"07/07/2015","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"07/08/2015","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","8"
"07/09/2015","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"07/10/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"07/11/2015","11","PM10","Mono Shore","06-051-0011","AQS","11","9"
"07/12/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"07/13/2015","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"07/14/2015","12","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","12"
"07/15/2015","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"07/16/2015","58","PM10","Mono Shore","06-051-0011","AQS","58","."
"07/17/2015","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","16"
"07/18/2015","26","PM10","Mono Shore","06-051-0011","AQS","26","."
"07/19/2015","22","PM10","Mono Shore","06-051-0011","AQS","22","."
"07/20/2015","19","PM10","Mono Shore","06-051-0011","AQS","19","15"
"07/21/2015","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"07/22/2015","40","PM10","Mono Shore","06-051-0011","AQS","40","."
"07/23/2015","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","15"
"07/24/2015","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"07/25/2015","19","PM10","Mammoth","06-051-0001","AQS","19","."
"07/26/2015","40","PM10","Mammoth","06-051-0001","AQS","40","30"
"07/27/2015","14","PM10","Mammoth","06-051-0001","AQS","14","."
"07/28/2015","13","PM10","Mammoth","06-051-0001","AQS","13","."
"07/29/2015","27","PM10","Mammoth","06-051-0001","AQS","27","10"
"07/30/2015","51","PM10","Mono Shore","06-051-0011","AQS","51","."
"07/31/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"08/01/2015","21","PM10","Mammoth","06-051-0001","AQS","21","10"
"08/02/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"08/03/2015","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/04/2015","14","PM10","Mammoth","06-051-0001","AQS","14","13"
"08/05/2015","2","PM10","Mammoth","06-051-0001","AQS","2","."
"08/06/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"08/07/2015","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","13","13"
"08/08/2015","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/09/2015","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/10/2015","33","PM2.5","Hoover Wilderness","06-051-9000","AQS","24","33"
"08/11/2015","51","PM10","Mammoth","06-051-0001","AQS","51","."
"08/12/2015","32","PM10","Mammoth","06-051-0001","AQS","32","."
"08/13/2015","55","PM2.5","Hoover Wilderness","06-051-9000","AQS","33","55"
"08/14/2015","24","PM10","Mammoth","06-051-0001","AQS","24","."
"08/15/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"08/16/2015","31","PM2.5","Hoover Wilderness","06-051-9000","AQS","25","31"
"08/17/2015","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/18/2015","25","PM10","Mammoth","06-051-0001","AQS","25","."
"08/19/2015","25","PM2.5","Hoover Wilderness","06-051-9000","AQS","17","25"
"08/20/2015","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/21/2015","42","PM10","Mammoth","06-051-0001","AQS","42","."
"08/22/2015","56","PM2.5","Hoover Wilderness","06-051-9000","AQS","43","56"
"08/23/2015","51","PM10","Mammoth","06-051-0001","AQS","51","."
"08/24/2015","46","PM10","Mammoth","06-051-0001","AQS","46","."
"08/25/2015","21","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","21"
"08/26/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"08/27/2015","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/28/2015","44","PM2.5","Hoover Wilderness","06-051-9000","AQS","42","44"
"08/29/2015","53","PM10","Mammoth","06-051-0001","AQS","53","."
"08/30/2015","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/31/2015","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","20","20"
"09/01/2015","38","PM10","Mammoth","06-051-0001","AQS","38","."
"09/02/2015","53","PM10","Mammoth","06-051-0001","AQS","53","."
"09/03/2015","44","PM10","Mammoth","06-051-0001","AQS","44","20"
"09/04/2015","43","PM10","Mammoth","06-051-0001","AQS","43","."
"09/05/2015","20","PM10","Mammoth","06-051-0001","AQS","20","."
"09/06/2015","38","PM2.5","Hoover Wilderness","06-051-9000","AQS","36","38"
"09/07/2015","65","PM10","Mammoth","06-051-0001","AQS","65","."
"09/08/2015","30","PM10","Mammoth","06-051-0001","AQS","30","."
"09/09/2015","45","PM2.5","Hoover Wilderness","06-051-9000","AQS","28","45"
"09/10/2015","27","PM10","Mammoth","06-051-0001","AQS","27","."
"09/11/2015","31","PM10","Mammoth","06-051-0001","AQS","31","."
"09/12/2015","58","PM10","Mammoth","06-051-0001","AQS","58","56"
"09/13/2015","60","PM10","Mammoth","06-051-0001","AQS","60","."
"09/14/2015","27","PM10","Mammoth","06-051-0001","AQS","27","."
"09/15/2015","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","7","10"
"09/16/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"09/17/2015","0","PM10","Mammoth","06-051-0001","AQS","0","."
"09/18/2015","9","PM10","Mammoth","06-051-0001","AQS","9","7"
"09/19/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"09/20/2015","11","PM10","Mammoth","06-051-0001","AQS","11","."
"09/21/2015","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","17","20"
"09/22/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"09/23/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"09/24/2015","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","13","13"
"09/25/2015","15","PM10","Mammoth","06-051-0001","AQS","15","."
"09/26/2015","12","PM10","Mammoth","06-051-0001","AQS","12","."
"09/27/2015","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","20"
"09/28/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"09/29/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"09/30/2015","11","PM10","Mammoth","06-051-0001","AQS","11","3"
"10/01/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"10/02/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"10/03/2015","12","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","12"
"10/04/2015","1","PM10","Mammoth","06-051-0001","AQS","1","."
"10/05/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"10/06/2015","11","PM10","Mammoth","06-051-0001","AQS","11","7"
"10/07/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/08/2015","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/09/2015","9","PM10","Mammoth","06-051-0001","AQS","9","6"
"10/10/2015","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/11/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/12/2015","15","PM10","Mammoth","06-051-0001","AQS","15","8"
"10/13/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"10/14/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"10/15/2015","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"10/16/2015","3","PM10","Mammoth","06-051-0001","AQS","3","."
"10/17/2015","3","PM10","Mammoth","06-051-0001","AQS","3","."
"10/18/2015","4","PM2.5","Hoover Wilderness","06-051-9000","AQS","4","4"
"10/19/2015","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"10/20/2015","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"10/21/2015","7","PM10","Mammoth","06-051-0001","AQS","7","5"
"10/22/2015","8","PM10","Mammoth","06-051-0001","AQS","8","."
"10/23/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"10/24/2015","14","PM10","Mammoth","06-051-0001","AQS","14","8"
"10/25/2015","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"10/26/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"10/27/2015","8","PM10","Mammoth","06-051-0001","AQS","8","3"
"10/28/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"10/29/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"10/30/2015","10","PM10","Mammoth","06-051-0001","AQS","10","2"
"10/31/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"11/01/2015","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"11/02/2015","6","PM10","Mammoth","06-051-0001","AQS","6","0"
"11/03/2015","3","PM10","Mammoth","06-051-0001","AQS","3","."
"11/04/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"11/05/2015","24","PM10","Mammoth","06-051-0001","AQS","24","3"
"11/06/2015","19","PM10","Mammoth","06-051-0001","AQS","19","."
"11/07/2015","30","PM10","Mammoth","06-051-0001","AQS","30","."
"11/08/2015","14","PM10","Mammoth","06-051-0001","AQS","14","3"
"11/09/2015","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"11/10/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"11/11/2015","20","PM10","Mammoth","06-051-0001","AQS","20","3"
"11/12/2015","34","PM10","Mammoth","06-051-0001","AQS","34","."
"11/13/2015","31","PM10","Mammoth","06-051-0001","AQS","31","."
"11/14/2015","17","PM10","Mammoth","06-051-0001","AQS","17","3"
"11/15/2015","356","PM10","Mono Shore","06-051-0011","AQS","356","."
"11/16/2015","9","PM10","Mammoth","06-051-0001","AQS","9","."
"11/17/2015","26","PM10","Mammoth","06-051-0001","AQS","26","1"
"11/18/2015","29","PM10","Mammoth","06-051-0001","AQS","29","."
"11/19/2015","31","PM10","Mammoth","06-051-0001","AQS","31","."
"11/20/2015","27","PM10","Mammoth","06-051-0001","AQS","27","3"
"11/21/2015","29","PM10","Mammoth","06-051-0001","AQS","29","."
"11/22/2015","30","PM10","Mammoth","06-051-0001","AQS","30","."
"11/23/2015","9","PM10","Mammoth","06-051-0001","AQS","9","3"
"11/24/2015","778","PM10","Mono Shore","06-051-0011","AQS","778","."
"11/25/2015","28","PM10","Mono Shore","06-051-0011","AQS","28","."
"11/26/2015","8","PM10","Mammoth","06-051-0001","AQS","8","3"
"11/27/2015","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"11/28/2015","24","PM10","Mammoth","06-051-0001","AQS","24","."
"11/29/2015","41","PM10","Mammoth","06-051-0001","AQS","41","3"
"11/30/2015","24","PM10","Mammoth","06-051-0001","AQS","24","."
"12/01/2015","38","PM10","Mammoth","06-051-0001","AQS","38","."
"12/02/2015","48","PM10","Mammoth","06-051-0001","AQS","48","2"
"12/03/2015","482","PM10","Mono Shore","06-051-0011","AQS","482","."
"12/04/2015","10","PM10","Mammoth","06-051-0001","AQS","10","."
"12/05/2015","55","PM10","Mammoth","06-051-0001","AQS","55","3"
"12/06/2015","1968","PM10","Mono Shore","06-051-0011","AQS","1968","."
"12/07/2015","6","PM10","Mammoth","06-051-0001","AQS","6","."
"12/08/2015","19","PM10","Mammoth","06-051-0001","AQS","19","1"
"12/09/2015","326","PM10","Mono Shore","06-051-0011","AQS","326","."
"12/10/2015","609","PM10","Mono Shore","06-051-0011","AQS","609","."
"12/11/2015","14","PM10","Mammoth","06-051-0001","AQS","14","0"
"12/12/2015","19","PM10","Mammoth","06-051-0001","AQS","19","."
"12/13/2015","153","PM10","Mono Shore","06-051-0011","AQS","153","."
"12/14/2015","16","PM10","Mammoth","06-051-0001","AQS","16","1"
"12/15/2015","19","PM10","Mammoth","06-051-0001","AQS","19","."
"12/16/2015","27","PM10","Mammoth","06-051-0001","AQS","27","."
"12/17/2015","19","PM10","Mammoth","06-051-0001","AQS","19","2"
"12/18/2015","18","PM10","Mammoth","06-051-0001","AQS","18","."
"12/19/2015","5","PM10","Mammoth","06-051-0001","AQS","5","."
"12/20/2015","4","PM10","Mammoth","06-051-0001","AQS","4","0"
"12/21/2015","4","PM10","Mammoth","06-051-0001","AQS","4","."
"12/22/2015","173","PM10","Mono Shore","06-051-0011","AQS","173","."
"12/23/2015","13","PM10","Mono Shore","06-051-0011","AQS","13","5"
"12/24/2015","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"12/25/2015","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"12/26/2015","47","PM10","Mammoth","06-051-0001","AQS","47","1"
"12/27/2015","28","PM10","Mammoth","06-051-0001","AQS","28","."
"12/28/2015","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"12/29/2015","31","PM10","Mammoth","06-051-0001","AQS","31","1"
"12/30/2015","13","PM10","Mammoth","06-051-0001","AQS","13","."
"12/31/2015","41","PM10","Mammoth","06-051-0001","AQS","41","."
