"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2015","78","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","78","27"
"01/02/2015","83","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","83","37"
"01/03/2015","81","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","81","34"
"01/04/2015","82","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","82","29"
"01/05/2015","75","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","21",".","75","30"
"01/06/2015","72","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28","22","72","31"
"01/07/2015","68","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","68","30"
"01/08/2015","68","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","68","25"
"01/09/2015","86","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","86","24"
"01/10/2015","102","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","22",".","102","28"
"01/11/2015","122","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","122","30"
"01/12/2015","97","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36","32","97","25"
"01/13/2015","85","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40",".","85","20"
"01/14/2015","75","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","75","25"
"01/15/2015","80","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","80","25"
"01/16/2015","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40",".","67","18"
"01/17/2015","82","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","82","17"
"01/18/2015","72","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","22","72","13"
"01/19/2015","64","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","64","12"
"01/20/2015","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","14",".","67","17"
"01/21/2015","69","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39",".","69","16"
"01/22/2015","70","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","70","18"
"01/23/2015","90","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","41",".","90","22"
"01/24/2015","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","44","15","62","9"
"01/25/2015","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","51","18"
"01/26/2015","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","71","22"
"01/27/2015","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","66","25"
"01/28/2015","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","62","23"
"01/29/2015","57","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","57","37"
"01/30/2015","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","58","31"
"01/31/2015","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39","15","39","25"
"02/01/2015","69","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","69","31"
"02/02/2015","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","67","27"
"02/03/2015","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","71","32"
"02/04/2015","63","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","63","33"
"02/05/2015","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39","18","66","27"
"02/06/2015","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","50","13"
"02/07/2015","36","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","36",".","25","10"
"02/08/2015","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40",".","37","7"
"02/09/2015","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","40","38"
"02/10/2015","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","39","25"
"02/11/2015","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","11","44","27"
"02/12/2015","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","51","."
"02/13/2015","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","41",".","54","31"
"02/14/2015","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","54","30"
"02/15/2015","43","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","43","20"
"02/16/2015","41","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","41","38"
"02/17/2015","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37","12","54","11"
"02/18/2015","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","62","23"
"02/19/2015","69","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","69","22"
"02/20/2015","56","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","56","11"
"02/21/2015","62","PM2.5","Auburn-Atwood","06-061-0003","AQS","41",".","62","17"
"02/22/2015","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39",".","55","16"
"02/23/2015","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40",".","33","31"
