"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2015","75","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","75","17"
"01/02/2015","71","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","71","26"
"01/03/2015","90","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","90","26"
"01/04/2015","75","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","75","21"
"01/05/2015","58","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","58","21"
"01/06/2015","61","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","22","39","61","16"
"01/07/2015","47","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","47","24"
"01/08/2015","60","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","17",".","60","24"
"01/09/2015","16","NO2","Davis-UCD Campus","06-113-0004","AQS","6",".",".","16"
"01/10/2015","87","PM2.5","Davis-UCD Campus","06-113-0004","AQS","15",".","87","18"
"01/11/2015","80","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","80","23"
"01/12/2015","59","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","23","19","59","21"
"01/13/2015","61","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","61","19"
"01/14/2015","96","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","96","19"
"01/15/2015","75","PM2.5","Davis-UCD Campus","06-113-0004","AQS","17","29","75","13"
"01/16/2015","69","PM2.5","Davis-UCD Campus","06-113-0004","AQS","13",".","69","8"
"01/17/2015","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","20",".","56","11"
"01/18/2015","59","PM2.5","Davis-UCD Campus","06-113-0004","AQS","11","25","59","6"
"01/19/2015","51","PM2.5","Davis-UCD Campus","06-113-0004","AQS","18",".","51","13"
"01/20/2015","49","PM2.5","Davis-UCD Campus","06-113-0004","AQS","17",".","49","15"
"01/21/2015","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","16",".","55","19"
"01/22/2015","68","PM2.5","Davis-UCD Campus","06-113-0004","AQS","14",".","68","12"
"01/23/2015","75","PM2.5","Davis-UCD Campus","06-113-0004","AQS","11",".","75","16"
"01/24/2015","77","PM2.5","Davis-UCD Campus","06-113-0004","AQS","15","26","77","11"
"01/25/2015","64","PM2.5","Davis-UCD Campus","06-113-0004","AQS","15",".","64","8"
"01/26/2015","76","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","76","15"
"01/27/2015","76","PM2.5","Davis-UCD Campus","06-113-0004","AQS","14",".","76","22"
"01/28/2015","70","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","70","13"
"01/29/2015","63","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","63","18"
"01/30/2015","26","Ozone","Davis-UCD Campus","06-113-0004","AQS","26","19","24","10"
