"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2015","60","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","60","29"
"01/02/2015","59","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","59","34"
"01/03/2015","79","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","79","34"
"01/04/2015","100","PM2.5","Visalia-Church","06-107-2002","AQS","25",".","100","29"
"01/05/2015","110","PM2.5","Visalia-Church","06-107-2002","AQS","27",".","110","37"
"01/06/2015","151","PM2.5","Visalia-Church","06-107-2002","AQS","29","57","151","37"
"01/07/2015","154","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","154","39"
"01/08/2015","160","PM2.5","Porterville","06-107-2010","AQS","29",".","160","41"
"01/09/2015","167","PM2.5","Visalia-Church","06-107-2002","AQS","32",".","167","31"
"01/10/2015","163","PM2.5","Porterville","06-107-2010","AQS","39",".","163","38"
"01/11/2015","170","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","170","25"
"01/12/2015","153","PM2.5","Visalia-Church","06-107-2002","AQS","26","52","153","17"
"01/13/2015","130","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","130","24"
"01/14/2015","99","PM2.5","Visalia-Church","06-107-2002","AQS","30",".","99","24"
"01/15/2015","84","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","84","12"
"01/16/2015","89","PM2.5","Porterville","06-107-2010","AQS","28",".","89","14"
"01/17/2015","89","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","89","15"
"01/18/2015","96","PM2.5","Visalia-Church","06-107-2002","AQS","22","27","96","8"
"01/19/2015","69","PM2.5","Visalia-Church","06-107-2002","AQS","20",".","69","10"
"01/20/2015","54","PM2.5","Visalia-Church","06-107-2002","AQS","11",".","54","8"
"01/21/2015","54","PM2.5","Porterville","06-107-2010","AQS","12",".","54","8"
"01/22/2015","65","PM2.5","Visalia-Church","06-107-2002","AQS","20",".","65","17"
"01/23/2015","85","PM2.5","Porterville","06-107-2010","AQS","21",".","85","8"
"01/24/2015","84","PM2.5","Visalia-Church","06-107-2002","AQS","31","20","84","12"
"01/25/2015","68","PM2.5","Porterville","06-107-2010","AQS","32",".","68","11"
"01/26/2015","79","PM2.5","Porterville","06-107-2010","AQS","31",".","79","17"
"01/27/2015","64","PM2.5","Visalia-Church","06-107-2002","AQS","26",".","64","26"
"01/28/2015","76","PM2.5","Porterville","06-107-2010","AQS","26",".","76","20"
"01/29/2015","105","PM2.5","Porterville","06-107-2010","AQS","21",".","105","24"
"01/30/2015","126","PM2.5","Visalia-Church","06-107-2002","AQS","25","40","126","25"
"01/31/2015","115","PM2.5","Porterville","06-107-2010","AQS","31",".","115","22"
"02/01/2015","86","PM2.5","Porterville","06-107-2010","AQS","31",".","86","25"
"02/02/2015","91","PM2.5","Porterville","06-107-2010","AQS","33",".","91","34"
"02/03/2015","113","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","113","34"
"02/04/2015","62","PM2.5","Porterville","06-107-2010","AQS","27",".","62","32"
"02/05/2015","49","PM2.5","Visalia-Church","06-107-2002","AQS","31","29","49","33"
"02/06/2015","39","PM2.5","Visalia-Church","06-107-2002","AQS","29",".","39","28"
"02/07/2015","22","PM2.5","Visalia-Church","06-107-2002","AQS","19",".","22","8"
"02/08/2015","26","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","26",".","19","5"
"02/09/2015","37","PM2.5","Porterville","06-107-2010","AQS","32",".","37","16"
"02/10/2015","61","PM2.5","Porterville","06-107-2010","AQS","29",".","61","10"
"02/11/2015","90","PM2.5","Visalia-Church","06-107-2002","AQS","31","30","90","26"
"02/12/2015","95","PM2.5","Porterville","06-107-2010","AQS","34",".","95","34"
"02/13/2015","81","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","81","41"
"02/14/2015","88","PM2.5","Visalia-Church","06-107-2002","AQS","43",".","88","26"
"02/15/2015","100","PM2.5","Porterville","06-107-2010","AQS","47",".","100","35"
"02/16/2015","102","PM2.5","Porterville","06-107-2010","AQS","48",".","102","19"
"02/17/2015","94","PM2.5","Porterville","06-107-2010","AQS","45","39","94","23"
"02/18/2015","97","PM2.5","Porterville","06-107-2010","AQS","39",".","97","20"
"02/19/2015","102","PM2.5","Porterville","06-107-2010","AQS","40",".","102","27"
"02/20/2015","95","PM2.5","Porterville","06-107-2010","AQS","40",".","95","17"
"02/21/2015","110","PM2.5","Porterville","06-107-2010","AQS","28",".","110","18"
"02/22/2015","59","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","59","8"
"02/23/2015","31","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","31","5","17","8"
"02/24/2015","43","PM2.5","Porterville","06-107-2010","AQS","32",".","43","25"
"02/25/2015","63","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","63","35"
"02/26/2015","93","PM2.5","Visalia-Church","06-107-2002","AQS","45",".","93","34"
"02/27/2015","84","PM2.5","Porterville","06-107-2010","AQS","45",".","84","20"
"02/28/2015","38","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","38",".","20","10"
"03/01/2015","31","Ozone","Visalia-Church","06-107-2002","AQS","31","9","30","12"
"03/02/2015","32","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","32",".","21","20"
"03/03/2015","41","PM2.5","Porterville","06-107-2010","AQS","31",".","41","25"
