"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2015","72","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","72"
"01/02/2015","84","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","84"
"01/03/2015","89","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","27",".","89"
"01/04/2015","81","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","23",".","81"
"01/05/2015","64","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","15",".","64"
"01/06/2015","67","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","20","19","67"
"01/07/2015","62","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","62"
"01/08/2015","67","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","12",".","67"
"01/09/2015","61","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","7",".","61"
"01/10/2015","78","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","14",".","78"
"01/11/2015","64","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","18",".","64"
"01/12/2015","56","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24","14","56"
"01/13/2015","25","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","23"
"01/14/2015","107","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","107"
"01/15/2015","59","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","14",".","59"
"01/16/2015","80","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","11",".","80"
"01/17/2015","59","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","59"
"01/18/2015","72","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","8","18","72"
"01/19/2015","57","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","15",".","57"
"01/20/2015","55","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","17",".","55"
"01/21/2015","50","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","50"
"01/22/2015","35","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","12",".","35"
"01/23/2015","22","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","19"
"01/24/2015","73","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","17","19","73"
