"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"07/22/2016","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"07/23/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"07/24/2016","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"07/25/2016","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"07/26/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"07/27/2016","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"07/28/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"07/29/2016","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","57"
"07/30/2016","53","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","53"
"07/31/2016","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"08/01/2016","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"08/02/2016","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"08/03/2016","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"08/04/2016","51","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","51"
"08/05/2016","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"08/06/2016","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"08/07/2016","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"08/08/2016","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29"
"08/09/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"08/10/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/11/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/12/2016","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"08/13/2016","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"08/14/2016","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"08/15/2016","51","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","51"
"08/16/2016","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","44"
"08/17/2016","51","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","51"
"08/18/2016","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"08/19/2016","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"08/20/2016","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"08/21/2016","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"08/22/2016","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"08/23/2016","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","34"
"08/24/2016","68","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","68"
"08/25/2016","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"08/26/2016","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"08/27/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/28/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/29/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"08/30/2016","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"08/31/2016","14","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","14"
"09/01/2016","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"09/02/2016","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"09/03/2016","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"09/04/2016","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"09/05/2016","87","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","87"
"09/06/2016","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"09/07/2016","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"09/08/2016","82","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","82"
"09/09/2016","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","67"
"09/10/2016","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"09/11/2016","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"09/12/2016","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29"
"09/13/2016","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"09/14/2016","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","44"
"09/15/2016","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"09/16/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"09/17/2016","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"09/18/2016","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","24"
"09/19/2016","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"09/20/2016","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"09/21/2016","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"09/22/2016","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"09/23/2016","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"09/24/2016","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"09/25/2016","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"09/26/2016","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"09/27/2016","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"09/28/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"09/29/2016","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"09/30/2016","42","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","42"
"10/01/2016","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"10/02/2016","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"10/03/2016","31","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31"
"10/04/2016","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"10/05/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/06/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/07/2016","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29"
"10/08/2016","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"10/09/2016","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"10/10/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/11/2016","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"10/12/2016","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"10/13/2016","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"10/14/2016","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"10/15/2016","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","52"
"10/16/2016","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/17/2016","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"10/18/2016","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"10/19/2016","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","54"
"10/20/2016","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"11/02/2016","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"11/03/2016","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"11/04/2016","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"11/05/2016","77","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","77"
"11/06/2016","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"11/07/2016","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"11/08/2016","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","52"
"11/22/2016","46","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","46"
"11/23/2016","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","54"
"11/24/2016","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","57"
"11/25/2016","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"11/26/2016","31","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31"
"11/27/2016","16","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","16"
"11/28/2016","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","34"
"11/29/2016","65","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","65"
"11/30/2016","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/01/2016","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"12/02/2016","64","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","64"
"12/03/2016","75","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","75"
"12/04/2016","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"12/05/2016","42","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","42"
"12/06/2016","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"12/07/2016","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","67"
"12/08/2016","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"12/09/2016","75","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","75"
"12/10/2016","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","34"
"12/11/2016","65","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","65"
"12/12/2016","69","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","69"
"12/13/2016","70","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","70"
"12/14/2016","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/15/2016","73","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","73"
"12/16/2016","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","24"
"12/17/2016","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"12/18/2016","75","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","75"
"12/19/2016","87","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","87"
"12/20/2016","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","96"
"12/21/2016","74","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","74"
"12/22/2016","85","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","85"
"12/23/2016","70","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","70"
"12/24/2016","70","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","70"
"12/25/2016","69","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","69"
